SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0.023	0.0007	0.00096	0.028	0.0023	0.35	0	0	0.00018	0.02	0.35	0.023	0.02	0.00073	0.0007	0	0.13	0.044	0.00022	0	5	0.15	0.29
1	0	0	0	0	0	0.048	0.9	0	0	4e-05	0.048	0	4e-05	0	0	0	0	0	0	0	6	0.1	0.032
2	0.16	0.026	0	1.6e-05	0.32	0.15	0	0	0	0.00095	0.15	0.16	0.00095	0.0016	0.026	0	0.014	2.3e-05	2.1e-05	0	4	0.38	0.52
3	0.083	0.0081	0.00031	0.013	0.0069	0.37	0	0	0.0011	0.0094	0.37	0.083	0.0094	0.001	0.0081	0	0.024	0.0093	0.00011	0	5	0.15	0.29
4	0	0	0	7.5e-06	0	0.44	0	0	0	0.0021	0.44	0	0.0021	0.00054	0	0	0.11	4.3e-05	0	0	5	0.15	0.29
5	0.062	0.0028	0	0.017	0.00014	0.42	0	0	0.0014	0.008	0.42	0.062	0.008	4e-06	0.0028	0	0.00035	0.0015	8.4e-05	0	5	0.15	0.29
6	0.065	0.0038	1.3e-05	0.012	0.00036	0.41	0	0	0.0016	0.0097	0.41	0.065	0.0097	2.1e-05	0.0038	0	0.0014	0.0044	0.0001	0	5	0.15	0.29
7	0.035	0.0063	0	0.00014	0.71	0.035	0	0	0	0.00033	0.035	0.035	0.00033	0.062	0.0063	0	0.078	2.4e-05	7.8e-06	0	4	0.38	0.52
8	0.16	0.0099	0	0.0015	8.9e-05	0.33	0	0	2.1e-06	0.0015	0.33	0.16	0.0015	3.7e-06	0.0099	0	3.2e-06	4.3e-06	2.3e-05	0	5	0.15	0.29
9	0	0	0	0	0	0.5	0	0	0	0.0029	0.5	0	0.0029	0	0	0	4.4e-05	0.00035	0	0	5	0.15	0.29
10	0.055	0.084	0	0.016	0.00014	0.0076	0	0	0	7.7e-06	0.0076	0.055	7.7e-06	0.43	0.084	0	0.26	1.4e-06	0	0	13	0.31	0.38
11	0.051	0.0038	0.0052	0.047	0.0012	0.37	0	0	0.014	0.014	0.37	0.051	0.014	0.0003	0.0038	0	0.015	0.032	0.00013	0	5	0.15	0.29
12	0.12	0.023	3.8e-06	0.34	2.3e-05	0.19	0	0	0.00069	0.0011	0.19	0.12	0.0011	0.0011	0.023	0	0.0062	2.6e-05	1.2e-05	0	3	0.23	0.52
13	0.26	0.062	0	0.035	2.9e-05	0.16	0	0	2.5e-06	0.00027	0.16	0.26	0.00027	0.00063	0.062	0	0.00017	0	4.4e-06	0	0	0.31	0.52
