SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0.99	0.011	0	0	0	0.0017	0	0.15	0.29
1	0.11	0	0	0.89	0	0	3	0.1	0.032
2	0.5	0.5	0	0	0	2.6e-06	1	0.31	0.48
3	0.88	0.11	0	0	0	0.011	0	0.15	0.29
4	1	1.3e-05	0	0	0	0	0	0.15	0.29
5	0.94	0.036	0	0	0	0.022	0	0.15	0.29
6	0.93	0.05	0	0	0	0.018	0	0.15	0.29
7	0.49	0.51	0	0	0	0	1	0.31	0.48
8	0.85	0.15	0	0	0	0.00024	0	0.15	0.29
9	1	0	0	0	0	0	0	0.15	0.29
10	0.016	0.98	0	0	0	3.9e-05	1	0.31	0.48
11	0.86	0.049	0	0	0	0.09	0	0.15	0.29
12	0.56	0.39	0	0	0	0.046	0	0.15	0.29
13	0.31	0.69	0	0	0	0.0005	1	0.31	0.48
14	0.53	0.43	1.4e-06	0	0	0.045	0	0.15	0.29
15	0.77	0.19	0	0	0	0.045	0	0.15	0.29
16	0.22	0.78	0	0	0	1.6e-05	1	0.31	0.48
17	0.56	0.42	0	0	0	0.016	0	0.15	0.29
18	0.85	0.15	0	0	0	0.0015	0	0.15	0.29
19	0.82	0.18	0	0	0	0.00087	0	0.15	0.29
20	0.38	0.58	1e-06	0	0	0.039	1	0.31	0.48
21	0.19	0.79	0.00091	0	0	0.017	1	0.31	0.48
22	0.2	0.79	0	0	0	0.0036	1	0.31	0.48
23	0.36	0.64	0	0	0	5.8e-06	1	0.31	0.48
24	0.95	0.049	0	0	0	0.00063	0	0.15	0.29
25	0.97	0.016	0	0	0	0.014	0	0.15	0.29
26	0.81	0.17	0	0	0	0.016	0	0.15	0.29
27	0.78	0.17	0	0	0	0.05	0	0.15	0.29
28	0.51	0.46	0	0	0	0.029	0	0.15	0.29
29	0.88	0.0023	0	0	0	0.12	0	0.15	0.29
30	0.54	0.45	0	0	0	0.011	0	0.15	0.29
31	0.8	0.18	0	0	0	0.028	0	0.15	0.29
32	0.36	0.49	0	0	0	0.14	1	0.31	0.48
33	0.72	0.28	0	0	0	0	0	0.15	0.29
34	0	0	0	0	1	0	4	0	0.13
35	0.67	0.27	0	0	0	0.061	0	0.15	0.29
36	0.62	0.3	0	0	0	0.08	0	0.15	0.29
37	0.75	0.24	0	0	0	0.011	0	0.15	0.29
38	0.75	0.21	0	0	0	0.043	0	0.15	0.29
39	0.91	0.055	0	0	0	0.033	0	0.15	0.29
40	0.84	0.00071	0	0	0	0.16	0	0.15	0.29
41	0.0011	0	0	1	0	0	3	0.1	0.032
42	0.67	0.33	0	0	0	1.3e-05	0	0.15	0.29
43	0.82	0.15	0	0	0	0.035	0	0.15	0.29
44	0.72	0.28	0	0	0	0.0001	0	0.15	0.29
45	0.62	0.38	0	0	0	0.00068	0	0.15	0.29
46	0.76	0.23	0	0	0	0.006	0	0.15	0.29
