SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0	0.98	0	0	0.0098	0	0.015	0	1	0.19	0
1	0	0	1	6.2e-05	0	0	0	0	2	0.47	0.26
2	0	0	1	1.6e-05	0	0	0	0	2	0.47	0.26
3	0	0.95	0	0	0.041	0	0.0084	0	1	0.19	0
4	0	0	0.99	0.0076	0	0	0	0	2	0.47	0.26
5	0.99	0	0	0.009	0	0	0	0	0	0.24	0.13
6	1.5e-05	0	0.98	0.02	0	0	0	0	2	0.47	0.26
7	0.0024	0	0.046	0.95	0	0	0	0	3	0.3	0.18
8	0	0	0	0	0	1	0	0	5	0.053	0.19
9	0	0.42	0	0	0.58	0	6.2e-05	0	4	0.11	0
10	0.99	0	0	0.0025	0	0	0.0084	0	0	0.24	0.13
11	0	5.7e-05	0	0	1	0	0	0	4	0.11	0
12	0.00016	0.42	0	0	0.55	0	0.032	0	4	0.11	0
13	0.0026	0	0.0065	0.99	0	0	0	0	3	0.3	0.18
14	0.098	0.051	0.004	0.016	0.00037	0	0.83	0	6	0.24	0.021
15	0.00021	0	0.96	0.045	0	0	0	0	2	0.47	0.26
16	0.17	0	0	0.83	0	0	0	0	3	0.3	0.18
17	1	0	0	0	0	0	0	0	0	0.24	0.13
18	0	0	0.96	0.038	0	0	0	0	2	0.47	0.26
19	0.85	0	0	0.15	0	0	0	0	0	0.24	0.13
20	0.023	0	0.89	0.091	0	0	0	0	2	0.47	0.26
21	0.94	0	0	0.057	0	0	0	0	0	0.24	0.13
22	0.073	0	0.0014	0.93	0	0	0	0	3	0.3	0.18
23	0	0	0	0	0	0.005	0	0.99	7	0	0.11
24	2.9e-06	0.78	0	0	8.4e-05	0	0.22	0	1	0.19	0
25	1.6e-05	0	1	0.0022	0	0	0	0	2	0.47	0.26
26	0.72	0	0	0.28	0	0	0	0	0	0.24	0.13
27	1	0	0	2.7e-05	0	0	0	0	0	0.24	0.13
28	0	0	1	3.3e-06	0	0	0	0	2	0.47	0.26
29	0.98	0	0	0.023	0	0	0	0	0	0.24	0.13
30	0.84	0	0	0.01	0	0	0.15	0	0	0.24	0.13
31	0	0	1	0	0	0	0	0	2	0.47	0.26
32	0	0.96	0	0	3e-06	0	0.039	0	1	0.19	0
33	0	1	0	0	1.8e-05	0	5.1e-05	0	1	0.19	0
34	0.75	0	0	0.25	0	0	0	0	0	0.24	0.13
35	1	0	0	1.7e-05	0	0	0	0	0	0.24	0.13
36	0.095	0	0.037	0.87	0	0	0	0	3	0.3	0.18
37	0	0	0	0	0	1.2e-06	0	1	7	0	0.11
38	0	0	0	0	0	0.0005	0	1	7	0	0.11
39	1	0	0	0.00024	0	0	0	0	0	0.24	0.13
40	0	0	0	0	0	1.4e-06	0	1	7	0	0.11
41	0.004	0	0.7	0.29	0	0	0	0	2	0.47	0.26
42	0	0.92	0	0	0.0036	0	0.077	0	1	0.19	0
43	4.3e-06	0	0	0	0	0	1	0	6	0.24	0.021
44	1	0	0	0.00042	0	0	0	0	0	0.24	0.13
45	0	0	1	0.0012	0	0	0	0	2	0.47	0.26
46	2.9e-06	0.9	0	0	0.037	0	0.058	0	1	0.19	0
47	0	0	0	0	0	2.6e-05	0	1	7	0	0.11
48	0.95	0	0	0.012	0	0.0016	0.036	0	0	0.24	0.13
49	0.00041	0	0	0	0	0	1	0	6	0.24	0.021
50	3.6e-06	0	0	0	0	0	1	0	6	0.24	0.021
51	0.65	0	0	0	0	0	0	0.35	0	0.24	0.13
52	0	0	0	0	0	0	1	0	6	0.24	0.021
53	0	0.44	0	0	0.55	0	0.0057	0	4	0.11	0
54	0.83	0	0	0	0	0.0028	0	0.16	0	0.24	0.13
55	9e-06	0	1	0	0	0	0	0	2	0.47	0.26
56	0.0024	0.71	0	1.2e-05	0.028	0	0.26	0	1	0.19	0
57	0	0	1	0	0	0	0	0	2	0.47	0.26
58	0.0005	0	0	0	0	0	1	0	6	0.24	0.021
59	0.00011	0	0	0	0	0	1	0	6	0.24	0.021
60	0	0.0011	0	0	1	0	0	0	4	0.11	0
61	0	0	0	0	0	1	0	0	5	0.053	0.19
62	0.029	0	0.26	0.71	0	0	0	0	3	0.3	0.18
63	0	0	0	0	0	0	1	0	6	0.24	0.021
64	0.002	0	0	0	0	0	1	0	6	0.24	0.021
65	0.0004	0.86	0	0	0.029	0	0.11	0	1	0.19	0
66	0	0	0	0	0	0	1	0	6	0.24	0.021
67	0	0	0	0	0	0	1	0	6	0.24	0.021
68	0	0.0017	0	0	1	0	0	0	4	0.11	0
69	0.5	0	0	0.5	0	0	0	0	0	0.24	0.13
70	0	0	0	0	0	0	0	1	7	0	0.11
71	0.28	0	0.41	0.3	0	0	0.0026	0	2	0.47	0.26
72	1	0	0	0.0037	0	0	0	0	0	0.24	0.13
73	0.95	0	0	0.046	0	0	0	0	0	0.24	0.13
74	0.93	0	0	0.074	0	0	0.00032	0	0	0.24	0.13
75	2.9e-05	0	0	0	0	0	1	0	6	0.24	0.021
76	0.58	0	0	0.42	0	0	0	0	0	0.24	0.13
77	0	8.3e-06	0	0	1	0	0	0	4	0.11	0
78	0.82	0	1.3e-05	0.18	0	0	0	0	0	0.24	0.13
79	0.0012	0.73	0	4.2e-06	0.034	0	0.24	0	1	0.19	0
80	0	0	1	0	0	0	0	0	2	0.47	0.26
81	0.93	0	2.3e-05	0.064	0	0	0.0018	0	0	0.24	0.13
82	0	0	0	0	0	0	0	1	7	0	0.11
83	0	0	0	0	0	1	0	0	5	0.053	0.19
84	0	0	0	0	0	0	0	1	7	0	0.11
85	0	0	1	1.4e-05	0	0	0	0	2	0.47	0.26
86	0	0.97	0	0	0.003	0	0.026	0	1	0.19	0
87	0.085	0	1.6e-05	0.92	0	0	0	0	3	0.3	0.18
88	0	0	1	0.00031	0	0	0	0	2	0.47	0.26
89	0.061	0	0.0027	0.94	0	0	0	0	3	0.3	0.18
90	0	0	1	0	0	0	0	0	2	0.47	0.26
91	0.91	0	0.00019	0.052	0	1.1e-05	0.035	0	0	0.24	0.13
92	0.72	0	4.1e-05	0.28	0	0	0	0	0	0.24	0.13
93	0	1	0	0	0	0	0.0037	0	1	0.19	0
94	1	0	0	0.0003	0	0	0	0	0	0.24	0.13
95	0.14	0	8.3e-05	0.86	0	0	0	0	3	0.3	0.18
96	0	0	1	0	0	0	0	0	2	0.47	0.26
97	0.31	0	1.7e-05	0.69	0	0	0	0	3	0.3	0.18
98	0	1	0	0	0.0038	0	0.0008	0	1	0.19	0
99	0.99	0	0	0.011	0	0	0.0004	0	0	0.24	0.13
100	0.38	0	0.0055	0.62	0	0	5.6e-06	0	3	0.3	0.18
101	0.00092	0.72	0	1.9e-06	0.16	0	0.12	0	1	0.19	0
102	0.0061	0	0	4.8e-06	0	0	0.99	0	6	0.24	0.021
103	0	0	1	0	0	0	0	0	2	0.47	0.26
104	0	0.8	0	0	0.2	0	9.5e-06	0	1	0.19	0
105	0.11	0	0.36	0.53	0	0	0.00029	0	3	0.3	0.18
106	0.85	0	1e-05	0.15	0	0	0	0	0	0.24	0.13
107	0	0.27	0	0	0.73	0	0.0033	0	4	0.11	0
108	0	0	1	0	0	0	0	0	2	0.47	0.26
109	1.1e-05	0.47	0	0	0.51	0	0.016	0	4	0.11	0
110	0	0.75	0	0	0.25	0	0.0048	0	1	0.19	0
111	0.8	0	0.00011	0.2	0	0	3.9e-06	0	0	0.24	0.13
112	0.00091	0.71	0	3.4e-06	0.09	0	0.2	0	1	0.19	0
113	0	0	0	0	0	0	1	0	6	0.24	0.021
114	1	0	0	0	0	0	1e-05	0	0	0.24	0.13
115	2.3e-05	0.8	0	0	0.0012	0	0.2	0	1	0.19	0
116	0.63	0	0	0.37	0	0	0	0	0	0.24	0.13
117	0.97	0	0	0.033	0	0	9.5e-05	0	0	0.24	0.13
118	0.99	0	0	0.01	0	5.6e-05	0.0001	0	0	0.24	0.13
119	0.015	0	0.00012	0.98	0	0	0	0	3	0.3	0.18
120	4.3e-05	0.83	0	0	0.13	0	0.039	0	1	0.19	0
121	0	0.028	0	0	0.97	0	5.1e-05	0	4	0.11	0
122	0.93	0	0.00015	0.06	0	0	0.012	0	0	0.24	0.13
123	0	0.0011	0	0	1	0	0	0	4	0.11	0
124	0.99	0	0	0.01	0	0	0	0	0	0.24	0.13
125	0.62	0	0.0099	0.37	0	0	6.1e-05	0	0	0.24	0.13
126	0	3.3e-05	0	0	1	0	0	0	4	0.11	0
127	0.99	0	0	0.011	0	0	0.00078	0	0	0.24	0.13
128	0.65	0	2.1e-05	0.35	0	0	0	0	0	0.24	0.13
129	0	0	1	0	0	0	0	0	2	0.47	0.26
130	0.96	0	0	0.036	0	0	0	0	0	0.24	0.13
131	0.017	0.59	0	0.0003	0.098	2.7e-06	0.29	0	1	0.19	0
132	0.00014	0	0.93	0.07	0	0	0	0	2	0.47	0.26
133	0.99	0	0	0.01	0	0	2.5e-06	0	0	0.24	0.13
134	0	0.74	0	0	0.24	0	0.013	0	1	0.19	0
135	0.86	0	0	0.14	0	0	0	0	0	0.24	0.13
136	0.69	0	0	0.31	0	2.5e-06	0	0	0	0.24	0.13
137	1	0	0	0.00011	0	0	9.1e-05	0	0	0.24	0.13
138	0.98	0	0	0.02	0	0	0	0	0	0.24	0.13
139	0	0	0	0	0	1	0	0	5	0.053	0.19
140	0	0	0	0	0	0	1	0	6	0.24	0.021
141	0.19	0	0.53	0.27	0	0	0	0	2	0.47	0.26
142	0.91	0	1.2e-05	0.086	0	0	0.0016	0	0	0.24	0.13
143	0.6	0	0.0026	0.4	0	0	0.00025	0	0	0.24	0.13
144	0.99	0	0	0.0065	0	0	0	0	0	0.24	0.13
145	0.27	0	0	0.73	0	0	0	0	3	0.3	0.18
146	1	0	0	0.00042	0	0	0	0	0	0.24	0.13
147	0	0	0	0	0	0.00041	0	1	7	0	0.11
148	0	0.2	0	0	0.8	0	6.6e-06	0	4	0.11	0
149	0.64	0	6.8e-06	0.36	0	0	0	0	0	0.24	0.13
150	0.00065	0.32	0	1e-05	7.1e-05	0	0.68	0	6	0.24	0.021
151	0.96	0	0	0.039	0	0	0	0	0	0.24	0.13
152	0.015	0.23	1.2e-05	0.0014	0.00049	0	0.75	0	6	0.24	0.021
153	1	0	0	0	0	0	0	0	0	0.24	0.13
154	0	0	0	0	0	0	1	0	6	0.24	0.021
155	0	0.0094	0	0	0.99	0	0	0	4	0.11	0
156	0	0	0	0	0	1	0	0	5	0.053	0.19
157	1	0	0	0.0036	0	0	0	0	0	0.24	0.13
158	0	0.98	0	0	0.00089	0	0.018	0	1	0.19	0
159	0.22	0	0.43	0.35	0	0	0.00013	0	2	0.47	0.26
160	0.13	0.37	0.00058	0.021	0.034	9e-06	0.44	0	6	0.24	0.021
161	0	0.71	0	0	0	0	0.29	0	1	0.19	0
162	0	0	0	0	0	0	0	1	7	0	0.11
163	0	0	0	0	0	0	0	1	7	0	0.11
164	1	0	0	0.00045	0	0	0	0	0	0.24	0.13
165	0.66	0	0.034	0.27	0	0	0.042	0	0	0.24	0.13
166	0	0.069	0	0	0.93	0	0.00046	0	4	0.11	0
167	0.99	0	0	0.0081	0	0	1.6e-05	0	0	0.24	0.13
168	0.0043	0	0.064	0.93	0	0	0	0	3	0.3	0.18
169	0.96	0	0	0.027	0	0	0.01	0	0	0.24	0.13
170	0	0	0	0	0	8.7e-06	0	1	7	0	0.11
171	0	0	0	0	0	1	0	0	5	0.053	0.19
172	0	0.68	0	0	0.32	0	0	0	1	0.19	0
173	1	0	0	1.1e-05	0	0	0	0	0	0.24	0.13
174	0.89	0	1.6e-05	0.11	0	0	1.8e-05	0	0	0.24	0.13
175	0.98	0	0	0.019	0	0	0.00025	0	0	0.24	0.13
176	0	0.99	0	0	0.0055	0	0.0028	0	1	0.19	0
177	0	0	0	0	0	1.8e-05	0	1	7	0	0.11
178	0.99	0	0	0.0059	0	0	0	0	0	0.24	0.13
179	2.1e-06	0	0	0	0	0	1	0	6	0.24	0.021
180	1	0	0	0.00032	0	0	0	0	0	0.24	0.13
181	0	0.93	0	0	0.064	0	0.0034	0	1	0.19	0
182	0	1	0	0	0.00057	0	0	0	1	0.19	0
183	0.95	0	0	0.046	0	0	0.00019	0	0	0.24	0.13
184	0	0.22	0	0	0.78	0	7.2e-05	0	4	0.11	0
185	0.0021	0	0.97	0.028	0	0	0	0	2	0.47	0.26
186	3.3e-06	0.87	0	0	0.051	0	0.075	0	1	0.19	0
187	0	0	0	0	0	0	1	0	6	0.24	0.021
188	0.99	0	0	0.0052	0	0	0	0	0	0.24	0.13
189	0	0	0	0	0	0	1	0	6	0.24	0.021
190	0	0	0	0	0	2.9e-05	0	1	7	0	0.11
191	0.75	0	8.8e-05	0.25	0	0	0	0	0	0.24	0.13
192	0.55	0	0	0.45	0	0	0	0	0	0.24	0.13
193	0.39	0	0.2	0.4	0	0	0.0015	0	3	0.3	0.18
194	0	0	1	1.6e-05	0	0	0	0	2	0.47	0.26
195	0	0	1	0.00013	0	0	0	0	2	0.47	0.26
196	0.039	0	0	0.96	0	0	0	0	3	0.3	0.18
197	0	1	0	0	0.00022	0	0.00037	0	1	0.19	0
198	4.8e-06	0.39	0	0	0.6	0	0.011	0	4	0.11	0
199	3e-06	0.69	0	0	0.29	0	0.016	0	1	0.19	0
200	4.6e-05	0.65	0	0	0.0014	0	0.35	0	1	0.19	0
201	0.87	0	0.0002	0.12	0	7.2e-05	0.012	0	0	0.24	0.13
202	0.92	0	0	0.074	0	0.0096	0	0	0	0.24	0.13
203	0.17	0	0.59	0.24	0	0	0	0	2	0.47	0.26
204	1	0	0	2e-06	0	0	0	0	0	0.24	0.13
205	6.6e-06	0.8	0	0	0.0014	0	0.2	0	1	0.19	0
206	7.6e-05	0.74	0	0	0.0026	0	0.25	0	1	0.19	0
207	0.00043	0.76	0	0	0.036	0	0.21	0	1	0.19	0
208	0.39	0	0	0.024	0	0	0.59	0	6	0.24	0.021
209	0.028	0	0	0.00028	0	0	0.97	0	6	0.24	0.021
210	0.97	0	0	0.031	0	0	0	0	0	0.24	0.13
211	1	0	0	0.0012	0	0	0	0	0	0.24	0.13
212	0	0.82	0	0	0.17	0	0.0054	0	1	0.19	0
213	0	0	0	0	0	5.7e-06	0	1	7	0	0.11
214	0	0	0	0	0	0	1	0	6	0.24	0.021
215	0.99	0	0	0.0077	0	0	0.00056	0	0	0.24	0.13
216	0	0	1	0	0	0	0	0	2	0.47	0.26
217	0.098	0	0	0.00047	0	0	0.9	0	6	0.24	0.021
