SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.93	0	0.061	0	0	0	0	0	0	0.0082	0	0	0.00068	0	0.19	0
1	0	0	0	0.083	0.088	0.0024	0.83	0	0	0	0	0	0	6	0.24	0.26
2	0	0	0	0.021	0.022	0.00081	0.96	0	0	0	0	0	0	6	0.24	0.26
3	0.91	0	0.056	0	0	0	0	0	0	0.035	0	0	0.00032	0	0.19	0
4	0	0	0	0.48	0.51	0.00057	0.00057	0	0	0	0	0	0	4	0.36	0.26
5	0	0.99	0	0	0	0.01	0.00029	0	0	0	0.00086	0	0	1	0.21	0.15
6	0	0	0	0.1	0.11	0.21	0.58	2.8e-05	0	0	0	0	0	6	0.24	0.26
7	0	0.0001	0	0.29	0.31	0.25	0.15	0	0	0	0	0	0	4	0.36	0.26
8	0	2.1e-06	0	0	0	0	0	0	0.99	0	0.009	0	0	8	0.027	0.19
9	0.45	0	0.0062	0	0	0	0	0	0	0.55	0	0	0	9	0.11	0
10	0	0.91	0.013	0	0	0.016	3.8e-05	0	0	0	0.064	0	0	1	0.21	0.15
11	6.5e-05	0	1.4e-06	0	0	0	0	0	0	1	0	0	0	9	0.11	0
12	0.43	3.7e-05	0.077	0	0	0	0	0	0	0.49	0.00036	0	0.0013	9	0.11	0
13	0	0.00027	0	0.091	0.096	0.81	0.005	0	0	0	0	0	0	5	0.3	0.19
14	0.14	0.005	0.045	0.0027	0.0029	0.062	0.0024	7.9e-05	0	0.00086	0.00046	0	0.74	12	0.3	0
15	0	8.6e-05	0	0.43	0.45	0.09	0.026	2.6e-06	0	0	0	0	0	4	0.36	0.26
16	0	0.0038	0	0.00021	0.00023	1	4.8e-05	0	0	0	0	0	0	5	0.3	0.19
17	0	0.7	0	0	0	0	0	0	0	0	0.3	0	0	1	0.21	0.15
18	0	0	0	0.48	0.51	0.0067	0.0028	0	0	0	0	0	0	4	0.36	0.26
19	0	0.18	0	8.3e-05	8.8e-05	0.82	0.00038	0	0	0	8.1e-05	0	0	5	0.3	0.19
