SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0	0	0.41	0	0	0.41	0	0	0.11	0	0	6.2e-05	0	0	0	0	0.074	0	2	0.16	0
1	0	0	0	0	6.2e-06	0	0	0.018	0	0	0.2	0	0.78	0	0	8.1e-06	0	0	12	0.41	0.26
2	0	0	0	0	0	0	0	0.3	0	0	0.36	0	0.32	0	0	0.025	0	0	10	0.24	0.26
3	0	0	0.45	0	0	0.45	0	0	0.054	0	0	0.0005	0	0	0	0	0.053	0	2	0.16	0
4	0	0	0	0	0	0	0	0.028	0	0	0.002	0	0.97	0	0	0	0	0	12	0.41	0.26
5	0.0021	0	0	0.023	0.97	0	0.0065	0	0	0	0.00023	0	0	0	0	0	0	0	4	0.24	0.15
6	0	0	0	0	0.0013	0	0	0.0042	0	0	0.85	0	0.11	0	0	0.039	0	0	10	0.24	0.26
7	0	0	0	6.8e-06	0.0054	0	0	0.049	0	0	0.68	0	0.27	0	0	0	0	0	10	0.24	0.26
8	0	0	0	0	0	0	4.6e-06	0	0	0	0	0	0	0	1	0	0	0	14	0.053	0.13
9	0	0	0.49	0	0	0.49	0	0	0.00083	0	0	0.0065	0	0	0	0	0.0032	0	2	0.16	0
10	0.036	0	0	0.75	0.21	0	0.00071	0	0	0	6.5e-06	0	0	0	0	0	0.0016	0	3	0.24	0.11
11	0	0	0.00041	0	0	0.00041	0	0	0	0	0	1	0	0	0	0	0	0	11	0.08	0
12	9.2e-05	0	0.34	0.00015	3.9e-05	0.34	2.8e-05	0	0.058	1.6e-05	0	0.19	0	0	1.7e-05	0	0.075	0	2	0.16	0
13	0	0	0	0.00022	0.096	0	0	0.0026	0	0	0.13	0	0.77	0	0	0	0	0	12	0.41	0.26
14	0.00029	0	0.0091	0.058	0.053	0.0091	5.9e-05	0.0001	0.74	0.11	0.0015	2.2e-05	0.0035	0	0	5.9e-05	0.02	0	8	0.24	0
15	0	0	0	2.7e-06	0.00044	0	0	0.28	0	0	0.025	0	0.69	0	0	0.0037	0	0	12	0.41	0.26
16	4.9e-06	0	0	0.066	0.93	0	0	0	0	0	0.00031	0	6.9e-05	0	0	0	0	0	4	0.24	0.15
17	0.34	0	0	0.6	0.054	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	3	0.24	0.11
18	0	0	0	0	3.5e-06	0	0	0.003	0	0	0.0042	0	0.99	0	0	0	0	0	12	0.41	0.26
19	0.00051	0	0	0.29	0.71	0	1.9e-05	0	0	0	0.00015	0	0	0	0	0	0	0	4	0.24	0.15
