SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0	0	0.0085	0	0	0.98	0.0085	0	0	0	0	0	0	4.8e-05	6	0.16	0
1	0	0.72	0	0	0.048	0.23	0	0	0	5.1e-05	0	0.00059	5.5e-06	0	0	1	0.47	0.26
2	0	0.7	0	0	0.013	0.28	0	0	0	0	0	0.00021	0.012	0	0	1	0.47	0.26
3	0	0	0	0.0035	0	0	0.99	0.0035	0	0	0	0	0	0	0.00036	6	0.16	0
4	0	0.0033	0	0	1	0.00055	0	0	0	0	0	0.00049	0	0	0	4	0.36	0.26
5	0.99	0	0	0	0	0.00025	0	0	0	0	0.0059	0.0079	0	0	0	0	0.24	0.13
6	2e-05	0.53	0	0	0.1	0.27	0	0	0	0.00025	0	0.089	0.0075	0	0	1	0.47	0.26
7	0.00021	0.0017	0	0	0.62	0.15	0	0	0	0	1.8e-06	0.23	0	0	0	4	0.36	0.26
8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.053	0.084
9	0	0	0	1.5e-05	0	0	1	1.5e-05	0	0	0	0	0	0	0.0042	6	0.16	0
10	0.99	0	0	0.0053	0	4.2e-06	0	0.0053	0	0	4.7e-05	0.0016	0	0	0	0	0.24	0.13
11	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	1	14	0.08	0
12	0.00013	0	0	0.016	0	0	0.82	0.016	0.00012	0	3.3e-06	0	0	0	0.15	6	0.16	0
13	0.0011	0.0011	0	0	0.21	0.0055	0	0	0	2.7e-05	0	0.78	0	0	0	11	0.3	0.19
14	0.083	0.0014	0	0.44	0.0016	0.00068	0.02	0.44	0	0.00014	2.3e-05	0.015	1.6e-05	0	1.5e-05	3	0.24	0.021
15	0.00012	0.22	0	0	0.7	0.02	0	0	0	0.00018	2e-06	0.061	0.0018	0	0	4	0.36	0.26
16	0.19	0	0	0	0.00042	4.4e-05	0	0	0	0	0	0.81	0	0	0	11	0.3	0.19
17	1	0	0	0	0	0	0	0	0	0	1.5e-06	0	0	0	0	0	0.24	0.13
18	0	0.015	0	0	0.98	0.0027	0	0	0	1.1e-05	0	0.0057	0	0	0	4	0.36	0.26
19	0.87	0	0	0	3.1e-05	6.7e-05	0	0	0	0	2.8e-06	0.13	0	0	0	0	0.24	0.13
20	0.024	0.38	0	0	0.27	0.07	0	0	0	0.0019	0	0.17	0.086	0	0	1	0.47	0.26
21	0.81	0	0	0	0	0.061	0	0	0	0	0.063	0.066	0	0	0	0	0.24	0.13
22	0.062	0.0005	0	0	0.038	0.00046	0	0	0	0.00021	0	0.9	0	0	0	11	0.3	0.19
23	0	0	0.99	0	0	0	0	0	0.0052	0	0	0	0	0	0	2	0	0.11
24	5.7e-06	0	0	0.27	0	0	0.45	0.27	0	0	0	0	0	0	0	6	0.16	0
