SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	0.056	0.94	0	0	0	0	0	0	0	3	0.13	0
1	0	0.13	0	0	1.9e-05	0.83	0	0.0019	0.03	0	0	5	0.24	0.26
2	0	0.033	0	0	0.036	0.93	0	0.00061	0.0012	0	0	5	0.24	0.26
3	0	0	0.015	0.99	0	0	0	0	0	0	0	3	0.13	0
4	0	1	0	0	0	0.00073	0	0.00056	1e-05	0	0	1	0.36	0.26
5	0.98	0	0	0	0	0.00053	0	0.015	0	0	0	0	0.21	0.13
6	0	0.17	0	0	0.015	0.59	0	0.17	0.055	0	0	5	0.24	0.26
7	1.2e-05	0.58	0	0	0	0.18	0	0.24	0.00011	0	0	1	0.36	0.26
8	0	0	0	0	0	0	0	0	0	1	0	9	0.027	0.11
9	0	0	1.9e-05	1	0	0	0	0	0	0	0	3	0.13	0
10	0.98	0	0.019	0	0	1e-05	0	0.0034	0	0	0	0	0.21	0.13
11	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0
12	0.00011	0	0.028	0.97	0	0	0	0	0	0	0	3	0.13	0
13	5.3e-05	0.19	0	0	0	0.0064	0	0.8	0.0018	0	0	7	0.3	0.19
14	0.0039	0.0018	0.96	0.0051	2.1e-05	0.00098	0	0.019	0.0067	0	0.0025	2	0.24	0.021
15	2e-05	0.86	0	0	0.0027	0.033	0	0.086	0.021	0	0	1	0.36	0.26
16	0.004	0.00045	0	0	0	6.2e-05	0	1	9.3e-06	0	0	7	0.3	0.19
17	1	0	0	0	0	0	0	0	0	0	0	0	0.21	0.13
18	0	0.99	0	0	0	0.0035	0	0.0066	0.0017	0	0	1	0.36	0.26
19	0.32	0.00014	0	0	0	0.00041	0	0.68	2.5e-06	0	0	7	0.3	0.19
20	1.6e-05	0.34	0	0	0.13	0.12	0	0.25	0.16	0	0.00014	1	0.36	0.26
21	0.86	0	0	0	0	0.073	0	0.069	0	0	0	0	0.21	0.13
22	0.00087	0.035	0	0	0	0.00055	0	0.95	0.0088	0	4.2e-05	7	0.3	0.19
23	0	0	0	0	0	0	0.95	0	0	0.052	0	6	0	0.11
24	3.6e-06	0	0.95	0.052	0	0	0	0	0	0	0	2	0.24	0.021
25	0	0.33	0	0	0.19	0.45	0	0.017	0.014	0	0	5	0.24	0.26
26	0.15	0.0014	0	0	0	0.001	0	0.85	7.3e-05	0	7.4e-06	7	0.3	0.19
27	1	0	0	0	0	0	0	1.6e-05	0	0	0	0	0.21	0.13
28	0	0.58	0	0	0.083	5.7e-06	0	0.00049	0.34	0	0	1	0.36	0.26
29	0.92	0	0	0	0	0.00074	0	0.078	0	0	0	0	0.21	0.13
30	0.34	2e-06	0.64	0	0	8e-06	0	0.024	0	0	8.2e-06	2	0.24	0.021
31	0	0.8	0	0	0.00011	0.00044	0	0.086	0.11	0	0	1	0.36	0.26
32	0	0	0.95	0.055	0	0	0	0	0	0	0	2	0.24	0.021
33	0	0	0.003	1	0	0	0	0	0	0	0	3	0.13	0
34	0.4	0.0015	0	0	0	0.0066	0	0.59	1.2e-05	0	0	7	0.3	0.19
35	1	0	0	0	0	7.1e-06	0	1.1e-06	0	0	0	0	0.21	0.13
36	0.00078	0.15	0	0	0	0.0056	0	0.8	0.037	0	7.7e-05	7	0.3	0.19
37	0	0	0	0	0	0	1	0	0	0.004	0	6	0	0.11
38	0	0	0	0	0	0	1	0	0	0.005	0	6	0	0.11
39	1	0	0	0	0	0	0	0.00014	0	0	0	0	0.21	0.13
40	0	0	0	0	0	0	1	0	0	0.0031	0	6	0	0.11
41	4.4e-05	0.68	0	0	8.4e-05	0.075	0	0.23	0.017	0	0	1	0.36	0.26
42	2e-06	0	0.42	0.58	0	0	0	0	0	0	0	3	0.13	0
43	4.4e-06	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
44	1	0	0	0	0	6.2e-06	0	0.00033	0	0	0	0	0.21	0.13
45	0	0.021	0	0	0.00026	0.88	0	0.025	0.075	0	0	5	0.24	0.26
46	7.7e-06	0	0.14	0.86	0	0	0	0	0	0	0	3	0.13	0
47	0	0	0	0	0	0	1	0	0	0.00087	0	6	0	0.11
48	0.96	1.7e-05	0.023	0	0	0.0089	0	0.0082	0	1.7e-06	0	0	0.21	0.13
49	0.00022	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
50	4.3e-06	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
51	0	0	0	0	0	0	1	0	0	0.00015	0	6	0	0.11
52	0	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
53	0	0	0.0038	1	0	0	0	0	0	0	0	3	0.13	0
54	0	0	0	0	0	0	0.98	0	0	0.019	0	6	0	0.11
55	0	0.033	0	0	0.0008	0.8	0	0.12	0.041	0	0	5	0.24	0.26
56	0.0018	0	0.54	0.46	0	0	0	1.9e-05	0	0	0	2	0.24	0.021
57	0	0.0041	0	0	3.8e-05	0.92	0	0.029	0.044	0	0	5	0.24	0.26
58	0.00018	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
59	0.00013	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
60	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0
61	0	0	0	0	0	0	0	0	0	1	0	9	0.027	0.11
62	0.00047	0.35	0	0	0	0.006	0	0.61	0.034	0	5.9e-06	7	0.3	0.19
63	0	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
64	0.0029	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
65	0.0011	0	0.25	0.75	0	0	0	0	0	0	0	3	0.13	0
66	0	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
67	0	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
68	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0
69	0.039	0.0031	0	0	0	0.0049	0	0.95	2.5e-06	0	0	7	0.3	0.19
70	0	0	0	0	0	0	1	0	0	0.00033	0	6	0	0.11
71	0.037	0.21	0.0019	0	0.0005	0.02	0	0.56	0.16	0	0.0022	7	0.3	0.19
72	1	0	0	0	0	6.7e-05	0	0.0032	0	0	0	0	0.21	0.13
73	0.72	4.5e-06	0	0	0	0.0049	0	0.27	0	0	0	0	0.21	0.13
74	0.52	0.00074	0.0012	0	0	0.0013	0	0.48	1.4e-05	0	2.9e-06	0	0.21	0.13
75	3.5e-05	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
76	0.043	0.00026	0	0	0	0.84	0	0.12	0	0	0	5	0.24	0.26
77	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0
78	0.36	0.007	0	0	0	0.047	0	0.58	2.5e-05	0	0	7	0.3	0.19
79	0.0018	0	0.48	0.52	0	0	0	1.3e-05	0	0	0	3	0.13	0
80	0	0.075	0	0	0.028	0.084	0	0.81	0.00031	0	0	7	0.3	0.19
81	0.73	0.0024	0.0036	0	0	0.0097	0	0.25	0.00014	0	8e-06	0	0.21	0.13
82	0	0	0	0	0	0	1	0	0	0.0026	0	6	0	0.11
83	0	0	0	0	0	0	0	0	0	1	0	9	0.027	0.11
84	0	0	0	0	0	0	1	0	0	0.00027	0	6	0	0.11
85	0	0.17	0	0	0.0087	0.43	0	0.39	0.0028	0	0	5	0.24	0.26
86	0	0	0.18	0.82	0	0	0	0	0	0	0	3	0.13	0
87	0.0013	0.011	0	0	0	0.001	0	0.99	3.9e-05	0	0	7	0.3	0.19
88	0	0.21	0	0	0.061	0.043	0	0.46	0.22	0	0	7	0.3	0.19
89	0.00092	0.07	0	0	0	0.0018	0	0.92	0.0021	0	0	7	0.3	0.19
90	0	0.63	0	0	0.013	0.0016	0	0.17	0.18	0	0	1	0.36	0.26
91	0.77	0.0036	0.049	0	0	0.019	0	0.16	0.00039	0	2e-05	0	0.21	0.13
92	0.23	0.011	0	0	0	0.057	0	0.7	5.4e-05	0	0	7	0.3	0.19
93	0	0	0.53	0.47	0	0	0	0	0	0	0	2	0.24	0.021
94	1	0	0	0	0	2.5e-06	0	0.00036	0	0	0	0	0.21	0.13
95	0.0058	0.023	0	0	0	0.015	0	0.96	5e-05	0	0	7	0.3	0.19
96	0	0.99	0	0	0	1.2e-05	0	0.00017	0.0067	0	0	1	0.36	0.26
97	0.0083	0.0039	0	0	0	0.00014	0	0.99	0.00038	0	5.6e-06	7	0.3	0.19
98	0	0	0.0038	1	0	0	0	0	0	0	0	3	0.13	0
99	0.87	3e-06	0.0039	0	0	1.9e-05	0	0.12	0	0	0	0	0.21	0.13
100	0.021	0.065	3.7e-06	0	0	0.0057	0	0.9	0.0061	0	6.1e-05	7	0.3	0.19
101	0.0013	0	0.15	0.85	0	0	0	3.9e-06	0	0	0	3	0.13	0
102	0.0072	0	0.99	0	0	0	0	6.6e-06	0	0	0	2	0.24	0.021
103	0	0.00052	0	0	0.81	0	0	0.19	1.2e-05	0	0	4	0.59	0.33
104	0	0	3e-06	1	0	0	0	0	0	0	0	3	0.13	0
105	0.0062	0.13	0.00022	0	5.8e-05	0.0014	0	0.44	0.4	0	0.024	7	0.3	0.19
106	0.48	0.0049	0	0	0	0.1	0	0.41	1.1e-05	0	0	0	0.21	0.13
107	0	0	0.0024	1	0	0	0	0	0	0	0	3	0.13	0
108	0	0.003	0	0	0.12	0.8	0	0.075	0.0014	0	0	5	0.24	0.26
109	8.3e-06	0	0.013	0.99	0	0	0	0	0	0	0	3	0.13	0
110	0	0	0.0032	1	0	0	0	0	0	0	0	3	0.13	0
111	0.13	0.0054	9.6e-06	0	0	0.0013	0	0.86	0.0036	0	0.00025	7	0.3	0.19
112	0.00057	0	0.32	0.67	0	0	0	8.3e-06	0	0	0	3	0.13	0
113	0	0	1	0	0	0	0	0	0	0	0	2	0.24	0.021
114	1	0	5.3e-06	0	0	0	0	0	0	0	0	0	0.21	0.13
115	6.1e-05	0	0.81	0.19	0	0	0	0	0	0	0	2	0.24	0.021
116	0.0035	0	0	0	0	0	0	0.98	5.6e-05	0	0.016	7	0.3	0.19
117	0.86	0.00024	0.00021	0	0	0.004	0	0.14	0	0	0	0	0.21	0.13
118	0.98	2.6e-05	8e-05	0	0	0.0072	0	0.017	0	0	0	0	0.21	0.13
119	3.7e-05	0.022	0	0	0	1.5e-05	0	0.98	0.0011	0	3.1e-06	7	0.3	0.19
120	9.2e-05	0	0.044	0.96	0	0	0	0	0	0	0	3	0.13	0
121	0	0	6.7e-05	1	0	0	0	0	0	0	0	3	0.13	0
122	0.76	0.0039	0.018	0	0	0.017	0	0.2	0.00039	0	1.9e-05	0	0.21	0.13
123	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0
124	0.98	7.7e-06	0	0	0	0.002	0	0.021	0	0	0	0	0.21	0.13
125	0.1	0.043	6.4e-05	0	0	0.0065	0	0.82	0.026	0	0.0006	7	0.3	0.19
126	0	0	0	1	0	0	0	0	0	0	0	3	0.13	0
127	0.97	3.1e-05	0.00081	0	0	0.0033	0	0.021	0	0	0	0	0.21	0.13
