SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0	0.073	0	0.13	0	0.8	6.2e-05	0	0	0	5	0.16	0
1	5.5e-06	0	0.18	0	0.82	0	0	0	0	0	4	0.41	0.26
2	0	0	0.49	0	0.51	0	0	0	0	0	4	0.41	0.26
3	0	0.053	0	0.062	0	0.88	0.00051	0	0	0	5	0.16	0
4	0	0	0.0018	0	1	0	0	0	0	0	4	0.41	0.26
5	0.97	0	0.00024	0	0	0	0	0	0.026	0	0	0.24	0.15
6	0.0013	0	0.87	0	0.13	0	0	0	0	0	2	0.24	0.26
7	0.0053	0	0.69	0	0.31	0	0	0	7.5e-06	0	2	0.24	0.26
8	0	0	0	0	0	0	0	1	0	0	7	0.053	0.13
9	0	0.0033	0	0.00096	0	0.99	0.0067	0	0	0	5	0.16	0
10	0.2	0.0014	6.4e-06	0	0	0	0	0	0.8	0	8	0.24	0.11
11	0	0	0	0	0	0.0008	1	0	0	0	6	0.08	0
12	4.4e-05	0.075	0	0.066	0	0.67	0.19	1.8e-05	0.00019	0	5	0.16	0
13	0.085	0	0.12	0	0.8	0	0	0	0.00022	0	4	0.41	0.26
14	0.059	0.02	0.0017	0.83	0.0045	0.018	2.2e-05	0	0.072	0	3	0.24	0
15	0.00052	0	0.031	0	0.97	0	0	0	3.7e-06	0	4	0.41	0.26
16	0.93	0	0.00032	0	8.1e-05	0	0	0	0.073	0	0	0.24	0.15
17	0.074	0	0	0	0	0	0	0	0.93	0	8	0.24	0.11
18	3e-06	0	0.0038	0	1	0	0	0	0	0	4	0.41	0.26
19	0.69	0	0.00015	0	0	0	0	0	0.31	0	0	0.24	0.15
20	0.053	0	0.15	0	0.79	0	0	0	0.0042	0	4	0.41	0.26
21	0.98	0	0.021	0	0	0	0	0	0.0018	0	0	0.24	0.15
22	0.72	0	0.0079	0	0.19	0	0	0	0.089	0	0	0.24	0.15
23	0	0	0	0	0	0	0	0.013	0	0.99	9	0	0.11
24	0	0.027	0	0.88	0	0.091	0	0	7.1e-06	0	3	0.24	0
25	0.00024	0	0.31	0	0.69	0	0	0	0	0	4	0.41	0.26
26	0.67	0	0.00074	0	7.7e-05	0	0	0	0.33	0	0	0.24	0.15
27	0.34	0	0	0	0	0	0	0	0.66	0	8	0.24	0.11
28	0	0	0	0	1	0	0	0	0	0	4	0.41	0.26
29	0.98	0	0.00013	0	0	0	0	0	0.015	0	0	0.24	0.15
30	0.14	0.0024	2.7e-06	0	0	0	0	0	0.86	0	8	0.24	0.11
31	0	0	0.00028	0	1	0	0	0	0	0	4	0.41	0.26
32	0	0.0011	0	0.97	0	0.024	0	0	0	0	3	0.24	0
33	0	0.00063	0	0.18	0	0.81	0	0	0	0	5	0.16	0
34	0.8	0	0.0056	0	6.6e-05	0	0	0	0.2	0	0	0.24	0.15
35	0.99	0	5.7e-05	0	0	0	0	0	0.011	0	0	0.24	0.15
36	0.35	0	0.033	0	0.59	0	0	0	0.033	0	4	0.41	0.26
37	0	0	0	0	0	0	0	4.7e-05	0	1	9	0	0.11
38	0	0	0	0	0	0	0	0.00037	0	1	9	0	0.11
39	0.28	0	0	0	0	0	0	0	0.72	0	8	0.24	0.11
40	0	0	0	0	0	0	0	2.7e-05	0	1	9	0	0.11
41	0.0068	0	0.12	0	0.87	0	0	0	5.1e-05	0	4	0.41	0.26
42	0	0.049	0	0.54	0	0.41	2.3e-05	0	3.3e-06	0	3	0.24	0
43	0	1	0	0	0	0	0	0	8.4e-06	0	1	0.19	0.021
44	0.54	0	1e-05	0	0	0	0	0	0.46	0	0	0.24	0.15
45	0.00015	0	0.46	0	0.54	0	0	0	0	0	4	0.41	0.26
46	0	0.13	0	0.2	0	0.67	0.0011	0	8.7e-06	0	5	0.16	0
47	0	0	0	0	0	0	0	1.5e-05	0	1	9	0	0.11
48	0.51	0.13	0.019	0	0	0	0	0.0053	0.33	0	0	0.24	0.15
49	5.1e-05	1	0	0	0	0	0	0	0.0014	0	1	0.19	0.021
50	0	1	0	0	0	0	0	0	1.3e-05	0	1	0.19	0.021
51	0.31	0	0	0	0	0	0	0	0.29	0.4	9	0	0.11
52	0	1	0	0	0	0	0	0	2.1e-06	0	1	0.19	0.021
53	0	0.036	0	0.023	0	0.86	0.077	0	0	0	5	0.16	0
54	0.83	0	0	0	0	0	0	0.00075	0.071	0.099	0	0.24	0.15
55	0.00081	0	0.94	0	0.056	0	0	0	0	0	2	0.24	0.26
56	0.00068	0.13	0	0.46	0	0.4	0.0014	0	0.0024	0	3	0.24	0
57	0.00018	0	0.77	0	0.23	0	0	0	0	0	2	0.24	0.26
58	0.00018	1	0	0	0	0	0	0	0.003	0	1	0.19	0.021
59	2.7e-06	1	0	0	0	0	0	0	8.6e-05	0	1	0.19	0.021
60	0	9.2e-06	0	0	0	0.053	0.95	0	0	0	6	0.08	0
61	0	0	0	0	0	0	0	1	0	0	7	0.053	0.13
62	0.039	0	0.023	0	0.94	0	0	0	0.0017	0	4	0.41	0.26
63	0	1	0	0	0	0	0	0	0	0	1	0.19	0.021
64	0.0001	1	0	0	0	0	0	0	0.00099	0	1	0.19	0.021
65	8.9e-05	0.26	0	0.15	0	0.59	0.00061	0	0.00046	0	5	0.16	0
66	0	1	0	0	0	0	0	0	0	0	1	0.19	0.021
67	0	1	0	0	0	0	0	0	0	0	1	0.19	0.021
68	0	0.00013	0	0	0	0.034	0.97	0	0	0	6	0.08	0
69	0.9	0	0.013	0	0.0002	0	0	0	0.09	0	0	0.24	0.15
70	0	0	0	0	0	0	0	0	0	1	9	0	0.11
71	0.24	0.00014	0.046	0	0.63	0	0	0	0.088	0	4	0.41	0.26
72	0.85	0	9.4e-05	0	0	0	0	0	0.15	0	0	0.24	0.15
73	0.94	0	0.0018	0	0	0	0	0	0.06	0	0	0.24	0.15
74	0.49	7.5e-06	0.00063	0	2e-05	0	0	0	0.51	0	8	0.24	0.11
75	0	1	0	0	0	0	0	0	7.7e-05	0	1	0.19	0.021
76	0.19	0	0.81	0	0	0	0	0	0.00034	0	2	0.24	0.26
77	0	0	0	0	0	0.00032	1	0	0	0	6	0.08	0
78	0.8	0	0.052	0	0.00051	0	0	0	0.15	0	0	0.24	0.15
79	0.0003	0.24	0	0.32	0	0.44	0.002	0	0.0013	0	5	0.16	0
80	0	0	0.88	0	0.12	0	0	0	0	0	2	0.24	0.26
81	0.61	0.00046	0.0086	0	0.00033	0	0	0	0.39	0	0	0.24	0.15
82	0	0	0	0	0	0	0	2.8e-05	0	1	9	0	0.11
83	0	0	0	0	0	0	0	1	0	0	7	0.053	0.13
84	0	0	0	0	0	0	0	0	0	1	9	0	0.11
85	0	0	0.85	0	0.15	0	0	0	0	0	2	0.24	0.26
86	0	0.095	0	0.23	0	0.67	1.1e-05	0	0	0	5	0.16	0
87	0.93	0	0.021	0	0.013	0	0	0	0.036	0	0	0.24	0.15
88	2.9e-06	0	0.032	0	0.97	0	0	0	0	0	4	0.41	0.26
89	0.56	0	0.041	0	0.37	0	0	0	0.031	0	0	0.24	0.15
90	0	0	6.2e-05	0	1	0	0	0	0	0	4	0.41	0.26
91	0.58	0.024	0.022	0	0.0011	0	0	4.4e-05	0.38	0	0	0.24	0.15
92	0.83	0	0.08	0	0.0012	0	0	0	0.092	0	0	0.24	0.15
93	0	0.012	0	0.69	0	0.3	0	0	0	0	3	0.24	0
94	0.37	0	4.6e-06	0	0	0	0	0	0.63	0	8	0.24	0.11
95	0.83	0	0.13	0	0.014	0	0	0	0.018	0	0	0.24	0.15
96	0	0	1.1e-06	0	1	0	0	0	0	0	4	0.41	0.26
97	0.79	0	0.00087	0	0.0031	0	0	0	0.2	0	0	0.24	0.15
98	0	0.011	0	0.053	0	0.94	5.1e-06	0	0	0	5	0.16	0
99	0.21	0	3e-06	0	0	0	0	0	0.79	0	8	0.24	0.11
100	0.67	0	0.029	0	0.11	0	0	0	0.19	0	0	0.24	0.15
101	0.00023	0.24	0	0.13	0	0.62	0.017	0	0.00085	0	5	0.16	0
102	0.00052	1	0	0	0	0	0	0	0.0032	0	1	0.19	0.021
103	0	0	0.0026	0	1	0	0	0	0	0	4	0.41	0.26
104	0	0.00095	0	0.00049	0	1	0.00023	0	0	0	5	0.16	0
105	0.12	3.4e-06	0.0049	0	0.81	0	0	0	0.059	0	4	0.41	0.26
106	0.8	0	0.11	0	0.0003	0	0	0	0.09	0	0	0.24	0.15
107	0	0.028	0	0.015	0	0.74	0.21	0	0	0	5	0.16	0
108	0	0	1	0	8.9e-05	0	0	0	0	0	2	0.24	0.26
109	0	0.055	0	0.049	0	0.79	0.11	0	1.9e-05	0	5	0.16	0
