SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0.41	0.12	0	0.00021	1.1e-06	0	0	0	0	0	0	6.1e-05	0	0	0	0.41	0.06	0	1	0.16	0
1	5.9e-06	0	0	0.024	0	0	0	0.21	0	0	0	0.77	0	0	4e-05	0	0	0	0	11	0.41	0.26
2	0	0	0	0.37	0	0	0	0.34	0	0	0	0.29	0	0	1.3e-05	0	0	0	0	3	0.41	0.33
3	0	0.45	0.055	0	0.00063	0	0	0	0	0	0	0	0.0005	0	0	0	0.45	0.043	0	1	0.16	0
4	0	0	0	0.039	0	0	0	0.0021	0	0	0	0.96	0	0	9.2e-05	0	0	0	0	11	0.41	0.26
5	0.97	0	0	0	0	0.00044	0.01	0.00025	0	0	0	0	0	0	0.0035	0.011	0	0	0	0	0.24	0.15
6	0.0012	0	0	0.0056	0	0	0	0.86	0	0	0	0.1	0	0	0.032	0	0	0	0	7	0.24	0.26
7	0.0044	0	0	0.055	0	0	0	0.59	0	0	0	0.22	0	0	0.13	0	0	0	0	7	0.24	0.26
8	0	0	0	0	3.5e-05	0	0	0	0	0	1	0	0	0	0	1.8e-05	0	0	0	10	0.027	0.11
9	0	0.49	0.00084	0	0.0012	0	0	0	0	0	0	0	0.0064	0	0	0	0.49	0.0026	0	1	0.16	0
10	0.17	0	0	0	0	0.82	0.012	5.6e-06	0	0	0	0	0	0	0.0013	0.00093	0	0.0011	0	5	0.24	0.084
11	0	0.00042	0	0	0.0017	0	0	0	0	0	0	0	1	0	0	0	0.00042	0	0	12	0.08	0
12	3.5e-05	0.34	0.058	0	0.026	0.00036	4.1e-06	0	0	0	0	0	0.18	0	0	4.1e-05	0.34	0.059	1.6e-05	1	0.16	0
13	0.019	0	0	0.0007	0	0	5e-06	0.027	0	0	0	0.15	0	0	0.8	0	0	0	0	14	0.3	0.18
14	0.047	0.0089	0.73	0.00013	3.8e-05	0.072	0.00013	0.0015	0	0	0	0.0032	2.1e-05	0	0.011	8.7e-05	0.0089	0.016	0.1	2	0.24	0
15	0.00038	0	0	0.35	0	0	0	0.024	0	0	0	0.62	0	0	0.012	0	0	0	0	11	0.41	0.26
16	0.26	0	0	0	0	0.00097	0.00013	9.2e-05	0	0	0	1.9e-05	0	0	0.74	0	0	0	0	14	0.3	0.18
17	0.18	0	0	0	0	0.65	0.16	0	0	0	0	0	0	0	0	0.0077	0	0	0	5	0.24	0.084
18	3.4e-06	0	0	0.0041	0	0	0	0.0045	0	0	0	0.99	0	0	0.00095	0	0	0	0	11	0.41	0.26
19	0.76	0	0	0	0	0.076	0.0031	0.00018	0	0	0	0	0	0	0.16	3.3e-05	0	0	0	0	0.24	0.15
20	0.044	0	0	0.16	0	0.0007	0	0.13	0	0	0	0.57	0	0.018	0.071	0	0	0	0	11	0.41	0.26
21	0.96	0	0	0	0	5e-06	0.0057	0.022	0	0	0	0	0	0	0.0067	0.0054	0	0	0	0	0.24	0.15
22	0.11	0	0	3.9e-05	0	0.0017	4.5e-05	0.0013	0	0	0	0.025	0	0	0.86	0	0	0	0	14	0.3	0.18
23	0	0	0	0	0	0	0	0	0	0.94	0.06	0	0	0	0	1.5e-06	0	0	0	9	0	0.11
24	0	0.051	0.87	0	0	5e-05	0	0	0	0	0	0	0	0	0	0	0.051	0.024	0.00032	2	0.24	0
25	0.00014	0	0	0.45	0	0	0	0.19	0	0	0	0.35	0	3.8e-05	0.001	0	0	0	0	3	0.41	0.33
26	0.62	0	0	0	0	0.094	0.0023	0.00072	0	0	0	6.2e-05	0	0	0.28	3.2e-05	0	0	0	0	0.24	0.15
27	0.68	0	0	0	0	0.25	0.066	0	0	0	0	0	0	0	5.8e-05	0.0071	0	0	0	0	0.24	0.15
28	0	0	0	0.096	0	0	0	0	0	0	0	0.9	0	3.2e-06	6.3e-06	0	0	0	0	11	0.41	0.26
29	0.99	0	0	0	0	0.00014	0.0039	0.00014	0	0	0	0	0	0	0.0076	0.00026	0	0	0	0	0.24	0.15
30	0.086	0	0	0	0	0.91	0.0016	0	0	0	0	0	0	0	0.0038	2.3e-05	0	0.0015	0	5	0.24	0.084
31	0	0	0	0.17	0	0	0	0.00028	0	0	0	0.83	0	0	0	0	0	0	0	11	0.41	0.26
32	0	0.014	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0.00099	0.00017	2	0.24	0
33	0	0.42	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0.00051	0	1	0.16	0
34	0.74	0	0	0	0	0.041	0.0074	0.0055	0	0	0	5.3e-05	0	0	0.21	0.00082	0	0	0	0	0.24	0.15
35	0.095	0	0	0	0	5.8e-06	0.018	5.8e-06	0	0	0	0	0	0	0	0.89	0	0	0	15	0.16	0.15
36	0.14	0	0	0.0022	0	0.0019	4.2e-05	0.014	0	0	0	0.2	0	0	0.64	0	0	0	0	14	0.3	0.18
37	0	0	0	0	0	0	0	0	0	1	0.0046	0	0	0	0	0	0	0	0	9	0	0.11
38	0	0	0	0	0	0	0	0	0	0.99	0.0058	0	0	0	0	0	0	0	0	9	0	0.11
39	0.38	0	0	0	0	0.56	0.05	1e-06	0	0	0	0	0	0	0.00026	0.0065	0	0	0	5	0.24	0.084
40	0	0	0	0	0	0	0	0	0	1	0.0036	0	0	0	0	0	0	0	0	9	0	0.11
41	0.0062	0	0	0.12	0	0	1.5e-06	0.11	0	0	0	0.69	0	0	0.07	0	0	0	0	11	0.41	0.26
42	0	0.22	0.51	0	5.6e-05	2.3e-05	0	0	0	0	0	0	2.4e-05	0	0	0	0.22	0.042	8e-05	2	0.24	0
43	0	0	0	0	0.024	9.3e-05	0	0	0	0	0	0	0	0	0	0	0	0.98	0	17	0.19	0.021
44	0.7	0	0	0	0	0.16	0.05	1.4e-05	0	0	0	0	0	0	0.0005	0.089	0	0	0	0	0.24	0.15
45	0.00015	0	0	0.012	0	0	0	0.5	0	0	0	0.49	0	0	0.0015	0	0	0	0	7	0.24	0.26
46	0	0.35	0.18	0	0.0015	4.4e-05	0	0	0	0	0	0	0.0011	0	0	0	0.35	0.11	4.4e-05	1	0.16	0
47	0	0	0	0	0	0	0	0	0	1	0.001	0	0	0	0	0	0	0	0	9	0	0.11
48	0.26	0	0	0	0.011	0.12	0.025	0.01	0	0	1.6e-06	0	0	0	0.0036	0.5	0	0.068	0	15	0.16	0.15
49	5.1e-05	0	0	0	0.002	0.0073	1.1e-05	0	0	0	0	0	0	0	0	6.8e-06	0	0.99	0	17	0.19	0.021
50	0	0	0	0	2.1e-05	0.0002	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.19	0.021
51	0.36	0	0	0	0	0.088	0	0	0	0.56	9.8e-05	0	0	0	0	0	0	0	0	9	0	0.11
52	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.19	0.021
53	0	0.43	0.021	0	0.012	6.8e-06	0	0	0	0	0	0	0.074	0	0	0	0.43	0.028	0	1	0.16	0
54	0.86	0	0	0	0	0.012	0	0	7.6e-06	0.13	0.0028	0	0	0	0	0	0	0	0	0	0.24	0.15
55	0.00078	0	0	0.0011	0	0	0	0.95	0	0	0	0.047	0	0	0	0	0	0	0	7	0.24	0.26
56	0.00059	0.22	0.44	0	0.0015	0.0043	3e-05	0	0	0	0	0	0.0014	0	6.9e-06	5.9e-05	0.22	0.11	0.00056	2	0.24	0
57	0.00018	0	0	0.0021	0	0	0	0.8	0	0	0	0.2	0	0	0	0	0	0	0	7	0.24	0.26
58	0.00018	0	0	0	0.0008	0.013	1.9e-05	0	0	0	0	0	0	0	0	7.6e-06	0	0.99	0	17	0.19	0.021
59	2.7e-06	0	0	0	0.037	0.00049	1.3e-06	0	0	0	0	0	0	0	0	4.2e-06	0	0.96	0	17	0.19	0.021
60	0	0.028	0	0	0.0024	0	0	0	0	0	0	0	0.94	0	0	0	0.028	7.5e-06	0	12	0.08	0
61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0.027	0.11
62	0.032	0	0	0.021	0	0.00013	3.3e-05	0.019	0	0	0	0.66	0	0	0.27	0	0	0	0	11	0.41	0.26
63	0	0	0	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	17	0.19	0.021
64	0.0001	0	0	0	0.033	0.0031	3.3e-05	0	0	0	0	0	0	0	0	0.00011	0	0.96	0	17	0.19	0.021
65	7.7e-05	0.32	0.14	0	0.0025	0.00099	1.6e-05	0	0	0	0	0	0.00063	0	0	4.5e-05	0.32	0.22	1.8e-05	1	0.16	0
66	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	17	0.19	0.021
67	0	0	0	0	3e-05	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.19	0.021
68	0	0.017	0	0	0.021	0	0	0	0	0	0	0	0.94	0	0	0	0.017	0.0001	0	12	0.08	0
69	0.63	0	0	0	0	0.0068	0.0017	0.0096	0	0	0	0.00012	0	0	0.35	1.2e-05	0	0	0	0	0.24	0.15
70	0	0	0	0	0	0	0	0	0	1	0.00039	0	0	0	0	0	0	0	0	9	0	0.11
71	0.21	0	0	0.038	0	0.042	0.0017	0.043	0	0	0	0.47	0	0	0.19	0.00043	0	0.00012	0	11	0.41	0.26
72	0.93	0	0	0	0	0.014	0.036	0.00011	0	0	0	0	0	0	0.003	0.016	0	0	0	0	0.24	0.15
73	0.96	0	0	0	0	0.0032	0.0064	0.002	0	0	0	0	0	0	0.024	0.00015	0	0	0	0	0.24	0.15
74	0.56	0	0	0	0	0.37	0.0068	0.00075	0	0	0	2e-05	0	0	0.069	0.00011	0	8.4e-06	0	0	0.24	0.15
75	0	0	0	0	6.6e-05	0.00059	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.19	0.021
76	0.18	0	0	0	0	0	0.0009	0.79	0	0	0	0	0	0	0.012	0.017	0	0	0	7	0.24	0.26
77	0	0.00017	0	0	0.0018	0	0	0	0	0	0	0	1	0	0	0	0.00017	0	0	12	0.08	0
78	0.78	0	0	6.4e-06	0	0.037	0.0092	0.053	0	0	0	0.00044	0	0	0.12	0.0041	0	0	0	0	0.24	0.15
79	0.00026	0.24	0.3	0	0.0034	0.0027	3e-05	0	0	0	0	0	0.0021	0	2.6e-06	5.6e-05	0.24	0.21	0.00061	2	0.24	0
80	0	0	0	0.03	0	0	0	0.87	0	0	0	0.096	0	5.6e-06	0	0	0	0	0	7	0.24	0.26
81	0.66	0	0	3.3e-06	0	0.25	0.016	0.0098	0	0	0	0.00032	0	0	0.052	0.012	0	0.0005	0	0	0.24	0.15
82	0	0	0	0	0	0	0	0	0	1	0.003	0	0	0	0	0	0	0	0	9	0	0.11
83	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0.027	0.11
84	0	0	0	0	0	0	0	0	0	1	0.00031	0	0	0	0	0	0	0	0	9	0	0.11
85	0	0	0	0.077	0	0	0	0.81	0	0	0	0.11	0	0.0005	0	0	0	0	0	7	0.24	0.26
86	0	0.35	0.21	0	8.3e-05	3.6e-06	0	0	0	0	0	0	1.1e-05	0	0	0	0.35	0.079	1.3e-06	1	0.16	0
87	0.19	0	0	2.6e-06	0	0.00036	0.00013	0.0046	0	0	0	0.0024	0	0	0.8	0	0	0	0	14	0.3	0.18
88	2.7e-06	0	0	0.18	0	0	0	0.032	0	0	0	0.79	0	0	0.00041	0	0	0	0	11	0.41	0.26
89	0.12	0	0	0.00035	0	0.00056	0.00011	0.0096	0	0	0	0.07	0	0	0.8	0	0	0	0	14	0.3	0.18
90	0	0	0	0.14	0	0	0	6.5e-05	0	0	0	0.86	0	0	0	0	0	0	0	11	0.41	0.26
91	0.56	0	0	2.8e-05	0.00037	0.26	0.021	0.023	0	0	0	0.00097	0	0	0.036	0.072	0	0.023	0	0	0.24	0.15
92	0.75	0	0	1.3e-05	0	0.013	0.0068	0.075	0	0	0	0.00098	0	0	0.15	0.0038	0	0	0	0	0.24	0.15
