SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	1.7e-05	0.86	0.024	0.024	0	0	0.012	0	0.082	0	0	0	0	0	1	0.19	0
1	0	0	0	0	0	0.78	0	0.2	0	9.1e-06	0.02	0	0	8.3e-06	5	0.41	0.26
2	0	0	0	0	0	0.31	0	0.34	0	0	0.32	0	0	0.025	7	0.24	0.26
3	8.5e-06	0.84	0.031	0.031	0	0	0.049	0	0.05	0	0	0	0	0	1	0.19	0
4	0	0	0	0	0	0.97	0	0.002	0	0	0.032	0	0	0	5	0.41	0.26
5	0	0	0	0	0	0	0	0.00016	0	1	0	0	0	0	9	0.24	0.15
6	0	0	0	0	0	0.11	0	0.84	0	0.002	0.0048	0	0	0.041	7	0.24	0.26
7	0	0	0	0	0	0.27	0	0.67	0	0.008	0.055	0	0	0	7	0.24	0.26
8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0.053	0.13
9	0	0.34	0.012	0.012	0	0	0.64	0	0.0011	0	0	0	0	0	6	0.11	0
10	0.7	0	6.9e-05	6.9e-05	0	0	0	6e-06	0	0.3	0	0	0	0	0	0.24	0.063
11	0	4.3e-05	2.8e-05	2.8e-05	0	0	1	0	0	0	0	0	0	0	6	0.11	0
12	0.00095	0.31	0.053	0.053	1.6e-05	0	0.54	0	0.041	5.2e-05	0	1.6e-05	0	0	6	0.11	0
13	0	0	0	0	0	0.74	0	0.12	0	0.14	0.0028	0	0	0	5	0.41	0.26
14	0.12	0.053	0.003	0.003	0	0.0036	0.0005	0.0015	0.61	0.082	0.00012	0.13	0	6.4e-05	8	0.24	0
15	0	0	0	0	0	0.67	0	0.024	0	0.00062	0.3	0	0	0.0037	5	0.41	0.26
16	1.6e-05	0	0	0	0	5e-05	0	0.00022	0	1	0	0	0	0	9	0.24	0.15
17	0.039	0	0	0	0	0	0	0	0	0.96	0	0	0	0	9	0.24	0.15
18	0	0	0	0	0	0.99	0	0.0042	0	5.2e-06	0.0034	0	0	0	5	0.41	0.26
19	0.0044	0	0	0	0	0	0	0.00014	0	1	0	0	0	0	9	0.24	0.15
20	8.5e-05	0	0	0	0	0.49	0	0.11	0	0.057	0.11	0	0	0.23	5	0.41	0.26
21	0	0	0	0	0	0	0	0.014	0	0.99	0	0	0	0	9	0.24	0.15
22	0.00036	0	0	0	0	0.13	0	0.0061	0	0.86	0.00017	0	0	0	9	0.24	0.15
23	0	0	0	0	0.013	0	0	0	0	0	0	0	0.99	0	12	0	0.11
