SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0	0	0.95	0.054	0	0	2	0.13	0
1	1	7.4e-06	0	0	0	0	0	0.41	0.26
2	1	0	0	0	0	0	0	0.41	0.26
3	0	0	0.99	0.014	0	0	2	0.13	0
4	1	0	0	0	0	0	0	0.41	0.26
5	0	1	0	0	0	0	1	0.24	0.15
6	0.99	0.012	0	0	0	0	0	0.41	0.26
7	0.98	0.019	0	0	0	0	0	0.41	0.26
8	0	0	0	0	1	0	4	0.053	0.11
9	0	0	1	1.8e-05	0	0	2	0.13	0
10	0	0.97	0	0.027	0	0	1	0.24	0.15
11	0	0	1	0	0	0	2	0.13	0
12	0	4.7e-05	0.97	0.027	4.1e-05	0	2	0.13	0
13	0.89	0.11	0	0	0	0	0	0.41	0.26
14	0.0049	0.07	0.0051	0.92	0	0	3	0.24	0.021
15	1	0.00059	0	0	0	0	0	0.41	0.26
16	7.9e-05	1	0	0	0	0	1	0.24	0.15
17	0	1	0	0	0	0	1	0.24	0.15
18	1	3.3e-06	0	0	0	0	0	0.41	0.26
19	2e-06	1	0	0	0	0	1	0.24	0.15
20	0.93	0.069	0	0	0	0	0	0.41	0.26
21	0	1	0	0	0	0	1	0.24	0.15
22	0.19	0.81	0	0	0	0	1	0.24	0.15
23	0	0	0	0	0.012	0.99	5	0	0.11
24	0	0	0.054	0.95	0	0	3	0.24	0.021
25	1	0.00038	0	0	0	0	0	0.41	0.26
26	0.0001	1	0	0	0	0	1	0.24	0.15
27	0	1	0	0	0	0	1	0.24	0.15
28	1	0	0	0	0	0	0	0.41	0.26
29	0	1	0	0	0	0	1	0.24	0.15
30	0	0.59	0	0.41	0	0	1	0.24	0.15
31	1	0	0	0	0	0	0	0.41	0.26
32	0	0	0.058	0.94	0	0	3	0.24	0.021
33	0	0	1	0.0029	0	0	2	0.13	0
34	7.5e-05	1	0	0	0	0	1	0.24	0.15
35	0	1	0	0	0	0	1	0.24	0.15
36	0.61	0.39	0	0	0	0	0	0.41	0.26
37	0	0	0	0	6.1e-05	1	5	0	0.11
38	0	0	0	0	9.5e-05	1	5	0	0.11
39	0	1	0	0	0	0	1	0.24	0.15
40	0	0	0	0	3.6e-05	1	5	0	0.11
41	0.99	0.0086	0	0	0	0	0	0.41	0.26
42	0	0	0.59	0.41	0	0	2	0.13	0
43	0	0	0	1	0	0	3	0.24	0.021
44	0	1	0	0	0	0	1	0.24	0.15
45	1	0.00031	0	0	0	0	0	0.41	0.26
46	0	0	0.87	0.13	0	0	2	0.13	0
47	0	0	0	0	2.8e-06	1	5	0	0.11
48	1.3e-06	0.95	0	0.043	0.0079	0	1	0.24	0.15
49	0	5.4e-05	0	1	0	0	3	0.24	0.021
50	0	0	0	1	0	0	3	0.24	0.021
51	0	0.53	0	0	0	0.47	1	0.24	0.15
52	0	0	0	1	0	0	3	0.24	0.021
53	0	0	1	0.0036	0	0	2	0.13	0
54	0	0.92	0	0	0.00021	0.077	1	0.24	0.15
55	0.98	0.016	0	0	0	0	0	0.41	0.26
56	0	0.0018	0.47	0.52	0	0	3	0.24	0.021
57	1	0.00085	0	0	0	0	0	0.41	0.26
58	0	8.5e-05	0	1	0	0	3	0.24	0.021
59	0	1.4e-05	0	1	0	0	3	0.24	0.021
60	0	0	1	0	0	0	2	0.13	0
61	0	0	0	0	1	0	4	0.053	0.11
62	0.96	0.044	0	0	0	0	0	0.41	0.26
63	0	0	0	1	0	0	3	0.24	0.021
