SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.053	0.7	0	0.22	0.012	0	0	0	0.018	1.4e-05	0	0	0	1	0.1	0.23
1	0	0	0	0	0	0	0	0	0	0	0.2	0.8	0	11	0.1	0
2	0	4.1e-05	0.99	0	0.008	0	0	0	0	0	0	0	0	2	0.033	0.2
3	0.036	0.038	0	0.58	0	0	0	0	0.34	0	0	0	0	3	0.1	0.41
4	0.0035	0.98	0	0.0027	0	0	0	0	0.014	0	0	0	0	1	0.1	0.23
5	0.0099	0.47	0.012	0.093	0.41	0	0	0	0.0025	0	0	0	0	1	0.1	0.23
6	0.0013	0.98	0	0.0015	0	0	0	0.0017	0.009	0.0023	0	0	0	1	0.1	0.23
7	0	0.58	0.0011	0	2.4e-05	0	0	4e-05	0	0	0	0	0.42	1	0.1	0.23
8	0.0045	0.08	0	0.26	0	0	0	0	0.65	0	0	0	0	8	0.19	0.53
9	0.02	0.6	0.0092	0.11	0.26	0	0	1.7e-05	0.0039	8.5e-06	0	0	0	1	0.1	0.23
10	0.011	0.21	0	0.095	2.3e-05	0	0	0	0.68	0	0	0	0	8	0.19	0.53
11	0	0.47	0	0	0.28	0	0	0	0	0	0.0018	0.25	0	1	0.1	0.23
12	0.0018	0.81	0.0011	0.0008	0.18	0	0	1.4e-05	0	0	0	0	0	1	0.1	0.23
13	2e-05	0.00022	0.95	2e-05	0.045	0	0	0	0	0	0	0	0	2	0.033	0.2
14	0	0.98	0	0	0.0064	0	0	0.012	0	0.00025	0	0	0	1	0.1	0.23
15	0.065	0.14	0	0.69	0	0	0	0	0.11	0	0	0	0	3	0.1	0.41
16	8.7e-06	0.95	0	0	0.049	0	0	0.00025	0	0	0	0	0	1	0.1	0.23
17	0.022	0.41	0.0064	0.028	0.53	0	0	0	0	0	0	0	0	4	0.067	0.23
18	0	0.86	0	0	0	0	0	0	0	0	0	0	0.14	1	0.1	0.23
19	0.019	0.95	0	0.027	0	0	0	0	0.00054	0	0	0	0	1	0.1	0.23
20	0.00032	0.27	0	0.0011	0	0	0	0	0.73	0	0	0	0	8	0.19	0.53
21	0.0036	0.67	0.041	0.0067	0.28	0	0	0.00072	3.4e-05	0.00011	0.0001	0	0	1	0.1	0.23
22	0	0	1.9e-06	0	0	0	1	0	0	0	0	0	0.0022	6	0	0.077
23	2.9e-06	5.5e-05	0	2.6e-05	0	0	0	0	1	0	0	0	0	8	0.19	0.53
24	0.00049	0.96	2.9e-05	0.00018	0.038	0	0	0.0016	0	0.00091	0	0	0	1	0.1	0.23
25	0	3.8e-05	0	8.4e-06	0	0	0	0	1	0	0	0	0	8	0.19	0.53
26	0	0.0044	0.8	0	0.19	0	0	0	0	0	0	0	0	2	0.033	0.2
27	0.0052	0.12	0	0.025	0.00064	0	0	0	0.85	0	0	0	0	8	0.19	0.53
28	0	0.55	4.5e-06	0	0.45	0	0	0.0013	0	0	0	0	0	1	0.1	0.23
29	0	0.0044	1.1e-05	0	0.00049	0	0	0.00027	0	2.1e-05	0.093	0.9	0	11	0.1	0
30	0	0	0	0	0	0	0	0	0	0	0.00071	1	0	11	0.1	0
31	0	2.3e-06	0	0	0	0	0	0	1	0	0	0	0	8	0.19	0.53
32	0	3.5e-05	0	5.2e-06	0	0	0	0	1	0	0	0	0	8	0.19	0.53
33	4.6e-06	0.00018	0	2e-05	0	0	0	0	1	0	0	0	0	8	0.19	0.53
34	0.012	0.76	0	0.21	0.0012	0	0	0	0.018	0	0	0	0	1	0.1	0.23
35	3.9e-06	0.00047	0.94	0	0.06	0	0	0	0	0	0	0	0	2	0.033	0.2
36	0.0028	0.085	0.055	0.012	0.13	0.0037	0.00025	2.8e-06	3e-05	0	0	0	0.71	12	0	0.2
37	0.02	0.59	0	0.17	0.005	0	0	0	0.21	0	0	0	0	1	0.1	0.23
38	0	8.1e-06	0.98	0	0.016	0	0	0	0	0	0	0	0	2	0.033	0.2
39	0	0	0.97	0	0.032	0	0	0	0	0	0	0	0	2	0.033	0.2
40	0	0.00017	0.97	0	0.034	0	0	0	0	0	0	0	0	2	0.033	0.2
41	0.028	0.68	0	0.28	0.0026	0	0	0	0.0098	0	0	0	0	1	0.1	0.23
42	0.024	0.66	0	0.14	0.16	0	0	0	0.0073	0	0	0	0	1	0.1	0.23
43	5.4e-05	0.018	0.49	1.5e-05	0.49	0	0	0	0	0	0	0	0	2	0.033	0.2
44	0	2e-05	0.98	0	0.018	0	0	0	0	0	0	0	0	2	0.033	0.2
45	0.0076	0.25	0	0.05	0.0016	0	0	0	0.69	0	0	0	0	8	0.19	0.53
46	0.00016	0.0026	0	0.0011	3.5e-06	0	0	0	1	0	0	0	0	8	0.19	0.53
47	0.028	0.54	1.2e-05	0.19	0.00066	0	0	0	0.24	0	0	0	0	1	0.1	0.23
48	0.002	0.76	0.022	0.0017	0.22	0	0	0.00012	0	7.9e-06	0	0	0	1	0.1	0.23
49	0.0087	0.041	0	0.066	0.88	0	0	0	0	0	0	0	0	4	0.067	0.23
50	0.0019	0.69	0.015	0.0014	0.29	0	0	5e-05	0	0	0	0	0	1	0.1	0.23
