SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0.57	0	0	0	0	6.1e-06	0	0.2	0.14	0.0095	0	0.0055	0.036	0.038	0.0053	1e-05	0	0	0	0.1	0.23
1	0	0	0	0	8.1e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0.056	0
2	3.1e-06	0	1	0	0	0.0013	0	0	0	0.00057	0	0	0	0	0	0	0	0	2	0.011	0.23
3	0.028	0	0	0	0	0	0	0.52	0.33	0	0	0.036	0.022	0.023	0.035	0	0	0	7	0.19	0.41
4	0.99	0	0	0	0	0	0	0.003	0.0022	0	0	6.2e-05	0.0029	0.0031	6e-05	0	0	0	0	0.1	0.23
5	0.36	0	0.26	0	0	0.0011	0	0.0021	0.056	0.3	0	0.0066	0.0063	0.0067	0.0063	0	0	0	0	0.1	0.23
6	0.69	0	0	0	0.0014	0	0	0.3	0.00085	0	0	1.4e-05	0.00079	0.00084	1.4e-05	0.0014	0	0	0	0.1	0.23
7	0.67	0	0.051	0.28	0	1.6e-05	0	0	0	2.6e-05	0	0	0	0	0	0	0	0	0	0.1	0.23
8	0.11	0	0	0	0	0	0	0.46	0.28	0	0	0.072	0.0051	0.0054	0.07	0	0	0	7	0.19	0.41
9	0.6	0	0.0068	0	0	0.0054	0	0.009	0.085	0.25	0	0.0065	0.017	0.018	0.0063	7.6e-06	0	0	0	0.1	0.23
10	0.015	0	0	0	0	0	0	0.98	0.0053	1.5e-06	0	0.00022	0.00062	0.00066	0.00021	0	0	0	7	0.19	0.41
11	0.51	0	0	0	0.0016	0	0.2	0	0	0.29	0	0	0	0	0	0	0	0	0	0.1	0.23
12	0.82	0	0	0	0	0.0064	0	3.2e-06	0.00064	0.17	0	0	0.0015	0.0016	0	0	0	0	0	0.1	0.23
13	0	0	1	0	0	4.6e-06	0	0	0	0.00016	0	0	0	0	0	0	0	0	2	0.011	0.23
14	0.99	0	0	0	0	0.001	0	0	0	0.006	0	0	0	0	0	0.00022	0	0	0	0.1	0.23
15	0.13	0	0	0	0	0	0	0.16	0.5	0	0	0.054	0.05	0.053	0.052	0	0	0	8	0.1	0.41
16	0.95	0	0	0	0	0.0028	0	0	0	0.046	0	0	7.3e-06	7.7e-06	0	0	0	0	0	0.1	0.23
17	0.42	0	4.4e-06	0	0	0.0037	0	0	0.023	0.51	0	0.00018	0.019	0.02	0.00017	0	0	0	9	0.067	0.23
18	0.98	0	0.0059	0.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.23
19	0.92	0	0	0	0	0	0	0.032	0.021	0	0	0.00024	0.015	0.016	0.00023	0	0	0	0	0.1	0.23
20	0.92	0	0	0	0	0	0	0.067	0.003	0	0	0.003	0.00091	0.00096	0.0029	0	0	0	0	0.1	0.23
21	0.67	0	0.0069	0	9.4e-05	0.048	0	0.00062	0.0053	0.27	0	0.00014	0.003	0.0032	0.00014	9.5e-05	0	0	0	0.1	0.23
22	0	0	0.0012	1	0	9.2e-06	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.18
23	2.3e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0.19	0.41
24	0.96	0	0	0	0	0.0028	0	5.9e-05	0.00014	0.036	0	0	0.00041	0.00043	0	0.00081	0	0	0	0.1	0.23
25	1.7e-05	0	0	0	0	0	0	1	2.9e-06	0	0	0	0	0	0	0	0	0	7	0.19	0.41
26	0.012	0	0.27	0	0	0.22	0	0	0	0.5	0	0	3.8e-06	4.1e-06	0	0	0	0	9	0.067	0.23
27	0.19	0	0	0	0	0	0	0.76	0.031	0.00093	0	0.0045	0.0066	0.007	0.0044	0	0	0	7	0.19	0.41
28	0.47	0	0	0	0	0.17	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.1	0.23
29	0.0087	0	0	0	0.63	0.00052	0.36	0	0	0.00092	0	0	0	0	0	3.7e-05	0	0	4	0.1	0.026
30	0	0	0	0	0.97	0	0.026	0	0	0	0	0	0	0	0	0	0	0	4	0.1	0.026
31	3.5e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0.19	0.41
32	5.1e-05	0	0	0	0	0	0	1	6.1e-06	0	0	0	0	0	0	0	0	0	7	0.19	0.41
33	0.00052	0	0	0	0	0	0	1	4.4e-05	0	0	1.1e-05	1.1e-05	1.1e-05	1.1e-05	0	0	0	7	0.19	0.41
34	0.68	0	0	0	0	0	0	0.12	0.15	0.001	0	0.011	0.009	0.0095	0.01	0	0	0	0	0.1	0.23
35	2.8e-05	0	1	0	0	0.00037	0	0	0	0.0034	0	0	0	0	0	0	0	0	2	0.011	0.23
36	0.062	0	0.56	0.27	0	0.0048	0	9.8e-05	0.0069	0.089	0	0.00039	0.0017	0.0018	0.00038	0	0	0	2	0.011	0.23
37	0.35	0	0	0	0	0	0	0.54	0.079	0.0027	0	0.0057	0.0095	0.01	0.0055	0	0	0	7	0.19	0.41
38	6.5e-06	0	0.99	0	0	0.0029	0	0	0	0.012	0	0	0	0	0	0	0	0	2	0.011	0.23
39	8.4e-06	0	6.7e-06	0	0	0.85	0	0	0	0.15	0	0	0	0	0	0	0	0	5	0.056	0.18
40	0.00081	0	0.11	0	0	0.74	0	0	0	0.16	0	0	0	0	0	0	0	0	5	0.056	0.18
41	0.59	0	0	0	0	0	0	0.16	0.19	0.0021	0	0.0086	0.02	0.021	0.0083	0	0	0	0	0.1	0.23
42	0.66	0	5.7e-06	0	0	0	0	0.0053	0.11	0.15	0	0.015	0.02	0.021	0.015	0	0	0	0	0.1	0.23
43	0.032	0	0.067	0	0	0.074	0	0	2.1e-05	0.83	0	0	8.2e-05	8.6e-05	0	0	0	0	9	0.067	0.23
