SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	2.3e-05	0.34	0.0083	0	0	0.24	0	0.21	2.5e-06	0.2	1	0.1	0.23
1	0	0	0	8.3e-05	1	0	0	0	0	0	4	0.056	0
2	0	1.4e-05	0.0038	0	0	1e-05	0	0	1	0	8	0.033	0.23
3	0	0.016	0	0	0	0.011	0	0.47	0	0.5	9	0.19	0.41
4	1e-05	0.58	0	0	0	0.41	0	0.0031	0	0.0029	1	0.1	0.23
5	0	0.18	0.22	0	0	0.13	0	0.069	0.4	0.0017	8	0.033	0.23
6	3.2e-06	0.41	0	0.0013	0	0.29	0	0.0012	0	0.29	1	0.1	0.23
7	0	0.4	2.2e-05	0	0	0.28	0.32	0	0.0029	0	1	0.1	0.23
8	0	0.066	0	0	0	0.047	0	0.42	0	0.47	9	0.19	0.41
9	1.4e-05	0.34	0.2	0	0	0.24	0	0.12	0.099	0.0083	1	0.1	0.23
10	0	0.0091	1.4e-06	0	0	0.0065	0	0.0078	0	0.98	9	0.19	0.41
11	0	0.31	0.26	0.0017	0.2	0.22	0	0	0.00036	0	1	0.1	0.23
12	7.2e-06	0.49	0.15	0	0	0.35	0	0.00093	0.0034	3.2e-06	1	0.1	0.23
13	0	8.8e-06	0.0026	0	0	6.3e-06	0	0	1	0	8	0.033	0.23
14	0	0.58	0.0051	0	0	0.41	0	0	0	0	1	0.1	0.23
15	1.5e-05	0.075	0	0	0	0.054	0	0.71	0	0.16	7	0.1	0.41
16	0	0.56	0.039	0	0	0.4	0	0	0	0	1	0.1	0.23
17	2.4e-05	0.26	0.46	0	0	0.19	0	0.034	0.058	0	2	0.067	0.23
18	0	0.58	0	0	0	0.41	0.011	0	0	0	1	0.1	0.23
19	2.6e-05	0.55	0	0	0	0.39	0	0.03	0	0.032	1	0.1	0.23
20	5.2e-06	0.54	0	0	0	0.39	0	0.0043	0	0.065	1	0.1	0.23
21	6.9e-06	0.39	0.22	9e-05	0	0.28	0	0.0075	0.11	0.00059	1	0.1	0.23
22	0	0	0	0	0	0	1	0	2.8e-05	0	6	0	0.18
23	0	1.4e-06	0	0	0	0	0	0	0	1	9	0.19	0.41
24	3.7e-06	0.57	0.03	0	0	0.4	0	0.00021	5.5e-05	5.7e-05	1	0.1	0.23
25	0	1e-05	0	0	0	7.1e-06	0	4.2e-06	0	1	9	0.19	0.41
26	0	0.0011	0.067	0	0	0.00079	0	0	0.93	0	8	0.033	0.23
27	6.8e-06	0.11	0.00082	0	0	0.081	0	0.045	0	0.76	9	0.19	0.41
28	0	0.35	0.4	0	0	0.25	0	0	2.1e-06	0	2	0.067	0.23
29	0	0.0053	0.00081	0.63	0.36	0.0038	0	0	2.4e-05	0	3	0.1	0.026
30	0	0	0	0.97	0.026	0	0	0	0	0	3	0.1	0.026
31	0	2.1e-06	0	0	0	1.5e-06	0	1.1e-06	0	1	9	0.19	0.41
32	0	3.1e-05	0	0	0	2.2e-05	0	9e-06	0	1	9	0.19	0.41
33	0	0.00032	0	0	0	0.00023	0	6.5e-05	0	1	9	0.19	0.41
34	3.5e-06	0.39	0.00084	0	0	0.28	0	0.21	0	0.12	1	0.1	0.23
35	0	4.3e-05	0.0075	0	0	3e-05	0	0	0.99	0	8	0.033	0.23
36	0	0.047	0.099	0	0	0.034	0.4	0.013	0.4	0.00012	6	0	0.18
37	2.9e-06	0.21	0.0024	0	0	0.15	0	0.11	0	0.53	9	0.19	0.41
38	0	0	0.0023	0	0	0	0	0	1	0	8	0.033	0.23
39	0	0	0.027	0	0	0	0	0	0.97	0	8	0.033	0.23
40	0	0.0001	0.028	0	0	7.1e-05	0	0	0.97	0	8	0.033	0.23
41	2e-06	0.34	0.0017	0	0	0.24	0	0.27	0	0.15	1	0.1	0.23
42	2e-05	0.4	0.13	0	0	0.29	0	0.16	0.0085	0.0053	1	0.1	0.23
43	0	0.0036	0.13	0	0	0.0025	0	5.7e-06	0.86	0	8	0.033	0.23
44	0	9e-06	0.011	0	0	6.4e-06	0	0	0.99	0	8	0.033	0.23
45	7.6e-06	0.18	0.0016	0	0	0.13	0	0.067	0	0.63	9	0.19	0.41
46	0	0.0018	3.2e-06	0	0	0.0013	0	0.0014	0	1	9	0.19	0.41
47	1.7e-05	0.35	0.00058	0	0	0.25	0	0.23	6.3e-05	0.17	1	0.1	0.23
48	6.1e-06	0.46	0.18	0	0	0.33	0	0.002	0.036	3.5e-05	1	0.1	0.23
49	0	0.029	0.85	0	0	0.02	0	0.089	0.017	0	2	0.067	0.23
50	6.2e-06	0.43	0.24	0	0	0.3	0	0.0016	0.028	2.5e-06	1	0.1	0.23
51	6.2e-06	0.58	0.0075	0	0	0.41	0	0.00042	0	0.00011	1	0.1	0.23
52	8.4e-06	0.35	0.17	2.9e-06	0	0.25	0	0.034	0.18	0.0037	1	0.1	0.23
53	0	0.045	0.19	0	0	0.032	0	0.00013	0.73	0	8	0.033	0.23
54	0	2.7e-05	0.00042	0	0	1.9e-05	0.98	0	0.019	0	6	0	0.18
55	0	0.00038	3e-06	1	0	0.00027	0	0	0	0	3	0.1	0.026
