SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0.67	0	8.2e-06	0.31	0.015	0	0	0.1	0.23
1	0	1	0	0	0	0	1	0.1	0.026
2	0.00015	0	1	0	0	0	2	0.044	0.2
3	0.069	0	0	0.4	0.54	0	4	0.19	0.53
4	0.97	0	0	0.021	0.012	0	0	0.1	0.23
5	0.86	0	0.028	0.11	0.0039	0	0	0.1	0.23
6	0.98	0.0032	0	0.0081	0.0078	0	0	0.1	0.23
7	0.48	0	0.00027	0	0	0.52	5	0	0.23
8	0.12	0	0	0.041	0.84	0	4	0.19	0.53
9	0.8	0	0.029	0.17	0.0045	0	0	0.1	0.23
10	0.24	0	0	0.074	0.68	0	4	0.19	0.53
11	0.99	0.0053	0	0	0	0	0	0.1	0.23
12	0.97	0	0.014	0.013	0	0	0	0.1	0.23
13	0.001	0	1	0.00056	0	0	2	0.044	0.2
14	1	0	2.2e-05	0	0	0	0	0.1	0.23
15	0.22	0	0	0.63	0.15	0	3	0.1	0.35
16	1	0	0.0004	5.5e-05	0	0	0	0.1	0.23
17	0.7	0	0.067	0.23	0	0	0	0.1	0.23
18	0.48	0	0	0	0	0.52	5	0	0.23
19	0.89	0	0	0.11	0.00044	0	0	0.1	0.23
20	0.3	0	0	0.0021	0.7	0	4	0.19	0.53
21	0.85	0.0002	0.12	0.028	3.8e-05	0	0	0.1	0.23
22	0	1.9e-06	0.0011	0	0	1	5	0	0.23
23	6.3e-05	0	0	2.1e-05	1	0	4	0.19	0.53
24	1	0	0.00084	0.0031	0	0	0	0.1	0.23
25	4.4e-05	0	0	5.6e-06	1	0	4	0.19	0.53
26	0.0057	0	0.99	1.3e-05	0	0	2	0.044	0.2
27	0.14	0	0	0.035	0.83	0	4	0.19	0.53
28	0.99	0	0.0092	0	0	0	0	0.1	0.23
29	0.0083	0.99	0.00016	8.7e-06	0	0	1	0.1	0.026
30	0	1	0	0	0	0	1	0.1	0.026
31	2.7e-06	0	0	1.1e-06	1	0	4	0.19	0.53
32	4e-05	0	0	4.5e-06	1	0	4	0.19	0.53
33	0.00021	0	0	3.2e-05	1	0	4	0.19	0.53
34	0.9	0	0	0.085	0.018	0	0	0.1	0.23
35	0.0014	0	1	7e-05	0	0	2	0.044	0.2
36	0.03	0	0.019	0.006	9.2e-06	0.94	5	0	0.23
37	0.66	0	0	0.13	0.2	0	0	0.1	0.23
38	2.5e-05	0	1	0	0	0	2	0.044	0.2
39	0	0	1	0	0	0	2	0.044	0.2
40	0.00022	0	1	0	0	0	2	0.044	0.2
41	0.79	0	0	0.2	0.01	0	0	0.1	0.23
42	0.82	0	0	0.18	0.0078	0	0	0.1	0.23
43	0.027	0	0.97	0.00049	0	0	2	0.044	0.2
44	3e-05	0	1	0	0	0	2	0.044	0.2
45	0.28	0	0	0.051	0.67	0	4	0.19	0.53
46	0.0029	0	0	0.0011	1	0	4	0.19	0.53
47	0.59	0	5.3e-05	0.18	0.23	0	0	0.1	0.23
48	0.89	0	0.094	0.014	0	0	0	0.1	0.23
49	0.44	0	0	0.56	0	0	3	0.1	0.35
50	0.89	0	0.1	0.015	0	0	0	0.1	0.23
51	0.99	0	4.9e-05	0.0068	0	0	0	0.1	0.23
52	0.73	5.9e-06	0.2	0.062	0.00079	0	0	0.1	0.23
53	0.12	0	0.87	0.0016	0	0	2	0.044	0.2
54	3.2e-05	0	0.0022	0	0	1	5	0	0.23
55	0.00038	1	0	0	0	0	1	0.1	0.026
56	0.12	0	0.88	7e-05	0	0	2	0.044	0.2
57	0.75	0	0	0.092	0.16	0	0	0.1	0.23
58	0.0087	0	0	0.67	0.32	3.4e-06	3	0.1	0.35
59	0	0	0	0	0	1	5	0	0.23
60	0	0	2.7e-05	0	0	1	5	0	0.23
61	0.94	0	0.057	0.0064	0	0	0	0.1	0.23
62	0.0061	0	0.99	9.9e-06	0	0	2	0.044	0.2
63	0.76	0	0.24	0.0012	0	0	0	0.1	0.23
64	0.96	0	0.036	0	0	0	0	0.1	0.23
65	1	0	4.7e-05	0.0023	0	0	0	0.1	0.23
66	0	0	0.00029	0	0	1	5	0	0.23
67	1	0	0.00032	0.00016	0	0	0	0.1	0.23
68	0	1	0	0	0	0	1	0.1	0.026
69	0	0	0.0022	0	0	1	5	0	0.23
70	0.72	0	0.082	0.2	0.0046	0	0	0.1	0.23
71	0.45	0	0.51	0.041	5.7e-06	0	2	0.044	0.2
72	0.45	0	0	0.48	0.064	0	3	0.1	0.35
73	0.09	0	0.91	0	0	0	2	0.044	0.2
74	0.23	0	0	0.66	0.11	0	3	0.1	0.35
75	1	0	1.7e-05	1.1e-05	0	0	0	0.1	0.23
76	0.99	0.0029	0.0021	0.00011	0	0	0	0.1	0.23
77	1	0	0.001	0.0001	0	0	0	0.1	0.23
78	0.87	0	0.0063	0.13	0.00014	0	0	0.1	0.23
79	0.065	0	2.5e-05	0.93	0.00016	0	3	0.1	0.35
80	0.93	0	0.0033	0.065	3.2e-06	0	0	0.1	0.23
81	0.78	0	0.0022	0.2	0.01	0	0	0.1	0.23
82	0.97	0	0	0.027	0	0	0	0.1	0.23
83	0.89	0	0	0.08	0.032	0	0	0.1	0.23
84	0.99	0	2.7e-06	0.015	0	0	0	0.1	0.23
85	1	0	6.8e-06	0.0003	0	0	0	0.1	0.23
86	0.84	0	0.084	0.072	0.00021	0	0	0.1	0.23
87	0.49	4.5e-06	0.51	0.0036	0	0	2	0.044	0.2
88	0.98	0	0	0.017	0.00019	0	0	0.1	0.23
89	0.89	0	0	0.0013	0.11	0	0	0.1	0.23
90	0.96	0	0	0.029	0.011	0	0	0.1	0.23
91	0.97	0	0.022	0.0071	0	0	0	0.1	0.23
92	0.97	0	0.0088	0.023	0	0	0	0.1	0.23
93	0.98	0	0	0.021	0	0	0	0.1	0.23
94	1	0	0.0001	0.0013	0	0	0	0.1	0.23
95	0.35	0	0.018	0.63	0	0	3	0.1	0.35
96	0.76	0	0.24	0	0	0	0	0.1	0.23
97	0.0008	0	1	0	0	0	2	0.044	0.2
98	1.8e-06	0	0	0	1	0	4	0.19	0.53
99	0.9	0	0	0.026	0.075	0	0	0.1	0.23
100	1	0	0	0	0	0	0	0.1	0.23
101	0.12	0	0	0.64	0.24	0	3	0.1	0.35
102	0.63	4.9e-06	0.31	0.057	0.0038	0	0	0.1	0.23
103	0.69	0	0.19	0.12	0.00046	0	0	0.1	0.23
104	0.38	0	0.2	0.42	0	0	3	0.1	0.35
105	0.95	0	0	0.049	3.5e-05	0	0	0.1	0.23
106	0.83	0	0	0.11	0.057	0	0	0.1	0.23
107	0.44	0	0	0.13	0.43	0	0	0.1	0.23
108	0.88	0	0.054	0.07	0.00036	0	0	0.1	0.23
109	1.3e-05	0	0.0015	1.4e-06	0	1	5	0	0.23
110	0.73	0	0.27	0.00056	0	0	0	0.1	0.23
111	0.98	0	0.00028	0.017	0.004	0	0	0.1	0.23
112	0	0	4.9e-05	0	0	1	5	0	0.23
113	0.99	0.0066	0	0	0	0	0	0.1	0.23
114	0.99	0.012	0	3.7e-06	0	0	0	0.1	0.23
115	0.19	0	0.0027	0.8	0	0	3	0.1	0.35
116	1	0.0046	0	0	0	0	0	0.1	0.23
117	0.00016	6e-05	0.037	0.0039	0	0.96	5	0	0.23
118	0.9	0	0.096	0.00072	0	0	0	0.1	0.23
119	0.8	2e-05	0.14	0.062	0.0002	0	0	0.1	0.23
120	0.74	0	0.0022	0.26	0	0	0	0.1	0.23
121	0.16	0	0.84	0.00023	0	0	2	0.044	0.2
122	0.83	0	0.15	0.017	0	0	0	0.1	0.23
123	0.95	0	0.018	0.028	2.6e-06	0	0	0.1	0.23
124	0.12	0	0.073	0.6	0.21	0	3	0.1	0.35
125	0.31	0	0.53	0.055	0.1	0	2	0.044	0.2
126	0.94	0	0.012	0.01	0.033	0	0	0.1	0.23
127	0.96	0	0.0053	0.02	0.019	0	0	0.1	0.23
128	0	1	0	0	0	0	1	0.1	0.026
129	0.97	0	7.5e-06	0.013	0.016	0	0	0.1	0.23
130	0.96	0	0.035	0.00017	0	0	0	0.1	0.23
131	0.48	0	0.031	0.47	0.016	0	0	0.1	0.23
132	0.99	0	0.00018	0.013	5.2e-06	0	0	0.1	0.23
133	0.98	0	0.016	0.0024	0	0	0	0.1	0.23
134	0.00011	0	0.01	2.7e-06	0	0.99	5	0	0.23
135	0.8	0	0.19	0.0074	0	0	0	0.1	0.23
136	1	0	8.7e-05	0.00048	0	0	0	0.1	0.23
137	0.018	0	0.066	0.0026	0	0.91	5	0	0.23
138	0.91	2.3e-05	0.021	0.071	0.00077	0	0	0.1	0.23
139	0.69	0	0.31	0	0	0	0	0.1	0.23
140	0.72	0	0.16	0.12	0	0	0	0.1	0.23
141	1	0	0.0006	0	0	0	0	0.1	0.23
142	0.92	6e-06	0.068	0.0087	0	0	0	0.1	0.23
143	0.63	0	0.25	0.12	4.8e-05	0	0	0.1	0.23
144	0.31	0	0.69	3.8e-05	0	0	2	0.044	0.2
145	0.95	0	0.048	0.00031	0	0	0	0.1	0.23
146	0.95	3.7e-05	0.028	0.021	2.2e-05	0	0	0.1	0.23
147	0.97	0	0.00079	0.025	0	0	0	0.1	0.23
148	0.62	0	0	0.067	0.31	0	0	0.1	0.23
149	0.9	0	0	0.068	0.034	0	0	0.1	0.23
150	0.99	0	0.00027	0.012	1e-05	0	0	0.1	0.23
151	0.00033	0	0	0	1	0	4	0.19	0.53
152	1	0.00061	0	0	0	0	0	0.1	0.23
153	1.1e-05	0	0	0	0	1	5	0	0.23
154	0.66	0	0	0.085	0.26	0	0	0.1	0.23
155	0.0081	0	0	0.0026	0.99	0	4	0.19	0.53
156	0	0	2.9e-06	0.0001	0	1	5	0	0.23
157	0.97	4.8e-06	0.0045	0.014	0.011	0	0	0.1	0.23
158	0.86	2e-05	0.077	0.035	0.023	0	0	0.1	0.23
159	0.17	0	0	0.01	0.82	0	4	0.19	0.53
160	0.00063	0	0	5.3e-06	1	0	4	0.19	0.53
161	0.99	0.0066	0	0	0	0	0	0.1	0.23
162	1.9e-05	0	0.0056	5e-06	0	0.99	5	0	0.23
163	0.81	0	0.00072	0.13	0.057	0	0	0.1	0.23
164	1	0	0	0.0015	0.00075	0	0	0.1	0.23
165	0.92	0	0	0.014	0.065	0	0	0.1	0.23
166	0.076	0	0.92	0	0	0	2	0.044	0.2
167	0.93	0	0.057	0.012	0	0	0	0.1	0.23
168	0.97	0	0.023	0.0068	0	0	0	0.1	0.23
169	0	0	0.00015	0	0	1	5	0	0.23
170	0.62	0	0.38	0.00027	0	0	0	0.1	0.23
171	0.15	0	0	0.85	0.0028	0	3	0.1	0.35
172	0.32	0	0.68	0.00045	0	0	2	0.044	0.2
173	0.0097	0	0.99	0	0	0	2	0.044	0.2
174	0.00058	0	1	0	0	0	2	0.044	0.2
175	0.00021	1	2e-05	0	0	0	1	0.1	0.026
176	0.96	0	0.041	0.00045	0	0	0	0.1	0.23
177	0.67	0	0.027	0.3	0.0026	0	0	0.1	0.23
178	0.33	0	0.64	0.027	0	0	2	0.044	0.2
179	0.94	0	0.0034	0.059	0	0	0	0.1	0.23
180	0.58	0	0.026	0.39	0	0	0	0.1	0.23
181	0.16	0	0.84	0	0	0	2	0.044	0.2
182	0.058	0	0.94	4.2e-06	0	0	2	0.044	0.2
183	0.83	0	0.0059	0.16	0	0	0	0.1	0.23
184	0.87	0	0	0.066	0.069	0	0	0.1	0.23
185	0.86	0	0.14	0.0011	0	0	0	0.1	0.23
186	0.81	0	0.18	0.0043	0	0	0	0.1	0.23
187	0.9	0	0	0.055	0.041	0	0	0.1	0.23
188	1.3e-06	0	0	1	0	0	3	0.1	0.35
189	0.97	0	0.0077	0.026	1.1e-05	0	0	0.1	0.23
190	0.083	0	0	0.5	0.42	0	3	0.1	0.35
191	0.86	0	0.11	0.026	0	0	0	0.1	0.23
