SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0.62	0	4.4e-06	0.00029	0.072	0	0.3	0	0	0.0018	0	0	0.1	0.23
1	0	0	0	0	0	0	0	0	0.22	0	0.78	10	0.1	0
2	3.6e-06	0.99	0.00099	0	0	0	0	0	0	0.0048	0	1	0.011	0.23
3	0.04	0	0	0.01	0.71	0	0.24	0	0	0	0	4	0.19	0.47
4	0.97	0	0	0.0049	0.0011	0	0.022	0	0	0	0	0	0.1	0.23
5	0.35	0.22	0.00071	0.006	0.0021	0	0.047	0	0	0.37	0	9	0.056	0.23
6	0.93	0	0	0	0.059	0	0.0081	0	0	0	0	0	0.1	0.23
7	0.68	0.045	1e-05	0	0	0	0	0.27	0	0.00013	0	0	0.1	0.23
8	0.089	0	0	0.026	0.85	0	0.032	0	0	0	0	4	0.19	0.47
9	0.62	0.006	0.0036	0.0035	0.0062	0	0.13	0	0	0.23	0	0	0.1	0.23
10	0.041	0	0	6.3e-06	0.95	0	0.013	0	0	0	0	4	0.19	0.47
11	0.58	0	0	0	0	0	0	0	0.0024	0.12	0.3	0	0.1	0.23
12	0.89	0	0.0045	0	0	0	0.012	0	0	0.095	0	0	0.1	0.23
13	0	1	3.5e-06	0	0	0	0	0	0	0.0015	0	1	0.011	0.23
14	1	0	0.00067	0	0	0	0	0	0	0.0004	0	0	0.1	0.23
15	0.19	0	0	0.032	0.22	0	0.56	0	0	0	0	6	0.1	0.35
16	0.99	0	0.0019	0	0	0	5.7e-05	0	0	0.0073	0	0	0.1	0.23
17	0.41	0	0.0023	0	0	0	0.14	0	0	0.45	0	9	0.056	0.23
18	0.99	0.0051	0	0	0	0	0	0.0091	0	0	0	0	0.1	0.23
19	0.89	0	0	0.00057	0.0031	0	0.11	0	0	0	0	0	0.1	0.23
20	0.58	0	0	0.018	0.39	0	0.0043	0	0	0	0	0	0.1	0.23
21	0.69	0.0061	0.032	1e-05	0.00015	0	0.024	0	0.00012	0.25	0	0	0.1	0.23
22	0	0.001	6.2e-06	0	0	0	0	1	1.1e-05	0	0	7	0	0.18
23	6.8e-06	0	0	0	1	0	2.3e-06	0	0	0	0	4	0.19	0.47
24	0.99	0	0.0019	0	2.3e-06	0	0.0032	0	0	0.0089	0	0	0.1	0.23
25	1.9e-05	0	0	0	1	0	0	0	0	0	0	4	0.19	0.47
26	0.0058	0.11	0.069	0	0	0	1.4e-05	0	0	0.82	0	9	0.056	0.23
27	0.15	0	0	0.0057	0.8	0	0.041	0	0	8.2e-05	0	4	0.19	0.47
28	0.74	0	0.18	0	0	0	0	0	0	0.087	0	0	0.1	0.23
29	0.0045	0	0.00017	0	0	0	4.8e-06	0	0.1	0.00021	0.89	10	0.1	0
30	0	0	0	0	0	0	0	0	0.0008	0	1	10	0.1	0
31	3.4e-06	0	0	0	1	0	1.5e-06	0	0	0	0	4	0.19	0.47
32	3.4e-05	0	0	0	1	0	4.1e-06	0	0	0	0	4	0.19	0.47
33	0.00024	0	0	4.9e-06	1	0	3.7e-05	0	0	0	0	4	0.19	0.47
34	0.83	0	0	0.0003	0.093	0	0.082	0	0	4.5e-05	0	0	0.1	0.23
35	3.2e-05	0.98	0.00027	0	0	0	0	0	0	0.023	0	1	0.011	0.23
36	0.064	0.5	0.0032	9.8e-05	5e-05	0	0.013	0.27	0	0.15	0	1	0.011	0.23
37	0.46	0	0	0.00082	0.44	0	0.095	0	0	0.00046	0	0	0.1	0.23
38	6.7e-06	0.86	0.0019	0	0	0	0	0	0	0.14	0	1	0.011	0.23
39	3.9e-06	2.6e-06	0.26	0	0	0	0	0	0	0.74	0	9	0.056	0.23
40	0.00059	0.067	0.35	0	0	0	0	0	0	0.59	0	9	0.056	0.23
41	0.73	0	0	0.00012	0.075	0	0.19	0	0	0.00016	0	0	0.1	0.23
42	0.71	5.2e-06	0	0.021	0.0069	0	0.16	0	0	0.097	0	0	0.1	0.23
43	0.013	0.023	0.019	0	0	0	0.00025	0	0	0.94	0	9	0.056	0.23
44	0.00011	0.069	0.2	0	0	0	0	0	0	0.73	0	9	0.056	0.23
45	0.26	0	0	0.0059	0.68	0	0.05	0	0	0.00018	0	4	0.19	0.47
46	0.0029	0	0	0.00018	1	0	0.0011	0	0	0	0	4	0.19	0.47
47	0.58	0	6.3e-06	0.026	0.21	0	0.19	0	0	0.00038	0	0	0.1	0.23
48	0.79	0.00017	0.023	0	3e-06	0	0.013	0	0	0.17	0	0	0.1	0.23
49	0.043	0	0	0	0	0	0.057	0	0	0.9	0	9	0.056	0.23
50	0.74	1.4e-05	0.023	0	0	0	0.013	0	0	0.22	0	0	0.1	0.23
51	0.99	0	0.00011	0	2.8e-06	0	0.0071	0	0	0.0012	0	0	0.1	0.23
52	0.62	0.065	0.031	0.00031	0.0018	0	0.055	0	4.6e-06	0.22	0	0	0.1	0.23
53	0.12	0.13	0.083	0	0	0	0.0016	0	0	0.67	0	9	0.056	0.23
54	4.6e-05	0.14	0.00019	0	0	0	0	0.85	0	0.0018	0	7	0	0.18
55	0.025	0	0.0001	0	0	0	0	0	0.98	1.6e-05	0	8	0.067	0.026
56	0.15	0.024	0.28	0	0	0	9.5e-05	0	0	0.55	0	9	0.056	0.23
57	0.71	0	0	0.0027	0.2	0	0.091	0	0	1.3e-05	0	0	0.1	0.23
58	1.3e-05	0	0	1	5.1e-05	0	0.0011	0	0	0	0	3	0.1	0.59
59	0	0.0026	0	0	0	0	0	1	0	0	0	7	0	0.18
60	0	0.14	0	0	0	0	0	0.86	0	1.1e-05	0	7	0	0.18
61	0.82	0	0.02	0	0	0	0.0059	0	0	0.15	0	0	0.1	0.23
62	0.0092	0.22	0.077	0	0	0	1.6e-05	0	0	0.7	0	9	0.056	0.23
63	0.66	0.00013	0.11	0	0	0	0.0011	0	0	0.23	0	0	0.1	0.23
64	0.69	0	0.21	0	0	0	0	0	0	0.094	0	0	0.1	0.23
65	1	0	9.7e-05	0	0	0	0.0024	0	0	0.0016	0	0	0.1	0.23
66	0	0.054	6.6e-06	0	0	0	0	0.95	0	2.4e-05	0	7	0	0.18
67	0.94	0	0.00023	0	0	0	0.00016	0	0	0.058	0	0	0.1	0.23
68	0	0	0	0	0	0	0	0	1	0	0	8	0.067	0.026
69	0	0.069	7.4e-05	0	0	0	0	0.93	0	0.00021	0	7	0	0.18
70	0.63	0.0045	0.011	0.0042	0.0076	0	0.18	0	0	0.16	0	0	0.1	0.23
71	0.33	0.16	0.04	2.6e-05	1.9e-05	0	0.031	0	0	0.44	0	9	0.056	0.23
72	0.36	0	0	0.0039	0.23	0	0.4	0	0	0	0	6	0.1	0.35
73	0.091	1.9e-05	0.46	0	0	0	0	0	0	0.45	0	2	0.056	0.18
74	0.16	0	0	0.24	0.1	0	0.49	0	0	3e-05	0	6	0.1	0.35
75	1	0	0.00035	0	0	0	1.2e-05	0	0	0.0003	0	0	0.1	0.23
76	0.98	0	0.011	0	0	0	0.00011	0	0.00022	0.0065	0	0	0.1	0.23
77	0.99	0	0.0024	0	0	0	0.0001	0	0	0.01	0	0	0.1	0.23
78	0.83	0	0.0018	2.7e-05	0.00093	0	0.13	0	0	0.038	0	0	0.1	0.23
79	0.062	0	0	0.00034	0.0013	0	0.93	0	0	0.0016	0	6	0.1	0.35
80	0.86	0	0.001	0.0033	2.9e-06	0	0.062	0	0	0.077	0	0	0.1	0.23
81	0.71	2.2e-05	0.00037	0.0022	0.022	0	0.19	0	0	0.07	0	0	0.1	0.23
82	0.86	0	0	0.00042	5.9e-06	0	0.025	0	0	0.11	0	0	0.1	0.23
83	0.83	0	0	0.0013	0.09	0	0.078	0	0	0.00045	0	0	0.1	0.23
84	0.00023	0.84	0	0	0	0	3.6e-06	0	0	0.16	0	1	0.011	0.23
85	1	0	4.8e-05	0	0	0	0.00031	0	0	0.00087	0	0	0.1	0.23
86	0.66	0.0095	0.012	0.00021	0.0005	0	0.059	0	0	0.25	0	0	0.1	0.23
87	0.32	0.17	0.07	0	0	0	0.0025	0	7.7e-06	0.44	0	9	0.056	0.23
88	0.98	0	0	0.0007	1.2e-05	0	0.018	0	0	0	0	0	0.1	0.23
89	0.96	0	0	0.023	0.012	0	0.0015	0	0	0	0	0	0.1	0.23
90	0.96	0	0	0.0041	0.0013	0	0.031	0	0	0	0	0	0.1	0.23
91	0.8	0	0.0058	0	0	0	0.0061	0	0	0.19	0	0	0.1	0.23
92	0.88	0	0.0034	0	0	0	0.022	0	0	0.094	0	0	0.1	0.23
93	0.14	0.00068	0	0.00036	0	0	0.0031	0	0	0.86	0	9	0.056	0.23
94	0.99	0	0.00022	0	0	0	0.0014	0	0	0.005	0	0	0.1	0.23
95	0.14	1.7e-05	0.00012	0	0	0	0.26	0	0	0.6	0	9	0.056	0.23
96	0.42	0	0.27	0	0	0	0	0	0	0.31	0	0	0.1	0.23
97	0.001	0	0.47	0	0	0	0	0	0	0.53	0	9	0.056	0.23
98	0	0	0	0	1	0	0	0	0	0	0	4	0.19	0.47
99	0.81	0	0	3.7e-05	0.17	0	0.025	0	0	0	0	0	0.1	0.23
100	1	0	0	0	0	0	0	0	0	0	0	0	0.1	0.23
101	0.15	0	0	0.0019	0.041	0	0.81	0	0	0	0	6	0.1	0.35
102	0.51	0.093	0.048	0.002	0.0054	0	0.048	0	3.9e-06	0.3	0	0	0.1	0.23
103	0.38	0.042	0.0096	0.0054	0.00026	0	0.072	0	0	0.49	0	9	0.056	0.23
104	0.3	0	0.22	0	2.6e-06	0	0.34	0	0	0.14	0	6	0.1	0.35
105	0.69	1.9e-06	0	0.0028	4.8e-05	0	0.037	0	0	0.28	0	0	0.1	0.23
106	0.77	0	0	0.0091	0.11	0	0.1	0	0	0.00077	0	0	0.1	0.23
107	0.47	0	0	0.011	0.37	0	0.15	0	0	8.8e-05	0	0	0.1	0.23
108	0.79	2e-06	0.032	0.00032	0.0015	0	0.066	0	0	0.11	0	0	0.1	0.23
109	5.2e-05	0.28	0.00015	0	0	0	5.7e-06	0.72	0	0.0033	0	7	0	0.18
110	0.27	0	0.019	7e-06	0	0	0.00022	0	0	0.71	0	9	0.056	0.23
111	0.97	0	0.00037	0.00086	0.0097	0	0.017	0	0	0.005	0	0	0.1	0.23
112	0	7.4e-05	0	0	0	0	0	1	0	0	0	7	0	0.18
