SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0.35	0.0002	0	0.59	0	0	0.059	3	0.1	0.23
1	0	0	1	0	8.3e-05	0	0	2	0.056	0
2	0	1	0	8.8e-05	0	0	0	1	0.044	0.23
3	0.88	0	0	0.12	0	0	0.0022	0	0.1	0.35
4	0.024	0	0	0.89	0	0	0.089	3	0.1	0.23
5	0.056	0.6	0	0.34	0	0	6.9e-05	1	0.044	0.23
6	0.00053	0	0	0.05	8.9e-05	0	0.95	6	0.19	0.23
7	0	0.00092	0	0.69	0	0.31	0	3	0.1	0.23
8	0.31	0	0	0.69	0	0	0.0016	3	0.1	0.23
9	0.16	0.24	0	0.6	0	0	0.0046	3	0.1	0.23
10	0.026	0	0	0.068	0	0	0.91	6	0.19	0.23
11	0	0.027	0.26	0.71	0.0021	0	0	3	0.1	0.23
12	0.016	0.042	0	0.94	0	0	0.00021	3	0.1	0.23
13	4.9e-05	1	0	6.8e-05	0	0	0	1	0.044	0.23
14	0	1e-05	0	1	0	0	0.00067	3	0.1	0.23
15	0.78	0	0	0.21	0	0	0.005	0	0.1	0.35
16	7.1e-05	0.00048	0	1	0	0	9.6e-06	3	0.1	0.23
17	0.19	0.36	0	0.45	0	0	0	3	0.1	0.23
18	0	0	0	0.99	0	0.01	0	3	0.1	0.23
19	0.12	0	0	0.79	0	0	0.089	3	0.1	0.23
20	0.0049	0	0	0.53	0	0	0.46	3	0.1	0.23
21	0.029	0.27	0	0.7	8.9e-05	0	0.0059	3	0.1	0.23
22	0	6.3e-06	0	0	0	1	0	5	0	0.18
23	5e-06	0	0	1.2e-05	0	0	1	6	0.19	0.23
24	0.0038	0.0016	0	0.97	0	0	0.028	3	0.1	0.23
25	6.6e-06	0	0	4e-05	0	0	1	6	0.19	0.23
26	6.1e-06	1	0	0.0021	0	0	0	1	0.044	0.23
27	0.11	1.2e-05	0	0.32	0	0	0.57	6	0.19	0.23
28	0	0.0038	0	1	0	0	0	3	0.1	0.23
29	1.3e-05	0.0002	0.36	0.0096	0.63	0	0.00029	4	0.1	0.026
30	0	0	0.026	0	0.97	0	0	4	0.1	0.026
31	6.6e-06	0	0	1.3e-05	0	0	1	6	0.19	0.23
32	1.4e-05	0	0	8.4e-05	0	0	1	6	0.19	0.23
33	0.00012	0	0	0.00061	0	0	1	6	0.19	0.23
34	0.1	0	0	0.85	0	0	0.05	3	0.1	0.23
35	1.3e-05	1	0	0.0002	0	0	0	1	0.044	0.23
36	0.024	0.45	0	0.092	0	0.44	9.5e-05	1	0.044	0.23
37	0.15	4.7e-05	0	0.57	0	0	0.28	3	0.1	0.23
38	0	1	0	4.5e-06	0	0	0	1	0.044	0.23
39	0	1	0	0	0	0	0	1	0.044	0.23
40	0	1	0	0.00022	0	0	0	1	0.044	0.23
41	0.23	4.6e-06	0	0.72	0	0	0.042	3	0.1	0.23
42	0.2	0.057	0	0.74	0	0	0.0025	3	0.1	0.23
43	0.00012	0.99	0	0.0052	0	0	0	1	0.044	0.23
44	0	1	0	2.3e-05	0	0	0	1	0.044	0.23
45	0.11	2.4e-05	0	0.45	0	0	0.45	6	0.19	0.23
46	0.0062	0	0	0.013	0	0	0.98	6	0.19	0.23
47	0.27	0.0003	0	0.7	0	0	0.03	3	0.1	0.23
48	0.017	0.15	0	0.83	0	0	0.001	3	0.1	0.23
49	0.14	0.78	0	0.083	0	0	0	1	0.044	0.23
50	0.017	0.17	0	0.81	0	0	9.2e-05	3	0.1	0.23
51	0.0086	8.6e-05	0	0.97	0	0	0.018	3	0.1	0.23
52	0.067	0.31	0	0.62	2.8e-06	0	0.0048	3	0.1	0.23
53	0.0013	0.92	0	0.077	0	0	0	1	0.044	0.23
54	0	0.0089	0	4.8e-05	0	0.99	0	5	0	0.18
55	0	0	0	0.00069	1	0	0.00013	4	0.1	0.026
56	0.0001	0.87	0	0.13	0	0	0	1	0.044	0.23
57	0.13	2.8e-06	0	0.85	0	0	0.014	3	0.1	0.23
58	0.99	0	0	0.01	0	0	0	0	0.1	0.35
59	0	0	0	0	0	1	0	5	0	0.18
60	0	0.0002	0	0	0	1	0	5	0	0.18
61	0.0079	0.087	0	0.9	0	0	8.9e-05	3	0.1	0.23
62	7.9e-06	1	0	0.0038	0	0	0	1	0.044	0.23
63	0.0016	0.23	0	0.77	0	0	0.00021	3	0.1	0.23
64	0	0.012	0	0.99	0	0	0	3	0.1	0.23
65	0.003	0.0001	0	1	0	0	0.00086	3	0.1	0.23
66	0	0.00025	0	0	0	1	0	5	0	0.18
67	0.00021	0.0017	0	1	0	0	0	3	0.1	0.23
68	0	0	0	0	1	0	0	4	0.1	0.026
69	0	0.0014	0	0	0	1	0	5	0	0.18
