SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0.63	0.031	0.15	0	0	9.2e-06	0	0.16	0	0.00024	0.03	0	0	0.0062	0.0017	0	0	0	0.1	0.23
1	0	0	0	0	0	0	0.2	0	0	0	0	0	0.8	0	0	0	0	12	0.1	0
2	9.1e-06	0	0	0.001	0	0	0	0	0.99	0	0	0	0	0	0.011	0	0	8	0.022	0.23
3	0.033	0.02	0.41	0	0	0	0	0.4	0	0.0068	0.02	0	0	0.11	0	0	0	2	0.19	0.41
4	0.98	0.0022	0.002	0	0	0	0	0.0022	0	0.0041	0.0022	0	0	0.0054	0	0	0	0	0.1	0.23
5	0.33	0.0045	0.0013	9.9e-05	0	0	0	0.052	0.26	0.0047	0.0044	0	0	0.00066	0.34	0	0	14	0.056	0.23
6	0.77	0.00068	0.22	0	0	0.0013	0	0.00096	0	0	0.00067	0	0	0.0027	0	0	0	0	0.1	0.23
7	0.59	0	0	0	0	0	0	0	0.0076	0	0	6.9e-06	0	0	0.00011	0	0.4	0	0.1	0.23
8	0.1	0.0037	0.29	0	0	0	0	0.27	0	0.024	0.0037	0	0	0.31	0	0	0	13	0.19	0.53
9	0.62	0.014	0.0062	0.001	0	6.2e-06	0	0.088	0.03	0.0029	0.013	0	0	0.0015	0.22	0	0	0	0.1	0.23
10	0.022	0.0007	0.94	0	0	0	0	0.0077	0	2.8e-06	0.00068	0	0	0.026	0	0	0	2	0.19	0.41
11	0.58	0	0	0	0	0	0.0022	0	0	0	0	0	0.3	0	0.12	0	0	0	0.1	0.23
12	0.9	0.0013	0	0.00071	0	0	0	0.00071	7.5e-05	0	0.0013	0	0	0	0.093	0	0	0	0.1	0.23
13	4.2e-06	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0.0063	0	0	8	0.022	0.23
14	1	0	0	0.00051	0	0.00018	0	0	0	0	0	0	0	0	0.00039	5.6e-06	0	0	0.1	0.23
15	0.15	0.045	0.12	0	0	0	0	0.58	0	0.021	0.044	0	0	0.044	0	0	0	7	0.1	0.41
