SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0	0.37	0	0	0	1e-05	6.1e-06	0.19	0.0053	0	0.038	0.036	0	0.0095	0	0.2	0	0.0055	0.14	0	1	0.1	0.23
1	0	0	0.0059	7.2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0	16	0.056	0
2	0	2.1e-06	0	0	1	0	0.0013	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	4	0.011	0.23
3	0	0.018	0	0	0	0	0	0.0094	0.035	0	0.023	0.022	0	0	0	0.52	0	0.036	0.33	0	15	0.19	0.41
4	0	0.65	0	0	0	0	0	0.34	5.9e-05	0	0.0031	0.0029	0	0	0	0.003	0	6.2e-05	0.0022	0	1	0.1	0.23
5	0	0.24	0	0	0.26	0	0.0011	0.12	0.0063	0	0.0067	0.0063	0	0.3	0	0.0021	0	0.0066	0.056	0	13	0.067	0.23
6	0	0.46	0	0.001	0	0.0014	0	0.24	1.4e-05	0	0.00084	0.0008	0	0	0	0.3	0	1.4e-05	0.00085	0	1	0.1	0.23
7	0	0.44	0	0	0.052	0	1.6e-05	0.23	0	0	0	0	0	2.6e-05	0.28	0	0	0	0	0	1	0.1	0.23
8	0	0.071	0	0	0	0	0	0.037	0.069	0	0.0054	0.0052	0	0	0	0.46	0	0.072	0.28	0	15	0.19	0.41
9	0	0.39	0	0	0.0068	7.5e-06	0.0054	0.2	0.0062	0	0.018	0.017	0	0.25	0	0.009	0	0.0065	0.085	0	1	0.1	0.23
10	0	0.0099	0	0	0	0	0	0.0051	0.00021	0	0.00066	0.00062	0	1.5e-06	0	0.98	0	0.00022	0.0053	0	15	0.19	0.41
11	0	0.31	0.099	0.0011	0	0	0	0.16	0	0	0	0	0	0.27	0	0	0.16	0	0	0	1	0.1	0.23
12	0	0.54	0	0	0	0	0.0064	0.28	0	0	0.0016	0.0015	0	0.17	0	3.2e-06	0	0	0.00064	0	1	0.1	0.23
13	0	0	0	0	1	0	4.6e-06	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	4	0.011	0.23
14	0	0.65	0	0	0	0.00022	0.001	0.34	0	0	0	0	0	0.0061	0	0	0	0	0	0	1	0.1	0.23
15	0	0.084	0	0	0	0	0	0.044	0.052	0	0.053	0.05	0	0	0	0.16	0	0.054	0.5	0	18	0.1	0.41
16	0	0.63	0	0	0	0	0.0028	0.33	0	0	7.7e-06	7.3e-06	0	0.046	0	0	0	0	0	0	1	0.1	0.23
17	0	0.28	0	0	4.4e-06	0	0.0037	0.14	0.00017	0	0.02	0.019	0	0.51	0	0	0	0.00018	0.023	0	13	0.067	0.23
18	0	0.65	0	0	0.0059	0	0	0.34	0	0	0	0	0	0	0.0094	0	0	0	0	0	1	0.1	0.23
19	0	0.6	0	0	0	0	0	0.31	0.00023	0	0.016	0.015	0	0	0	0.032	0	0.00024	0.021	0	1	0.1	0.23
20	0	0.61	0	0	0	0	0	0.32	0.0029	0	0.00096	0.00091	0	0	0	0.068	0	0.003	0.003	0	1	0.1	0.23
21	0	0.44	0	6.9e-05	0.0069	9.5e-05	0.048	0.23	0.00014	0	0.0032	0.003	0	0.27	0	0.00062	0	0.00015	0.0053	0	1	0.1	0.23
22	0	0	0	0	0.0012	0	9.2e-06	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0.18
23	0	1.5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.19	0.41
24	0	0.63	0	0	0	0.00081	0.0028	0.33	0	0	0.00043	0.00041	0	0.036	0	5.9e-05	0	0	0.00014	0	1	0.1	0.23
25	0	1.1e-05	0	0	0	0	0	5.6e-06	0	0	0	0	0	0	0	1	0	0	2.9e-06	0	15	0.19	0.41
26	0	0.0079	0	0	0.27	0	0.22	0.0041	0	0	4e-06	3.8e-06	0	0.5	0	0	0	0	0	0	13	0.067	0.23
27	0	0.12	0	0	0	0	0	0.064	0.0044	0	0.007	0.0067	0	0.00093	0	0.76	0	0.0045	0.031	0	15	0.19	0.41
28	0	0.31	0	0	0	0	0.17	0.16	0	0	0	0	0	0.36	0	0	0	0	0	0	13	0.067	0.23
29	0	0.0039	0.48	0.31	0	2.5e-05	0.00035	0.002	0	0	0	0	0	0.00062	0	0	0.2	0	0	0	2	0.1	0
30	0	0	0.9	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	2	0.1	0
31	0	2.3e-06	0	0	0	0	0	1.2e-06	0	0	0	0	0	0	0	1	0	0	0	0	15	0.19	0.41
32	0	3.4e-05	0	0	0	0	0	1.7e-05	0	0	0	0	0	0	0	1	0	0	6.1e-06	0	15	0.19	0.41
33	0	0.00034	0	0	0	0	0	0.00018	1.1e-05	0	1.1e-05	1.1e-05	0	0	0	1	0	1.1e-05	4.4e-05	0	15	0.19	0.41
34	0	0.45	0	0	0	0	0	0.23	0.01	0	0.0095	0.009	0	0.001	0	0.12	0	0.011	0.15	0	1	0.1	0.23
35	0	1.8e-05	0	0	1	0	0.00036	9.6e-06	0	0	0	0	0	0.0034	0	0	0	0	0	0	4	0.011	0.23
36	0	0.041	0	0	0.56	0	0.0048	0.021	0.00038	0	0.0018	0.0017	0	0.089	0.27	9.8e-05	0	0.00039	0.0069	0	4	0.011	0.23
37	0	0.23	0	0	0	0	0	0.12	0.0054	0	0.01	0.0096	0	0.0028	0	0.54	0	0.0057	0.079	0	15	0.19	0.41
38	0	4.3e-06	0	0	0.99	0	0.0029	2.2e-06	0	0	0	0	0	0.012	0	0	0	0	0	0	4	0.011	0.23
39	0	5.5e-06	0	0	6.7e-06	0	0.85	2.9e-06	0	0	0	0	0	0.15	0	0	0	0	0	0	6	0.056	0.18
40	0	0.00054	0	0	0.11	0	0.73	0.00028	0	0	0	0	0	0.16	0	0	0	0	0	0	6	0.056	0.18
41	0	0.39	0	0	0	0	0	0.2	0.0083	0	0.021	0.02	0	0.0021	0	0.16	0	0.0086	0.19	0	1	0.1	0.23
42	0	0.43	0	0	5.7e-06	0	0	0.23	0.015	0	0.021	0.02	0	0.15	0	0.0053	0	0.015	0.11	0	1	0.1	0.23
43	0	0.021	0	0	0.066	0	0.074	0.011	0	0	8.6e-05	8.2e-05	0	0.83	0	0	0	0	2.1e-05	0	13	0.067	0.23
44	0	0.00015	0	0	0.17	0	0.64	7.6e-05	0	0	0	0	0	0.2	0	0	0	0	0	0	6	0.056	0.18
45	0	0.19	0	0	0	0	0	0.099	0.0061	0	0.0078	0.0074	0	0.0018	0	0.63	0	0.0063	0.045	0	15	0.19	0.41
46	0	0.0019	0	0	0	0	0	0.00099	0.00011	0	0.00016	0.00015	0	3.7e-06	0	1	0	0.00011	0.00095	0	15	0.19	0.41
47	0	0.38	0	0	0	0	9.7e-06	0.2	0.017	0	0.026	0.025	0	0.00067	0	0.17	0	0.018	0.16	0	1	0.1	0.23
48	0	0.5	0	0	0.00019	7e-06	0.033	0.26	1.2e-05	0	0.0018	0.0017	0	0.21	0	3.5e-05	0	1.3e-05	0.0014	0	1	0.1	0.23
49	0	0.028	0	0	0	0	0	0.015	0.00042	0	0.0081	0.0077	0	0.89	0	0	0	0.00044	0.055	0	13	0.067	0.23
50	0	0.46	0	0	1.5e-05	0	0.033	0.24	7.3e-06	0	0.0017	0.0016	0	0.27	0	2.5e-06	0	7.6e-06	0.0011	0	1	0.1	0.23
51	0	0.65	0	0	0	9e-05	0.00018	0.34	0	0	0.00099	0.00094	0	0.0089	0	0.00011	0	0	0.0003	0	1	0.1	0.23
52	0	0.41	0	2.2e-06	0.076	3.9e-05	0.048	0.21	0.0012	0	0.0077	0.0073	0	0.21	0	0.0039	0	0.0013	0.024	0	1	0.1	0.23
