SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0.00019	4.8e-06	9.5e-06	1	0	0	0	4	0.19	0.22	0.18	0.17
1	0	0.00021	1.5e-05	0	1	0	0	7.2e-06	4	0.19	0.22	0.18	0.17
2	0	0.0054	0.0028	0	0.99	0	0	0.00023	4	0.19	0.22	0.18	0.17
3	0	0	0	0.024	0	0	0.98	0	6	0	0	0.18	0.17
4	0	0	0	0	0	0	1	0	6	0	0	0.18	0.17
5	0.0055	7.5e-05	0	0	0.99	0	0	1.6e-05	4	0.19	0.22	0.18	0.17
6	0	0.00015	2.4e-05	9.4e-05	1	0	0	0	4	0.19	0.22	0.18	0.17
7	0.076	0.0011	4.2e-06	0	0.92	0	0	0.0074	4	0.19	0.22	0.18	0.17
8	5.6e-05	0.0011	0	0	1	0	0	0	4	0.19	0.22	0.18	0.17
9	0.03	0.0013	0	0	0.97	0	0	2.9e-05	4	0.19	0.22	0.18	0.17
10	0.0034	0	0	0	0.81	0	0	0.18	4	0.19	0.22	0.18	0.17
11	0.055	0.00034	9.6e-06	0	0.94	0	0	4.3e-05	4	0.19	0.22	0.18	0.17
12	0.12	0.096	0.0016	0	0.76	0	0	0.02	4	0.19	0.22	0.18	0.17
13	0	0.00099	2.4e-06	5.9e-06	1	0	0	0	4	0.19	0.22	0.18	0.17
14	0.22	0	0.1	0	0.68	0	0	0	4	0.19	0.22	0.18	0.17
15	0	5.5e-05	0.0036	0	1	0	0	4.4e-06	4	0.19	0.22	0.18	0.17
16	0	0	0	0	0	1	0	0	5	0.19	0.22	0	0
17	0.0015	2.9e-05	0	0	1	0	0	0.0011	4	0.19	0.22	0.18	0.17
18	0.1	0.0014	0.35	0	0.54	0	0	0.0035	4	0.19	0.22	0.18	0.17
19	0.062	0.033	0.063	0	0.82	0	0	0.025	4	0.19	0.22	0.18	0.17
20	0.033	0.034	0.0023	0	0.92	0	0	0.0054	4	0.19	0.22	0.18	0.17
21	0	6.3e-05	3.5e-05	0	1	0	0	0	4	0.19	0.22	0.18	0.17
22	0	0	0	0	0	1	0	0	5	0.19	0.22	0	0
23	0.00029	0.011	0.068	0	0.49	0	0	0.43	4	0.19	0.22	0.18	0.17
24	0.71	0.0003	5.9e-05	0	0.29	0	0	3.5e-05	0	0.4	0.47	0.46	0.32
25	0	1.7e-05	3.9e-06	0	1	0	0	0	4	0.19	0.22	0.18	0.17
26	0	0	0	0	0	0	1	0	6	0	0	0.18	0.17
27	0	0	0	0	1	0	0	0	4	0.19	0.22	0.18	0.17
28	0	4.9e-06	0	0	1	0	0	0	4	0.19	0.22	0.18	0.17
29	0	4.1e-06	0	0	1	0	0	0	4	0.19	0.22	0.18	0.17
30	0.096	0.038	0.002	0	0.86	0	0	0.0026	4	0.19	0.22	0.18	0.17
31	0	1.1e-05	0	0	1	0	0	0	4	0.19	0.22	0.18	0.17
32	0	0	0	0	1	0	0	0	4	0.19	0.22	0.18	0.17
33	0.0021	0.00031	0.86	0	0.1	0	0	0.033	2	0.33	0.41	0.18	0.17
34	0	0	1	0	0.00011	0	0	0	2	0.33	0.41	0.18	0.17
35	6e-05	0.91	0.00017	0	0.059	0	0	0.029	1	0.19	0.22	0.18	0.32
36	0	0	0	1e-06	1.5e-06	1	0	0	5	0.19	0.22	0	0
37	0	0.96	0	0	0	0	0	0.041	1	0.19	0.22	0.18	0.32
38	0	1	0	0	0.00051	0	0	0.0016	1	0.19	0.22	0.18	0.32
39	0	0.07	0.037	0	0.89	0	0	0.0038	4	0.19	0.22	0.18	0.17
40	0	0	1	0	0	0	0	0	2	0.33	0.41	0.18	0.17
41	0	0.35	0	0	0.65	0	0	4.6e-06	4	0.19	0.22	0.18	0.17
42	0	0	1	0	1.3e-05	0	0	8.2e-05	2	0.33	0.41	0.18	0.17
43	0.00054	0	0.99	0	0.013	0	0	0.00053	2	0.33	0.41	0.18	0.17
44	8e-05	0	0.96	0	0.036	0	0	0.00024	2	0.33	0.41	0.18	0.17
45	1.5e-05	0.048	0.0055	0	0.9	0	0	0.046	4	0.19	0.22	0.18	0.17
46	0	2.1e-06	0	0	1	0	0	0	4	0.19	0.22	0.18	0.17
47	0	0.095	0	0	0.9	0	0	1.4e-06	4	0.19	0.22	0.18	0.17
48	0	0	0.99	0	0.0012	0	0	0.0056	2	0.33	0.41	0.18	0.17
49	0.002	0.00033	0.72	0	0.27	0	0	0.0078	2	0.33	0.41	0.18	0.17
50	0	0	0	1	0	0	0	0	3	0.11	0.12	0.08	0.076
51	9.3e-05	0.012	0.016	0	0.96	0	0	0.0085	4	0.19	0.22	0.18	0.17
52	0.013	0.4	0.00048	0	0.21	0	0	0.38	1	0.19	0.22	0.18	0.32
53	0	0.00018	0.0024	0	1	0	0	9.2e-05	4	0.19	0.22	0.18	0.17
54	0	0	0	0	0	0	1	0	6	0	0	0.18	0.17
55	0	0	0	1	0	0	0	0	3	0.11	0.12	0.08	0.076
56	0.00059	0.93	1.7e-05	0	0.037	0	0	0.03	1	0.19	0.22	0.18	0.32
57	0	1	0	0	0	0	0	0	1	0.19	0.22	0.18	0.32
58	0	0.011	0.0011	0	0.99	0	0	0.001	4	0.19	0.22	0.18	0.17
59	0	0	1	0	0.00032	0	0	1.3e-05	2	0.33	0.41	0.18	0.17
60	0	0	1	0	0.00011	0	0	5.6e-05	2	0.33	0.41	0.18	0.17
61	0	0	1	0	0	0	0	0	2	0.33	0.41	0.18	0.17
62	0	0.99	0	0	0.0052	0	0	0	1	0.19	0.22	0.18	0.32
63	0	0	1	0	0.00058	0	0	1.4e-05	2	0.33	0.41	0.18	0.17
64	0	0	1	0	0	0	0	0	2	0.33	0.41	0.18	0.17
65	0.0004	0.036	0.00098	0	0.73	0	0	0.24	4	0.19	0.22	0.18	0.17
66	0.00017	0.00051	0.42	0	0.54	0	0	0.038	4	0.19	0.22	0.18	0.17
67	0.00027	0	0.0011	0	1	0	0	0.0032	4	0.19	0.22	0.18	0.17
68	0.00061	0.0014	0.00026	0	1	0	0	0.0024	4	0.19	0.22	0.18	0.17
69	9.3e-06	0.016	7e-06	0	0.92	0	0	0.062	4	0.19	0.22	0.18	0.17
70	0	0	0	0	0	0	1	0	6	0	0	0.18	0.17
71	0.025	0.0043	0.0001	0	0.97	0	0	0.0029	4	0.19	0.22	0.18	0.17
72	0.14	1.2e-05	0.0093	0	0.85	0	0	4.7e-05	4	0.19	0.22	0.18	0.17
73	0.049	0.00082	0.015	0	0.93	0	0	0.0021	4	0.19	0.22	0.18	0.17
74	0	1	0	0	8.7e-06	0	0	1.8e-05	1	0.19	0.22	0.18	0.32
75	0.1	0.00052	0.015	0	0.88	0	0	0.00019	4	0.19	0.22	0.18	0.17
76	0	0.0068	0	0	0.99	0	0	0.0011	4	0.19	0.22	0.18	0.17
77	0.034	4.2e-05	0.0019	0	0.96	0	0	0.0042	4	0.19	0.22	0.18	0.17
78	0	0	0	0	0	0	1	0	6	0	0	0.18	0.17
