SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	1	4.1e-06	0	0	0	0.19	0.22	0.18	0.17
1	1	1.3e-05	0	0	0	0.19	0.22	0.18	0.17
2	1	0.0024	0	0	0	0.19	0.22	0.18	0.17
3	0	0	0	1	3	0	0	0.12	0.11
4	0	0	0	1	3	0	0	0.12	0.11
5	1	0	0	0	0	0.19	0.22	0.18	0.17
6	1	2.1e-05	0	0	0	0.19	0.22	0.18	0.17
7	1	3.9e-06	0	0	0	0.19	0.22	0.18	0.17
8	1	0	0	0	0	0.19	0.22	0.18	0.17
9	1	0	0	0	0	0.19	0.22	0.18	0.17
10	1	0	0	0	0	0.19	0.22	0.18	0.17
11	1	8.6e-06	0	0	0	0.19	0.22	0.18	0.17
12	1	0.0018	0	0	0	0.19	0.22	0.18	0.17
13	1	2e-06	0	0	0	0.19	0.22	0.18	0.17
14	0.89	0.11	0	0	0	0.19	0.22	0.18	0.17
15	1	0.003	0	0	0	0.19	0.22	0.18	0.17
16	0	0	1	0	2	0.19	0.2	0	0
17	1	0	0	0	0	0.19	0.22	0.18	0.17
18	0.64	0.36	0	0	0	0.19	0.22	0.18	0.17
19	0.94	0.061	0	0	0	0.19	0.22	0.18	0.17
20	1	0.0021	0	0	0	0.19	0.22	0.18	0.17
21	1	3e-05	0	0	0	0.19	0.22	0.18	0.17
22	0	0	1	0	2	0.19	0.2	0	0
23	0.89	0.11	0	0	0	0.19	0.22	0.18	0.17
24	1	0.00017	0	0	0	0.19	0.22	0.18	0.17
25	1	3.3e-06	0	0	0	0.19	0.22	0.18	0.17
26	0	0	0	1	3	0	0	0.12	0.11
27	1	0	0	0	0	0.19	0.22	0.18	0.17
28	1	0	0	0	0	0.19	0.22	0.18	0.17
29	1	0	0	0	0	0.19	0.22	0.18	0.17
30	1	0.0019	0	0	0	0.19	0.22	0.18	0.17
31	1	0	0	0	0	0.19	0.22	0.18	0.17
32	1	0	0	0	0	0.19	0.22	0.18	0.17
33	0.13	0.87	0	0	1	0.33	0.41	0.18	0.17
34	0.00013	1	0	0	1	0.33	0.41	0.18	0.17
35	1	0.0025	0	0	0	0.19	0.22	0.18	0.17
36	0	0	1	0	2	0.19	0.2	0	0
37	1	0	0	0	0	0.19	0.22	0.18	0.17
38	1	0	0	0	0	0.19	0.22	0.18	0.17
39	0.97	0.034	0	0	0	0.19	0.22	0.18	0.17
40	0	1	0	0	1	0.33	0.41	0.18	0.17
41	1	0	0	0	0	0.19	0.22	0.18	0.17
42	1.5e-05	1	0	0	1	0.33	0.41	0.18	0.17
43	0.016	0.98	0	0	1	0.33	0.41	0.18	0.17
44	0.042	0.96	0	0	1	0.33	0.41	0.18	0.17
45	0.99	0.0051	0	0	0	0.19	0.22	0.18	0.17
46	1	0	0	0	0	0.19	0.22	0.18	0.17
47	1	0	0	0	0	0.19	0.22	0.18	0.17
48	0.0014	1	0	0	1	0.33	0.41	0.18	0.17
49	0.31	0.69	0	0	1	0.33	0.41	0.18	0.17
50	1	0	0	0	0	0.19	0.22	0.18	0.17
51	0.99	0.014	0	0	0	0.19	0.22	0.18	0.17
52	1	0.002	0	0	0	0.19	0.22	0.18	0.17
