SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
0	0	4.4e-06	0	0	0	0	0.0023	0.98	0	0	0	8.8e-06	0.0019	0	0	0.014	7	0.19	0.22	0.18	0.17
1	0	1.3e-05	0	0	0	0	0.012	0.96	0	0	0	0.0024	0.012	0	0	0.0091	7	0.19	0.22	0.18	0.17
2	0	0.0019	0	0	0	0	0.0063	0.75	0	0	0	0.0011	0.06	0	0	0.18	7	0.19	0.22	0.18	0.17
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0.02	0.076
4	0.026	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0	8	0	0	0.18	0.15
5	0	0	0.036	4.3e-06	0	0	0.032	0.92	0	0	0.0003	2e-05	0.00018	0	0	0.012	7	0.19	0.22	0.18	0.17
6	0	2.2e-05	0	0	0	0	0.0069	0.98	0	0	0	2.5e-05	0.00062	0	0	0.013	7	0.19	0.22	0.18	0.17
7	0	2.7e-06	0.32	0.00015	0	0	0.0043	0.64	0	0	0.0045	0.00022	0.013	0	0	0.018	7	0.19	0.22	0.18	0.17
8	0	0	0.0012	0	0	0	0.1	0.89	0	0	9.1e-05	8.6e-05	2.1e-05	0	0	0.0061	7	0.19	0.22	0.18	0.17
9	0	0	0.1	2.1e-06	0	0	0.013	0.84	0	0	0.008	0.00061	0.017	0	0	0.025	7	0.19	0.22	0.18	0.17
10	0	0	0.22	1.4e-05	0	0	0.0024	0.78	0	0	0	0	1.1e-05	0	0	0.00024	7	0.19	0.22	0.18	0.17
11	0	8.2e-06	0.031	0.0006	0	0	0.056	0.87	0	0	0.00078	0.00072	0.0018	0	0	0.039	7	0.19	0.22	0.18	0.17
12	0	0.00071	0.016	6.3e-05	0	0	0.014	0.37	0	0.0001	0.034	0.12	0.31	0	0	0.13	7	0.19	0.22	0.18	0.17
13	0	2.2e-06	0	0	0	0	0.0059	0.99	0	0	0	0.00011	0.00082	0	0	0.006	7	0.19	0.22	0.18	0.17
14	0	0.0039	0.0021	0.00049	0	0	0.0078	0.027	0	0	0.0042	0	0.00041	0	0	0.95	15	0.26	0.28	0.18	0.17
15	0	0.0026	0	0	0	0	0.045	0.79	0	0	0	0.0002	0.0019	0	0	0.16	7	0.19	0.22	0.18	0.17
16	0	0	0	0	0.96	0.0074	0	0	0	0	0	0	0	0.034	0	0	4	0.19	0.22	0	0
17	0	0	0.15	0	0	0	0.0012	0.84	0	0	0.0002	0	0.00071	0	0	0.0025	7	0.19	0.22	0.18	0.17
18	0	0.23	0.0077	0.18	0	0	0.054	0.37	0	0.00096	0.00039	0.0048	0.0028	0	0	0.14	7	0.19	0.22	0.18	0.17
19	0	0.049	0.025	0.01	0	0	0.033	0.68	0	0.0009	0.0021	0.048	0.03	0	0	0.12	7	0.19	0.22	0.18	0.17
20	0	0.002	0.023	0.0012	0	0	0.016	0.85	0	3.1e-05	0.00091	0.022	0.037	0	0	0.048	7	0.19	0.22	0.18	0.17
21	0	0	0	0	0	0	0.0078	0.071	0	0	0	9.8e-06	0.012	0	0	0.91	15	0.26	0.28	0.18	0.17
22	0	0	0	0	0.95	0.039	0	0	0	0	0	0	0	0.012	0	0	4	0.19	0.22	0	0
