SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
1	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
2	1	0	0	0	2.3e-05	0.00053	0	0	0	0	0	0.19	0.22	0.18	0.17
3	0	0	0	0	0	0	1	0	0	0	6	0	0	0.04	0.076
4	0	0	0.0082	0	0	0	0	0	0.99	0	8	0	0	0.18	0.17
5	0.99	0	0	0.0045	0.0034	0	0	0.00023	0	0	0	0.19	0.22	0.18	0.17
6	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
7	0.92	0	0	0.062	0.019	0	0	0.0033	0	0	0	0.19	0.22	0.18	0.17
8	1	0	0	4.6e-05	0.0015	0	0	0.00041	0	0	0	0.19	0.22	0.18	0.17
9	0.97	0	0	0.025	0.0012	0	0	0.0019	0	0	0	0.19	0.22	0.18	0.17
10	0.84	0	0	0.0029	0.15	0	0	0	0	0	0	0.19	0.22	0.18	0.17
11	0.95	0	0	0.046	0.0045	0	0	0.00038	0	0	0	0.19	0.22	0.18	0.17
12	0.87	0	0	0.12	0.0025	5.5e-05	0	0.011	0	0	0	0.19	0.22	0.18	0.17
13	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
14	0.76	0	0	0.2	3.1e-06	0.00054	0	0.034	0	0	0	0.19	0.22	0.18	0.17
15	1	0	0	0	0	0.00011	0	0	0	0	0	0.19	0.22	0.18	0.17
16	0	0.99	0	0	0	0	0	0	0	0.0061	1	0.19	0.22	0	0
17	0.99	0	0	0.0012	0.0056	0	0	0.00022	0	0	0	0.19	0.22	0.18	0.17
18	0.79	0	0	0.12	0.014	0.078	0	0.00038	0	0	0	0.19	0.22	0.18	0.17
19	0.89	0	0	0.055	0.029	0.02	0	0.002	0	0	0	0.19	0.22	0.18	0.17
20	0.97	0	0	0.029	0.0044	0.00036	0	0.00044	0	0	0	0.19	0.22	0.18	0.17
21	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
22	0	0.97	0	0	0	0	0	0	0	0.032	1	0.19	0.22	0	0
23	0.42	0	0	0.00021	0.53	0.029	0	0.014	0	0	4	0.33	0.41	0.32	0.32
24	0.34	0	0	0.66	2.6e-06	0	0	0.0041	0	0	3	0.4	0.47	0.46	0.32
25	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
26	0	0	0.0012	0	0	0	0	0	1	0	8	0	0	0.18	0.17
27	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
28	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
29	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
30	0.88	0	0	0.08	0.032	3.4e-05	0	0.0078	0	0	0	0.19	0.22	0.18	0.17
31	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
32	1	0	0	0	0	0	0	0	0	0	0	0.19	0.22	0.18	0.17
33	0.084	0	0	0.0014	0.029	0.88	0	0.0016	0	0	5	0.4	0.41	0.18	0.17
34	3.7e-05	0	0	0	8.3e-06	1	0	0	0	0	5	0.4	0.41	0.18	0.17
