SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
0	0.082	0	0	0	0	0	0.46	0	0	0	0.0043	0	0	0.0012	0.38	3.9e-06	0.0035	0.069	0	0	6	0	0.093	0
1	0	0	3.1e-05	0	0.00066	0	0	0	1	0	0	0.00071	2.6e-05	0	0	0	0	0	0	0	8	0.26	0.28	0.28
2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
3	0	0	0	0.25	0.00034	0.0036	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
4	0	7.3e-05	0	0	0.16	0	0	0.00029	0.84	3.7e-05	0	0	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
5	0.019	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0.088	0	0	0.78	0	0	17	0	0.062	0
6	0	0	0.0028	0	0.0038	0	0	0	0.95	0	0	0.0017	0.044	0	0	0	0	0	0	0	8	0.26	0.28	0.28
7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093	0.28
8	0.088	0	0	0	0	0	0.5	0	0	0	3.2e-06	0	0	2.6e-06	0.41	0	0	0.0073	0	0	6	0	0.093	0
9	0.087	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0.4	0	0	0.016	0	0	6	0	0.093	0
10	0	1.2e-05	0	0.014	0.0095	8.4e-05	0	0	0.98	0	0	9.2e-05	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
11	0	0	0	0	0	0	0.53	0	0	0	0.00041	0	0.013	0.00016	0.43	0	0.00011	0.028	0	0	6	0	0.093	0
12	0	0	0	0	0	0	0.51	0	0	0	0.0051	0	0	0.0031	0.42	0	0.0092	0.06	0	0	6	0	0.093	0
13	0	0	0	0	0	0	0.55	0	0	0	0	0	0	3.1e-05	0.45	0	0	3.6e-06	0	0	6	0	0.093	0
14	0	0	0	0	2.1e-05	0	0	0	1	5.4e-05	0	0	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
15	0	0.92	0	0	0.01	0	0	0	0.025	0.043	0	0.0015	0	0	0	0	0	0	0	0	1	0.47	0.48	0.52
16	0	0.096	0	1.7e-06	0.016	0	0	0.00033	0.87	0.013	0	1.2e-05	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
17	0	0	0	0.014	0.0088	0.00011	0	0	0.98	0	0	0.00021	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
18	0	0	1	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	2	0.26	0.28	0.031
19	0	0.14	0	0	0.0028	0	0	0	0.84	0.017	0	0	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
20	0	0	0	0.013	0.0044	0.00049	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
21	0	0	0	0	0	0	0.55	0	0	0	0	0	0	0.00028	0.45	0	0	2.2e-06	0	0	6	0	0.093	0
22	0	0.034	0	0	0.0075	0	0	1.6e-06	0.96	0.0016	0	0	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
23	0	0	0	0.016	0.0013	2.1e-05	0	0	0.98	0	0	2.2e-06	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
24	0	0	0	0.36	2.5e-05	0.0069	0	0	0.63	0	0	0	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
25	0	0	0	0.07	0.0041	0.0019	0	0	0.92	0	0	3.4e-05	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
26	0	0	0	0	0.74	0	0	0	0.025	0	0	0.24	0	0	0	0	0	0	0	0	4	0.31	0.33	0.28
27	0	0	0	0.025	0.0024	0.00049	0	0	0.97	0	0	1.1e-06	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
28	0	0.005	0	0.016	0.017	5.5e-05	0	0	0.95	0.00042	0	0.0076	0	0	0	0	0	0	0	0	8	0.26	0.28	0.28
