SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
0	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
1	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
2	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
3	0	1	0	0	0	0	1	0	0	0.49	0.038	0
4	0	0	0	1	0.00083	0	3	0	0	0	0.11	0
5	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
6	0	0	0	0.99	0.014	0	3	0	0	0	0.11	0
7	0	0	0	0	0	1	5	0.59	0.68	0.054	0.076	0.51
8	0	0	0	0	0	1	5	0.59	0.68	0.054	0.076	0.51
9	0	0	0	0	0	1	5	0.59	0.68	0.054	0.076	0.51
10	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
11	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
12	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
13	0	0	1	0	0	0	2	0.046	0.071	0.11	0.34	0.054
14	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
15	0	0	0	0	0	1	5	0.59	0.68	0.054	0.076	0.51
16	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
17	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
18	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
19	0	0	1	0	0	0	2	0.046	0.071	0.11	0.34	0.054
20	0	0	0	1	2.3e-05	0	3	0	0	0	0.11	0
21	0	0	0.00011	0	0	1	5	0.59	0.68	0.054	0.076	0.51
22	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
23	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
24	0	0	0	0	0	1	5	0.59	0.68	0.054	0.076	0.51
25	0	0	0	0	0	1	5	0.59	0.68	0.054	0.076	0.51
26	0	1	0	0	0	0	1	0	0	0.49	0.038	0
27	0	0	0	0	0	1	5	0.59	0.68	0.054	0.076	0.51
28	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
29	0	0	1	0	0	0	2	0.046	0.071	0.11	0.34	0.054
30	0	0	0	1	0.00023	0	3	0	0	0	0.11	0
31	0	0	1	0	0	0	2	0.046	0.071	0.11	0.34	0.054
32	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
33	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
34	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
35	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
36	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
37	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
38	0	0	1	0	0	0	2	0.046	0.071	0.11	0.34	0.054
39	0	0	0	0	0	1	5	0.59	0.68	0.054	0.076	0.51
40	0	0	1	0	0	0	2	0.046	0.071	0.11	0.34	0.054
41	1	0	0	0	0	0	0	0.59	0.68	0.49	0.34	0.51
