SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	8.8e-05	0	1	0	0	0	2	0.39	0.32
1	0	0	0	0	0	1	5	0.043	0.32
2	0	1	0	0	0	0	1	0	0.25
3	0	0.97	0	0	0	0.031	1	0	0.25
4	0	0	0	0	1	0	4	0.22	0
5	0	1	0	0	0	0.00054	1	0	0.25
6	0	0	0	0	0	1	5	0.043	0.32
7	0	1	0.0029	0.001	0	8e-06	1	0	0.25
8	5.1e-05	0	1	0	0	0	2	0.39	0.32
9	0	0	1	0	0	0	2	0.39	0.32
10	0	4.1e-05	0	1	0	0	3	0	0.11
11	0	0.38	0.62	0	0	0.00017	2	0.39	0.32
12	0	0.78	0.19	2.4e-05	0	0.021	1	0	0.25
13	0	0	0.0011	0	1	0	4	0.22	0
14	1.5e-05	0	1	0	0	0	2	0.39	0.32
15	0	0	0	0	1	0	4	0.22	0
16	0	0.9	0.09	0.00016	0	0.006	1	0	0.25
17	0	0	1	0	0	0	2	0.39	0.32
18	0	0.97	0.026	0.0015	0	0.00062	1	0	0.25
19	0.002	0	1	0	0	0	2	0.39	0.32
20	0	0.96	0.041	0	0	4.7e-05	1	0	0.25
21	0	0	1	0	0.00048	0	2	0.39	0.32
22	0	0.057	0.00014	0.94	0	6.2e-06	3	0	0.11
23	0	0	0.99	0	0.01	0	2	0.39	0.32
24	0	0.98	0.018	8.6e-05	0	0.00015	1	0	0.25
25	0	0.77	0.22	0	0	0.0058	1	0	0.25
26	0	0.91	0.075	0.0061	0	0.012	1	0	0.25
27	0	0.27	0.72	0	0	0.0085	2	0.39	0.32
28	0	0.96	0.038	0.0029	0	0.0025	1	0	0.25
29	0	0.98	0.012	0.0035	0	9.7e-05	1	0	0.25
30	0	1	0.0035	0	0	0	1	0	0.25
31	0	0.66	0.34	0	0	0.0011	1	0	0.25
32	0	0	1	0	0	0	2	0.39	0.32
33	0	0.95	0.055	0	0	0.00017	1	0	0.25
34	0	0.94	0.055	7.8e-05	0	0.0013	1	0	0.25
35	0.34	0	0.66	0	0	0	2	0.39	0.32
36	0	6.3e-05	0	1	0	0	3	0	0.11
37	0	1	5.3e-05	0	0	0	1	0	0.25
38	0.0061	0	0.99	0	0	2e-06	2	0.39	0.32
39	0.009	0	0.99	0	0	0	2	0.39	0.32
40	0.042	0	0.96	0	0	0	2	0.39	0.32
41	0.0087	0.039	0.0015	0	0	0.95	5	0.043	0.32
42	0	0	1	0	0	0	2	0.39	0.32
43	0	0	0	0	1	0	4	0.22	0
44	0	0	1	0	0	0	2	0.39	0.32
45	0	0	1	0	0	0	2	0.39	0.32
46	0	0.94	0	0.0076	0	0.055	1	0	0.25
47	0	0.98	0	0.016	0	0.0041	1	0	0.25
48	0	0	1	0	0	0	2	0.39	0.32
49	0	1	0	0	0	0.0011	1	0	0.25
50	0	0	1	0	0	0	2	0.39	0.32
51	0	1	0	0	0	0	1	0	0.25
52	0	0	0	0	0	1	5	0.043	0.32
53	0.26	0	0.74	0	0	0	2	0.39	0.32
54	0.096	0	0.9	0	0	0	2	0.39	0.32
55	0	1	0	0	0	0	1	0	0.25
56	1	0	0.0014	0	0	0	0	0.61	0.6
57	0	1	0	0	0	1.6e-05	1	0	0.25
58	0	0	0	1	0	0	3	0	0.11
59	0.021	0	0.98	0	0	0	2	0.39	0.32
60	0	1	0	0	0	0	1	0	0.25
61	0.55	0	0.45	0	0	0	0	0.61	0.6
62	0	0	0	0	0	1	5	0.043	0.32
63	0	0	0.0057	0	0.99	0	4	0.22	0
