SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	1	0	0	0.39	0.32
1	0	1	1	0.043	0.21
2	0	1	1	0.043	0.21
3	0	1	1	0.043	0.21
4	0	1	1	0.043	0.21
5	0	1	1	0.043	0.21
6	0	1	1	0.043	0.21
7	0.58	0.42	0	0.39	0.32
8	1	0	0	0.39	0.32
9	1	0	0	0.39	0.32
10	0.0003	1	1	0.043	0.21
11	1	0	0	0.39	0.32
12	0.94	0.056	0	0.39	0.32
13	1	0	0	0.39	0.32
14	1	0	0	0.39	0.32
15	1	0	0	0.39	0.32
16	0.88	0.12	0	0.39	0.32
17	1	0	0	0.39	0.32
18	0.75	0.25	0	0.39	0.32
19	1	0	0	0.39	0.32
20	1	0.0024	0	0.39	0.32
21	1	0	0	0.39	0.32
22	0.031	0.97	1	0.043	0.21
23	1	0	0	0.39	0.32
24	0.87	0.13	0	0.39	0.32
25	0.99	0.0085	0	0.39	0.32
26	0.63	0.37	0	0.39	0.32
27	1	9.4e-05	0	0.39	0.32
28	0.63	0.37	0	0.39	0.32
29	0.73	0.27	0	0.39	0.32
30	1	6.8e-05	0	0.39	0.32
31	1	0.00025	0	0.39	0.32
32	1	0	0	0.39	0.32
33	0.99	0.0051	0	0.39	0.32
34	0.92	0.085	0	0.39	0.32
35	1	0	0	0.39	0.32
36	0.00029	1	1	0.043	0.21
37	0.97	0.035	0	0.39	0.32
38	1	0	0	0.39	0.32
39	1	0	0	0.39	0.32
40	1	0	0	0.39	0.32
41	0.82	0.18	0	0.39	0.32
42	1	0	0	0.39	0.32
43	1	0	0	0.39	0.32
44	1	0	0	0.39	0.32
45	1	0	0	0.39	0.32
46	1.3e-05	1	1	0.043	0.21
47	0	1	1	0.043	0.21
48	1	0	0	0.39	0.32
49	0	1	1	0.043	0.21
50	1	0	0	0.39	0.32
51	0	1	1	0.043	0.21
52	0	1	1	0.043	0.21
53	1	0	0	0.39	0.32
54	1	0	0	0.39	0.32
55	0	1	1	0.043	0.21
56	1	0	0	0.39	0.32
57	0	1	1	0.043	0.21
58	0	1	1	0.043	0.21
59	1	0	0	0.39	0.32
60	0	1	1	0.043	0.21
61	1	0	0	0.39	0.32
62	0	1	1	0.043	0.21
63	1	0	0	0.39	0.32
64	0	1	1	0.043	0.21
65	1	0	0	0.39	0.32
66	0	1	1	0.043	0.21
67	1	0	0	0.39	0.32
