SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0	9.9e-05	0	0	0.0032	1	0	0	5	0.39	0.32
1	0	0	0	0	0	0	1	0	6	0.043	0.32
2	1	0	0	0	0	0	0	0	0	0	0.25
3	0.98	0	0	0	0	0	0.023	0	0	0	0.25
4	0	0	0	1	0	0	0	0	3	0.087	0
5	1	0	0	0	0	0	0.00041	0	0	0	0.25
6	0	0	0	0	0	0	1	0	6	0.043	0.32
7	1	0	0	0	0	0.0023	6e-06	0	0	0	0.25
8	0	5.6e-05	0	0	0.026	0.97	0	0	5	0.39	0.32
9	0	0	0	0	0.0064	0.99	0	0	5	0.39	0.32
10	1	0	0	0	0	1e-05	0	0	0	0	0.25
11	0.44	0	0	0	0	0.56	0.00015	0	5	0.39	0.32
12	0.82	0	0	0	0	0.16	0.017	0	0	0	0.25
13	0	0	0.96	0.015	0	0.0092	0	0.011	2	0.3	0
14	0	1.7e-05	0	0	0.012	0.99	0	0	5	0.39	0.32
15	0	0	1	0	0	0	0	0.00037	2	0.3	0
16	0.92	0	0	0	0	0.072	0.0046	0	0	0	0.25
17	0	0	0	0	5.1e-05	1	0	0	5	0.39	0.32
18	0.98	0	0	0	0	0.021	0.00047	0	0	0	0.25
19	0	0.0022	0	0	0.026	0.97	0	0	5	0.39	0.32
20	0.97	0	0	0	0	0.033	3.5e-05	0	0	0	0.25
21	0	0	0.78	0	0	0.22	0	0	2	0.3	0
22	1	0	0	0	0	0.002	8.1e-05	0	0	0	0.25
23	0	0	0.44	0	0	0.56	0	5.4e-06	5	0.39	0.32
24	0.99	0	0	0	0	0.014	0.00011	0	0	0	0.25
25	0.81	0	0	0	0	0.18	0.0046	0	0	0	0.25
26	0.93	0	0	0	0	0.06	0.0091	0	0	0	0.25
27	0.32	0	0	0	0	0.67	0.0075	0	5	0.39	0.32
28	0.97	0	0	0	0	0.03	0.0019	0	0	0	0.25
29	0.99	0	0	0	0	0.0093	7.4e-05	0	0	0	0.25
30	1	0	0	0	0	0.0027	0	0	0	0	0.25
31	0.71	0	0	0	0	0.28	0.00087	0	0	0	0.25
32	0	0	0	0	0.0037	1	0	0	5	0.39	0.32
33	0.96	0	0	0	0	0.043	0.00013	0	0	0	0.25
34	0.96	0	0	0	0	0.043	0.00096	0	0	0	0.25
35	0	0.35	0	0	0.058	0.59	0	0	5	0.39	0.32
36	1	0	0	0	0	1.6e-06	0	0	0	0	0.25
37	1	0	0	0	0	4.1e-05	0	0	0	0	0.25
38	0	0.0067	0	0	0.03	0.96	0	0	5	0.39	0.32
39	0	0.0098	0	0	0.035	0.96	0	0	5	0.39	0.32
40	0	0.047	0	0	0.0085	0.94	0	0	5	0.39	0.32
41	0.052	0.01	0	0	0.0027	0.0015	0.93	0	6	0.043	0.32
42	0	0	0	0	0.0083	0.99	0	0	5	0.39	0.32
43	0	0	1	0	0	0	0	0.0029	2	0.3	0
44	0	0	0	0	0.00021	1	0	0	5	0.39	0.32
45	0	0	0	0	0.00022	1	0	0	5	0.39	0.32
46	0.96	0	0	0	0	0	0.042	0	0	0	0.25
47	1	0	0	0	0	0	0.0031	0	0	0	0.25
48	0	0	0	0	0	0	0	1	7	0.22	0.036
49	1	0	0	0	0	0	0.00079	0	0	0	0.25
50	0	0	0	0	0.00097	1	0	0	5	0.39	0.32
51	1	0	0	0	0	0	0	0	0	0	0.25
52	0	0	0	0	0	0	1	0	6	0.043	0.32
53	0	0.28	0	0	0.012	0.71	0	0	5	0.39	0.32
54	0	0.1	0	0	0.031	0.87	0	0	5	0.39	0.32
55	1	0	0	0	0	0	0	0	0	0	0.25
56	0	1	0	0	3e-06	0.0012	0	0	1	0.61	0.6
57	1	0	0	0	0	0	1.2e-05	0	0	0	0.25
58	1	0	0	0	0	0	0	0	0	0	0.25
59	0	0.023	0	0	0.0054	0.97	0	0	5	0.39	0.32
60	1	0	0	0	0	0	0	0	0	0	0.25
61	0	0.57	0	0	0.018	0.42	0	0	1	0.61	0.6
62	0	0	0	0	0	0	1	0	6	0.043	0.32
63	0	0	0.99	0	0	0.0093	0	8.4e-06	2	0.3	0
64	0	0	0	0	0	0	1	0	6	0.043	0.32
65	0	0.6	0	0	0.0092	0.39	0	0	1	0.61	0.6
66	1	0	0	0	0	0	0	0	0	0	0.25
67	0	0.085	0	0	0.076	0.84	0	0	5	0.39	0.32
68	0	0	1	0	0	0.00011	0	0	2	0.3	0
69	1	0	0	0	0	0	0	0	0	0	0.25
70	1	0	0	0	0	0	0	0	0	0	0.25
71	0	0	1	0	0	0.0011	0	1e-06	2	0.3	0
72	0.99	0	0	0	0	0	0.01	0	0	0	0.25
73	0.97	0	0	0	0	0.032	0	0	0	0	0.25
74	0	0.006	0	0	0.0063	0.99	0	0	5	0.39	0.32
75	0	0.0082	0	0	0.042	0.95	0	0	5	0.39	0.32
76	0.99	0	0	0	0	0	0.0053	0	0	0	0.25
77	0	0.024	0	0	0.046	0.93	0	0	5	0.39	0.32
78	1	0	0	0	0	0	3.9e-06	0	0	0	0.25
79	0	0.0054	0	0	0.0065	0.99	0	0	5	0.39	0.32
80	0	0.021	0	0	0.017	0.96	0	0	5	0.39	0.32
81	1	0	0	0	0	0	0.00049	0	0	0	0.25
82	0	0	0	0	0	0	0	1	7	0.22	0.036
83	0	0.64	0	0	0.0039	0.36	0	0	1	0.61	0.6
84	1	0	0	0	0	0	0	0	0	0	0.25
85	1	0	0	0	0	0	8.6e-06	0	0	0	0.25
86	0	0	0	0.088	0	0	0.91	0	6	0.043	0.32
87	1	0	0	0	0	0	8.3e-06	0	0	0	0.25
88	1	0	0	0	0	0	0	0	0	0	0.25
89	0	0	0.24	1.9e-05	0	0.76	0	0.0012	5	0.39	0.32
90	1	0	0	0	0	0	4.9e-06	0	0	0	0.25
91	1	0	0	0	0	0	9e-06	0	0	0	0.25
92	0	0.7	0	0	0.04	0.26	0	0	1	0.61	0.6
93	0	0.73	0	0	0.0049	0.27	0	0	1	0.61	0.6
94	0	0	0	0	0.0037	1	0	0	5	0.39	0.32
95	0	0.41	0	0	0.066	0.53	0	0	5	0.39	0.32
96	0	0	1	0	0	0	0	0.003	2	0.3	0
97	0	1	0	0	0	0.00072	0	0	1	0.61	0.6
98	1	0	0	0	0	0	0	0	0	0	0.25
99	1	0	0	0	0	0	0.00027	0	0	0	0.25
100	0	0.48	0	0	0.0077	0.51	0	0	5	0.39	0.32
101	0	0.021	0	0	0.033	0.95	0	0	5	0.39	0.32
102	0	0.51	0	0	0.018	0.47	0	0	1	0.61	0.6
103	0	0.96	0	0	4.8e-06	0.039	0	0	1	0.61	0.6
104	1	0	0	0	0	0	0	0	0	0	0.25
105	0	2.5e-06	0	0	0.094	0.91	0	0	5	0.39	0.32
106	0	0	0	1	0	0	0	0	3	0.087	0
107	0	0	1	0	0	0	0	0	2	0.3	0
108	0	0	0	0	0	0	0.98	0.022	6	0.043	0.32
109	0.99	0	0	0	0	0	0.0071	0	0	0	0.25
110	1	0	0	0	0	0	4.2e-05	0	0	0	0.25
111	0	0	0.026	0.97	0	0	0	0.0069	3	0.087	0
