SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	8.6e-05	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.39	0.32
1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.043	0.28
2	0	0	0	0	0	0.0091	0.26	0.48	0.00029	0	0	0.26	0	0	0	7	0	0.21
3	0	0	0	0	0	0.2	0.21	0.035	0.34	0	0.013	0.21	0	0	0	8	0	0.32
4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.087	0
5	0	0	0	0	0	0.16	0.32	0.073	0.12	0	0.00088	0.32	0	0	0	6	0	0.25
6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.043	0.28
7	0	0	0	0	0.0026	0.022	0.27	0.43	0.0036	0	4.1e-05	0.27	0	0	0.00091	7	0	0.21
8	5e-05	2.8e-05	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.39	0.32
9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.39	0.32
10	0	0	0	0	0	0	1.2e-05	0.0005	0	0	0	1.2e-05	0	0	1	14	0	0.11
11	0	0	0	0	0.31	0.15	0.057	0.0013	0.43	0	2.8e-05	0.057	0	0	0	8	0	0.32
12	0	0	0	0	0.17	0.14	0.2	0.057	0.23	0	0.01	0.2	0	0	2.1e-05	8	0	0.32
13	0	0	0.96	0.017	0.0095	0	0	0	0	0	0	0	0	0.011	0	2	0.3	0
14	1.5e-05	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.39	0.32
15	0	0	1	0	0	0	0	0	0	0	0	0	0	0.00037	0	2	0.3	0
16	0	0	0	0	0.091	0.12	0.27	0.12	0.13	0	0.0052	0.27	0	0	0.00016	6	0	0.25
17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.39	0.32
18	0	0	0	0	0.028	0.069	0.31	0.25	0.038	0	0.0011	0.31	0	0	0.0016	6	0	0.25
19	0.002	0.00068	0	0	1	0	0	0	0	0.0022	0	0	0	0	0	4	0.39	0.32
20	0	0	0	0	0.049	0.14	0.34	0.066	0.068	0	0.0001	0.34	0	0	0	6	0	0.25
21	0	0	0.77	0	0.23	0	0	0	0	0	0	0	0	0	0	2	0.3	0
22	0	0	0	0	0.00014	0.001	0.016	0.063	0.00019	0	2.9e-05	0.016	0	0	0.9	14	0	0.11
23	0	0	0.43	0	0.57	0	0	0	0	0	0	0	0	5.3e-06	0	4	0.39	0.32
