SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0	9.2e-05	0	0	0	0	0	0	0	0	0	0.0093	0	0	0.99	0	14	0.39	0.32
1	0	0	0	0	0	0.13	0	0	0	0.87	0	0	0	0	0	0	9	0.043	0.32
2	1	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0.25
3	0.67	0	0	0	0	0.0019	0	0.31	0	0.014	0	0	0	1.6e-06	0	0	0	0	0.25
4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.087	0
5	0.91	0	0	0	0	0.0002	0	0.094	0	0.00032	0	0	0	0	0	0	0	0	0.25
6	0	0	0	0	0	0.71	0	0	0	0.29	0	0	0	0	0	0	5	0.043	0.25
7	0.99	0	0	0	0	7.4e-05	0	0.0039	0	5.1e-06	0	0	0	0	0.0029	0.0012	0	0	0.25
8	0	4.4e-05	0	0	0	0	0	0	0	0	0	0.18	2.2e-05	0	0.82	0	14	0.39	0.32
9	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	1	0	14	0.39	0.32
10	3.5e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0.11
11	0.21	0	0	0	0	0	0	0.45	0	6.1e-05	0	0	0	0	0.34	0	7	0	0.32
12	0.63	0	0	0	0	0.0019	0	0.21	0	0.011	0	0	0	7.9e-06	0.15	2.3e-05	0	0	0.25
13	0	0	0.015	0	0.97	0	0	0	0.011	0	0	0	0	0	0.0087	0	4	0.3	0
14	0	9.6e-06	0	0	0	0	0	0	0	0	0	0.41	0	0	0.59	0	14	0.39	0.32
15	0	0	0	0	1	0	0	0	0.00037	0	0	0	0	0	0	0	4	0.3	0
16	0.81	0	0	0	0	0.0015	0	0.11	0	0.0035	0	0	0	0	0.08	0.00017	0	0	0.25
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.39	0.32
18	0.94	0	0	0	0	0.00061	0	0.034	0	0.00039	0	0	0	0	0.025	0.0017	0	0	0.25
19	0	0.0021	0	0	0	0	0	0	0	0	0.0024	0.038	0.00064	0	0.96	0	14	0.39	0.32
20	0.91	0	0	0	0	2.8e-05	0	0.052	0	2.9e-05	0	0	0	0	0.039	0	0	0	0.25
21	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0.21	0	4	0.3	0
22	0.049	0	0	0	0	5.7e-05	0	0.00017	0	0	0	0	0	0	0.00012	0.95	15	0	0.11
23	0	0	0	0	0.45	0	0	0	5.5e-06	0	0	0	0	0	0.55	0	14	0.39	0.32
24	0.96	0	0	0	0	0.00022	0	0.024	0	9.3e-05	0	0	0	0	0.017	9.9e-05	0	0	0.25
25	0.6	0	0	0	0	0.00043	0	0.23	0	0.0029	0	0	0	0	0.17	0	0	0	0.25
26	0.82	0	0	0	0	0.0036	0	0.091	0	0.007	0	0	0	0	0.067	0.0065	0	0	0.25
