SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0	0.99	0	0	0	0	0	0.0092	0	0	0	0.0001	0	1	0.39	0.32
1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.043	0.28
2	1	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0.25
3	0.61	0	0.014	0	0	0	0	0	0	0	0	0	0.37	0	0	0.25
4	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0.087	0
5	0.88	0	0.00085	0	0	0	0	0	0	0	0	0	0.12	0	0	0.25
6	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0.043	0.28
7	0.99	0.003	5.4e-05	0	0.0012	0	0	0	0	0	0	0	0.0051	0	0	0.25
8	0	0.82	0	0	0	0	0	0.18	0	0	0	4.9e-05	0	1	0.39	0.32
9	0	1	0	0	0	0	0	0.0021	0	0	0	0	0	1	0.39	0.32
10	3.4e-05	0	0	0	1	0	0	0	0	0	0.00014	0	0	4	0	0.11
11	0.18	0.3	3.2e-05	0	0	0	0	0	0	0	0	0	0.52	12	0	0.32
12	0.59	0.15	0.01	0	2.2e-05	0	0	0	0	0	0	0	0.25	0	0	0.25
13	0	0.004	0	0.032	0	0.96	0	0	0	0.0074	1.8e-05	0	0	5	0.26	0
14	0	0.59	0	0	0	0	0	0.41	0	0	0	1.1e-05	0	1	0.39	0.32
15	0	0	0	0.84	0	0.11	0	0	0	0	0.041	0	0	3	0.35	0
16	0.78	0.08	0.0053	0	0.00017	0	0	0	0	0	0	0	0.14	0	0	0.25
17	0	0.82	0	0	0	0	0	0	0.18	0	0	0	0	1	0.39	0.32
18	0.93	0.025	0.0012	0	0.0017	0	0	0	0	0	0	0	0.044	0	0	0.25
19	0	0.96	0	0	0	0	0	0.038	0	0	0	0.0023	0	1	0.39	0.32
20	0.89	0.039	9.6e-05	0	0	0	0	0	0	0	0	0	0.067	0	0	0.25
21	0	0.24	0	0.73	0	0.026	0	0	0	0	0	0	0	3	0.35	0
22	0.048	0.00012	3e-05	0	0.95	0	0	0	0	0	0.00099	0	0.00021	4	0	0.11
23	0	0.53	0	0.42	0	0.047	0	0	0	0	0.0018	0	0	1	0.39	0.32
24	0.95	0.018	0.00038	0	0.0001	0	0	0	0	0	0	0	0.03	0	0	0.25
25	0.56	0.16	0.0027	0	0	0	0	0	0	0	0	0	0.28	0	0	0.25
26	0.8	0.067	0.011	0	0.0065	0	0	0	0	0	0	0	0.11	0	0	0.25
27	0.12	0.32	0.00089	0	0	0	0	0	0	0	0	0	0.55	12	0	0.32
28	0.89	0.036	0.0038	0	0.0033	0	0	0	0	0	0	0	0.062	0	0	0.25
29	0.96	0.012	0.00029	0	0.0041	0	0	0	0	0	0	0	0.02	0	0	0.25
30	0.99	0.0036	0	0	0	0	0	0	0	0	0	0	0.0061	0	0	0.25
31	0.42	0.22	0.00039	0	0	0	0	0	0	0	0	0	0.37	0	0	0.25
32	0	1	0	0	0	0	0	0.0015	0	0	0	0	0	1	0.39	0.32
33	0.86	0.051	0.00028	0	0	0	0	0	0	0	0	0	0.087	0	0	0.25
34	0.86	0.051	0.0016	0	8.6e-05	0	0	0	0	0	0	0	0.087	0	0	0.25
35	0	0.56	0	0	0	0	0	0.094	0	0	0	0.34	0	1	0.39	0.32
36	5.2e-05	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0.11
37	1	5.4e-05	0	0	0	0	0	0	0	0	0	0	9.2e-05	0	0	0.25
38	0	0.94	0	0	0	0	0	0.052	0.0013	0	0	0.0068	0	1	0.39	0.32
39	0	0.94	0	0	0	0	0	0.047	0	0	0	0.01	0	1	0.39	0.32
40	0	0.95	0	0	0	0	0	0.0044	0	0	0	0.049	0	1	0.39	0.32
41	0.019	0.00073	0.036	0	0	0	0	1.6e-05	0	0	0	0.005	0.94	12	0	0.32
42	0	1	0	0	0	0	0	0	7.1e-05	0	0	0	0	1	0.39	0.32
43	0	0	0	0.45	0	0.55	0	0	0	2.6e-06	0.0062	0	0	5	0.26	0
44	0	0.82	0	0	0	0	0	2.4e-06	0.18	0	0	0	0	1	0.39	0.32
45	0	0.88	0	0	0	0	0	3.4e-06	0.12	0	0	0	0	1	0.39	0.32
46	0.79	0	0.052	0	0.0078	0	0	0	0	0	0	0	0.15	0	0	0.25
