SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	0.0026	0.0052	0.99	0.0001	0	0	0	0	0	0	0	0	0	3	0.39	0.32
1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.043	0.28
2	1	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0.25
3	0.61	0	0	0	0	0.37	0	0	0.014	0	0	0	0	0	0	0	0.25
4	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	1	13	0.087	0
5	0.88	0	0	0	0	0.12	0	0	0.00085	0	0	0	0	0	0	0	0.25
6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.043	0.28
7	0.99	0	0	0.003	0	0.0051	0	0	5.4e-05	0	0	0	0.0012	0	0	0	0.25
8	0	0.058	0.094	0.85	5.1e-05	0	0	0	0	0	0	0	0	0	3	0.39	0.32
9	0	0.0015	0.00091	1	0	0	0	0	0	0	0	0	0	0	3	0.39	0.32
10	3.4e-05	0	0	0	0	0	0	0.00015	0	0	0	0	1	0	12	0	0.11
11	0.18	0	0	0.3	0	0.51	0	0	3.2e-05	0	0	0	0	0	5	0	0.32
12	0.59	0	0	0.15	0	0.25	0	0	0.01	0	0	0	2.2e-05	0	0	0	0.25
13	0	0	0	0.0063	0	0	0	3.1e-05	0	0.33	0	0.65	0	0.011	11	0.3	0
14	0	0.046	0.37	0.58	1.1e-05	0	0	0	0	0	0	0	0	0	3	0.39	0.32
15	0	0	0	0	0	0	0	0.055	0	0.00011	0	0.94	0	0	11	0.3	0
16	0.78	0	0	0.08	0	0.14	0	0	0.0053	0	0	0	0.00017	0	0	0	0.25
17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0.39	0.32
18	0.93	0	0	0.026	0	0.044	0	0	0.0012	0	0	0	0.0017	0	0	0	0.25
19	0	0.017	0.023	0.96	0.0023	0	0	0	0	0	0	0	0	0	3	0.39	0.32
20	0.89	0	0	0.039	0	0.067	0	0	9.6e-05	0	0	0	0	0	0	0	0.25
21	0	0	0	0.22	0	0	0	0	0	0	0	0.78	0	0	11	0.3	0
22	0.048	0	0	0.00012	0	0.00021	0	0.0011	3e-05	0	0	0	0.95	0	12	0	0.11
23	0	0	0	0.56	0	0	0	0.002	0	0	0	0.43	0	0	3	0.39	0.32
24	0.95	0	0	0.018	0	0.03	0	0	0.00038	0	0	0	0.0001	0	0	0	0.25
25	0.56	0	0	0.16	0	0.28	0	0	0.0027	0	0	0	0	0	0	0	0.25
26	0.8	0	0	0.068	0	0.11	0	0	0.011	0	0	0	0.0065	0	0	0	0.25
27	0.12	0	0	0.33	0	0.55	0	0	0.00089	0	0	0	0	0	5	0	0.32
28	0.89	0	0	0.037	0	0.062	0	0	0.0038	0	0	0	0.0033	0	0	0	0.25
29	0.96	0	0	0.012	0	0.02	0	0	0.00029	0	0	0	0.0041	0	0	0	0.25
30	0.99	0	0	0.0036	0	0.0061	0	0	0	0	0	0	0	0	0	0	0.25
31	0.41	0	0	0.22	0	0.37	0	0	0.00039	0	0	0	0	0	0	0	0.25
32	0	0.00096	0.00068	1	0	0	0	0	0	0	0	0	0	0	3	0.39	0.32
33	0.86	0	0	0.051	0	0.087	0	0	0.00028	0	0	0	0	0	0	0	0.25
34	0.86	0	0	0.051	0	0.087	0	0	0.0016	0	0	0	8.6e-05	0	0	0	0.25
35	0	0.037	0.044	0.57	0.35	0	0	0	0	0	0	0	0	0	3	0.39	0.32
36	5.2e-05	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0.11
37	1	0	0	5.4e-05	0	9.2e-05	0	0	0	0	0	0	0	0	0	0	0.25
38	0	0.026	0.024	0.94	0.0068	0	0	0	0	0	0	0	0	0	3	0.39	0.32
39	0	0.028	0.017	0.95	0.01	0	0	0	0	0	0	0	0	0	3	0.39	0.32
40	0	0.0027	0.0019	0.95	0.049	0	0	0	0	0	0	0	0	0	3	0.39	0.32
41	0.019	0.00018	0	0.00073	0.005	0.94	0	0	0.036	0	0	0	0	0	5	0	0.32
42	0	1e-05	0	1	0	0	0	0	0	0	0	0	0	0	3	0.39	0.32
43	0	0	0	0	0	0	0	0.0055	0	0.0033	0	0.99	0	2.1e-06	11	0.3	0
44	0	3e-06	0	1	0	0	0	0	0	0	0	0	0	0	3	0.39	0.32
45	0	3.8e-06	2.4e-06	1	0	0	0	0	0	0	0	0	0	0	3	0.39	0.32
46	0.79	0	0	0	0	0.15	0	0	0.052	0	0	0	0.0078	0	0	0	0.25
47	0.93	0	0	0	0	0.038	0	0	0.0098	0	0	0	0.018	0	0	0	0.25
48	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0.39	0.036
49	0.29	0	0	0	0	0.71	0	0	0.00017	0	0	0	0	0	5	0	0.32
50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0.39	0.32
51	1	0	0	0	0	1.5e-05	0	0	0	0	0	0	0	0	0	0	0.25
52	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.043	0.28
53	0	0.003	0.0012	0.7	0.29	0	0	0	0	0	0	0	0	0	3	0.39	0.32
54	0	0.0056	0.00056	0.88	0.11	0	0	0	0	0	0	0	0	0	3	0.39	0.32
55	1	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0.25
56	0	2.9e-06	0.029	0.0011	0.97	0	0	0	0	0	0	0	0	0	4	0.61	0.6
57	0.95	0	0	0	0	0.051	0	0	3.1e-05	0	0	0	0	0	0	0	0.25
58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0.11
59	0	0.0072	0.015	0.95	0.024	0	0	0	0	0	0	0	0	0	3	0.39	0.32
60	0.99	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0.25
61	0	0.086	0.15	0.32	0.45	0	0	0	0	0	0	0	0	0	4	0.61	0.6
62	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.043	0.28
63	0	0	0	0.0094	0	0	0	0	0	0.0073	0	0.98	0	0	11	0.3	0
64	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0.043	0.28
65	0	0.0037	0.05	0.37	0.58	0	0	0	0	0	0	0	0	0	4	0.61	0.6
66	1	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0.25
67	0	0.0037	0.0019	0.9	0.094	0	0	0	0	0	0	0	0	0	3	0.39	0.32
68	0	0	0	0.00011	0	0	0	0	0	0.00061	0	1	0	0	11	0.3	0
69	1	0	0	0	0	2.8e-05	0	0	0	0	0	0	0	0	0	0	0.25
70	0.94	0	0	0	0	0.061	0	0	2e-06	0	0	0	0	0	0	0	0.25
71	0	0	0	0.0011	0	0	0	0	0	0.0013	0	1	0	0	11	0.3	0
72	0.073	0	0	0	0	0.93	0	0	0.00013	0	0	0	0	0	5	0	0.32
73	0.9	0	0	0.039	0	0.066	0	0	9.7e-06	0	0	0	0	0	0	0	0.25
74	0	0.0033	0.0047	0.99	0.0063	0	0	0	0	0	0	0	0	0	3	0.39	0.32
75	0	0.043	0.0061	0.94	0.0084	0	0	0	0	0	0	0	0	0	3	0.39	0.32
76	0.87	0	0	0	0	0.12	0	0	0.0055	0	0	0	0.00044	0	0	0	0.25
77	0	0.024	0.0076	0.94	0.025	0	0	0	0	0	0	0	0	0	3	0.39	0.32
78	0.97	0	0	0	0	0.032	0	0	1.2e-05	0	0	0	0	0	0	0	0.25
79	0	0.0026	0.0023	0.99	0.0056	0	0	0	0	0	0	0	0	0	3	0.39	0.32
80	0	0.0095	0.0083	0.96	0.022	0	0	0	0	0	0	0	0	0	3	0.39	0.32
81	0.9	0	0	0	0	0.095	0	0	0.0007	0	0	0	0	0	0	0	0.25
82	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0.39	0.036
83	0	0.0052	0.039	0.33	0.62	0	0	0	0	0	0	0	0	0	4	0.61	0.6
84	0.91	0	0	0	0	0.089	0	0	0	0	0	0	0	0	0	0	0.25
85	0.99	0	0	0	0	0.014	0	0	3.8e-05	0	0	0	5.4e-06	0	0	0	0.25
86	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0.087	0
87	0.94	0	0	0	0	0.056	0	0	1.8e-05	0	0	0	0	0	0	0	0.25
88	0.99	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0.25
89	0	0	2e-06	0.75	0	0	0	0.017	0	0.00078	0	0.24	0	2.1e-05	3	0.39	0.32
