SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	1	0	0	0	8.3e-05	0	0	0	0.39	0.32
1	0	0	1	0	0	0	0	2	0.043	0.32
2	0	1	0	0	0	0	0	1	0	0.25
3	0	0.98	0.024	0	0	0	0	1	0	0.25
4	0	0	0	0	0	1	0	5	0.22	0
5	0	1	0.00042	0	0	0	0	1	0	0.25
6	0	0	1	0	0	0	0	2	0.043	0.32
7	0.0024	1	6.2e-06	0	0	0	0	1	0	0.25
8	1	0	0	0	4.8e-05	0	2.6e-05	0	0.39	0.32
9	1	0	0	0	0	0	0	0	0.39	0.32
10	1.6e-06	0.14	0	0.86	0	0	0	3	0.39	0.036
11	0.57	0.43	0.00015	0	0	0	0	0	0.39	0.32
12	0.17	0.81	0.017	0	0	0	0	1	0	0.25
13	0.0011	0	0	9e-06	0	1	0	5	0.22	0
14	1	0	0	0	1.5e-05	0	0	0	0.39	0.32
15	0	0	0	0.73	0	0.27	0	3	0.39	0.036
16	0.077	0.92	0.0048	0	0	0	0	1	0	0.25
17	1	0	0	0	0	0	0	0	0.39	0.32
18	0.022	0.98	0.00048	0	0	0	0	1	0	0.25
19	1	0	0	0	0.0019	0	0.00063	0	0.39	0.32
20	0.035	0.97	3.7e-05	0	0	0	0	1	0	0.25
21	1	0	0	0	0	0.00045	0	0	0.39	0.32
22	0.002	0.97	8.1e-05	0.028	0	0	0	1	0	0.25
23	0.98	0	0	0.0057	0	0.0096	0	0	0.39	0.32
24	0.015	0.98	0.00012	0	0	0	0	1	0	0.25
25	0.19	0.8	0.0047	0	0	0	0	1	0	0.25
26	0.064	0.93	0.0094	0	0	0	0	1	0	0.25
27	0.68	0.31	0.0075	0	0	0	0	0	0.39	0.32
28	0.032	0.97	0.002	0	0	0	0	1	0	0.25
29	0.01	0.99	7.6e-05	0	0	0	0	1	0	0.25
30	0.0029	1	0	0	0	0	0	1	0	0.25
31	0.3	0.7	0.00088	0	0	0	0	1	0	0.25
32	1	0	0	0	0	0	0	0	0.39	0.32
33	0.046	0.95	0.00013	0	0	0	0	1	0	0.25
34	0.046	0.95	0.00099	0	0	0	0	1	0	0.25
35	0.66	0	0	0	0.32	0	0.018	0	0.39	0.32
36	1.7e-06	1	0	0.0016	0	0	0	1	0	0.25
37	4.4e-05	1	0	0	0	0	0	1	0	0.25
38	0.99	0	0	0	0.0057	0	0.0023	0	0.39	0.32
39	0.99	0	0	0	0.0085	0	5.8e-05	0	0.39	0.32
40	0.96	0	0	0	0.04	0	0	0	0.39	0.32
41	0.0012	0.038	0.72	0	0.0067	0	0.23	2	0.043	0.32
42	1	0	0	0	0	0	0	0	0.39	0.32
43	0	0	0	0.027	0	0.97	0	5	0.22	0
44	1	0	0	0	0	0	0	0	0.39	0.32
45	1	0	0	0	0	0	0	0	0.39	0.32
46	0	0.96	0.044	0	0	0	0	1	0	0.25
