SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	1	0	0	0	0	0.41	0.32
1	0	0	0	1	3	0.043	0.32
2	0	1	0	0	1	0	0.25
3	0	0.97	0	0.026	1	0	0.25
4	0	0	1	0	2	0.26	0
5	0	1	0	0.00047	1	0	0.25
6	0	0	0	1	3	0.043	0.32
7	0	1	0	6.8e-06	1	0	0.25
8	1	0	0	0	0	0.41	0.32
9	1	0	0	0	0	0.41	0.32
10	0	1	0	0	1	0	0.25
11	0	1	0	0.00038	1	0	0.25
12	0	0.98	0	0.023	1	0	0.25
13	0	0	1	0	2	0.26	0
14	1	0	0	0	0	0.41	0.32
15	0	0	1	0	2	0.26	0
16	0	0.99	0	0.0057	1	0	0.25
17	1	0	0	0	0	0.41	0.32
18	0	1	0	0.00054	1	0	0.25
19	1	0	0	0	0	0.41	0.32
20	0	1	0	4.2e-05	1	0	0.25
21	0	0	1	0	2	0.26	0
22	0	1	0	9.2e-05	1	0	0.25
23	0	0	1	0	2	0.26	0
24	0	1	0	0.00013	1	0	0.25
25	0	0.99	0	0.0063	1	0	0.25
26	0	0.99	0	0.011	1	0	0.25
27	0	0.97	0	0.026	1	0	0.25
28	0	1	0	0.0023	1	0	0.25
29	0	1	0	8.4e-05	1	0	0.25
30	0	1	0	0	1	0	0.25
31	0	1	0	0.0014	1	0	0.25
32	1	0	0	0	0	0.41	0.32
33	0	1	0	0.00016	1	0	0.25
34	0	1	0	0.0011	1	0	0.25
35	1	0	0	0	0	0.41	0.32
36	0	1	0	0	1	0	0.25
37	0	1	0	0	1	0	0.25
38	1	0	0	2.5e-06	0	0.41	0.32
39	1	0	0	0	0	0.41	0.32
40	1	0	0	0	0	0.41	0.32
41	0.00067	0.046	0	0.95	3	0.043	0.32
42	1	0	0	0	0	0.41	0.32
43	0	0	1	0	2	0.26	0
44	1	0	0	0	0	0.41	0.32
45	1	0	0	0	0	0.41	0.32
46	0	0.95	0	0.048	1	0	0.25
47	0	1	0	0.0036	1	0	0.25
48	1	0	0	0	0	0.41	0.32
49	0	1	0	0.0009	1	0	0.25
50	1	0	0	0	0	0.41	0.32
51	0	1	0	0	1	0	0.25
52	0	0	0	1	3	0.043	0.32
53	1	0	0	0	0	0.41	0.32
54	1	0	0	0	0	0.41	0.32
55	0	1	0	0	1	0	0.25
56	1	0	0	0	0	0.41	0.32
57	0	1	0	1.4e-05	1	0	0.25
58	0	1	0	0	1	0	0.25
59	1	0	0	0	0	0.41	0.32
60	0	1	0	0	1	0	0.25
61	1	0	0	0	0	0.41	0.32
62	0	0	0	1	3	0.043	0.32
63	0	0	1	0	2	0.26	0
64	0	0	0	1	3	0.043	0.32
65	1	0	0	0	0	0.41	0.32
66	0	1	0	0	1	0	0.25
67	1	0	0	0	0	0.41	0.32
68	0	0	1	0	2	0.26	0
69	0	1	0	0	1	0	0.25
70	0	1	0	0	1	0	0.25
71	0	0	1	0	2	0.26	0
72	0	0.99	0	0.011	1	0	0.25
73	0	1	0	4e-06	1	0	0.25
74	1	0	0	0	0	0.41	0.32
75	1	0	0	0	0	0.41	0.32
76	0	0.99	0	0.0061	1	0	0.25
77	1	0	0	0	0	0.41	0.32
78	0	1	0	4.4e-06	1	0	0.25
79	1	0	0	0	0	0.41	0.32
80	1	0	0	0	0	0.41	0.32
81	0	1	0	0.00055	1	0	0.25
82	1	0	0	0	0	0.41	0.32
83	1	0	0	0	0	0.41	0.32
84	0	1	0	0	1	0	0.25
85	0	1	0	9.8e-06	1	0	0.25
86	0	0	0	1	3	0.043	0.32
87	0	1	0	9.5e-06	1	0	0.25
88	0	1	0	0	1	0	0.25
89	0.00032	0	1	0	2	0.26	0
90	0	1	0	5.5e-06	1	0	0.25
91	0	1	0	1e-05	1	0	0.25
92	1	0	0	0	0	0.41	0.32
93	1	0	0	0	0	0.41	0.32
94	1	0	0	0	0	0.41	0.32
95	1	0	0	0	0	0.41	0.32
96	0	0	1	0	2	0.26	0
97	1	0	0	0	0	0.41	0.32
98	0	1	0	0	1	0	0.25
99	0	1	0	0.00031	1	0	0.25
100	1	0	0	0	0	0.41	0.32
101	1	0	0	0	0	0.41	0.32
102	1	0	0	0	0	0.41	0.32
103	1	0	0	0	0	0.41	0.32
104	0	1	0	0	1	0	0.25
105	1	0	0	0	0	0.41	0.32
106	0	0	1	0	2	0.26	0
107	0	0	1	0	2	0.26	0
108	0	0	0	1	3	0.043	0.32
109	0	0.99	0	0.008	1	0	0.25
110	0	1	0	4.8e-05	1	0	0.25
111	0	0	1	0	2	0.26	0
112	0	1	0	0	1	0	0.25
113	0	0	1	0	2	0.26	0
114	0	1	0	0.00016	1	0	0.25
115	0	0	1	0	2	0.26	0
