SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	1	0	0.0015	0	0	0.00023	0	0.61	0.13
1	1	0	0	0	0	0	0	0.61	0.13
2	0.98	0	0.015	0.0018	0	0	0	0.61	0.13
3	1	0.00014	0	0	0	0.0047	0	0.61	0.13
4	0.99	0.0011	0	0	0	0.0048	0	0.61	0.13
5	1	0	0.00017	1.6e-05	0	0	0	0.61	0.13
6	1	0.00014	0	0	0	1.7e-06	0	0.61	0.13
7	0.93	0.068	0	0	0	2.6e-06	0	0.61	0.13
8	0.95	0.052	0	0	0	0.00034	0	0.61	0.13
9	1	0.00011	0	0	0	0.0017	0	0.61	0.13
10	1	0.00014	0	0	0	0.0031	0	0.61	0.13
11	0	0	0	0	1	0	4	0.087	0.014
12	0.99	0.00017	0.0074	0.00066	0	0.00057	0	0.61	0.13
13	0.9	2.7e-05	0.094	0.002	0	0.00027	0	0.61	0.13
14	1	0	0	0	0	0.0018	0	0.61	0.13
15	0.95	0.0026	0	0	0	0.044	0	0.61	0.13
16	0.65	9e-06	0.34	0.014	0	0.00011	0	0.61	0.13
17	0.92	0.0073	0	0	0	0.071	0	0.61	0.13
18	1	0	1.4e-06	0	0	2.4e-06	0	0.61	0.13
19	0.93	8.1e-06	0.064	0.00046	0	0.00082	0	0.61	0.13
20	1	0	0	0	0	0.0016	0	0.61	0.13
21	0.99	0.0011	0	0	0	0.0054	0	0.61	0.13
22	1	0.0011	0.001	0.00069	0	0.00025	0	0.61	0.13
23	0.99	0.0011	0	0	0	0.0062	0	0.61	0.13
24	1	0.00028	0	0	0	0.00027	0	0.61	0.13
25	1	0	6.6e-05	2.3e-05	0	0	0	0.61	0.13
26	0.87	0.13	0	0	0	0.00065	0	0.61	0.13
27	1	0	0	0	0	0	0	0.61	0.13
28	1	1.2e-06	0	0	0	0	0	0.61	0.13
29	1	0	7.8e-06	0	0	0	0	0.61	0.13
30	1	0.0014	0	0	0	1e-05	0	0.61	0.13
31	0.99	0.00028	0	0	0	0.0094	0	0.61	0.13
32	1	0	0	0	0	1.4e-06	0	0.61	0.13
33	1	0	0	0	0	0.00016	0	0.61	0.13
34	0.99	1e-05	0	0	0	0.0083	0	0.61	0.13
35	1	0	3.4e-05	9.6e-06	0	0	0	0.61	0.13
36	1	0	0.00067	2.3e-05	0	0	0	0.61	0.13
37	0.96	5.6e-06	0	0	0	0.044	0	0.61	0.13
38	1	7.1e-05	0	0	0	0.0025	0	0.61	0.13
39	0.99	0	0.0057	1e-06	0	0	0	0.61	0.13
40	0	0	0	0	1	0	4	0.087	0.014
41	1	0	0	0	0	0	0	0.61	0.13
42	1	0.00019	0	0	0	3.1e-05	0	0.61	0.13
43	1	5.1e-06	0	0	0	0.00011	0	0.61	0.13
44	0.92	0	0.08	0.0011	0	0	0	0.61	0.13
45	1	0	0	0	0	0	0	0.61	0.13
46	1	0	2.2e-06	0	0	0.00027	0	0.61	0.13
47	0.97	0.0013	0	0	0	0.027	0	0.61	0.13
48	1	8e-05	0	0	0	0.00053	0	0.61	0.13
49	0.99	0.0061	0	0	0	0.0013	0	0.61	0.13
50	1	4.3e-05	0	0	0	0.0002	0	0.61	0.13
51	0.99	0	0.0058	3.8e-05	0	0	0	0.61	0.13
52	1	1.4e-06	0	0	0	0.0033	0	0.61	0.13
53	1	0	0	0	0	0.0018	0	0.61	0.13
54	0.98	0.015	0	0	0	0.0013	0	0.61	0.13
55	1	0	0.0036	1.3e-06	0	0	0	0.61	0.13
56	1	0	0.0002	0	0	0	0	0.61	0.13
57	0.8	0	0.2	0.00012	0	2.7e-06	0	0.61	0.13
58	1	0	0.0037	0	0	0	0	0.61	0.13
59	1	0	0	0	0	1.5e-06	0	0.61	0.13
60	1	2.6e-05	0.00023	2e-05	0	4.3e-06	0	0.61	0.13
61	1	8.7e-06	0	0	0	0	0	0.61	0.13
62	1	0.0016	0	0	0	0	0	0.61	0.13
63	1	0.00091	0	0	0	5.9e-05	0	0.61	0.13
64	1	0.0036	0	0	0	0.00025	0	0.61	0.13
65	1	0.00011	0	0	0	9.2e-06	0	0.61	0.13
66	1	2.2e-06	0	0	0	1.1e-05	0	0.61	0.13
67	1	5.8e-05	0	0	0	0.001	0	0.61	0.13
68	1	0.00022	0	0	0	0	0	0.61	0.13
69	1	0	0	0	0	0	0	0.61	0.13
70	0.00078	0	1	5.8e-05	0	0	2	0.41	0.087
71	1	0	2.2e-05	0	0	0	0	0.61	0.13
72	1	1.6e-05	0	0	0	0	0	0.61	0.13
73	1	0	0	0	0	0	0	0.61	0.13
74	1	0	0.00014	0	0	0	0	0.61	0.13
75	0.99	0	0.0075	0.00031	0	0	0	0.61	0.13
76	1	1.4e-06	0	0	0	9.6e-06	0	0.61	0.13
77	1	0	0	0	0	0	0	0.61	0.13
78	0.99	0	0.0051	5.9e-06	0	0.00015	0	0.61	0.13
79	1	0.0018	0	0	0	0.00086	0	0.61	0.13
80	0.0088	0	0.35	0.64	0	0	3	0.54	0.058
81	1	9.3e-06	0	0	0	1.3e-06	0	0.61	0.13
82	1	0	0	0	0	0	0	0.61	0.13
83	1	0.00099	0	0	0	0.00036	0	0.61	0.13
84	1	0	0	0	0	4.7e-06	0	0.61	0.13
85	0.99	0.0066	0	0	0	0.00018	0	0.61	0.13
86	1	0.00054	0.0002	0.00094	0	0	0	0.61	0.13
87	1	0	0	0	0	0	0	0.61	0.13
88	1	0	4.9e-06	0	0	0	0	0.61	0.13
89	0.81	0	0	0	0	0.19	0	0.61	0.13
90	1	0	0	0	0	7.4e-06	0	0.61	0.13
91	1	0	0	0	0	0	0	0.61	0.13
92	1	0	0	0	0	0	0	0.61	0.13
93	0.78	0.22	0	0	0	0.0022	0	0.61	0.13
94	0.98	0.019	0	0	0	0.0039	0	0.61	0.13
95	1	0	0	0	0	0	0	0.61	0.13
96	1	0.00036	0	0	0	0	0	0.61	0.13
97	0.97	0.00023	0.02	0.012	0	3.5e-05	0	0.61	0.13
98	0.99	0	0.009	0.00088	0	0	0	0.61	0.13
99	1	4.8e-05	0.0014	0.0018	0	0	0	0.61	0.13
100	1	0	0	0	0	0	0	0.61	0.13
101	0.98	0.0049	0	0	0	0.017	0	0.61	0.13
102	0.99	0.00026	0.00056	7.1e-06	0	0.0098	0	0.61	0.13
103	0.99	0.00082	0	0	0	0.0052	0	0.61	0.13
104	0.99	0.011	0	0	0	0.0032	0	0.61	0.13
105	0.99	0	0.0078	5.1e-05	0	2.3e-05	0	0.61	0.13
106	1	0	0	0	0	5.1e-06	0	0.61	0.13
107	1	0	0	6.2e-06	0	0	0	0.61	0.13
108	1	0	0	0	0	0	0	0.61	0.13
109	1	0.00044	0	0	0	2.4e-06	0	0.61	0.13
110	0.00014	0	0.39	0.61	0	0	3	0.54	0.058
111	1	0	0	0	0	0	0	0.61	0.13
112	0.98	0.018	0	0	0	0.006	0	0.61	0.13
113	1	3.7e-06	0	0	0	0.0016	0	0.61	0.13
114	1	3.8e-05	0	0	0	0.00031	0	0.61	0.13
115	1	0	2.5e-05	0	0	0	0	0.61	0.13
116	0.98	0.0027	0	0	0	0.016	0	0.61	0.13
117	0.98	0	0.016	0	0	0	0	0.61	0.13
118	1	2.5e-05	0	0	0	0	0	0.61	0.13
119	1	0	0	0	0	0	0	0.61	0.13
120	0	0	1	0.00035	0	0	2	0.41	0.087
121	0	0	1	9.2e-06	0	0	2	0.41	0.087
122	1	0	0	0	0	0	0	0.61	0.13
123	0	0	0	0	1	0	4	0.087	0.014
124	1	0	2e-06	0	0	0	0	0.61	0.13
125	0.19	3.3e-05	0	0	0	0.81	5	0.61	0.21
126	1	0	0	0	0	0	0	0.61	0.13
127	0.81	0	0.19	0.00091	0	0	0	0.61	0.13
128	0.71	1.1e-05	0	0	0	0.29	0	0.61	0.13
129	1	0	0	0	0	1.7e-06	0	0.61	0.13
130	0.82	0	0	0	0	0.18	0	0.61	0.13
131	1	0.0014	0	0	0	0.0022	0	0.61	0.13
132	1	0.0022	0	0	0	0.0007	0	0.61	0.13
133	1	7.1e-05	0	0	0	9.3e-05	0	0.61	0.13
134	1	0.00015	0	0	0	0.00013	0	0.61	0.13
135	1	0.00023	0	0	0	4.1e-06	0	0.61	0.13
136	1	0	0	0	0	0	0	0.61	0.13
137	1	0	0	0	0	0	0	0.61	0.13
138	0.99	0.0097	0	0	0	0.00026	0	0.61	0.13
139	0.68	7.3e-06	0	0	0	0.32	0	0.61	0.13
140	1	0.00018	0	0	0	3.4e-05	0	0.61	0.13
141	1	1.1e-05	0	0	0	0.0021	0	0.61	0.13
142	1	2.4e-06	0	0	0	9.9e-06	0	0.61	0.13
143	1	6.3e-06	0.0028	7.1e-05	0	0.00026	0	0.61	0.13
144	6.2e-06	0	0.0012	1	0	0	3	0.54	0.058
145	0.97	0	0.026	3.3e-05	0	0	0	0.61	0.13
146	1	2.3e-06	0	0	0	0	0	0.61	0.13
147	0.54	0	0.26	0.2	0	0	0	0.61	0.13
148	1	0	8.1e-06	0	0	0	0	0.61	0.13
149	1	5.4e-05	0	0	0	1.4e-06	0	0.61	0.13
150	0.97	6.1e-05	0	0	0	0.026	0	0.61	0.13
151	1	0	0	0	0	0	0	0.61	0.13
152	1	0	0	0	0	1.8e-06	0	0.61	0.13
153	1	0	0	0	0	0	0	0.61	0.13
154	1	2.8e-06	0	0	0	9.2e-06	0	0.61	0.13
155	1	0	1.1e-05	0	0	0	0	0.61	0.13
156	1	0.0029	0	0	0	5.6e-06	0	0.61	0.13
157	1	0.00029	0	0	0	0.00047	0	0.61	0.13
158	1	0	0	0	0	0	0	0.61	0.13
159	1	3.9e-05	0	0	0	5.5e-06	0	0.61	0.13
160	1	0	0	0	0	0	0	0.61	0.13
161	1	0	0	0	0	0.00018	0	0.61	0.13
162	1	0	0	0	0	0	0	0.61	0.13
163	0	0	0	0	1	0	4	0.087	0.014
164	0.99	0.0035	0	0	0	0.0022	0	0.61	0.13
165	1	9.1e-05	0	0	0	0.004	0	0.61	0.13
166	0.94	0.057	0	0	0	6.9e-05	0	0.61	0.13
167	1	7.4e-05	0	0	0	3e-06	0	0.61	0.13
168	0.3	0.7	0	0	0	1e-05	1	0.87	0.13
169	0.99	0.007	0	0	0	0	0	0.61	0.13
170	0.94	0.042	0	0	0	0.017	0	0.61	0.13
171	1	0.00077	0	0	0	0.00034	0	0.61	0.13
172	0.74	0.26	0	0	0	7.1e-05	0	0.61	0.13
173	1	0	0	0	0	0	0	0.61	0.13
174	1	0	0	0	0	0	0	0.61	0.13
175	0.99	0.011	0	0	0	0	0	0.61	0.13
