SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0.91	0.087	0	0.00022	0	0.00011	0	0	0.61	0.13
1	1	4.4e-05	0	0	0	0	0	0	0.61	0.13
2	0.94	0.038	0	0	0	0.023	0	0	0.61	0.13
3	0.99	0	0.00015	0.0049	0	0	0	0	0.61	0.13
4	0.99	0	0.0011	0.005	0	0	0	0	0.61	0.13
5	0.99	0.0094	0	0	0	0.0002	0	0	0.61	0.13
6	1	0	0.00015	1.7e-06	0	0	0	0	0.61	0.13
7	0.93	0	0.07	2.7e-06	0	0	0	0	0.61	0.13
8	0.95	0	0.055	0.00035	0	0	0	0	0.61	0.13
9	1	0	0.00011	0.0018	0	0	0	0	0.61	0.13
10	1	0	0.00015	0.0032	0	0	0	0	0.61	0.13
11	0	0	0	0	1	0	0	4	0.087	0.014
12	0.97	0.02	0.00017	0.00058	0	0.0062	0	0	0.61	0.13
13	0.89	0.074	2.8e-05	0.00028	0	0.036	0	0	0.61	0.13
14	1	0	0	0.0019	0	0	0	0	0.61	0.13
15	0.95	0	0.0027	0.046	0	0	0	0	0.61	0.13
16	0.72	0.094	1e-05	0.00013	0	0.18	0	0	0.61	0.13
17	0.92	0	0.0076	0.074	0	0	0	0	0.61	0.13
18	1	0.0027	0	2.5e-06	0	1e-06	0	0	0.61	0.13
19	0.88	0.1	7.9e-06	0.0008	0	0.015	0	0	0.61	0.13
20	1	0	0	0.0016	0	0	0	0	0.61	0.13
21	0.99	0	0.0012	0.0056	0	0	0	0	0.61	0.13
22	0.99	0.0047	0.0011	0.00026	0	0.0026	0	0	0.61	0.13
23	0.99	0	0.0012	0.0064	0	0	0	0	0.61	0.13
24	1	0	0.00029	0.00028	0	0	0	0	0.61	0.13
25	1	0.0013	0	0	0	0.00094	0	0	0.61	0.13
26	0.87	0	0.13	0.00067	0	0	0	0	0.61	0.13
27	1	0.00071	0	0	0	0	0	0	0.61	0.13
28	1	0	1.2e-06	0	0	0	0	0	0.61	0.13
29	0.99	0.011	0	0	0	5.7e-06	0	0	0.61	0.13
30	1	0	0.0014	1.1e-05	0	0	0	0	0.61	0.13
31	0.99	0	0.00029	0.0097	0	0	0	0	0.61	0.13
32	1	0	0	1.5e-06	0	0	0	0	0.61	0.13
33	1	0	0	0.00017	0	0	0	0	0.61	0.13
34	0.99	0	1.1e-05	0.0086	0	0	0	0	0.61	0.13
35	1	0.003	0	0	0	0.00025	0	0	0.61	0.13
36	0.98	0.015	0	0	0	0.00091	0	0	0.61	0.13
37	0.95	0	5.8e-06	0.046	0	0	0	0	0.61	0.13
38	1	0	7.4e-05	0.0026	0	0	0	0	0.61	0.13
39	0.81	0.19	0	0	0	0.0005	0	0	0.61	0.13
40	0	0	0	0	0.024	0	0.98	6	0.087	0
41	1	0	0	0	0	0	0	0	0.61	0.13
42	1	0	0.0002	3.3e-05	0	0	0	0	0.61	0.13
43	1	0	5.3e-06	0.00011	0	0	0	0	0.61	0.13
44	0.83	0.15	0	0	0	0.024	0	0	0.61	0.13
45	1	0	0	0	0	0	0	0	0.61	0.13
46	0.98	0.023	0	0.00027	0	0	0	0	0.61	0.13
47	0.97	0	0.0014	0.028	0	0	0	0	0.61	0.13
48	1	0	8.4e-05	0.00055	0	0	0	0	0.61	0.13
49	0.99	0	0.0064	0.0013	0	0	0	0	0.61	0.13
50	1	0	4.5e-05	0.00021	0	0	0	0	0.61	0.13
51	0.95	0.052	0	0	0	0.0029	0	0	0.61	0.13
52	1	0	1.5e-06	0.0034	0	0	0	0	0.61	0.13
53	1	0	0	0.0019	0	0	0	0	0.61	0.13
54	0.98	0	0.016	0.0013	0	0	0	0	0.61	0.13
55	0.94	0.057	0	0	0	0.0019	0	0	0.61	0.13
56	0.11	0.89	0	0	0	0	0	1	0.47	0.13
57	0.7	0.28	0	2.4e-06	0	0.022	0	0	0.61	0.13
