SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0	0.17	0.17	0	0.17	0.041	0.17	0	0.00011	0.17	0	0.0029	0	0	0.093	0	0	0.00011	2	0.61	0.13
1	0	0.18	0.18	0	0.18	2e-05	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
2	0	0.17	0.17	0	0.17	0.017	0.17	0.0016	0	0.17	0	0.025	0	0	0.093	0	0	0	2	0.61	0.13
3	0	0.18	0.18	0	0.18	0	0.18	0	0.0023	0.18	0	0	0.00015	0	0.097	0	0	0.0023	2	0.61	0.13
4	0	0.18	0.18	0	0.18	0	0.18	0	0.0023	0.18	0	0	0.0011	0	0.097	0	0	0.0023	2	0.61	0.13
5	0	0.18	0.18	0	0.18	0.0042	0.18	1.4e-05	0	0.18	0	0.00026	0	0	0.097	0	0	0	2	0.61	0.13
6	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0.00015	0	0.097	0	0	0	2	0.61	0.13
7	1.3e-05	0.17	0.17	3.6e-06	0.17	0	0.17	0	1.2e-06	0.17	0	0	0.071	0	0.09	0	0	1.2e-06	2	0.61	0.13
8	6.6e-06	0.17	0.17	2.8e-06	0.17	0	0.17	0	0.00016	0.17	0	0	0.055	0	0.092	0	0	0.00016	2	0.61	0.13
9	0	0.18	0.18	0	0.18	0	0.18	0	0.00083	0.18	0	0	0.00011	0	0.097	0	0	0.00083	2	0.61	0.13
10	0	0.18	0.18	0	0.18	0	0.18	0	0.0015	0.18	0	0	0.00015	0	0.097	0	0	0.0015	2	0.61	0.13
11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.087	0.014
12	0	0.18	0.18	0	0.18	0.0088	0.18	0.00058	0.00027	0.18	0	0.016	0.00018	0	0.095	0	0	0.00027	2	0.61	0.13
13	0	0.14	0.14	0	0.14	0.028	0.14	0.0014	0.00011	0.14	0	0.22	2.3e-05	0	0.073	0	0	0.00011	11	0.39	0.087
14	0	0.18	0.18	0	0.18	0	0.18	0	0.00088	0.18	0	0	0	0	0.097	0	0	0.00088	2	0.61	0.13
15	0	0.17	0.17	0	0.17	0	0.17	0	0.021	0.17	0	0	0.0027	0	0.093	0	0	0.021	2	0.61	0.13
16	0	0.068	0.068	0	0.068	0.022	0.068	0.007	3.2e-05	0.068	0	0.59	5.4e-06	0	0.037	0	0	3.2e-05	11	0.39	0.087
17	1.3e-06	0.17	0.17	0	0.17	0	0.17	0	0.034	0.17	0	0	0.0077	0	0.09	0	0	0.034	2	0.61	0.13
18	0	0.18	0.18	0	0.18	0.0012	0.18	0	1.2e-06	0.18	0	0	0	0	0.097	0	0	1.2e-06	2	0.61	0.13
19	0	0.14	0.14	0	0.14	0.042	0.14	0.00035	0.00034	0.14	0	0.16	7.2e-06	0	0.078	0	0	0.00034	11	0.39	0.087
20	0	0.18	0.18	0	0.18	0	0.18	0	0.00076	0.18	0	0	0	0	0.097	0	0	0.00076	2	0.61	0.13
21	0	0.18	0.18	0	0.18	0	0.18	0	0.0026	0.18	0	0	0.0012	0	0.097	0	0	0.0026	2	0.61	0.13
22	0	0.18	0.18	0	0.18	0.0021	0.18	0.00061	0.00012	0.18	0	0.0018	0.0011	0	0.097	0	0	0.00012	2	0.61	0.13
23	0	0.18	0.18	0	0.18	0	0.18	0	0.0029	0.18	0	0	0.0012	0	0.097	0	0	0.0029	2	0.61	0.13
24	0	0.18	0.18	0	0.18	0	0.18	0	0.00013	0.18	0	0	0.00029	0	0.097	0	0	0.00013	2	0.61	0.13
25	0	0.18	0.18	0	0.18	0.00057	0.18	2e-05	0	0.18	0	3.3e-05	0	0	0.097	0	0	0	2	0.61	0.13
26	1.2e-05	0.16	0.16	6.7e-06	0.16	0	0.16	0	0.00031	0.16	0	0	0.13	0	0.085	0	0	0.00031	2	0.61	0.13
27	0	0.18	0.18	0	0.18	0.00032	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
28	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	1.2e-06	0	0.097	0	0	0	2	0.61	0.13
29	0	0.18	0.18	0	0.18	0.005	0.18	0	0	0.18	0	4e-06	0	0	0.097	0	0	0	2	0.61	0.13
30	0	0.18	0.18	0	0.18	0	0.18	0	4.9e-06	0.18	0	0	0.0014	0	0.097	0	0	4.9e-06	2	0.61	0.13
31	0	0.18	0.18	0	0.18	0	0.18	0	0.0045	0.18	0	0	0.0003	0	0.096	0	0	0.0045	2	0.61	0.13
32	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
33	0	0.18	0.18	0	0.18	0	0.18	0	7.8e-05	0.18	0	0	0	0	0.097	0	0	7.8e-05	2	0.61	0.13
34	0	0.18	0.18	0	0.18	0	0.18	0	0.004	0.18	0	0	1.1e-05	0	0.097	0	0	0.004	2	0.61	0.13
35	0	0.18	0.18	0	0.18	0.0014	0.18	8.5e-06	0	0.18	0	2.2e-05	0	0	0.097	0	0	0	2	0.61	0.13
36	0	0.18	0.18	0	0.18	0.0067	0.18	2e-05	0	0.18	0	0.0008	0	0	0.097	0	0	0	2	0.61	0.13
37	0	0.17	0.17	0	0.17	0	0.17	0	0.021	0.17	0	0	5.8e-06	0	0.093	0	0	0.021	2	0.61	0.13
38	0	0.18	0.18	0	0.18	0	0.18	0	0.0012	0.18	0	0	7.4e-05	0	0.097	0	0	0.0012	2	0.61	0.13
39	0	0.16	0.16	0	0.16	0.092	0.16	0	0	0.16	0	0.0092	0	0	0.087	0	0	0	2	0.61	0.13
40	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0.98	0	16	0.087	0
41	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
42	0	0.18	0.18	0	0.18	0	0.18	0	1.5e-05	0.18	0	0	0.0002	0	0.097	0	0	1.5e-05	2	0.61	0.13
43	0	0.18	0.18	0	0.18	0	0.18	0	5e-05	0.18	0	0	5.4e-06	0	0.097	0	0	5e-05	2	0.61	0.13
44	0	0.14	0.14	0	0.14	0.06	0.14	0.00079	0	0.14	0	0.18	0	0	0.074	0	0	0	11	0.39	0.087
45	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
46	0	0.18	0.18	0	0.18	0.011	0.18	0	0.00013	0.18	0	4.4e-06	0	0	0.096	0	0	0.00013	2	0.61	0.13
47	0	0.18	0.18	0	0.18	0	0.18	0	0.013	0.18	0	0	0.0014	0	0.095	0	0	0.013	2	0.61	0.13
48	0	0.18	0.18	0	0.18	0	0.18	0	0.00025	0.18	0	0	8.4e-05	0	0.097	0	0	0.00025	2	0.61	0.13
49	1.1e-06	0.18	0.18	0	0.18	0	0.18	0	0.00061	0.18	0	0	0.0064	0	0.097	0	0	0.00061	2	0.61	0.13
50	0	0.18	0.18	0	0.18	0	0.18	0	9.7e-05	0.18	0	0	4.5e-05	0	0.097	0	0	9.7e-05	2	0.61	0.13
51	0	0.17	0.17	0	0.17	0.024	0.17	3.3e-05	0	0.17	0	0.0091	0	0	0.094	0	0	0	2	0.61	0.13
52	0	0.18	0.18	0	0.18	0	0.18	0	0.0016	0.18	0	0	1.5e-06	0	0.097	0	0	0.0016	2	0.61	0.13
53	0	0.18	0.18	0	0.18	0	0.18	0	0.00087	0.18	0	0	0	0	0.097	0	0	0.00087	2	0.61	0.13
54	2.6e-06	0.18	0.18	0	0.18	0	0.18	0	0.00061	0.18	0	0	0.016	0	0.096	0	0	0.00061	2	0.61	0.13
55	0	0.18	0.18	0	0.18	0.026	0.18	1.2e-06	0	0.18	0	0.0028	0	0	0.094	0	0	0	2	0.61	0.13
56	0	0.038	0.038	0	0.038	0.79	0.038	0	0	0.038	0	2e-05	0	0	0.02	0	0	0	5	0.47	0.13
57	0	0.1	0.1	0	0.1	0.099	0.1	7.2e-05	0	0.1	0	0.34	0	0	0.054	0	0	0	11	0.39	0.087
58	0	0.17	0.17	0	0.17	0.082	0.17	0	0	0.17	0	0.0038	0	0	0.089	0	0	0	2	0.61	0.13
59	0	0.18	0.18	0	0.18	0.00053	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
60	0	0.18	0.18	0	0.18	0.002	0.18	1.8e-05	2.1e-06	0.18	0	0.0003	2.7e-05	0	0.097	0	0	2.1e-06	2	0.61	0.13
61	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	9.1e-06	0	0.097	0	0	0	2	0.61	0.13
62	1.6e-06	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0.0017	0	0.097	0	0	0	2	0.61	0.13
63	0	0.18	0.18	0	0.18	0	0.18	0	2.8e-05	0.18	0	0	0.00095	0	0.097	0	0	2.8e-05	2	0.61	0.13
64	1.2e-06	0.18	0.18	0	0.18	0	0.18	0	0.00012	0.18	0	0	0.0037	0	0.097	0	0	0.00012	2	0.61	0.13
65	0	0.18	0.18	0	0.18	6.9e-05	0.18	0	4.4e-06	0.18	0	0	0.00012	0	0.097	0	0	4.4e-06	2	0.61	0.13
66	0	0.18	0.18	0	0.18	0	0.18	0	5.1e-06	0.18	0	0	2.3e-06	0	0.097	0	0	5.1e-06	2	0.61	0.13
67	0	0.18	0.18	0	0.18	0	0.18	0	0.0005	0.18	0	0	6.1e-05	0	0.097	0	0	0.0005	2	0.61	0.13
68	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0.00023	0	0.097	0	0	0	2	0.61	0.13
69	0	0.18	0.18	0	0.18	0.00046	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
70	0	3e-05	3e-05	0	3e-05	0.0019	3e-05	1.1e-05	0	3e-05	0	1	0	0	1.6e-05	0	0	0	11	0.39	0.087
71	0	0.17	0.17	0	0.17	0.049	0.17	0	0	0.17	0	1.7e-05	0	0	0.093	0	0	0	2	0.61	0.13
72	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	1.7e-05	0	0.097	0	0	0	2	0.61	0.13
73	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
74	0	0.18	0.18	0	0.18	0.02	0.18	0	0	0.18	0	0.00026	0	0	0.095	0	0	0	2	0.61	0.13
75	0	0.17	0.17	0	0.17	0.017	0.17	0.00027	0	0.17	0	0.015	0	0	0.094	0	0	0	2	0.61	0.13
76	0	0.18	0.18	0	0.18	0	0.18	0	4.6e-06	0.18	0	0	1.4e-06	0	0.097	0	0	4.6e-06	2	0.61	0.13
77	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
78	0	0.17	0.17	0	0.17	0.037	0.17	5e-06	7e-05	0.17	0	0.01	0	0	0.093	0	0	7e-05	2	0.61	0.13
79	0	0.18	0.18	0	0.18	0	0.18	0	0.00041	0.18	0	0	0.0019	0	0.097	0	0	0.00041	2	0.61	0.13
80	0	0.0013	0.0013	0	0.0013	0.00046	0.0013	0.45	0	0.0013	0	0.54	0	0	0.00068	0	0	0	11	0.39	0.087
81	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	9.7e-06	0	0.097	0	0	0	2	0.61	0.13
82	0	0.18	0.18	0	0.18	5e-05	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
83	0	0.18	0.18	0	0.18	0	0.18	0	0.00017	0.18	0	0	0.001	0	0.097	0	0	0.00017	2	0.61	0.13
84	0	0.18	0.18	0	0.18	0.00084	0.18	0	2.3e-06	0.18	0	0	0	0	0.097	0	0	2.3e-06	2	0.61	0.13
85	1.4e-06	0.18	0.18	0	0.18	0	0.18	0	8.5e-05	0.18	0	0	0.0068	0	0.097	0	0	8.5e-05	2	0.61	0.13
86	0	0.18	0.18	0	0.18	0.00044	0.18	0.00084	0	0.18	0	0.00021	0.00056	0	0.097	0	0	0	2	0.61	0.13
87	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
88	0	0.18	0.18	0	0.18	0.0076	0.18	0	0	0.18	0	7.3e-06	0	0	0.097	0	0	0	2	0.61	0.13
89	0	0.12	0.12	0	0.12	0.02	0.12	0	0.074	0.12	0	0.16	0	0	0.066	0	0	0.074	11	0.39	0.087
90	0	0.18	0.18	0	0.18	0.00062	0.18	0	3.5e-06	0.18	0	0	0	0	0.097	0	0	3.5e-06	2	0.61	0.13
91	0	0.18	0.18	0	0.18	4.5e-06	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
92	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
93	2.6e-05	0.14	0.14	1.2e-05	0.14	0	0.14	0	0.0011	0.14	0	0	0.23	0	0.075	0	0	0.0011	12	0.87	0.13
94	2.6e-06	0.18	0.18	0	0.18	0	0.18	0	0.0019	0.18	0	0	0.019	0	0.095	0	0	0.0019	2	0.61	0.13
95	0	0.18	0.18	0	0.18	5.8e-06	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
96	0	0.18	0.18	0	0.18	1.2e-06	0.18	0	0	0.18	0	0	0.00038	0	0.097	0	0	0	2	0.61	0.13
97	0	0.17	0.17	0	0.17	0.0057	0.17	0.011	1.6e-05	0.17	0	0.04	0.00024	0	0.092	0	0	1.6e-05	2	0.61	0.13
98	0	0.18	0.18	0	0.18	0.013	0.18	0.00077	0	0.18	0	0.016	0	0	0.094	0	0	0	2	0.61	0.13
99	0	0.18	0.18	0	0.18	0.0016	0.18	0.0016	0	0.18	0	0.0019	5e-05	0	0.097	0	0	0	2	0.61	0.13
100	0	0.18	0.18	0	0.18	3.7e-05	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
101	1.1e-06	0.18	0.18	0	0.18	0	0.18	0	0.0082	0.18	0	0	0.0052	0	0.095	0	0	0.0082	2	0.61	0.13
102	0	0.18	0.18	0	0.18	0.0071	0.18	6.3e-06	0.0046	0.18	0	0.0012	0.00027	0	0.096	0	0	0.0046	2	0.61	0.13
103	0	0.18	0.18	0	0.18	0	0.18	0	0.0025	0.18	0	0	0.00086	0	0.097	0	0	0.0025	2	0.61	0.13
104	2.3e-06	0.18	0.18	0	0.18	0	0.18	0	0.0015	0.18	0	0	0.012	0	0.096	0	0	0.0015	2	0.61	0.13
105	0	0.17	0.17	0	0.17	0.023	0.17	4.4e-05	1.1e-05	0.17	0	0.015	0	0	0.094	0	0	1.1e-05	2	0.61	0.13
106	0	0.18	0.18	0	0.18	9.4e-05	0.18	0	2.4e-06	0.18	0	0	0	0	0.097	0	0	2.4e-06	2	0.61	0.13
107	0	0.18	0.18	0	0.18	0	0.18	5.5e-06	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
108	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
109	0	0.18	0.18	0	0.18	9.4e-06	0.18	0	1.2e-06	0.18	0	0	0.00046	0	0.097	0	0	1.2e-06	2	0.61	0.13
110	0	2e-05	2e-05	0	2e-05	1.6e-05	2e-05	0.42	0	2e-05	0	0.58	0	0	1.1e-05	0	0	0	11	0.39	0.087
111	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
112	2.8e-06	0.18	0.18	0	0.18	0	0.18	0	0.0029	0.18	0	0	0.019	0	0.095	0	0	0.0029	2	0.61	0.13
113	0	0.18	0.18	0	0.18	0	0.18	0	0.00079	0.18	0	0	3.9e-06	0	0.097	0	0	0.00079	2	0.61	0.13
114	0	0.18	0.18	0	0.18	0	0.18	0	0.00015	0.18	0	0	4e-05	0	0.097	0	0	0.00015	2	0.61	0.13
115	0	0.18	0.18	0	0.18	0.0081	0.18	0	0	0.18	0	8.2e-06	0	0	0.097	0	0	0	2	0.61	0.13
116	1e-06	0.18	0.18	0	0.18	0	0.18	0	0.0077	0.18	0	0	0.0028	0	0.096	0	0	0.0077	2	0.61	0.13
117	0	0.12	0.12	0	0.12	0.31	0.12	0	0	0.12	0	0.024	0	0	0.065	0	0	0	5	0.47	0.13
118	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	2.6e-05	0	0.097	0	0	0	2	0.61	0.13
119	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
120	0	0	0	0	0	8.6e-06	0	8.1e-05	0	0	0	1	0	0	0	0	0	0	11	0.39	0.087
121	0	0	0	0	0	2.6e-05	0	2.9e-06	0	0	0	1	0	0	0	0	0	0	11	0.39	0.087
122	0	0.18	0.18	0	0.18	5e-05	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
123	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0.087	0.014
124	0	0.18	0.18	0	0.18	0.0006	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
125	0	0.036	0.036	0	0.036	0	0.036	0	0.4	0.036	0	0	3.5e-05	0	0.019	0	0	0.4	17	0.61	0.21
126	0	0.18	0.18	0	0.18	0.00053	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
127	0	0.13	0.13	0	0.13	0.087	0.13	0.0007	0	0.13	0	0.21	0	0	0.068	0	0	0	11	0.39	0.087
128	0	0.13	0.13	0	0.13	0	0.13	0	0.14	0.13	0	0	1.1e-05	0	0.07	0	0	0.14	17	0.61	0.21
129	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
130	0	0.15	0.15	0	0.15	0.00016	0.15	0	0.088	0.15	0	0	0	0	0.08	0	0	0.088	2	0.61	0.13
131	0	0.18	0.18	0	0.18	0	0.18	0	0.001	0.18	0	0	0.0015	0	0.097	0	0	0.001	2	0.61	0.13
132	0	0.18	0.18	0	0.18	0	0.18	0	0.00034	0.18	0	0	0.0023	0	0.097	0	0	0.00034	2	0.61	0.13
133	0	0.18	0.18	0	0.18	0	0.18	0	4.5e-05	0.18	0	0	7.5e-05	0	0.097	0	0	4.5e-05	2	0.61	0.13
134	0	0.18	0.18	0	0.18	0	0.18	0	6e-05	0.18	0	0	0.00016	0	0.097	0	0	6e-05	2	0.61	0.13
135	0	0.18	0.18	0	0.18	3.5e-05	0.18	0	2e-06	0.18	0	0	0.00024	0	0.097	0	0	2e-06	2	0.61	0.13
136	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
137	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
138	2.1e-06	0.18	0.18	0	0.18	0	0.18	0	0.00012	0.18	0	0	0.01	0	0.096	0	0	0.00012	2	0.61	0.13
139	0	0.12	0.12	0	0.12	0.00065	0.12	0	0.15	0.12	0	0	7.8e-06	0	0.067	0	0	0.15	17	0.61	0.21
140	0	0.18	0.18	0	0.18	0	0.18	0	1.6e-05	0.18	0	0	0.00018	0	0.097	0	0	1.6e-05	2	0.61	0.13
141	0	0.18	0.18	0	0.18	0	0.18	0	0.001	0.18	0	0	1.1e-05	0	0.097	0	0	0.001	2	0.61	0.13
142	0	0.18	0.18	0	0.18	1.6e-06	0.18	0	4.7e-06	0.18	0	0	2.5e-06	0	0.097	0	0	4.7e-06	2	0.61	0.13
143	0	0.18	0.18	0	0.18	0.012	0.18	6.2e-05	0.00012	0.18	0	0.0053	6.5e-06	0	0.096	0	0	0.00012	2	0.61	0.13
144	0	1.3e-06	1.3e-06	0	1.3e-06	0	1.3e-06	1	0	1.3e-06	0	0.0011	0	0	0	0	0	0	7	0.54	0.058
145	0	0.15	0.15	0	0.15	0.087	0.15	2.6e-05	0	0.15	0	0.059	0	0	0.083	0	0	0	2	0.61	0.13
146	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	2.4e-06	0	0.097	0	0	0	2	0.61	0.13
147	0	0.073	0.073	0	0.073	0.014	0.073	0.13	0	0.073	0	0.45	0	0	0.039	0	0	0	11	0.39	0.087
148	0	0.18	0.18	0	0.18	0.0019	0.18	0	0	0.18	0	0	0	0	0.097	0	0	0	2	0.61	0.13
149	0	0.18	0.18	0	0.18	0	0.18	0	0	0.18	0	0	5.7e-05	0	0.097	0	0	0	2	0.61	0.13
150	0	0.18	0.18	0	0.18	0	0.18	0	0.013	0.18	0	0	6.4e-05	0	0.095	0	0	0.013	2	0.61	0.13
