SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0.39	0.39	0.041	0	0.00011	0	0.0029	0	0	0	0	0.00011	0	0.17	0	0	0	1	0.61	0.13
1	0.41	0.41	2e-05	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	1	0.61	0.13
2	0.39	0.39	0.017	0	0	0	0.025	0	0	0	0	0	0	0.17	0	0	0.0016	1	0.61	0.13
3	0.41	0.41	0	0	0.0023	0	0	0	0	0	0	0.0023	0.00015	0.18	0	0	0	1	0.61	0.13
4	0.41	0.41	0	0	0.0023	0	0	0	0	0	0	0.0023	0.0011	0.18	0	0	0	1	0.61	0.13
5	0.41	0.41	0.0042	0	0	0	0.00026	0	0	0	0	0	0	0.18	0	0	1.4e-05	1	0.61	0.13
6	0.41	0.41	0	0	0	0	0	0	0	0	0	0	0.00015	0.18	0	0	0	1	0.61	0.13
7	0.38	0.38	0	0	1.2e-06	5.9e-06	0	0	0	0	0	1.2e-06	0.071	0.17	1e-06	5.9e-06	0	1	0.61	0.13
8	0.39	0.39	0	0	0.00016	4.6e-06	0	0	0	0	0	0.00016	0.055	0.17	0	4.6e-06	0	1	0.61	0.13
9	0.41	0.41	0	0	0.00083	0	0	0	0	0	0	0.00083	0.00011	0.18	0	0	0	1	0.61	0.13
10	0.41	0.41	0	0	0.0015	0	0	0	0	0	0	0.0015	0.00015	0.18	0	0	0	1	0.61	0.13
11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.087	0.014
12	0.4	0.4	0.0088	0	0.00027	0	0.016	0	0	0	0	0.00027	0.00018	0.18	0	0	0.00058	1	0.61	0.13
13	0.31	0.31	0.028	0	0.00011	0	0.22	0	0	0	0	0.00011	2.3e-05	0.14	0	0	0.0014	1	0.61	0.13
14	0.41	0.41	0	0	0.00088	0	0	0	0	0	0	0.00088	0	0.18	0	0	0	1	0.61	0.13
15	0.39	0.39	0	0	0.021	0	0	0	0	0	0	0.021	0.0027	0.17	0	0	0	1	0.61	0.13
16	0.15	0.15	0.022	0	3.2e-05	0	0.59	0	0	0	0	3.2e-05	5.4e-06	0.069	0	0	0.007	6	0.39	0.087
