SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0.65	0	0	0.041	0.3	0	4.9e-05	0.0029	0	0	0.00015	0.00021	0	0	0	0	0.61	0.13
1	0.69	0	0	2e-05	0.31	0	7.2e-06	0	0	0	2.5e-05	0	0	0	0	0	0.61	0.13
2	0.65	0	0	0.017	0.3	0	0.00014	0.025	6.7e-05	0	0.0016	0	0.0015	0	0	0	0.61	0.13
3	0.68	7.3e-05	0	0	0.31	7.3e-05	0	0	0	0	0	0.0045	0	0	0	0	0.61	0.13
4	0.68	0.00057	0	0	0.31	0.00057	0	0	0	0	0	0.0046	0	0	0	0	0.61	0.13
5	0.68	0	0	0.0042	0.31	0	2.5e-05	0.00026	0	0	0.00012	0	1.3e-05	0	0	0	0.61	0.13
6	0.69	7.3e-05	0	0	0.31	7.3e-05	0	0	0	0	0	1.6e-06	0	0	0	0	0.61	0.13
7	0.64	0.035	0	0	0.29	0.035	0	0	0	0	0	2.5e-06	0	0	0	0	0.61	0.13
8	0.65	0.027	0	0	0.3	0.027	0	0	0	0	0	0.00032	0	0	0	0	0.61	0.13
9	0.68	5.7e-05	0	0	0.31	5.7e-05	0	0	0	0	0	0.0017	0	0	0	0	0.61	0.13
10	0.68	7.4e-05	0	0	0.31	7.4e-05	0	0	0	0	0	0.003	0	0	0	0	0.61	0.13
11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.087	0.014
12	0.67	8.8e-05	0	0.0088	0.31	8.8e-05	3.7e-05	0.016	3.1e-05	0	0.00033	0.00053	0.00056	0	0	0	0.61	0.13
13	0.51	1.2e-05	0	0.028	0.24	1.2e-05	6e-05	0.22	0.00017	0	0.0006	0.00022	0.0014	0	0	0	0.61	0.13
14	0.68	0	0	0	0.31	0	0	0	0	0	0	0.0018	0	0	0	0	0.61	0.13
15	0.65	0.0014	0	0	0.3	0.0014	0	0	0	0	0	0.043	0	0	0	0	0.61	0.13
16	0.26	2.7e-06	0	0.022	0.12	2.7e-06	4.7e-05	0.59	0.001	0	0.00063	6.4e-05	0.0068	0	0	7	0.39	0.087
17	0.63	0.0038	0	0	0.29	0.0038	0	0	0	0	0	0.068	0	0	0	0	0.61	0.13
18	0.68	0	0	0.0012	0.31	0	1.6e-05	0	0	0	4.6e-05	2.3e-06	0	0	0	0	0.61	0.13
19	0.55	3.6e-06	0	0.042	0.25	3.6e-06	6.2e-05	0.16	4.7e-05	0	0.00046	0.00067	0.00034	0	0	0	0.61	0.13
20	0.68	0	0	0	0.31	0	0	0	0	0	0	0.0015	0	0	0	0	0.61	0.13
21	0.68	0.00059	0	0	0.31	0.00059	0	0	0	0	0	0.0052	0	0	0	0	0.61	0.13
22	0.68	0.00057	0	0.0021	0.31	0.00057	2.2e-05	0.0018	1.5e-05	0	0.00023	0.00024	0.00059	0	0	0	0.61	0.13
23	0.68	0.00059	0	0	0.31	0.00059	0	0	0	0	0	0.0059	0	0	0	0	0.61	0.13
24	0.68	0.00015	0	0	0.31	0.00015	0	0	0	0	0	0.00026	0	0	0	0	0.61	0.13
25	0.68	0	0	0.00056	0.31	0	0.00013	3.3e-05	0	0	0.0029	0	1.9e-05	0	0	0	0.61	0.13
26	0.6	0.065	0	0	0.27	0.065	0	0	0	0	0	0.00062	0	0	0	0	0.61	0.13
27	0.68	0	0	0.00032	0.31	0	1.2e-05	0	0	0	1.1e-05	0	0	0	0	0	0.61	0.13
28	0.69	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0.61	0.13
29	0.68	0	0	0.005	0.31	0	0.00018	4e-06	0	0	0.00087	0	0	0	0	0	0.61	0.13
30	0.68	0.00071	0	0	0.31	0.00071	0	0	0	0	0	9.9e-06	0	0	0	0	0.61	0.13
31	0.68	0.00015	0	0	0.31	0.00015	0	0	0	0	0	0.009	0	0	0	0	0.61	0.13
32	0.69	0	0	0	0.31	0	0	0	0	0	0	1.4e-06	0	0	0	0	0.61	0.13
33	0.69	0	0	0	0.31	0	0	0	0	0	0	0.00016	0	0	0	0	0.61	0.13
34	0.68	5.4e-06	0	0	0.31	5.4e-06	0	0	0	0	0	0.008	0	0	0	0	0.61	0.13
35	0.68	0	0	0.0013	0.31	0	8.3e-05	2.2e-05	0	0	0.00085	0	8.2e-06	0	0	0	0.61	0.13
36	0.68	0	0	0.0067	0.31	0	9e-05	0.0008	0	0	0.00075	0	2e-05	0	0	0	0.61	0.13
37	0.66	2.9e-06	0	0	0.3	2.9e-06	0	0	0	0	0	0.042	0	0	0	0	0.61	0.13
38	0.68	3.7e-05	0	0	0.31	3.7e-05	0	0	0	0	0	0.0024	0	0	0	0	0.61	0.13
39	0.62	0	0	0.092	0.28	0	0.00017	0.0091	0	0	0.00072	0	0	0	0	0	0.61	0.13
