SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0.92	5.5e-06	0.085	0	0.00011	0	0	0	8e-05	0	0	0	0.61	0.13
1	1	0	4.2e-05	0	0	0	0	0	1.4e-05	0	0	0	0.61	0.13
2	0.94	1.6e-05	0.036	0	0.022	0	0	0	0.00088	0	0	0	0.61	0.13
3	1	0	0	0	0	0	0	0	0	0	0.00015	0	0.61	0.13
4	1	0	0	0	0	0	0	0	0	0	0.0011	0	0.61	0.13
5	0.99	2.9e-06	0.0091	0	0.00019	0	0	0	6.6e-05	0	0	0	0.61	0.13
6	1	0	0	0	0	0	0	0	0	0	0.00014	0	0.61	0.13
7	0.93	0	0	0	0	0	0	0	0	0	0.07	0	0.61	0.13
8	0.95	0	0	0	0	0	0	0	0	0	0.054	0	0.61	0.13
9	1	0	0	0	0	0	0	0	0	0	0.00011	0	0.61	0.13
10	1	0	0	0	0	0	0	0	0	0	0.00015	0	0.61	0.13
11	0	0	0	0	0	0	0	0	0	1	0	9	0.087	0.014
12	0.97	4.3e-06	0.019	0	0.0061	0	0	0	0.00018	0	0.00017	0	0.61	0.13
13	0.89	8.3e-06	0.071	0	0.035	0	0	0	0.00038	0	2.8e-05	0	0.61	0.13
14	1	0	0	0	0	0	0	0	0	0	0	0	0.61	0.13
15	1	0	0	0	0	0	0	0	0	0	0.0029	0	0.61	0.13
16	0.73	1.1e-05	0.091	0	0.18	0	0	0	0.00066	0	1e-05	0	0.61	0.13
17	0.99	0	0	0	0	0	0	0	0	0	0.0082	0	0.61	0.13
18	1	1.8e-06	0.0026	0	1e-06	0	0	0	2.5e-05	0	0	0	0.61	0.13
19	0.88	7.9e-06	0.1	0	0.015	0	0	0	0.00028	0	7.9e-06	0	0.61	0.13
20	1	0	0	0	0	0	0	0	0	0	0	0	0.61	0.13
21	1	0	0	0	0	0	0	0	0	0	0.0012	0	0.61	0.13
22	0.99	2.6e-06	0.0045	0	0.0026	0	0	0	0.00012	0	0.0011	0	0.61	0.13
23	1	0	0	0	0	0	0	0	0	0	0.0012	0	0.61	0.13
24	1	0	0	0	0	0	0	0	0	0	0.00029	0	0.61	0.13
25	1	1.5e-05	0.0012	0	0.00092	0	0	0	0.0016	0	0	0	0.61	0.13
26	0.87	0	0	0	0	0	0	0	0	0	0.13	0	0.61	0.13
27	1	1.3e-06	0.00069	0	0	0	0	0	6e-06	0	0	0	0.61	0.13
28	1	0	0	0	0	0	0	0	0	0	1.2e-06	0	0.61	0.13
29	0.99	2.1e-05	0.011	0	5.6e-06	0	0	0	0.00047	0	0	0	0.61	0.13
