SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0.39	0	0.0029	0	0.00018	0	1.1e-06	0	1.1e-06	5.7e-05	0	0.18	0.041	0	0.39	0	0	0	0.00021	0	0.61	0.13
1	0.41	0	0	0	3e-05	0	0	0	0	8.3e-06	0	0.19	2e-05	0	0.41	0	0	0	0	0	0.61	0.13
2	0.39	0	0.025	0	0.002	0	0	0	0	0.00016	0.0015	0.18	0.017	6.5e-05	0.39	0	0	0	0	0	0.61	0.13
3	0.4	0	0	0	0	0	0.00027	0	0.00027	0	0	0.19	0	0	0.4	0	0	0	0.0045	0	0.61	0.13
4	0.4	0	0	0	0	0	0.0014	0	0.0014	0	0	0.19	0	0	0.4	0	0	0	0.0046	0	0.61	0.13
5	0.4	0	0.00026	0	0.00015	0	0	0	0	2.9e-05	1.3e-05	0.19	0.0042	0	0.4	0	0	0	0	0	0.61	0.13
6	0.4	0	0	0	0	0	0.00036	0	0.00036	0	0	0.19	0	0	0.4	0	0	0	1.6e-06	0	0.61	0.13
7	0.36	0	0	0	0	0	0.057	0	0.057	0	0	0.17	0	0	0.36	0	0	0	2.4e-06	0	0.61	0.13
8	0.38	0	0	0	0	0	0.03	0	0.03	0	0	0.18	0	0	0.38	0	0	0	0.00032	0	0.61	0.13
9	0.4	0	0	0	0	0	0.00027	0	0.00027	0	0	0.19	0	0	0.4	0	0	0	0.0017	0	0.61	0.13
10	0.4	0	0	0	0	0	0.0003	0	0.0003	0	0	0.19	0	0	0.4	0	0	0	0.003	0	0.61	0.13
11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.087	0.014
12	0.39	0	0.016	0	0.00039	0	0.00022	0	0.00022	4.2e-05	0.00056	0.18	0.0088	3e-05	0.39	0	0	0	0.00053	0	0.61	0.13
13	0.3	0	0.22	0	0.00071	0	3.7e-05	0	3.7e-05	6.9e-05	0.0014	0.14	0.028	0.00016	0.3	0	0	0	0.00022	0	0.61	0.13
14	0.4	0	0	0	0	0	3.1e-06	0	3.1e-06	0	0	0.19	0	0	0.4	0	0	0	0.0018	0	0.61	0.13
15	0.39	0	0	0	0	0	0.0026	0	0.0026	0	0	0.18	0	0	0.39	0	0	0	0.043	0	0.61	0.13
16	0.15	0	0.59	0	0.00075	0	9.9e-06	0	9.9e-06	5.5e-05	0.0068	0.072	0.022	0.00099	0.15	0	0	0	6.4e-05	2	0.39	0.087
17	0.37	0	0	0	0	0	0.0061	0	0.0061	0	0	0.17	0	0	0.37	0	0	0	0.068	0	0.61	0.13
18	0.4	0	0	0	5.5e-05	0	2.9e-06	0	2.9e-06	1.8e-05	0	0.19	0.0012	0	0.4	0	0	0	2.3e-06	0	0.61	0.13
19	0.32	0	0.16	0	0.00055	0	1.5e-05	0	1.5e-05	7.1e-05	0.00034	0.15	0.042	4.6e-05	0.32	0	0	0	0.00067	0	0.61	0.13
20	0.4	0	0	0	0	0	1e-05	0	1e-05	0	0	0.19	0	0	0.4	0	0	0	0.0015	0	0.61	0.13
21	0.4	0	0	0	0	0	0.0013	0	0.0013	0	0	0.19	0	0	0.4	0	0	0	0.0052	0	0.61	0.13
22	0.4	0	0.0018	0	0.00027	0	0.0011	0	0.0011	2.5e-05	0.00059	0.19	0.0021	1.4e-05	0.4	0	0	0	0.00024	0	0.61	0.13
23	0.4	0	0	0	0	0	0.0029	0	0.0029	0	0	0.19	0	0	0.4	0	0	0	0.0059	0	0.61	0.13
24	0.4	0	0	0	0	0	0.00052	0	0.00052	0	0	0.19	0	0	0.4	0	0	0	0.00026	0	0.61	0.13
25	0.4	0	3.3e-05	0	0.0035	0	0	0	0	0.00015	1.9e-05	0.19	0.00057	0	0.4	0	0	0	0	0	0.61	0.13
26	0.36	0	0	0	0	0	0.057	0	0.057	0	0	0.17	0	0	0.36	0	0	0	0.00063	0	0.61	0.13
27	0.41	0	0	0	1.3e-05	0	0	0	0	1.3e-05	0	0.19	0.00032	0	0.41	0	0	0	0	0	0.61	0.13
28	0.41	0	0	0	0	0	1e-05	0	1e-05	0	0	0.19	0	0	0.41	0	0	0	0	0	0.61	0.13
29	0.4	0	4e-06	0	0.001	0	0	0	0	0.00021	0	0.19	0.005	0	0.4	0	0	0	0	0	0.61	0.13
30	0.4	0	0	0	0	0	0.0018	0	0.0018	0	0	0.19	0	0	0.4	0	0	0	9.9e-06	0	0.61	0.13
31	0.4	0	0	0	0	0	0.00065	0	0.00065	0	0	0.19	0	0	0.4	0	0	0	0.009	0	0.61	0.13
32	0.41	0	0	0	0	0	1.8e-06	0	1.8e-06	0	0	0.19	0	0	0.41	0	0	0	1.4e-06	0	0.61	0.13
33	0.41	0	0	0	0	0	2.2e-06	0	2.2e-06	0	0	0.19	0	0	0.41	0	0	0	0.00016	0	0.61	0.13
34	0.4	0	0	0	0	0	3.5e-05	0	3.5e-05	0	0	0.19	0	0	0.4	0	0	0	0.008	0	0.61	0.13
