SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2.1e-06	0	0	16	0	0	0	0.32
1	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	1	0	0	7.3e-06	16	0	0	0	0.32
2	0	0.5	0.5	0	0	0	0	0	0	0	0	0.00082	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
3	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.38	0.44	0.3	0.41
5	0	0	0	0	0	0	0	0	2.4e-05	0	0	0	0	0	0	0	1	0.00024	0	0.0011	16	0	0	0	0.32
6	0.0086	0.46	0.46	0.0086	3.8e-06	0	0	0.032	0	0.001	0	0	0	0	0	0	0	0.033	0	0	1	0.57	0.44	0.3	0.41
7	0	0.48	0.48	0	0	0	0	0	0	0	0	0.01	0	7.7e-06	0	0.033	0	0	0	0	1	0.57	0.44	0.3	0.41
8	0.0059	0.38	0.38	0.0059	0	0	0	0.24	0	0	0	0	0	0	0	0	0	1.4e-06	0	0	1	0.57	0.44	0.3	0.41
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.57	0.44	0.3	0
10	0	0.49	0.49	0	0.00034	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
11	0	0.5	0.5	0	0	0	0	0	0	0	0	0.0019	0	0.00015	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
12	0.01	0.46	0.46	0.01	0	0	0	0.053	0	7.5e-05	0	0	0	0	0	0	0	0.00012	0	0	1	0.57	0.44	0.3	0.41
13	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0.2	0.046
15	0	0.5	0.5	0	0.00022	0	0	0	0	0	0	0.00097	0	3.2e-05	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
16	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
17	0.007	0.49	0.49	0.007	0	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
18	0.0011	0.5	0.5	0.0011	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
19	0.0043	0.49	0.49	0.0043	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
20	0.27	0.12	0.12	0.27	0	0	0	0.22	0	1.1e-06	0	0	0	0	0	0	0	0	0	0	0	0.67	0.44	0.3	0.41
21	0	0.5	0.5	0	0.00069	0	0	0	0	0	0	0.0017	0	0	0	1.4e-06	0	0	0	0	1	0.57	0.44	0.3	0.41
22	0.0003	0.5	0.5	0.0003	0	0	0	0.00032	0	0	0	0.0004	0	0.0028	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
23	0.00032	0.5	0.5	0.00032	0	0	0	1.9e-05	0	0	0	0	0	0	0	0	0	0.0034	0	0	1	0.57	0.44	0.3	0.41
24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.048	0.098	0.033	0
25	0.0079	0.48	0.48	0.0079	0	0	0	0.02	0	1e-05	0	0	0	0	0	0	0	0.0057	0	0	1	0.57	0.44	0.3	0.41
26	0.00054	0.5	0.5	0.00054	0	0	0	0.00041	0	0	0	0	0	0	0	0	0	0.0021	0	0	1	0.57	0.44	0.3	0.41
27	0.0029	0.5	0.5	0.0029	0	0	0	8e-05	0	0	0	0	0	8.6e-06	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
28	0.0011	0.49	0.49	0.0011	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0.0017	0	0	1	0.57	0.44	0.3	0.41
29	0.013	0.45	0.45	0.013	0	0	0	0.068	0	4.3e-05	0	0	0	0	0	0	0	0.0035	0	0	1	0.57	0.44	0.3	0.41
30	0.0005	0.5	0.5	0.0005	0	0	0	0.0015	0	0	0	0.00068	0	2.7e-06	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
31	1.2e-05	0.5	0.5	1.2e-05	0	0	0	5.8e-06	0	0	0	0.0019	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.048	0.098	0.033	0
33	0.0056	0.49	0.49	0.0056	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
34	0.0028	0.49	0.49	0.0028	0	0	0	0.0039	0	0	0	0	0	0	0	0	0	0.011	0	0	1	0.57	0.44	0.3	0.41
35	1.2e-06	0.33	0.33	1.2e-06	0	0	0	0.0036	0	0	0	0.33	0	0	0	0	0	0	0	0	11	0.38	0.44	0.3	0.41
36	8.9e-05	0.5	0.5	8.9e-05	0	0	0	0.0056	0	0	0	0.00059	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
37	0.016	0.48	0.48	0.016	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0.0033	0	0	1	0.57	0.44	0.3	0.41
38	0	0.49	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	1	0.57	0.44	0.3	0.41
39	0.00056	0.5	0.5	0.00056	0	0	0	6.9e-05	0	0	0	0	0	0	0	0	0	0.006	0	0	1	0.57	0.44	0.3	0.41
40	3.1e-05	0.35	0.35	3.1e-05	0	0	0	0.00012	0	0	0	0.12	0	0.18	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
41	0.0032	0.49	0.49	0.0032	0	0	0	0.0037	0	4.6e-06	0	0.0012	0	0.0028	0	0	0	7.3e-06	0	0	1	0.57	0.44	0.3	0.41
42	4.9e-05	0.37	0.37	4.9e-05	0	0	0	9.8e-06	0	0	0	0.011	0	0.24	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
43	0.00054	0.5	0.5	0.00054	0	0	0	2.5e-05	0	0	0	0.00037	0	0.0025	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
44	0.0017	0.49	0.49	0.0017	0	0	0	0.0046	0	0	0	0.0025	0	0.00044	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
45	0.00033	0.5	0.5	0.00033	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
46	1.2e-06	0.48	0.48	1.2e-06	0	0	0	0.0052	0	0	0	0.032	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
47	0.00048	0.45	0.45	0.00048	0	0	0	0.0049	0	0	0	0.09	0	0.0041	0	0	0	2.6e-05	0	0	1	0.57	0.44	0.3	0.41
48	0.0017	0.5	0.5	0.0017	0	0	0	0.0024	0	0	0	0.00076	0	0.00075	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
49	0.0047	0.48	0.48	0.0047	0	0	0	0.031	0	2.2e-05	0	0	0	0	0	0	0	0.0075	0	0	1	0.57	0.44	0.3	0.41
50	0.0029	0.46	0.46	0.0029	0	0	0	0.068	0	0	0	0	0	0	0	0	0	0.0023	0	0	1	0.57	0.44	0.3	0.41
51	0.0036	0.45	0.45	0.0036	0	0	0	0.093	0	8.7e-06	0	0	0	0	0	0	0	0.0036	0	0	1	0.57	0.44	0.3	0.41
52	0.00063	0.5	0.5	0.00063	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0.0015	0	0	1	0.57	0.44	0.3	0.41
53	0.0003	0.49	0.49	0.0003	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
54	4.8e-05	0.5	0.5	4.8e-05	0	0	0	0.0021	0	0	0	0.00097	0	0	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
55	0.033	0.47	0.47	0.033	0	0	0	0.0011	0	0	0	0	0	0	0	0	0	4.3e-05	0	0	1	0.57	0.44	0.3	0.41
56	0	6.8e-05	6.8e-05	0	0	0	0	0	0	0	0	0	0	0	0.00037	0	1	0	0	0	16	0	0	0	0.32
57	0.0013	0.5	0.5	0.0013	0	0	0	0.00031	0	0	0	7.1e-06	0	4.2e-06	0	0	0	0	0	0	1	0.57	0.44	0.3	0.41
