SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	1	0	2	0	0	0	0.32
1	0	0	1	0	2	0	0	0	0.32
2	0	1	0	0	1	0.57	0.44	0.3	0.41
3	0	1	0	0	1	0.57	0.44	0.3	0.41
4	0	1	0	0	1	0.57	0.44	0.3	0.41
5	0	0	1	0	2	0	0	0	0.32
6	0.058	0.94	0	0	1	0.57	0.44	0.3	0.41
7	0	1	0	0	1	0.57	0.44	0.3	0.41
8	0.24	0.76	0	0	1	0.57	0.44	0.3	0.41
9	0	1	0	0	1	0.57	0.44	0.3	0.41
10	0	1	0	0	1	0.57	0.44	0.3	0.41
11	0	1	0	0	1	0.57	0.44	0.3	0.41
12	0.098	0.9	0	0	1	0.57	0.44	0.3	0.41
13	0	1	0	0	1	0.57	0.44	0.3	0.41
14	0	0	0	1	3	0.048	0.049	0.1	0.091
15	0	1	0	0	1	0.57	0.44	0.3	0.41
16	0	1	0	0	1	0.57	0.44	0.3	0.41
17	0.0019	1	0	0	1	0.57	0.44	0.3	0.41
18	0.00029	1	0	0	1	0.57	0.44	0.3	0.41
19	0.0037	1	0	0	1	0.57	0.44	0.3	0.41
20	0.99	0.0079	0	0	0	0.67	0.53	0.3	0.41
21	0	1	0	0	1	0.57	0.44	0.3	0.41
22	0.00012	1	0	0	1	0.57	0.44	0.3	0.41
23	1e-05	1	0	0	1	0.57	0.44	0.3	0.41
24	0	0	0	1	3	0.048	0.049	0.1	0.091
25	0.037	0.96	0	0	1	0.57	0.44	0.3	0.41
26	0.00016	1	0	0	1	0.57	0.44	0.3	0.41
27	0.00042	1	0	0	1	0.57	0.44	0.3	0.41
28	0.006	0.99	0	0	1	0.57	0.44	0.3	0.41
29	0.16	0.84	0	0	1	0.57	0.44	0.3	0.41
30	0.00065	1	0	0	1	0.57	0.44	0.3	0.41
31	0	1	0	0	1	0.57	0.44	0.3	0.41
32	0	0	0	1	3	0.048	0.049	0.1	0.091
33	0.042	0.96	0	0	1	0.57	0.44	0.3	0.41
34	0.0051	0.99	0	0	1	0.57	0.44	0.3	0.41
35	8.1e-06	1	0	0	1	0.57	0.44	0.3	0.41
36	0.00038	1	0	0	1	0.57	0.44	0.3	0.41
37	0.039	0.96	0	0	1	0.57	0.44	0.3	0.41
38	0	0.99	0.012	0	1	0.57	0.44	0.3	0.41
39	4.7e-05	1	0	0	1	0.57	0.44	0.3	0.41
40	1.1e-05	1	0	0	1	0.57	0.44	0.3	0.41
41	0.007	0.99	0	0	1	0.57	0.44	0.3	0.41
42	2.4e-06	1	0	0	1	0.57	0.44	0.3	0.41
43	3.2e-05	1	0	0	1	0.57	0.44	0.3	0.41
44	0.0045	1	0	0	1	0.57	0.44	0.3	0.41
45	0.00051	1	0	0	1	0.57	0.44	0.3	0.41
46	6.2e-06	1	0	0	1	0.57	0.44	0.3	0.41
47	0.0016	1	0	0	1	0.57	0.44	0.3	0.41
48	0.0029	1	0	0	1	0.57	0.44	0.3	0.41
49	0.031	0.97	0	0	1	0.57	0.44	0.3	0.41
50	0.039	0.96	0	0	1	0.57	0.44	0.3	0.41
51	0.061	0.94	0	0	1	0.57	0.44	0.3	0.41
52	0.00045	1	0	0	1	0.57	0.44	0.3	0.41
53	0.0023	1	0	0	1	0.57	0.44	0.3	0.41
54	9.5e-05	1	0	0	1	0.57	0.44	0.3	0.41
55	0.038	0.96	0	0	1	0.57	0.44	0.3	0.41
56	0	0.00014	1	0.0036	2	0	0	0	0.32
57	0.00053	1	0	0	1	0.57	0.44	0.3	0.41
58	0	1	0	0	1	0.57	0.44	0.3	0.41
59	0	1	0	0	1	0.57	0.44	0.3	0.41
60	0.0066	0.99	0	0	1	0.57	0.44	0.3	0.41
61	0	0	0	1	3	0.048	0.049	0.1	0.091
62	0.064	0.94	0	0	1	0.57	0.44	0.3	0.41
63	0.0046	1	0	0	1	0.57	0.44	0.3	0.41
64	0.48	0.52	0	0	1	0.57	0.44	0.3	0.41
65	0.00034	1	0	0	1	0.57	0.44	0.3	0.41
66	0.012	0.99	0	0	1	0.57	0.44	0.3	0.41
67	0.021	0.98	0	0	1	0.57	0.44	0.3	0.41
68	0.012	0.99	0	0	1	0.57	0.44	0.3	0.41
69	0.011	0.99	0	0	1	0.57	0.44	0.3	0.41
70	0	0.92	0.083	0	1	0.57	0.44	0.3	0.41
71	0.004	1	0	0	1	0.57	0.44	0.3	0.41
72	0	0	0	1	3	0.048	0.049	0.1	0.091
73	0.00083	1	0	0	1	0.57	0.44	0.3	0.41
74	0.00041	1	0	0	1	0.57	0.44	0.3	0.41
75	0.0074	0.99	0	0	1	0.57	0.44	0.3	0.41
76	0	1	0	0	1	0.57	0.44	0.3	0.41
77	0.043	0.96	0	0	1	0.57	0.44	0.3	0.41
78	0	0	0	1	3	0.048	0.049	0.1	0.091
79	0.00019	1	0	0	1	0.57	0.44	0.3	0.41
80	0	1	0	0	1	0.57	0.44	0.3	0.41
81	0.045	0.95	0	0	1	0.57	0.44	0.3	0.41
82	0	1	0	0	1	0.57	0.44	0.3	0.41
83	0	1	0	0	1	0.57	0.44	0.3	0.41
84	0	0	0	1	3	0.048	0.049	0.1	0.091
85	0	1	0	0	1	0.57	0.44	0.3	0.41
86	0	1	0	0	1	0.57	0.44	0.3	0.41
87	0	1	0	0	1	0.57	0.44	0.3	0.41
88	0.019	0.98	0	0	1	0.57	0.44	0.3	0.41
89	0	0	1	0	2	0	0	0	0.32
90	0	1	0	0	1	0.57	0.44	0.3	0.41
91	0.036	0.96	0	0	1	0.57	0.44	0.3	0.41
92	0.0057	0.99	0	0	1	0.57	0.44	0.3	0.41
93	0	0	0	1	3	0.048	0.049	0.1	0.091
94	0.054	0.95	0	0	1	0.57	0.44	0.3	0.41
95	0	0	0	1	3	0.048	0.049	0.1	0.091
96	0.002	1	0	0	1	0.57	0.44	0.3	0.41
97	0.0039	1	0	0	1	0.57	0.44	0.3	0.41
98	0.046	0.95	0	0	1	0.57	0.44	0.3	0.41
99	0.00067	1	0	0	1	0.57	0.44	0.3	0.41
100	0	0	1	0	2	0	0	0	0.32
101	0	1	0	0	1	0.57	0.44	0.3	0.41
102	0.046	0.95	0	0	1	0.57	0.44	0.3	0.41
103	0.01	0.99	0	0	1	0.57	0.44	0.3	0.41
104	0.76	0.24	0	0	0	0.67	0.53	0.3	0.41
105	0.039	0.96	0	0	1	0.57	0.44	0.3	0.41
106	0.02	0.98	0	0	1	0.57	0.44	0.3	0.41
107	0.0052	0.99	0	0	1	0.57	0.44	0.3	0.41
108	0.041	0.96	0	0	1	0.57	0.44	0.3	0.41
109	0.02	0.98	0	0	1	0.57	0.44	0.3	0.41
110	0.097	0.9	0	0	1	0.57	0.44	0.3	0.41
111	0.0051	0.99	0	0	1	0.57	0.44	0.3	0.41
112	0.00014	1	0	0	1	0.57	0.44	0.3	0.41
113	0.00014	1	0	0	1	0.57	0.44	0.3	0.41
114	0.14	0.86	0	0	1	0.57	0.44	0.3	0.41
115	0.00022	1	0	0	1	0.57	0.44	0.3	0.41
116	0	1	0	0	1	0.57	0.44	0.3	0.41
117	0.031	0.97	0	0	1	0.57	0.44	0.3	0.41
118	0	1	0	0	1	0.57	0.44	0.3	0.41
119	0.11	0.89	0	0	1	0.57	0.44	0.3	0.41
120	0.14	0.86	0	0	1	0.57	0.44	0.3	0.41
121	0	1	0	0	1	0.57	0.44	0.3	0.41
122	0	1	0	0	1	0.57	0.44	0.3	0.41
123	0	1	0	0	1	0.57	0.44	0.3	0.41
124	0	1	0	0	1	0.57	0.44	0.3	0.41
125	9.5e-06	1	0	0	1	0.57	0.44	0.3	0.41
126	1.7e-05	1	0	0	1	0.57	0.44	0.3	0.41
127	0	0	1	0	2	0	0	0	0.32
128	0	0	0	1	3	0.048	0.049	0.1	0.091
129	0.0048	1	0	0	1	0.57	0.44	0.3	0.41
