SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0.03	0	0	0	0	0	0.97	0	0	0	6	0	0	0	0.32
1	0	0	0	0	0	0	1	0	6.9e-05	0	6	0	0	0	0.32
2	0	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
3	0	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
4	1	0	0.00019	0	0.00019	0	0	0	0	0	0	0.57	0.44	0.3	0.57
5	2e-06	0	0	0	0	0	1	0	1.2e-05	0	6	0	0	0	0.32
6	0.024	0	0.48	0	0.48	0.015	0	0	0.0043	0	2	0.57	0.44	0.3	0.41
7	0	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
8	0.0021	0	0.5	0	0.5	7.3e-05	0	0	0	0	2	0.57	0.44	0.3	0.41
9	0	0	0	1	0	0	0	0	0	0	3	0.43	0.34	0.13	0
10	0	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
11	0	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
12	0.0022	0	0.49	0	0.49	0.012	0	0	0	0	2	0.57	0.44	0.3	0.41
13	0	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
14	0	0	0	0	0	0	0	0	0	1	9	0	0	0.2	0.046
15	0	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
16	0	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
17	0.00033	0	0.5	0	0.5	5.9e-06	0	0	0	0	2	0.57	0.44	0.3	0.41
18	3e-06	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
19	0.00061	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
20	3.1e-05	0	0.037	0	0.036	0.93	0	0	0	0	5	0.86	0.55	0.34	0.41
21	0	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
22	4.9e-06	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
23	8.4e-06	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
24	0	0	0	0	0	0	0	1	0	0	7	0.048	0	0.067	0.23
25	0.0025	0	0.5	0	0.5	0.0025	0	0	0.00058	0	2	0.57	0.44	0.3	0.41
26	2.8e-05	0	0.5	0	0.5	0	0	0	2.6e-06	0	2	0.57	0.44	0.3	0.41
27	6.9e-06	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
28	0.0024	0	0.5	0	0.5	6.5e-06	0	0	0.00055	0	2	0.57	0.44	0.3	0.41
29	0.003	0	0.49	0	0.49	0.021	0	0	0.00069	0	2	0.57	0.44	0.3	0.41
30	6.3e-05	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
31	0.0008	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
32	0	1	0	0	0	0	0	0	0	0	1	0	0.24	0	0
33	2.2e-05	0	0.5	0	0.5	2.6e-05	0	0	0	0	2	0.57	0.44	0.3	0.41
34	4.8e-06	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
35	1.1e-06	0	0.5	0	0.5	0	0	0	0	0	2	0.57	0.44	0.3	0.41
