SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0.069	0	0	0	0.12	0.014	0	0	0.00084	0	0.069	0.19	0	0	0.00035	0.54	15	0.23	0.16
1	0.24	0	0	0	0.42	0	5.5e-06	0	0	0	0.24	0.016	0	0	0.0021	0.074	4	0.23	0.21
2	0.23	0	0	0	0.4	0	4.4e-05	0	0	0	0.23	0.038	0	0	0.0037	0.1	4	0.23	0.21
3	0.058	0	0	0	0.1	0	0.00049	0	0	0	0.058	0.74	0	0	0	0.045	11	0.18	0.19
4	0.049	0	0	0	0.085	0	0	0	0	0	0.049	0.42	0	0.39	0.00039	0.0035	11	0.18	0.19
5	0.081	0	0.2	0.27	0.14	0	0	0	0	0	0.081	0	0	0.0012	0	0.23	3	0	0.21
6	0.1	0	0	0	0.18	0	0	0	0	0	0.1	0.43	0	0	0.00013	0.19	11	0.18	0.19
7	0.092	0	0	0	0.16	0	0	0	0	0	0.092	0.011	0	0	0	0.65	15	0.23	0.16
8	0.19	0	0	0	0.32	0	0.00066	0	0	0	0.19	0.00097	0	0	0.29	0.015	4	0.23	0.21
9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.026	0.19
10	0.15	0	0	0	0.25	0	0.00026	0	0	0	0.15	0.16	0	0	0.0011	0.29	15	0.23	0.16
11	0.13	0	0.065	0.11	0.22	0	0	2e-06	0	0	0.13	0	0	0.0022	0	0.35	15	0.23	0.16
12	0.27	0	0	0	0.46	0	0	0	0	0	0.27	0	0.00012	0	0	0	4	0.23	0.21
13	0.24	0	0	0	0.41	0	0.044	0	0	0	0.24	0	0.0029	0	0.069	0.001	4	0.23	0.21
14	0.26	0	0	0	0.44	0	0.0011	0	0	0	0.26	0	0.0057	0	0.029	0.0042	4	0.23	0.21
15	0.0059	0	0	0	0.01	0.016	0.2	0	0.053	0	0.0059	0.12	0	3.3e-05	0.38	0.2	14	0.29	0.27
16	0.11	0	0	0	0.19	0	0	0	0	0	0.11	0.44	0	0	0.00017	0.15	11	0.18	0.19
17	0.19	0.29	0	0	0.33	0.0042	0	0	8e-06	0	0.19	0	0	0	0	0	4	0.23	0.21
18	0.0083	0	0.68	0.049	0.014	0	0	4.4e-05	0	0	0.0083	0	0	0.00039	0	0.25	2	0	0.14
19	0.015	0	0	0	0.026	0	0	0	0	0	0.015	0.93	0	6.1e-06	0	0.014	11	0.18	0.19
20	0.27	0	0	0	0.46	0	0.00027	0	0	0	0.27	0	0.00072	0	0.0066	0	4	0.23	0.21
21	4.9e-05	0	0	0	8.4e-05	0	0	0	0	0	4.9e-05	1	0	0.00036	0	0.0016	11	0.18	0.19
22	0	0	0.05	0.95	0	0	0	0	0	0	0	0	0	0.0026	0	0	3	0	0.21
23	0.09	0	0	0	0.15	0	0.00011	0	0	0	0.09	0.31	0	0.34	0.0016	0.015	13	0.026	0.19
24	0.27	0	0	0	0.46	0	0.0041	0	0	0	0.27	0	0	0	0.0029	0	4	0.23	0.21
25	0	0	0.77	0.2	0	0	0	0.0029	0	0	0	0	0	0.026	1.5e-05	0	2	0	0.14
26	0.12	0	0	0	0.21	0	0.48	0	0	0	0.12	0	0	0	0.062	0	6	0.41	0.34
27	0.25	0	0	0	0.43	0	0.068	0	0	0	0.25	0	0	0	8e-05	0	4	0.23	0.21
28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.23	0.023
29	0	0	0.063	0.93	0	0	0	0	0	0	0	0	0	0.0049	0	0	3	0	0.21
30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0.026	0.19
31	1.4e-05	0	0	0	2.4e-05	0	0	0	0	0	1.4e-05	1	0	0	0	1.8e-05	11	0.18	0.19
32	0	0	0.72	0.28	0	0	0	0	0	0	0	0	0	0.00013	0	0	2	0	0.14
33	0	0	0.82	0.18	0	0	0	0	0	0	0	0	0	0.00058	0	0	2	0	0.14
34	0	0	0.51	0.49	0	0	0	0	0	0	0	0	0	0.00048	0	0	2	0	0.14
35	0	0	0.027	0.97	0	0	0	0	0	0	0	0	0	0.0063	0	0	3	0	0.21
36	0.26	0	0	0	0.45	0	0.021	0	0	0	0.26	0	0	0	0.0018	0	4	0.23	0.21
37	0.066	0	0	0	0.11	0	0	0	0	0	0.066	0.74	0	1.4e-05	9.4e-05	0.016	11	0.18	0.19
38	0	0	0	0	0	7.3e-05	0	0	1	0	0	0	0	0	0	0	8	0.1	0.023
39	0.26	0	0	0	0.45	0	0	0	0	0	0.26	0.0078	0	0	0.00091	0.023	4	0.23	0.21
40	0.013	0	0	0	0.022	0	0	0	0	0	0.013	0.94	0	3.4e-05	0	0.013	11	0.18	0.19
41	4.2e-06	0	0.037	0.92	7.3e-06	0	0	0	0	0	4.2e-06	4.3e-05	0	0.048	0	0	3	0	0.21
42	0	0	0.94	0.058	0	0	0	0	0	0	0	0	0	0.00055	0	0	2	0	0.14
43	0.0036	0	0	0	0.0061	0	0.72	0	0	0	0.0036	0	0	0	0.27	0	6	0.41	0.34
44	0	0	0.00047	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.07
45	0	0.98	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	1	0.18	0
46	0.096	0	0	0	0.17	0	0.26	0	0	0	0.096	2.3e-06	0	0	0.38	3.5e-06	14	0.29	0.27
47	0.13	0	0	0	0.23	3.3e-05	5.6e-05	0	1.3e-06	0	0.13	0.15	0	0	0.0048	0.35	15	0.23	0.16
48	0.0097	0	0	0	0.017	0.36	0	0	0.0022	0	0.0097	0.047	0	0	2.7e-06	0.56	15	0.23	0.16
49	0	0.97	0	0	0	0.0032	0	0	0.025	0	0	0	0	0	0	0	1	0.18	0
50	0.26	0	0	0	0.45	0	0.033	0	0	0	0.26	0	0	0	0.0034	0	4	0.23	0.21
51	0.029	0	0	0	0.05	0.0011	0	0	6.1e-05	0	0.029	0.17	0	0	1.3e-05	0.72	15	0.23	0.16
52	0.085	0	0	0	0.15	0	0	0	0	0	0.085	0.013	0	0	0	0.67	15	0.23	0.16
53	0.22	0	0	0	0.38	0	0.19	0	0	0	0.22	0	0	0	4e-05	0	4	0.23	0.21
54	0.13	0	0	0	0.23	0	0	0	0	0	0.13	0.46	0	0	0.00035	0.044	11	0.18	0.19
55	0.00081	0	0	0	0.0014	0	0	0	0.00016	0	0.00081	0.68	0	0.22	0	0.1	11	0.18	0.19
56	0	0	0.19	0.00023	0	0	0	0.8	0	0	0	0	0	6.4e-05	0	0	7	0	0.07
57	0	0	0.84	0.15	0	0	0	0.00021	0	0	0	0	0	0.0084	0	0	2	0	0.14
58	0.03	0	0	0	0.052	0	0	0	0	0	0.03	0.39	0	0	0	0.5	15	0.23	0.16
59	0.083	0	0	0	0.14	0	0	0	0	0	0.083	0.039	0	0	3e-05	0.65	15	0.23	0.16
60	0.23	0	0	0	0.4	0	1.4e-05	0	0	0	0.23	0.082	0	0	0.037	0.0099	4	0.23	0.21
61	0.0082	0	0	0	0.014	0	0	0	0	0	0.0082	0.88	0	0	0	0.092	11	0.18	0.19
62	0	0.8	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	1	0.18	0
63	0	0	0.091	0.9	0	0	0	0	0	0	0	0	0	0.011	0	0	3	0	0.21
64	0.13	0	0	0	0.22	0	1.8e-06	0	0	0	0.13	0.11	0	0	0.0018	0.4	15	0.23	0.16
65	0.25	0	0	0	0.43	0	0	0	0	0	0.25	0.0088	0	0	0.016	0.048	4	0.23	0.21
66	0.0075	0	0	0	0.013	0	0	0	0	0	0.0075	0.97	0	0	0	0.00054	11	0.18	0.19
67	0	0	0.54	0.45	0	0	0	0	0	0	0	0	0	0.0038	0	0	2	0	0.14
68	0	0	0.35	0.63	0	0	0	7.4e-06	0	0	0	0	0	0.015	0	0	3	0	0.21
69	0.17	0	0	0	0.28	0	0	0	0	0	0.17	0.021	0	0	0.00042	0.36	15	0.23	0.16
70	0	0	0.95	0.017	0	0	0	0.035	0	0	0	0	0	0.00086	0	0	2	0	0.14
71	0.062	0	0	0	0.11	0	0	0	0	0	0.062	0.68	0	0.002	8.2e-05	0.09	11	0.18	0.19
72	0.0018	0	0	0	0.003	0	0	0	0	0	0.0018	0.078	0	0.91	0	0.0038	13	0.026	0.19
73	0.038	0	0	0	0.065	0	0	0	0	0	0.038	0.52	0	0	4.6e-06	0.34	11	0.18	0.19
74	0.023	0	0	0	0.04	0	0	0	0	0	0.023	0.77	0	0.0078	2.4e-06	0.13	11	0.18	0.19
75	9.4e-06	0	0	0	1.6e-05	0	0	0	0	0	9.4e-06	1	0	0	0	9e-06	11	0.18	0.19
