SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0.0024	0	0	0.93	0	0.068	0	3	0.23	0.21
1	0.0011	0	0	1	0	0	0	3	0.23	0.21
2	0.002	0	0	1	0	0	0	3	0.23	0.21
3	0	0	0	1	0	0	0	3	0.23	0.21
4	0	0	0	0.16	0	0	0.84	6	0.026	0.21
5	0	0.076	0	0.35	0.57	0	0.00058	4	0	0.16
6	5.8e-05	0	0	1	0	0	0	3	0.23	0.21
7	4.3e-05	0	0	1	0	0	0	3	0.23	0.21
8	0.087	0	0	0.91	0	0	0	3	0.23	0.21
9	0	0	0	0	0	0	1	6	0.026	0.21
10	0.013	0	0	0.99	0	0	0	3	0.23	0.21
11	0	0.041	0	0.76	0.2	0	0.0015	3	0.23	0.21
12	0	0	0	1	0	0	0	3	0.23	0.21
13	0.095	0	0	0.91	0	0	0	3	0.23	0.21
14	0.00019	0	0	1	0	0	0	3	0.23	0.21
15	0.024	0	0	0.2	0	0.78	4.9e-05	5	0.18	0.023
16	6.7e-05	0	0	1	0	0	0	3	0.23	0.21
17	0.0033	0	0	0.99	0	0.0058	0	3	0.23	0.21
18	0	0.021	0	0.055	0.92	0	0.00011	4	0	0.16
19	0	0	0	1	0	0	6.8e-05	3	0.23	0.21
20	0.016	0	0	0.98	0	0	0	3	0.23	0.21
21	0	0	0	0.83	0	0	0.17	3	0.23	0.21
22	0	0.4	0	0	0.6	0	0.0028	4	0	0.16
23	1.3e-05	0	0	0.35	0	0	0.65	6	0.026	0.21
24	8e-05	0	0	1	0	0	0	3	0.23	0.21
25	0	0.068	0	0	0.92	0	0.01	4	0	0.16
26	8.5e-05	0	0	1	0	0	0	3	0.23	0.21
27	5.5e-06	0	0	1	0	0	0	3	0.23	0.21
28	0	0	0	0	0	1	0	5	0.18	0.023
29	0	0.4	0	0	0.6	0	0.0057	4	0	0.16
30	0	0	0	0	0	0	1	6	0.026	0.21
31	0	0	0	1	0	0	2.5e-05	3	0.23	0.21
32	0	0.027	0	0	0.97	0	5.1e-06	4	0	0.16
33	0	0.029	0	0	0.97	0	5e-05	4	0	0.16
34	0	0.065	0	0	0.93	0	4.8e-05	4	0	0.16
35	0	0.56	0	0	0.42	0	0.015	1	0	0.21
36	0.00032	0	0	1	0	0	0	3	0.23	0.21
37	0	0	0	1	0	0	7.9e-05	3	0.23	0.21
38	0	0	0	0	0	1	0	5	0.18	0.023
39	6.2e-05	0	0	1	0	0	0	3	0.23	0.21
40	0	0	0	1	0	0	0.00044	3	0.23	0.21
41	0	0.52	0	3.7e-05	0.35	0	0.13	1	0	0.21
42	0	0.014	0	0	0.99	0	4.7e-05	4	0	0.16
43	0.77	0	0	0.23	0	0	0	0	0.35	0.21
44	0	0	0	0	1	0	0	4	0	0.16
45	1	0	0	0	0	9.3e-05	0	0	0.35	0.21
46	0.005	0	0	0.99	0	0	0	3	0.23	0.21
47	0.0091	0	0	0.99	0	6.4e-05	0	3	0.23	0.21
48	0.00025	0	0	0.1	0	0.9	0	5	0.18	0.023
49	0	0	0	0	0	1	0	5	0.18	0.023
50	0.041	0	0	0.96	0	0	0	3	0.23	0.21
51	0.0013	0	0	0.98	0	0.015	0	3	0.23	0.21
52	0	0	0	1	0	0	0	3	0.23	0.21
53	8.5e-05	0	0	1	0	0	0	3	0.23	0.21
54	1.1e-05	0	0	1	0	0	0	3	0.23	0.21
55	0	0	0	0.18	0	0.0004	0.82	6	0.026	0.21
56	0	0.0023	0	0	1	0	0.00013	4	0	0.16
57	0	0.045	0	0	0.95	0	0.0021	4	0	0.16
58	0	0	0	1	0	0	0	3	0.23	0.21
59	0.00053	0	0	1	0	0	0	3	0.23	0.21
60	0.00033	0	0	1	0	0	0	3	0.23	0.21
61	0	0	0	1	0	0	0	3	0.23	0.21
62	0	0	0	0	0	1	0	5	0.18	0.023
63	0	0.35	0	0	0.64	0	0.011	4	0	0.16
64	0.0064	0	0	0.99	0	0	0	3	0.23	0.21
65	0.005	0	0	1	0	0	0	3	0.23	0.21
66	0	0	0	1	0	0	0	3	0.23	0.21
67	0	0.088	0	0	0.91	0	0.00078	4	0	0.16
68	0	0.18	0	0	0.82	0	0.0072	4	0	0.16
69	0.0025	0	0	1	0	0	0	3	0.23	0.21
70	0	0.012	0	0	0.99	0	0.00027	4	0	0.16
71	2.2e-05	0	0	0.99	0	0	0.0053	3	0.23	0.21
72	0	0	0	0.015	0	0	0.99	6	0.026	0.21
73	3.6e-05	0	0	1	0	0	0	3	0.23	0.21
74	7.4e-06	0	0	0.97	0	0	0.027	3	0.23	0.21
75	0	0	0	1	0	0	0	3	0.23	0.21
76	0.001	0	0	1	0	0	0	3	0.23	0.21
77	0.012	0	0	0.99	0	0	0	3	0.23	0.21
78	0.0012	0	0	1	0	0	0	3	0.23	0.21
79	0	0.0038	0	0	1	0	0.00029	4	0	0.16
80	0	0.015	0	0	0.98	0	0	4	0	0.16
81	0	0.52	0	0	0.48	0	0.0018	1	0	0.21
82	0	0	0	0	0	1	0	5	0.18	0.023
83	0.00056	0	0	1	0	0	0	3	0.23	0.21
84	0	0.7	0	0.00012	0.11	0	0.2	1	0	0.21
85	0.0069	0	0	0.99	0	0	0.00032	3	0.23	0.21
86	0.00062	0	0	1	0	0	0	3	0.23	0.21
87	3.6e-06	0	0	1	0	0	0	3	0.23	0.21
88	3.9e-06	0	0	1	0	0	0	3	0.23	0.21
89	0	0	0	0	0	1	0	5	0.18	0.023
90	0	0.45	0	0	0.54	0	0.0064	4	0	0.16
91	2.4e-05	0	0	1	0	0	0	3	0.23	0.21
92	0.00091	0	0	1	0	0.00014	0.0017	3	0.23	0.21
93	0	0.046	0	0	0.95	0	0.0015	4	0	0.16
94	0.00028	0	0	1	0	0	0	3	0.23	0.21
95	0.00026	0	0	1	0	0	0	3	0.23	0.21
96	0	0	0	0	0	1	0	5	0.18	0.023
97	0	0	0	1	0	0	0	3	0.23	0.21
98	0	0	0	1	0	0	0	3	0.23	0.21
99	0.0051	0	0	0.99	0	0	0	3	0.23	0.21
100	1.3e-05	0	0	1	0	0	0	3	0.23	0.21
101	4.9e-06	0	0	1	0	0	0	3	0.23	0.21
102	0	0	0	1	0	0	0	3	0.23	0.21
103	0.00011	0	0	1	0	0	0	3	0.23	0.21
104	0	0	0	1	0	0	0	3	0.23	0.21
105	0.00024	0	0	1	0	0	0	3	0.23	0.21
106	0	0	0	1	0	0	0	3	0.23	0.21
107	0	0.68	0	0	0.32	0	0.0034	1	0	0.21
108	0	2.2e-05	0	0	1	0	0	4	0	0.16
109	0	0	0	1	0	0	0	3	0.23	0.21
110	0.024	0	0	0.98	0	0	0	3	0.23	0.21
111	0.028	0	0	0.97	0	0	0	3	0.23	0.21
112	0	0.0029	0	0	1	0	0	4	0	0.16
113	0	0	0	1	0	0	0	3	0.23	0.21
114	0	0	0	1	0	0	0	3	0.23	0.21
115	0.2	0	0	0.8	0	0	0	3	0.23	0.21
116	0	0	0	1	0	0	0	3	0.23	0.21
117	0.00049	0	0	1	0	0	0	3	0.23	0.21
118	0.0012	0	0	1	0	0	0	3	0.23	0.21
119	0.0097	0	0	0.99	0	0.0022	0	3	0.23	0.21
120	2.7e-05	0	0	1	0	0	1.7e-06	3	0.23	0.21
121	0	0.2	0	0	0.78	0	0.019	4	0	0.16
122	1.5e-06	0	0	1	0	0	0	3	0.23	0.21
123	0.00016	0	0	1	0	0	0	3	0.23	0.21
124	0.0028	0	0	1	0	0	0	3	0.23	0.21
