SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0.054	0.054	0	0	0	0.041	0.0005	0.003	0	0.013	0	0	0.16	0	0.68	0	0	0.00078	14	0.23	0.16
1	0.18	0.18	0	0	0	0.01	0.0028	0	0	0	0	0	0.53	0	0.089	0	0	0	12	0.23	0.21
2	0.17	0.17	0	0	0	0.022	0.0051	8.8e-06	0	0	0	0	0.5	0	0.12	0	0	0	12	0.23	0.21
3	0.08	0.08	0	0	0	0.49	0	0.021	0	0	0	0	0.23	0	0.097	0	0	0	5	0.18	0.21
4	0.0026	0.0026	0	0	0	0.051	3.7e-05	0.91	0	0	0	0	0.0075	0	0.00029	0.026	0	0	7	0.1	0.21
5	0.058	0.058	0.12	0.12	0	0	0	0	0	0	0.21	0	0.17	0	0.26	0.0011	0	0	14	0.23	0.16
6	0.1	0.1	0	0	0	0.2	0.00023	0.016	0	0	0	0	0.29	0	0.29	0	0	0	12	0.23	0.21
7	0.062	0.062	0	0	0	0.0013	2.3e-06	0	0	0	0	0	0.18	0	0.7	0	0	0	14	0.23	0.16
8	0.13	0.13	0	0	0	0.0013	0.35	0	0	0	0	0	0.37	0	0.016	0	0	0	12	0.23	0.21
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0.026	0.19
10	0.12	0.12	0	0	0	0.065	0.0015	0.0046	0	0	0	0	0.33	0	0.36	0	0	0	14	0.23	0.16
11	0.09	0.09	0.048	0.048	0	0	0	0	0	0	0.068	0	0.26	0	0.4	0.0019	0	0	14	0.23	0.16
12	0.2	0.2	0	0	0	0	0	0	0.00012	0	0	0	0.59	0	0	0	0	0	12	0.23	0.21
13	0.18	0.18	0	0	0	0	0.097	0	0.003	0	0	0	0.53	0	0.0012	0	0	0	12	0.23	0.21
14	0.19	0.19	0	0	0	0	0.039	0	0.0056	0	0	0	0.56	0	0.0051	0	0	0	12	0.23	0.21
15	0.0051	0.0051	0	0	0	0.016	0.6	0.016	0	0.017	0	0	0.015	0	0.27	3.5e-05	0	0.054	6	0.29	0.27
16	0.1	0.1	0	0	0	0.23	0.0003	0.031	0	0	0	0	0.3	0	0.23	0	0	0	12	0.23	0.21
17	0.15	0.15	0	0	0.0017	0.11	0	0.00033	0	0.004	0	0	0.42	0.015	0	0	0.16	7.3e-06	12	0.23	0.21
18	0.0055	0.0055	0.021	0.021	0	0	0	0	0	0	0.67	0	0.016	0	0.26	0.00032	0	0	10	0	0.14
19	0.0046	0.0046	0	0	0	0.16	0	0.81	0	0	0	0	0.013	0	0.0068	2.4e-06	0	0	7	0.1	0.21
20	0.2	0.2	0	0	0	0	0.0091	0	0.00072	0	0	0	0.58	0	0	0	0	0	12	0.23	0.21
21	0	0	0	0	0	0.0019	0	1	0	0	0	0	2.9e-06	0	5e-05	9.2e-06	0	0	7	0.1	0.21
22	0	0	0.47	0.47	0	0	0	0	0	0	0.057	0	0	0	0	0.0025	0	0	2	0	0.21
23	0.022	0.022	0	0	0	0.12	0.00072	0.66	0	0	0	0	0.063	0	0.0056	0.1	0	0	7	0.1	0.21
24	0.2	0.2	0	0	0	0	0.004	0	0	0	0	0	0.59	0	0	0	0	0	12	0.23	0.21
25	0	0	0.09	0.09	0	0	1.9e-05	2.2e-05	0	0	0.8	0	0	0	0	0.023	0	0	10	0	0.14
26	0.17	0.17	0	0	0	0	0.16	0	0	0	0	0	0.5	0	0	0	0	0	12	0.23	0.21
27	0.2	0.2	0	0	0	0	0.00012	0	0	0	0	0	0.59	0	0	0	0	0	12	0.23	0.21
28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0.23	0.023
29	0	0	0.46	0.46	0	0	0	0	0	0	0.073	0	0	0	0	0.0048	0	0	2	0	0.21
30	0	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	1	0	0	15	0.026	0.19
31	0	0	0	0	0	0.001	0	1	0	0	0	0	0	0	0	0	0	0	7	0.1	0.21
32	0	0	0.12	0.12	0	0	0	0	0	0	0.75	0	0	0	0	0.00011	0	0	10	0	0.14
33	0	0	0.078	0.078	0	0	0	0	0	0	0.84	0	0	0	0	0.0005	0	0	10	0	0.14
34	0	0	0.22	0.22	0	0	0	0	0	0	0.55	0	0	0	0	0.00044	0	0	10	0	0.14
35	0	0	0.48	0.48	0	0	0	0	0	0	0.031	0	0	0	0	0.0062	0	0	2	0	0.21
36	0.2	0.2	0	0	0	0	0.0025	0	0	0	0	0	0.59	0	0	0	0	0	12	0.23	0.21
37	0.019	0.019	0	0	0	0.27	5e-05	0.63	0	0	0	0	0.055	0	0.0076	5.2e-06	0	0	7	0.1	0.21
38	0	0	0	0	0	0	0	0	0	7.7e-05	0	0	0	0	0	0	0	1	17	0.1	0.023
39	0.2	0.2	0	0	0	0.0085	0.0012	0	0	0	0	0	0.57	0	0.027	0	0	0	12	0.23	0.21
40	0.0027	0.0027	0	0	0	0.11	0	0.87	0	0	0	0	0.0078	0	0.0044	8.9e-06	0	0	7	0.1	0.21
41	3.3e-06	3.3e-06	0.45	0.45	0	3.7e-05	0	0.0012	0	0	0.043	0	9.5e-06	0	2e-06	0.047	0	0	2	0	0.21
42	0	0	0.025	0.025	0	0	0	0	0	0	0.95	0	0	0	0	0.00046	0	0	10	0	0.14
43	0.007	0.007	0	0	0	0	0.97	0	0	0	0	0	0.02	0	0	0	0	0	6	0.29	0.27
44	0	0	0	0	0	0	1.4e-06	0	0	0	1	0	0	0	0	0	0	0	10	0	0.14
45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.2e-05	0.00073	13	0.13	0
46	0.084	0.084	0	0	0	3e-05	0.59	0	0	0	0	0	0.24	0	4.8e-06	0	0	0	6	0.29	0.27
47	0.1	0.1	0	0	0	0.055	0.0067	0.0036	0	3.2e-05	0	0	0.3	0	0.43	0	0	1.2e-06	14	0.23	0.16
48	0.007	0.007	0	0	0	0.0034	3.5e-06	4e-05	0	0.32	0	0	0.02	0	0.64	0	0	0.0019	14	0.23	0.16
49	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.95	0	0	0.029	0.015	13	0.13	0
50	0.2	0.2	0	0	0	0	0.0048	0	0	0	0	0	0.59	0	0	0	0	0	12	0.23	0.21
51	0.022	0.022	0	0	0	0.019	1.8e-05	0.0011	0	0.001	0	0	0.063	0	0.87	0	0	5.5e-05	14	0.23	0.16
52	0.057	0.057	0	0	0	0.0012	0	0	0	0	0	0	0.16	0	0.72	0	0	0	14	0.23	0.16
53	0.21	0.21	0	0	0	0	6.8e-05	0	0	0	0	0	0.59	0	0	0	0	0	12	0.23	0.21
54	0.11	0.11	0	0	0	0.37	0.0005	0.054	0	0	0	0	0.3	0	0.055	0	0	0	5	0.18	0.21
55	0.00041	0.00041	0	0	0	0.02	0	0.76	0	0	0	0	0.0012	0	0.082	0.14	0	9.3e-05	7	0.1	0.21
56	0	0	0.00051	0.00051	0	0	0	0	0	0	1	0	0	0	0	0.00028	0	0	10	0	0.14
57	0	0	0.067	0.067	0	0	0	0	0	0	0.86	0	0	0	0	0.0072	0	0	10	0	0.14
58	0.031	0.031	0	0	0	0.052	0	2.8e-05	0	0	0	0	0.088	0	0.8	0	0	0	14	0.23	0.16
59	0.057	0.057	0	0	0	0.0057	3.7e-05	0	0	0	0	0	0.17	0	0.71	0	0	0	14	0.23	0.16
60	0.16	0.16	0	0	0	0.16	0.046	0.0043	0	0	0	0	0.46	0	0.011	0	0	0	12	0.23	0.21
61	0.016	0.016	0	0	0	0.32	0	0.31	0	0	0	0	0.047	0	0.29	0	0	0	5	0.18	0.21
62	0	0	0	0	0.00049	0	0	0	0	0.014	0	0	0	1.4e-05	0	0	0.99	0	16	0.23	0
63	0	0	0.44	0.44	0	0	0	0	0	0	0.1	0	0	0	0	0.011	0	0	2	0	0.21
64	0.099	0.099	0	0	0	0.035	0.0025	0.00031	0	0	0	0	0.29	0	0.48	0	0	0	14	0.23	0.16
65	0.19	0.19	0	0	0	0.0081	0.022	0	0	0	0	0	0.54	0	0.057	0	0	0	12	0.23	0.21
66	0.0012	0.0012	0	0	0	0.24	0	0.76	0	0	0	0	0.0034	0	0.00014	0	0	0	7	0.1	0.21
67	0	0	0.21	0.21	0	0	0	0	0	0	0.58	0	0	0	0	0.0035	0	0	10	0	0.14
68	0	0	0.3	0.3	0	0	0	0	0	0	0.39	0	0	0	0	0.014	0	0	10	0	0.14
