SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0.055	0.013	0	0.055	0.041	0	0.15	0	0	0	0.003	0	0.0005	0	0	0	0	0	0.68	0.00077	18	0.23	0.16
1	0.19	0	0	0.19	0.01	0	0.52	0	0	0	0	0	0.0029	0	0	0	0	0	0.091	0	6	0.23	0.21
2	0.18	0	0	0.18	0.022	0	0.49	0	0	0	8.9e-06	0	0.0052	0	0	0	0	0	0.12	0	6	0.23	0.21
3	0.081	0	0	0.081	0.49	0	0.22	0	0	0	0.021	0	0	0	0	0	0	0	0.099	0	4	0.18	0.21
4	0.0026	0	0	0.0026	0.051	0	0.0073	0	0	0	0.91	0	3.8e-05	0	0.026	0	0	0	0.0003	0	10	0.1	0.21
5	0.065	0	0.095	0.065	0	0	0.18	0	0	0	0	0.095	0	0.015	0.0012	0.095	0.095	0	0.3	0	18	0.23	0.16
6	0.1	0	0	0.1	0.2	0	0.28	0	0	0	0.015	0	0.00023	0	0	0	0	0	0.29	0	18	0.23	0.16
7	0.062	0	0	0.062	0.0013	0	0.17	0	0	0	0	0	2.3e-06	0	0	0	0	0	0.7	0	18	0.23	0.16
8	0.13	0	0	0.13	0.0013	0	0.36	0	0	0	0	0	0.36	0	0	0	0	0	0.016	0	6	0.23	0.21
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0.026	0.19
10	0.12	0	0	0.12	0.066	0	0.32	0	0	0	0.0046	0	0.0015	0	0	0	0	0	0.37	0	18	0.23	0.16
11	0.092	0	0.034	0.092	0	0	0.26	0	0	0	0	0.034	0	0.0099	0.002	0.034	0.034	0	0.41	0	18	0.23	0.16
12	0.21	0	0	0.21	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	6	0.23	0.21
13	0.19	0	0	0.19	0	0	0.52	0	0	0	0	0	0.099	0	0	0	0	0.003	0.0013	0	6	0.23	0.21
14	0.2	0	0	0.2	0	0	0.55	0	0	0	0	0	0.04	0	0	0	0	0.0057	0.0052	0	6	0.23	0.21
15	0.0051	0.017	0	0.0051	0.016	0	0.014	0	0	0	0.016	0	0.6	0	3.5e-05	0	0	0	0.28	0.053	12	0.29	0.27
16	0.11	0	0	0.11	0.23	0	0.29	0	0	0	0.031	0	0.0003	0	0	0	0	0	0.23	0	6	0.23	0.21
17	0.15	0.004	0	0.15	0.11	0.0017	0.41	0	0.18	0.00087	0.00033	0	0	0	0	0	0	0	0	7.2e-06	6	0.23	0.21
18	0.01	0	0.027	0.01	0	0	0.029	0	0	0	0	0.027	0	0.35	0.0006	0.027	0.027	0	0.5	0	18	0.23	0.16
19	0.0047	0	0	0.0047	0.16	0	0.013	0	0	0	0.81	0	0	0	2.4e-06	0	0	0	0.007	0	10	0.1	0.21
20	0.21	0	0	0.21	0	0	0.57	0	0	0	0	0	0.0093	0	0	0	0	0.00073	0	0	6	0.23	0.21
21	1e-06	0	0	1e-06	0.002	0	2.8e-06	0	0	0	1	0	0	0	9.2e-06	0	0	0	5.1e-05	0	10	0.1	0.21
22	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.00087	0.0019	0.25	0.25	0	0	0	2	0	0.21
23	0.022	0	0	0.022	0.12	0	0.061	0	0	0	0.66	0	0.00073	0	0.1	0	0	0	0.0057	0	10	0.1	0.21
24	0.21	0	0	0.21	0	0	0.58	0	0	0	0	0	0.004	0	0	0	0	0	0	0	6	0.23	0.21
25	0	0	0.1	0	0	0	0	0	0	0	3.6e-05	0.1	3.1e-05	0.56	0.037	0.1	0.1	0	0	0	13	0	0.12
26	0.18	0	0	0.18	0	0	0.49	0	0	0	0	0	0.16	0	0	0	0	0	0	0	6	0.23	0.21
27	0.21	0	0	0.21	0	0	0.58	0	0	0	0	0	0.00012	0	0	0	0	0	0	0	6	0.23	0.21
28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.23	0.023
29	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.0018	0.0037	0.25	0.25	0	0	0	2	0	0.21
