SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	1	4.6e-06	0	0.23	0.21
1	1	0	0	0.23	0.21
2	1	0	0	0.23	0.21
3	1	0	0	0.23	0.21
4	0.94	0.058	0	0.23	0.21
5	0.99	0.0056	0	0.23	0.21
6	1	0	0	0.23	0.21
7	1	0	0	0.23	0.21
8	1	0	0	0.23	0.21
9	0	1	1	0.026	0.14
10	1	0	0	0.23	0.21
11	0.99	0.0068	0	0.23	0.21
12	1	0	0	0.23	0.21
13	1	0	0	0.23	0.21
14	1	0	0	0.23	0.21
15	0.94	0.062	0	0.23	0.21
16	1	0	0	0.23	0.21
17	1	0	0	0.23	0.21
18	0.88	0.12	0	0.23	0.21
19	1	2.6e-05	0	0.23	0.21
20	1	0	0	0.23	0.21
21	0.061	0.94	1	0.026	0.14
22	0	1	1	0.026	0.14
23	0.91	0.094	0	0.23	0.21
24	1	0	0	0.23	0.21
25	0	1	1	0.026	0.14
26	1	0	0	0.23	0.21
27	1	0	0	0.23	0.21
28	1	0	0	0.23	0.21
29	0	1	1	0.026	0.14
30	0	1	1	0.026	0.14
31	1	3.8e-06	0	0.23	0.21
32	0	1	1	0.026	0.14
33	0	1	1	0.026	0.14
34	0	1	1	0.026	0.14
35	0	1	1	0.026	0.14
36	1	0	0	0.23	0.21
37	1	6.5e-06	0	0.23	0.21
38	0	1	1	0.026	0.14
39	1	0	0	0.23	0.21
40	1	0.00024	0	0.23	0.21
41	0.0012	1	1	0.026	0.14
42	0	1	1	0.026	0.14
43	1	0	0	0.23	0.21
44	0	1	1	0.026	0.14
45	0	1	1	0.026	0.14
46	1	0	0	0.23	0.21
47	1	2.6e-06	0	0.23	0.21
48	1	0	0	0.23	0.21
49	0.29	0.71	1	0.026	0.14
50	1	0	0	0.23	0.21
51	1	3e-06	0	0.23	0.21
52	1	0	0	0.23	0.21
53	1	0	0	0.23	0.21
54	1	0	0	0.23	0.21
55	0.00017	1	1	0.026	0.14
56	0	1	1	0.026	0.14
57	0	1	1	0.026	0.14
58	1	0	0	0.23	0.21
59	1	0	0	0.23	0.21
60	1	0	0	0.23	0.21
61	1	1.3e-06	0	0.23	0.21
62	1	0	0	0.23	0.21
63	0	1	1	0.026	0.14
64	1	0	0	0.23	0.21
65	1	0	0	0.23	0.21
66	1	0	0	0.23	0.21
67	0	1	1	0.026	0.14
68	0	1	1	0.026	0.14
69	1	0	0	0.23	0.21
70	0	1	1	0.026	0.14
71	0.99	0.0085	0	0.23	0.21
72	0.0055	0.99	1	0.026	0.14
73	1	5.4e-06	0	0.23	0.21
74	0.75	0.25	0	0.23	0.21
75	1	0	0	0.23	0.21
76	1	0	0	0.23	0.21
77	1	0	0	0.23	0.21
78	1	0	0	0.23	0.21
79	0	1	1	0.026	0.14
80	0	1	1	0.026	0.14
81	0	1	1	0.026	0.14
82	1	0	0	0.23	0.21
83	1	0	0	0.23	0.21
84	0.026	0.97	1	0.026	0.14
85	1	0.00017	0	0.23	0.21
86	1	0	0	0.23	0.21
87	1	0	0	0.23	0.21
88	1	0	0	0.23	0.21
89	1	0	0	0.23	0.21
90	0	1	1	0.026	0.14
91	1	0	0	0.23	0.21
92	0.98	0.02	0	0.23	0.21
