SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0.12	6e-05	0.12	0.013	0	0.2	0.0073	0	0	0	0	0	0	0.00076	0.53	0	15	0.23	0.16
1	0	0.44	0.00013	0.44	0	0	0.017	0.029	0	0	0	0	0	0	0	0.073	0	3	0.23	0.21
2	0	0.42	0.00045	0.42	0	0	0.04	0.027	0	0	0	0	0	0	0	0.099	0	3	0.23	0.21
3	0	0.1	0	0.1	0	0	0.75	3.9e-05	0	0	0	0	0	0	0	0.043	0	6	0.18	0.19
4	0	0.087	1.8e-06	0.087	0	0	0.43	0.00013	0	0	0.39	0	0	0	0	0.0033	0	6	0.18	0.19
5	0.2	0.15	0	0.15	0	0.14	0	0	0	0	0.0012	0	0	0.14	0	0.23	0	15	0.23	0.16
6	0	0.19	2.7e-06	0.19	0	0	0.45	0.002	0	0	0	0	0	0	0	0.18	0	6	0.18	0.19
7	0	0.17	0	0.17	0	0	0.012	0.0054	0	0	0	0	0	0	0	0.65	0	15	0.23	0.16
8	0	0.31	0.11	0.31	0	0	0.00093	0.26	0	0	0	0	0	0	0	0.013	0	3	0.23	0.21
9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.026	0.19
10	0	0.27	0.0019	0.27	0	0	0.17	0.0076	0	0	0	0	0	0	0	0.29	0	15	0.23	0.16
11	0.067	0.23	0	0.23	0	0.055	0	1.5e-05	0	0	0.0022	0	0	0.055	0	0.35	2.1e-06	15	0.23	0.16
12	0	0.5	0	0.5	0	0	0	0.00037	0	0.00013	0	0	0	0	0	0	0	3	0.23	0.21
13	0	0.39	0.07	0.39	0	0	0	0.14	0	0.0027	0	0	0	0	0	0.00091	0	3	0.23	0.21
14	0	0.49	0.0014	0.49	0	0	0	0.0079	0	0.0061	0	0	0	0	0	0.0044	0	3	0.23	0.21
15	0	0.0035	0.87	0.0035	0.005	0	0.042	0.00024	0	0	1.1e-05	0	0	0	0.015	0.064	0	2	0.35	0.27
16	0	0.19	4e-06	0.19	0	0	0.46	0.0022	0	0	0	0	0	0	0	0.15	0	6	0.18	0.19
17	0	0.39	0	0.39	0.0046	0	0	0.0039	0.017	0	0	0	0.19	0	8.2e-06	0	0	3	0.23	0.21
18	0.68	0.015	0	0.015	0	0.025	0	0	0	0	0.00039	0	0	0.025	0	0.24	4.4e-05	0	0	0.14
19	0	0.026	0	0.026	0	0	0.94	8.5e-06	0	0	5.9e-06	0	0	0	0	0.013	0	6	0.18	0.19
20	0	0.46	0.0023	0.46	0	0	0	0.081	0	0.0007	0	0	0	0	0	0	0	3	0.23	0.21
21	0	8.3e-05	0	8.3e-05	0	0	1	0	0	0	0.00034	0	0	0	0	0.0014	0	6	0.18	0.19
22	0.049	0	0	0	0	0.47	0	0	0	0	0.0025	0	0	0.47	0	0	0	5	0	0.21
23	0	0.16	5.4e-05	0.16	0	0	0.32	0.00068	0	0	0.34	0	0	0	0	0.014	0	10	0.026	0.19
24	0	0.5	0.00013	0.5	0	0	0	0.0055	0	0	0	0	0	0	0	0	0	3	0.23	0.21
25	0.77	0	0	0	0	0.1	0	0	0	0	0.026	0	0	0.1	0	0	0.0029	0	0	0.14
26	0	0.37	0.26	0.37	0	0	0	0.00081	0	0	0	0	0	0	0	0	0	3	0.23	0.21
27	0	0.5	0.00068	0.5	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	3	0.23	0.21
28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0.23	0.023
29	0.062	0	0	0	0	0.47	0	0	0	0	0.0048	0	0	0.47	0	0	0	5	0	0.21
30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.026	0.19
31	0	2.4e-05	0	2.4e-05	0	0	1	0	0	0	0	0	0	0	0	1.7e-05	0	6	0.18	0.19
32	0.72	0	0	0	0	0.14	0	0	0	0	0.00013	0	0	0.14	0	0	0	0	0	0.14
33	0.82	0	0	0	0	0.09	0	0	0	0	0.00057	0	0	0.09	0	0	0	0	0	0.14
34	0.51	0	0	0	0	0.24	0	0	0	0	0.00048	0	0	0.24	0	0	0	0	0	0.14
35	0.027	0	0	0	0	0.48	0	0	0	0	0.0062	0	0	0.48	0	0	0	5	0	0.21
36	0	0.49	0.0013	0.49	0	0	0	0.011	0	0	0	0	0	0	0	0	0	3	0.23	0.21
37	0	0.11	0	0.11	0	0	0.76	0.00015	0	0	1.4e-05	0	0	0	0	0.016	0	6	0.18	0.19
38	0	0	0	0	7.9e-05	0	0	0	0	0	0	0	0	0	1	0	0	14	0.1	0.023
39	0	0.48	5.9e-06	0.48	0	0	0.0083	0.018	0	0	0	0	0	0	0	0.023	0	3	0.23	0.21
40	0	0.022	0	0.022	0	0	0.94	6.5e-06	0	0	3.3e-05	0	0	0	0	0.012	0	6	0.18	0.19
41	0.037	7.4e-06	0	7.4e-06	0	0.46	4.5e-05	0	0	0	0.047	0	0	0.46	0	0	0	5	0	0.21
42	0.94	0	0	0	0	0.029	0	0	0	0	0.00054	0	0	0.029	0	0	0	0	0	0.14
43	0	0.0019	0.99	0.0019	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	2	0.35	0.27
44	0.00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0.07
45	0	0	0	0	0	0	0	0.022	0.98	0	0	0	3.5e-05	0	0.00072	0	0	8	0.13	0
46	0	0.24	0.51	0.24	0	0	3.4e-06	0.0064	0	0	0	0	0	0	0	4.8e-06	0	2	0.35	0.27
47	0	0.24	0.0016	0.24	3.2e-05	0	0.16	0.025	0	0	0	0	0	0	1.1e-06	0.34	0	15	0.23	0.16
48	0	0.018	0	0.018	0.35	0	0.05	0.0012	0	0	0	0	0	0	0.0021	0.56	0	15	0.23	0.16
49	0	0	0	0	0.0021	0	0	0	0.95	0	0	0	0.032	0	0.015	0	0	8	0.13	0
50	0	0.44	0.0039	0.44	0	0	0	0.12	0	0	0	0	0	0	0	0	0	3	0.23	0.21
51	0	0.052	1.5e-06	0.052	0.0011	0	0.18	0.0023	0	0	0	0	0	0	5.5e-05	0.71	0	15	0.23	0.16
52	0	0.16	0	0.16	0	0	0.014	0.0015	0	0	0	0	0	0	0	0.67	0	15	0.23	0.16
53	0	0.49	0.0034	0.49	0	0	0	0.0095	0	0	0	0	0	0	0	0	0	3	0.23	0.21
54	0	0.24	3.1e-06	0.24	0	0	0.48	0.0012	0	0	0	0	0	0	0	0.043	0	6	0.18	0.19
55	0	0.0014	0	0.0014	0	0	0.69	0	0	0	0.21	0	0	0	0.00014	0.099	0	6	0.18	0.19
56	0.2	0	0	0	0	0.00012	0	0	0	0	6.3e-05	0	0	0.00012	0	0	0.8	16	0	0.07
57	0.84	0	0	0	0	0.077	0	0	0	0	0.0083	0	0	0.077	0	0	0.00021	0	0	0.14
58	0	0.054	0	0.054	0	0	0.41	0.00013	0	0	0	0	0	0	0	0.49	0	15	0.23	0.16
59	0	0.15	0	0.15	0	0	0.041	0.0094	0	0	0	0	0	0	0	0.65	0	15	0.23	0.16
60	0	0.44	0.002	0.44	0	0	0.091	0.011	0	0	0	0	0	0	0	0.01	0	3	0.23	0.21
61	0	0.014	0	0.014	0	0	0.89	7.1e-06	0	0	0	0	0	0	0	0.086	0	6	0.18	0.19
62	0	0	0	0	0.013	0	0	0	1.2e-05	0	0	0	0.99	0	0	0	0	12	0.23	0
63	0.091	0	0	0	0	0.45	0	0	0	0	0.011	0	0	0.45	0	0	0	5	0	0.21
64	0	0.23	0.00043	0.23	0	0	0.12	0.024	0	0	0	0	0	0	0	0.39	0	15	0.23	0.16
65	0	0.43	0.0016	0.43	0	0	0.0089	0.079	0	0	0	0	0	0	0	0.046	0	3	0.23	0.21
66	0	0.013	0	0.013	0	0	0.97	0	0	0	0	0	0	0	0	0.00051	0	6	0.18	0.19
67	0.54	0	0	0	0	0.23	0	0	0	0	0.0038	0	0	0.23	0	0	0	0	0	0.14
68	0.35	0	0	0	0	0.32	0	0	0	0	0.014	0	0	0.32	0	0	7.3e-06	0	0	0.14
69	0	0.29	2.9e-05	0.29	0	0	0.022	0.04	0	0	0	0	0	0	0	0.35	0	15	0.23	0.16
70	0.95	0	0	0	0	0.0084	0	0	0	0	0.00085	0	0	0.0084	0	0	0.035	0	0	0.14
71	0	0.11	1.3e-06	0.11	0	0	0.69	0.00058	0	0	0.002	0	0	0	0	0.086	0	6	0.18	0.19
72	0	0.0032	0	0.0032	0	0	0.082	5.4e-06	0	0	0.91	0	0	0	0	0.0038	0	10	0.026	0.19
73	0	0.066	0	0.066	0	0	0.54	0.00053	0	0	0	0	0	0	0	0.32	0	6	0.18	0.19
74	0	0.04	0	0.04	0	0	0.79	0.00013	0	0	0.0075	0	0	0	0	0.13	0	6	0.18	0.19
75	0	1.6e-05	0	1.6e-05	0	0	1	0	0	0	0	0	0	0	0	8.4e-06	0	6	0.18	0.19
76	0	0.1	0	0.1	0	0	0.0053	0.016	0	0	0	0	0	0	0	0.77	0	15	0.23	0.16
77	0	0.34	0.0092	0.34	0	0	0.12	0.04	0	0	0	0	0	0	0	0.16	0	3	0.23	0.21
78	0	0.35	8.2e-05	0.35	0	0	0.062	0.025	0	0	0	0	0	0	0	0.21	0	3	0.23	0.21
79	0.21	0	0	0	0	0.00026	0	0	0	0	0.00014	0	0	0.00026	2.5e-06	0	0.79	16	0	0.07
80	0.81	0	0	0	0	0.093	0	0	0	0	2.9e-05	0	0	0.093	0	0	0	0	0	0.14
81	0.019	0	0	0	0	0.49	0	0	0	0	0.0011	0	0	0.49	0	0	0	5	0	0.21
82	0	0	0	0	0.0005	0	0	0	0.39	0	0	0	0.61	0	3.3e-06	0	0	12	0.23	0
83	0	0.46	0.00015	0.46	0	0	0.026	0.02	0	0	0	0	0	0	0	0.039	0	3	0.23	0.21
84	0.0036	1.9e-05	0	1.9e-05	0	0.48	4.5e-05	0	0	0	0.027	0	0	0.48	0	0	0	5	0	0.21
85	0	0.34	0.0087	0.34	0	0	0.17	0.028	0	0	0.00022	0	0	0	0	0.11	0	3	0.23	0.21
86	0	0.3	2e-05	0.3	0	0	0.1	0.015	0	0	0	0	0	0	0	0.27	0	3	0.23	0.21
87	0	0.4	0	0.4	0	0	0.15	0.0023	0	0	0	0	0	0	0	0.049	0	3	0.23	0.21
88	0	0.32	0	0.32	0	0	0.24	0.0018	0	0	0	0	0	0	0	0.12	0	3	0.23	0.21
89	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0011	0	0	4	0.23	0.023
90	0.044	0	0	0	0	0.48	0	0	0	0	0.0043	0	0	0.48	0	0	0	5	0	0.21
91	0	0.17	0	0.17	0	0	0.13	0.0025	0	0	0	0	0	0	0	0.53	0	15	0.23	0.16
92	0	0.14	3.6e-05	0.14	1.2e-05	0	0.39	0.0042	0	0	0.0012	0	0	0	1.4e-05	0.33	0	6	0.18	0.19
93	0.82	0	0	0	0	0.084	0	0	0	0	0.0067	0	0	0.084	0	0	7.7e-05	0	0	0.14
94	0	0.45	1.4e-05	0.45	0	0	0.014	0.028	0	0	0	0	0	0	0	0.065	0	3	0.23	0.21
95	0	0.085	0	0.085	0	0	0.074	0.0031	0	0	0	0	0	0	0	0.75	0	15	0.23	0.16
96	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0.23	0.023
97	0	0.045	0	0.045	0	0	0.17	4.3e-05	0	0	0	0	0	0	0	0.74	0	15	0.23	0.16
98	0	0.12	0	0.12	0	0	0.71	4.5e-05	0	0	0	0	0	0	0	0.06	0	6	0.18	0.19
99	0	0.0061	0	0.0061	0	0	0.00042	0.0025	0	0	0	0	0	0	0	0.98	0	15	0.23	0.16
100	0	0.16	1.1e-06	0.16	0	0	0.6	0.00078	0	0	0	0	0	0	0	0.085	0	6	0.18	0.19
101	0	0.41	0	0.41	0	0	0.037	0.005	0	0	0	0	0	0	0	0.14	0	3	0.23	0.21
102	0	0.0087	0	0.0087	0	0	0.9	2.5e-06	0	0	0	0	0	0	0	0.08	0	6	0.18	0.19
103	0	0.039	0	0.039	0	0	0.12	0.00082	0	0	0	0	0	0	0	0.8	0	15	0.23	0.16
104	0	0.47	0	0.47	0	0	0.056	0.0013	0	0	0	0	0	0	0	0.0035	0	3	0.23	0.21
105	0	0.18	0	0.18	0	0	0.068	0.0073	0	0	0	0	0	0	0	0.57	0	15	0.23	0.16
106	0	0.13	0	0.13	0	0	0.26	0.00017	0	0	0	0	0	0	0	0.48	0	15	0.23	0.16
107	0.0073	0	0	0	0	0.5	0	0	0	0	0.0011	0	0	0.5	0	0	0	5	0	0.21
108	0.99	0	0	0	0	1.8e-06	0	0	0	0	0	0	0	1.8e-06	0	0	0.015	0	0	0.14
109	0	0.0072	0	0.0072	0	0	0.024	2.2e-05	0	0	0	0	0	0	0	0.96	0	15	0.23	0.16
110	0	0.13	4.6e-06	0.13	0	0	0.0016	0.09	0	0	0	0	0	0	0	0.66	0	15	0.23	0.16
111	0	0.23	0.00031	0.23	0	0	0.012	0.092	0	0	0	0	0	0	0	0.43	0	15	0.23	0.16
112	0.99	0	0	0	0	0.0057	0	0	0	0	4.4e-06	0	0	0.0057	0	0	0	0	0	0.14
113	0	0.068	0	0.068	0	0	0.24	7.2e-05	0	0	0	0	0	0	0	0.63	0	15	0.23	0.16
114	0	0.33	0	0.33	0	0	0.32	0.00032	0	0	0	0	0	0	0	0.0074	0	3	0.23	0.21
115	0	0.27	0.18	0.27	0	0	0.016	0.16	0	3.1e-05	0	0	0	0	0	0.088	0	3	0.23	0.21
116	0	0.32	0	0.32	0	0	0.32	8.8e-05	0	0	0	0	0	0	0	0.037	0	3	0.23	0.21
117	0	0.4	4.6e-05	0.4	0	0	0.029	0.026	0	0	0	0	0	0	0	0.14	0	3	0.23	0.21
118	0	0.14	3.2e-06	0.14	0	0	0.076	0.0096	0	0	0	0	0	0	0	0.63	0	15	0.23	0.16
119	0	0.12	0.00011	0.12	0.00082	0	0.1	0.014	0	0	0	0	0	0	3.9e-06	0.65	0	15	0.23	0.16
120	0	0.13	0	0.13	0	0	0.6	0.00086	0	0	0	0	0	0	0	0.14	0	6	0.18	0.19
121	0.35	0	0	0	0	0.31	0	0	0	0	0.028	0	0	0.31	0	0	0.00011	0	0	0.14
122	0	0.094	0	0.094	0	0	0.11	0.00054	0	0	0	0	0	0	0	0.71	0	15	0.23	0.16
123	0	0.16	5.7e-06	0.16	0	0	0.45	0.0024	0	0	0	0	0	0	0	0.24	0	6	0.18	0.19
124	0	0.34	0.0016	0.34	0	0	0.17	0.021	0	0	0	0	0	0	0	0.14	0	3	0.23	0.21
125	0	0.2	0	0.2	0	0	0.47	0.0012	0	0	0	0	0	0	0	0.13	0	6	0.18	0.19
126	0	0.28	0	0.28	0	0	0.057	0.0064	0	0	0	0	0	0	0	0.37	0	15	0.23	0.16
127	0.025	0	0	0	0	0.49	0	0	0	0	0.0022	0	0	0.49	0	0	0	5	0	0.21
128	0	0.13	0	0.13	0	0	0.08	0.00018	0	0	0	0	0	0	0	0.66	0	15	0.23	0.16
129	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0.23	0.023
130	0.0015	0	0	0	0	0.5	0	0	0	0	0.001	0	0	0.5	0	0	0	5	0	0.21
131	0	0.45	0.00081	0.45	0	0	0.0022	0.082	0	0	0	0	0	0	0	0.013	0	3	0.23	0.21
132	0	0.22	4.4e-06	0.22	0	0	0.39	0.0029	0	0	0	0	0	0	0	0.18	0	6	0.18	0.19
133	0	0.25	1.7e-06	0.25	0	0	0.45	0.001	0	0	0	0	0	0	0	0.041	0	6	0.18	0.19
134	0	0.4	3.5e-06	0.4	0	0	0.033	0.014	0	0	0	0	0	0	0	0.15	0	3	0.23	0.21
135	0	0.032	0	0.032	0	0	0.02	0.00019	0	0	0	0	0	0	0	0.92	0	15	0.23	0.16
136	0.18	0	0	0	0	0.4	0	0	0	0	0.017	0	0	0.4	0	0	1.6e-06	5	0	0.21
137	0	0.024	0	0.024	0	0	0.81	0	0	0	0	0	0	0	0	0.14	0	6	0.18	0.19
138	0	0.32	1.1e-06	0.32	0	0	0.21	0.0038	0	0	0	0	0	0	0	0.14	0	3	0.23	0.21
139	0	0.17	0.00026	0.17	5.6e-06	0	0.19	0.015	0	0	0	0	0	0	0	0.45	0	15	0.23	0.16
140	0	0.072	0	0.072	0	0	0.79	0.00014	0	0	0	0	0	0	0	0.071	0	6	0.18	0.19
141	0	0.38	1.3e-06	0.38	0	0	0.19	0.0022	0	0	0	0	0	0	0	0.047	0	3	0.23	0.21
142	0.9	0	0	0	0	0.049	0	0	0	0	0.0032	0	0	0.049	0	0	0.00051	0	0	0.14
143	0	0.32	0.045	0.32	0	0	0.047	0.096	0	0	0	0	0	0	0	0.18	0	3	0.23	0.21
144	0	0.44	0.00026	0.44	0	0	0.017	0.04	0	0	0	0	0	0	0	0.056	0	3	0.23	0.21
145	0	0.44	0.0044	0.44	0	0	0.00061	0.11	0	0	0	0	0	0	0	0.003	0	3	0.23	0.21
146	0	0.36	0.0048	0.36	0	0	0.12	0.033	0	0	0	0	0	0	0	0.13	0	3	0.23	0.21
147	0	0.49	0	0.49	0	0	0.009	0.0024	0	0	0	0	0	0	0	0.0018	0	3	0.23	0.21
148	0	0.3	7.2e-06	0.3	0	0	0.19	0.006	0	0	0	0	0	0	0	0.2	0	3	0.23	0.21
149	0	0	0	0	3.1e-05	0	0	0	0	0	0	0	0	0	1	0	0	14	0.1	0.023
150	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9.7e-06	0	0	4	0.23	0.023
151	0	0.098	0	0.098	0	0	0.57	9.9e-05	0	0	0	0	0	0	0	0.24	0	6	0.18	0.19
152	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0.23	0.023
153	0	0.35	0.14	0.35	0	0	0.055	0.059	0	1.2e-06	3.3e-06	0	0	0	0	0.038	0	3	0.23	0.21
154	0	0.34	0	0.34	0	0	0.29	0.00016	0	0	0	0	0	0	0	0.024	0	3	0.23	0.21
