SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0.073	0	0.68	0	0	0	0.18	0.003	0	0	0	0	0.00073	0.041	0.018	2	0.23	0.16
1	0.25	0	0.092	0	0	0	0.64	0	0	0	0	0	0.0042	0.01	0	6	0.23	0.21
2	0.24	0	0.12	0	0	0	0.61	8.9e-06	0	0	0	0	0.0077	0.022	0	6	0.23	0.21
3	0.11	0	0.099	0	0	0	0.27	0.021	0	0	0	0	0	0.5	0	13	0.18	0.21
4	0.0036	0	0.0003	0	0	0	0.0089	0.91	0.026	0	0	0	5.6e-05	0.052	0	7	0.1	0.21
5	0.078	0.24	0.27	0	0	0	0.2	0	0.0011	0.21	0	0	0	0	0	2	0.23	0.16
6	0.14	0	0.29	0	0	0	0.35	0.015	0	0	0	0	0.00034	0.21	0	6	0.23	0.21
7	0.084	0	0.7	0	0	0	0.21	0	0	0	0	0	3.4e-06	0.0013	0	2	0.23	0.16
8	0.15	0	0.014	0	0	0	0.38	0	0	0	0	0	0.45	0.0012	0	12	0.29	0.27
9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0.026	0.19
10	0.16	0	0.37	0	0	0	0.4	0.0046	0	0	0	0	0.0023	0.066	0	6	0.23	0.21
11	0.12	0.095	0.4	0	0	0	0.31	0	0.0019	0.069	0	0	0	0	0	2	0.23	0.16
12	0.28	0	0	0	0.00013	0	0.72	0	0	0	0	0	0	0	0	6	0.23	0.21
13	0.24	0	0.0012	0	0.0029	0	0.61	0	0	0	0	0	0.14	0	0	6	0.23	0.21
14	0.27	0	0.0052	0	0.0056	0	0.67	0	0	0	0	0	0.058	0	0	6	0.23	0.21
15	0.0055	0	0.22	0	0	0	0.014	0.013	2.8e-05	0	0	0	0.7	0.013	0.032	12	0.29	0.27
16	0.14	0	0.23	0	0	0	0.36	0.031	0	0	0	0	0.00044	0.24	0	6	0.23	0.21
17	0.2	0	0	0.0018	0	0.18	0.51	0.00033	0	0	0.00089	0	0	0.11	0.0047	6	0.23	0.21
18	0.0075	0.041	0.26	0	0	0	0.019	0	0.00032	0.67	0	0	0	0	0	9	0	0.14
19	0.0063	0	0.007	0	0	0	0.016	0.81	2.4e-06	0	0	0	0	0.17	0	7	0.1	0.21
20	0.28	0	0	0	0.00073	0	0.7	0	0	0	0	0	0.014	0	0	6	0.23	0.21
21	1.4e-06	0	5.1e-05	0	0	0	3.4e-06	1	9.2e-06	0	0	0	0	0.002	0	7	0.1	0.21
22	0	0.94	0	0	0	0	0	0	0.0025	0.058	0	0	0	0	0	1	0	0.21
23	0.03	0	0.0057	0	0	0	0.075	0.66	0.1	0	0	0	0.0011	0.13	0	7	0.1	0.21
24	0.28	0	0	0	0	0	0.71	0	0	0	0	0	0.006	0	0	6	0.23	0.21
25	0	0.18	0	0	0	0	0	2.2e-05	0.022	0.8	0	0	2.8e-05	0	0	9	0	0.14
26	0.22	0	0	0	0	0	0.56	0	0	0	0	0	0.22	0	0	6	0.23	0.21
27	0.28	0	0	0	0	0	0.72	0	0	0	0	0	0.00018	0	0	6	0.23	0.21
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.2	0.023
29	0	0.92	0	0	0	0	0	0	0.0048	0.073	0	0	0	0	0	1	0	0.21
30	0	0	0	0	0	0	0	0.00033	1	0	0	0	0	0	0	8	0.026	0.19
31	0	0	0	0	0	0	0	1	0	0	0	0	0	0.001	0	7	0.1	0.21
32	0	0.25	0	0	0	0	0	0	0.00011	0.75	0	0	0	0	0	9	0	0.14
33	0	0.16	0	0	0	0	0	0	0.0005	0.84	0	0	0	0	0	9	0	0.14
34	0	0.45	0	0	0	0	0	0	0.00044	0.55	0	0	0	0	0	9	0	0.14
35	0	0.96	0	0	0	0	0	0	0.0062	0.032	0	0	0	0	0	1	0	0.21
36	0.28	0	0	0	0	0	0.71	0	0	0	0	0	0.0038	0	0	6	0.23	0.21
37	0.026	0	0.0078	0	0	0	0.066	0.63	5.2e-06	0	0	0	7.4e-05	0.27	0	7	0.1	0.21
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.2	0.023
39	0.27	0	0.028	0	0	0	0.69	0	0	0	0	0	0.0019	0.0087	0	6	0.23	0.21
40	0.0037	0	0.0045	0	0	0	0.0093	0.87	8.9e-06	0	0	0	0	0.12	0	7	0.1	0.21
41	4.5e-06	0.91	2.1e-06	0	0	0	1.1e-05	0.0012	0.047	0.043	0	0	0	3.8e-05	0	1	0	0.21
42	0	0.05	0	0	0	0	0	0	0.00046	0.95	0	0	0	0	0	9	0	0.14
43	0.0065	0	0	0	0	0	0.016	0	0	0	0	0	0.98	0	0	12	0.29	0.27
44	0	0	0	0	0	0	0	0	0	1	0	0	2.1e-06	0	0	9	0	0.14
45	0	0	0	0	0	2.8e-05	0	0	0	0	1	0	0	0	0	10	0.1	0
46	0.089	0	3.8e-06	0	0	0	0.22	0	0	0	0	0	0.69	2.3e-05	0	12	0.29	0.27
47	0.14	0	0.44	0	0	0	0.35	0.0036	0	0	0	0	0.0099	0.055	3.6e-05	2	0.23	0.16
48	0.009	0	0.61	0	0	0	0.023	3.7e-05	0	0	0	0	4.9e-06	0.0032	0.35	2	0.23	0.16
49	0	0	0	0	0	0.052	0	0	0	0	0.93	0	0	0	0.015	10	0.1	0
50	0.28	0	0	0	0	0	0.71	0	0	0	0	0	0.0073	0	0	6	0.23	0.21
51	0.029	0	0.88	0	0	0	0.074	0.0011	0	0	0	0	2.7e-05	0.019	0.0015	2	0.23	0.16
52	0.077	0	0.73	0	0	0	0.19	0	0	0	0	0	0	0.0012	0	2	0.23	0.16
53	0.28	0	0	0	0	0	0.72	0	0	0	0	0	0.0001	0	0	6	0.23	0.21
54	0.14	0	0.057	0	0	0	0.36	0.054	0	0	0	0	0.00075	0.38	0	13	0.18	0.21
55	0.00055	0	0.084	0	0	0	0.0014	0.76	0.14	0	0	0	0	0.02	0	7	0.1	0.21
56	0	0.001	0	0	0	0	0	0	0.00027	1	0	0	0	0	0	9	0	0.14
57	0	0.13	0	0	0	0	0	0	0.0072	0.86	0	0	0	0	0	9	0	0.14
58	0.041	0	0.8	0	0	0	0.1	2.8e-05	0	0	0	0	0	0.052	0	2	0.23	0.16
59	0.078	0	0.72	0	0	0	0.19	0	0	0	0	0	5.5e-05	0.0057	0	2	0.23	0.16
60	0.22	0	0.011	0	0	0	0.54	0.0042	0	0	0	0	0.068	0.16	0	6	0.23	0.21
61	0.022	0	0.29	0	0	0	0.055	0.31	0	0	0	0	0	0.32	0	13	0.18	0.21
62	0	0	0	0.00045	0	1	0	0	0	0	0	0	0	0	0.0039	5	0.23	0
63	0	0.88	0	0	0	0	0	0	0.011	0.11	0	0	0	0	0	1	0	0.21
64	0.13	0	0.49	0	0	0	0.34	0.00031	0	0	0	0	0.0037	0.035	0	2	0.23	0.16
65	0.26	0	0.059	0	0	0	0.64	0	0	0	0	0	0.032	0.0082	0	6	0.23	0.21
66	0.0016	0	0.00014	0	0	0	0.0041	0.75	0	0	0	0	0	0.24	0	7	0.1	0.21
67	0	0.41	0	0	0	0	0	0	0.0035	0.58	0	0	0	0	0	9	0	0.14
68	0	0.6	0	0	0	0	0	0	0.014	0.39	0	0	0	0	0	1	0	0.21
69	0.16	0	0.42	0	0	0	0.41	0	0	0	0	0	0.00082	0.0059	0	2	0.23	0.16
70	0	0.015	0	0	0	0	0	0	0.00075	0.98	0	0	0	0	0	9	0	0.14
71	0.05	0	0.086	0	0	0	0.13	0.51	0.0015	0	0	0	0.00013	0.23	0	7	0.1	0.21
72	0.0011	0	0.0029	0	0	0	0.0028	0.45	0.53	0	0	0	0	0.017	0	8	0.026	0.19
73	0.059	0	0.62	0	0	0	0.15	0.035	0	0	0	0	1.4e-05	0.14	0	2	0.23	0.16
74	0.021	0	0.15	0	0	0	0.054	0.62	0.0066	0	0	0	4.3e-06	0.15	0	7	0.1	0.21
75	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0026	0	7	0.1	0.21
76	0.05	0	0.82	0	0	0	0.13	0	0	0	0	0	5.4e-06	0.00043	0	2	0.23	0.16
77	0.19	0	0.2	0	0	0	0.49	0.0037	0	0	0	0	0.048	0.068	0	6	0.23	0.21
78	0.2	0	0.26	0	0	0	0.51	2.9e-06	0	0	0	0	0.0025	0.026	0	6	0.23	0.21
79	0	0.0021	0	0	0	0	0	0	0.00058	1	0	0	0	0	0	9	0	0.14
80	0	0.16	0	0	0	0	0	0	2.5e-05	0.84	0	0	0	0	0	9	0	0.14
81	0	0.98	0	0	0	0	0	0	0.0011	0.022	0	0	0	0	0	1	0	0.21
82	0	0	0	0	0	0.98	0	0	0	0	0.016	0	0	0	0.0033	5	0.23	0
83	0.26	0	0.048	0	0	0	0.66	0	0	0	0	0	0.0061	0.021	0	6	0.23	0.21
84	1.1e-05	0.97	1.2e-06	0	0	0	2.8e-05	0.0018	0.027	0.0043	0	0	1.3e-06	7.8e-05	0	1	0	0.21
85	0.19	0	0.13	0	0	0	0.48	0.031	0.0002	0	0	0	0.053	0.12	0	6	0.23	0.21
86	0.18	0	0.34	0	0	0	0.44	1.1e-05	0	0	0	0	0.00082	0.035	0	6	0.23	0.21
87	0.24	0	0.063	0	0	0	0.59	6.7e-06	0	0	0	0	0.00023	0.11	0	6	0.23	0.21
88	0.21	0	0.16	0	0	0	0.52	1.8e-05	0	0	0	0	8.7e-05	0.12	0	6	0.23	0.21
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.2	0.023
90	0	0.94	0	0	0	0	0	0	0.0043	0.052	0	0	0	0	0	1	0	0.21
91	0.096	0	0.64	0	0	0	0.24	0	0	0	0	0	1.1e-05	0.021	0	2	0.23	0.16
92	0.092	0	0.48	0	0	0	0.23	0.075	0.0013	0	0	0	0.00076	0.12	2.7e-05	2	0.23	0.16
93	0	0.15	0	0	0	0	0	0	0.0058	0.85	0	0	0	0	0	9	0	0.14
94	0.26	0	0.082	0	0	0	0.65	0	0	0	0	0	0.0016	0.0093	0	6	0.23	0.21
95	0.043	0	0.84	0	0	0	0.11	0	0	0	0	0	1.2e-05	0.0075	0	2	0.23	0.16
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.2	0.023
97	0.025	0	0.9	0	0	0	0.063	0	0	0	0	0	0	0.01	0	2	0.23	0.16
98	0.12	0	0.14	0	0	0	0.31	0.00021	0	0	0	0	0	0.43	0	13	0.18	0.21
99	0.0028	0	0.99	0	0	0	0.0071	0	0	0	0	0	0	7.3e-06	0	2	0.23	0.16
100	0.11	0	0.13	0	0	0	0.28	0.12	0	0	0	0	0.00027	0.36	0	13	0.18	0.21
101	0.23	0	0.17	0	0	0	0.58	0	0	0	0	0	2.2e-05	0.014	0	6	0.23	0.21
102	0.02	0	0.41	0	0	0	0.051	0.16	0	0	0	0	0	0.36	0	2	0.23	0.16
103	0.02	0	0.92	0	0	0	0.051	6.9e-06	0	0	0	0	0	0.008	0	2	0.23	0.16
104	0.25	0	0.004	0	0	0	0.62	2e-06	0	0	0	0	0.0012	0.13	0	6	0.23	0.21
105	0.096	0	0.65	0	0	0	0.24	0	0	0	0	0	6.8e-05	0.011	0	2	0.23	0.16
106	0.084	0	0.67	0	0	0	0.21	0	0	0	0	0	0	0.034	0	2	0.23	0.16
107	0	0.99	0	0	0	0	0	0	0.0011	0.0087	0	0	0	0	0	1	0	0.21
108	0	3.1e-06	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0.14
109	0.0034	0	0.99	0	0	0	0.0086	0	0	0	0	0	0	0.00042	0	2	0.23	0.16
110	0.067	0	0.76	0	0	0	0.17	0	0	0	0	0	6.8e-05	0.00018	0	2	0.23	0.16
111	0.13	0	0.53	0	0	0	0.33	0	0	0	0	0	0.0022	0.0029	0	2	0.23	0.16
112	0	0.0096	0	0	0	0	0	0	3.7e-06	0.99	0	0	0	0	0	9	0	0.14
113	0.041	0	0.83	0	0	0	0.1	0	0	0	0	0	0	0.02	0	2	0.23	0.16
114	0.16	0	0.0076	0	0	0	0.4	0.00091	0	0	0	0	0.00017	0.44	0	13	0.18	0.21
115	0.17	0	0.12	0	3.3e-05	0	0.43	2.3e-05	0	0	0	0	0.26	0.012	0	6	0.23	0.21
116	0.21	0	0.052	0	0	0	0.53	0	0	0	0	0	0	0.21	0	6	0.23	0.21
117	0.23	0	0.17	0	0	0	0.58	0	0	0	0	0	0.0031	0.015	0	6	0.23	0.21
118	0.075	0	0.73	0	0	0	0.19	2.4e-06	0	0	0	0	8.5e-05	0.011	0	2	0.23	0.16
119	0.064	0	0.76	0	0	0	0.16	0.00021	0	0	0	0	0.00071	0.016	0.00072	2	0.23	0.16
120	0.1	0	0.24	0	0	0	0.25	0.12	1.2e-06	0	0	0	0.00018	0.28	0	13	0.18	0.21
121	0	0.59	0	0	0	0	0	1.3e-05	0.026	0.39	0	0	0	0	0	1	0	0.21
122	0.05	0	0.82	0	0	0	0.13	0	0	0	0	0	0	0.0084	0	2	0.23	0.16
123	0.12	0	0.38	0	0	0	0.29	0.035	0	0	0	0	0.00039	0.17	0	2	0.23	0.16
124	0.2	0	0.18	0	0	0	0.5	0.0051	0	0	0	0	0.019	0.1	0	6	0.23	0.21
125	0.15	0	0.21	0	0	0	0.38	0.0054	0	0	0	0	0.00014	0.25	0	6	0.23	0.21
126	0.15	0	0.45	0	0	0	0.39	0	0	0	0	0	3.8e-05	0.013	0	2	0.23	0.16
127	0	0.97	0	0	0	0	0	0	0.0022	0.029	0	0	0	0	0	1	0	0.21
128	0.067	0	0.76	0	0	0	0.17	0	0	0	0	0	0	0.0063	0	2	0.23	0.16
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.2	0.023
130	0	1	0	0	0	0	0	0	0.001	0.0018	0	0	0	0	0	1	0	0.21
131	0.27	0	0.017	0	0	0	0.67	0	0	0	0	0	0.038	0.0033	0	6	0.23	0.21
132	0.15	0	0.27	0	0	0	0.39	0.0082	0	0	0	0	0.00046	0.18	0	6	0.23	0.21
133	0.15	0	0.054	0	0	0	0.39	0.023	0	0	0	0	0.00064	0.38	0	6	0.23	0.21
134	0.23	0	0.18	0	0	0	0.58	0	0	0	0	0	0.00066	0.015	0	6	0.23	0.21
135	0.015	0	0.95	0	0	0	0.038	0	0	0	0	0	0	0.00078	0	2	0.23	0.16
136	0	0.77	0	0	0	0	0	1.4e-06	0.017	0.21	0	0	0	0	0	1	0	0.21
137	0.047	0	0.6	0	0	0	0.12	0	0	0	0	0	0	0.23	0	2	0.23	0.16
138	0.2	0	0.2	0	0	0	0.5	5.7e-05	0	0	0	0	0.00027	0.1	0	6	0.23	0.21
139	0.1	0	0.58	0	0	0	0.26	0.004	0	0	0	0	0.002	0.049	7e-06	2	0.23	0.16
140	0.065	0	0.14	0	0	0	0.16	0.24	0	0	0	0	1.1e-05	0.4	0	13	0.18	0.21
141	0.22	0	0.059	0	0	0	0.56	8.9e-05	0	0	0	0	0.00072	0.16	0	6	0.23	0.21
142	0	0.084	0	0	0	0	0	0	0.0027	0.91	0	0	0	0	0	9	0	0.14
143	0.18	0	0.23	0	0	0	0.46	0.00019	0	0	0	0	0.1	0.025	0	6	0.23	0.21
144	0.26	0	0.071	0	0	0	0.65	0	0	0	0	0	0.011	0.014	0	6	0.23	0.21
145	0.23	0	0.0034	0	0	0	0.58	0	0	0	0	0	0.18	0.0016	0	6	0.23	0.21
146	0.21	0	0.16	0	0	0	0.52	0.0025	0	0	0	0	0.038	0.076	0	6	0.23	0.21
147	0.28	0	0.0022	0	0	0	0.69	0	0	0	0	0	0.0014	0.028	0	6	0.23	0.21
148	0.18	0	0.27	0	0	0	0.46	9.9e-05	0	0	0	0	0.00076	0.081	0	6	0.23	0.21
149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.2	0.023
150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.2	0.023
151	0.093	0	0.49	0	0	0	0.23	8.7e-05	0	0	0	0	1.3e-06	0.18	0	2	0.23	0.16
152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.2	0.023
153	0.16	0	0.038	0	0	0	0.4	0.0043	2.5e-06	0	0	0	0.35	0.051	0	6	0.23	0.21
154	0.21	0	0.032	0	0	0	0.53	0	0	0	0	0	1.7e-06	0.23	0	6	0.23	0.21
155	0.14	0	0.35	0	0	0	0.34	1.1e-05	0	0	0	0	0	0.17	0	2	0.23	0.16
