SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.0011	0	0	0	0.3	0.32	0.36	0	0	0.021	6	0.18	0.16
1	0.0015	0	0	0	0.99	0.0029	0.005	0	0	0	4	0.23	0.21
2	0.0027	0	0	0	0.97	0.0072	0.016	0	0	0	4	0.23	0.21
3	0	0	0	0	0.41	0.004	0.59	0	0	0	6	0.18	0.16
4	0	0	0	0	0.12	4.4e-05	0.032	0.85	0	0	7	0.026	0.21
5	0	0	0.28	0.26	0.42	0.04	0	0.00095	0	0	4	0.23	0.21
6	4.5e-05	0	0	0	0.56	0.035	0.4	0	0	0	4	0.23	0.21
7	5e-05	0	0	0	0.84	0.13	0.026	0	0	0	4	0.23	0.21
8	0.12	0	0	0	0.88	0.00029	0.00014	0	0	0	4	0.23	0.21
9	0	0	0	0	0	0	0	1	0	0	7	0.026	0.21
10	0.013	0	0	0	0.75	0.073	0.17	0	0	0	4	0.23	0.21
11	0	0	0.12	0.089	0.71	0.083	0	0.0019	0	0	4	0.23	0.21
12	0	0	0	0	1	0	0	0	0	0	4	0.23	0.21
13	0.13	0	0	0	0.87	2.1e-05	0	0	0	0	4	0.23	0.21
14	0.00027	0	0	0	1	2.4e-05	0	0	0	0	4	0.23	0.21
15	0.0048	0	0	0	0.029	0.27	0.59	9.7e-06	0	0.11	6	0.18	0.16
16	5.6e-05	0	0	0	0.61	0.024	0.37	0	0	0	4	0.23	0.21
17	0.0037	0	0	0	0.79	0	0	0	0.2	0.0044	4	0.23	0.21
18	0	0	0.046	0.79	0.04	0.12	0	0.00011	0	0	3	0	0.14
19	0	0	0	0	0.13	0.0017	0.87	1.2e-05	0	0	6	0.18	0.16
20	0.022	0	0	0	0.98	0	0	0	0	0	4	0.23	0.21
21	0	0	0	0	8e-05	0.00019	1	2.2e-05	0	0	6	0.18	0.16
22	0	0	0.94	0.061	0	0	0	0.0029	0	0	2	0	0.21
23	1.4e-05	0	0	0	0.27	0.0005	0.05	0.68	0	0	7	0.026	0.21
24	0.00011	0	0	0	1	0	0	0	0	0	4	0.23	0.21
25	0	0	0.17	0.82	0	0	0	0.011	0	0	3	0	0.14
26	0.00012	0	0	0	1	0	0	0	0	0	4	0.23	0.21
27	7.6e-06	0	0	0	1	0	0	0	0	0	4	0.23	0.21
28	0	0	0	0	0	0	0	0	0	1	9	0.18	0.023
29	0	0	0.92	0.077	0	0	0	0.0059	0	0	2	0	0.21
30	0	0	0	0	0	0	0	1	0	0	7	0.026	0.21
31	0	0	0	0	0.00017	0	1	0	0	0	6	0.18	0.16
32	0	0	0.24	0.76	0	0	0	2e-05	0	0	3	0	0.14
33	0	0	0.15	0.85	0	0	0	0.00011	0	0	3	0	0.14
34	0	0	0.43	0.57	0	0	0	0.00014	0	0	3	0	0.14
35	0	0	0.96	0.033	0	0	0	0.011	0	0	2	0	0.21
36	0.00045	0	0	0	1	0	0	0	0	0	4	0.23	0.21
37	0	0	0	0	0.59	0.0016	0.41	6.2e-05	0	0	4	0.23	0.21
38	0	0	0	0	0	0	0	0	0	1	9	0.18	0.023
39	8.7e-05	0	0	0	1	0.00015	0.00076	0	0	0	4	0.23	0.21
40	0	0	0	0	0.1	0.0019	0.89	6.2e-05	0	0	6	0.18	0.16
41	0	0	0.86	0.043	2e-05	0	1.8e-05	0.099	0	0	2	0	0.21
42	0	0	0.047	0.95	0	0	0	7.2e-05	0	0	3	0	0.14
43	0.82	0	0	0	0.18	0	0	0	0	0	0	0.35	0.21
44	0	0	0	1	0	0	0	0	0	0	3	0	0.14
45	1	0	0	0	0	0	0	0	6.5e-05	6.3e-05	0	0.35	0.21
46	0.007	0	0	0	0.99	0	0	0	0	0	4	0.23	0.21
47	0.0086	0	0	0	0.67	0.13	0.19	0	0	4.1e-05	4	0.23	0.21
48	9.8e-05	0	0	0	0.03	0.57	0.16	0	0	0.24	5	0.23	0.14
49	0	0	0	0	0	0	0	0	0.55	0.45	8	0.23	0
50	0.056	0	0	0	0.94	0	0	0	0	0	4	0.23	0.21
51	0.00017	0	0	0	0.096	0.49	0.42	0	0	0.0014	5	0.23	0.14
52	1e-06	0	0	0	0.89	0.082	0.031	0	0	0	4	0.23	0.21
53	0.00012	0	0	0	1	0	0	0	0	0	4	0.23	0.21
54	1.3e-05	0	0	0	0.81	0.003	0.19	0	0	0	4	0.23	0.21
55	0	0	0	0	0.00076	0.032	0.96	0.0048	0	1.6e-06	6	0.18	0.16
56	0	0	0.00096	1	0	0	0	2.4e-05	0	0	3	0	0.14
57	0	0	0.13	0.87	0	0	0	0.0026	0	0	3	0	0.14
58	0	0	0	0	0.13	0.12	0.75	0	0	0	6	0.18	0.16
59	0.00047	0	0	0	0.64	0.26	0.1	0	0	0	4	0.23	0.21
60	0.00046	0	0	0	0.99	0.00015	0.0083	0	0	0	4	0.23	0.21
61	0	0	0	0	0.021	0.018	0.96	0	0	0	6	0.18	0.16
62	0	0	0	0	0	0	0	0	1	0.00046	8	0.23	0
63	0	0	0.88	0.11	0	0	0	0.013	0	0	2	0	0.21
64	0.0063	0	0	0	0.71	0.13	0.15	0	0	0	4	0.23	0.21
65	0.0069	0	0	0	0.99	0.0011	0.0017	0	0	0	4	0.23	0.21
66	0	0	0	0	0.25	2.5e-05	0.75	0	0	0	6	0.18	0.16
67	0	0	0.4	0.6	0	0	0	0.0016	0	0	3	0	0.14
68	0	0	0.59	0.4	0	0	0	0.011	0	0	2	0	0.21
69	0.0032	0	0	0	0.93	0.047	0.02	0	0	0	4	0.23	0.21
70	0	0	0.014	0.99	0	0	0	0.00014	0	0	3	0	0.14
71	1.1e-05	0	0	0	0.35	0.019	0.63	0.0025	0	0	6	0.18	0.16
72	0	0	0	0	0.0099	0.00088	0.086	0.9	0	0	7	0.026	0.21
73	6.7e-06	0	0	0	0.14	0.1	0.76	0	0	0	6	0.18	0.16
74	0	0	0	0	0.081	0.032	0.88	0.003	0	0	6	0.18	0.16
75	0	0	0	0	0.00016	0	1	0	0	0	6	0.18	0.16
76	0.00094	0	0	0	0.66	0.32	0.021	0	0	0	4	0.23	0.21
77	0.015	0	0	0	0.88	0.028	0.073	0	0	0	4	0.23	0.21
78	0.0016	0	0	0	0.94	0.02	0.035	0	0	0	4	0.23	0.21
79	0	0	0.002	1	0	0	0	6.8e-05	0	0	3	0	0.14
80	0	0	0.16	0.84	0	0	0	3e-06	0	0	3	0	0.14
81	0	0	0.98	0.023	0	0	0	0.0015	0	0	2	0	0.21
82	0	0	0	0	0	0	0	0	0.99	0.0056	8	0.23	0
83	0.00078	0	0	0	0.99	0.00098	0.005	0	0	0	4	0.23	0.21
84	0	0	0.88	0.0041	4.9e-05	0	8e-06	0.11	0	0	2	0	0.21
85	0.0086	0	0	0	0.89	0.015	0.085	0.00039	0	0	4	0.23	0.21
86	0.00076	0	0	0	0.89	0.035	0.078	0	0	0	4	0.23	0.21
87	4.9e-06	0	0	0	0.97	0.00091	0.028	0	0	0	4	0.23	0.21
88	4.9e-06	0	0	0	0.9	0.0052	0.093	0	0	0	4	0.23	0.21
89	0	0	0	0	0	0	0	0	0	1	9	0.18	0.023
90	0	0	0.94	0.054	0	0	0	0.0059	0	0	2	0	0.21
91	2.2e-05	0	0	0	0.66	0.13	0.22	0	0	0	4	0.23	0.21
92	0.00043	0	0	0	0.34	0.13	0.53	0.00076	0	4.4e-05	6	0.18	0.16
93	0	0	0.14	0.86	0	0	0	0.0021	0	0	3	0	0.14
94	0.00038	0	0	0	1	0.0011	0.0026	0	0	0	4	0.23	0.21
95	0.00011	0	0	0	0.3	0.46	0.23	0	0	0	5	0.23	0.14
96	0	0	0	0	0	0	0	0	0	1	9	0.18	0.023
97	0	0	0	0	0.18	0.24	0.59	0	0	0	6	0.18	0.16
98	0	0	0	0	0.53	0.003	0.47	0	0	0	4	0.23	0.21
99	0.00013	0	0	0	0.018	0.98	0.0036	0	0	0	5	0.23	0.14
100	9.8e-06	0	0	0	0.53	0.013	0.46	0	0	0	4	0.23	0.21
101	6.8e-06	0	0	0	0.99	0.0024	0.0098	0	0	0	4	0.23	0.21
102	0	0	0	0	0.012	0.012	0.98	0	0	0	6	0.18	0.16
103	1.5e-05	0	0	0	0.096	0.52	0.39	0	0	0	5	0.23	0.14
104	0	0	0	0	1	8.3e-06	0.002	0	0	0	4	0.23	0.21
105	0.00023	0	0	0	0.69	0.18	0.13	0	0	0	4	0.23	0.21
106	0	0	0	0	0.56	0.044	0.4	0	0	0	4	0.23	0.21
107	0	0	0.99	0.0091	0	0	0	0.0022	0	0	2	0	0.21
108	0	0	3e-06	1	0	0	0	0	0	0	3	0	0.14
109	0	0	0	0	0.029	0.74	0.23	0	0	0	5	0.23	0.14
110	0.025	0	0	0	0.75	0.22	0.0051	0	0	0	4	0.23	0.21
111	0.034	0	0	0	0.85	0.1	0.017	0	0	0	4	0.23	0.21
112	0	0	0.0091	0.99	0	0	0	0	0	0	3	0	0.14
113	0	0	0	0	0.28	0.13	0.6	0	0	0	6	0.18	0.16
114	0	0	0	0	0.97	5.9e-05	0.03	0	0	0	4	0.23	0.21
115	0.25	0	0	0	0.73	0.012	0.0081	0	0	0	4	0.23	0.21
116	0	0	0	0	0.95	0.00032	0.054	0	0	0	4	0.23	0.21
117	0.00067	0	0	0	0.98	0.0078	0.011	0	0	0	4	0.23	0.21
118	0.00094	0	0	0	0.54	0.28	0.18	0	0	0	4	0.23	0.21
119	0.0044	0	0	0	0.32	0.45	0.23	0	0	0.00066	5	0.23	0.14
120	1.4e-05	0	0	0	0.38	0.031	0.58	0	0	0	6	0.18	0.16
121	0	0	0.58	0.4	0	0	0	0.024	0	0	2	0	0.21
122	1.1e-06	0	0	0	0.51	0.17	0.32	0	0	0	4	0.23	0.21
123	9.6e-05	0	0	0	0.44	0.063	0.49	0	0	0	6	0.18	0.16
124	0.0034	0	0	0	0.88	0.02	0.093	0	0	0	4	0.23	0.21
125	1e-05	0	0	0	0.65	0.015	0.33	0	0	0	4	0.23	0.21
126	4.6e-05	0	0	0	0.91	0.037	0.05	0	0	0	4	0.23	0.21
127	0	0	0.97	0.031	0	0	0	0.0032	0	0	2	0	0.21
128	0	0	0	0	0.75	0.071	0.18	0	0	0	4	0.23	0.21
129	0	0	0	0	0	0	0	0	0	1	9	0.18	0.023
130	0	0	0.99	0.0019	0	0	0	0.0033	0	0	2	0	0.21
131	0.0029	0	0	0	1	8.8e-05	0.00018	0	0	0	4	0.23	0.21
132	7.5e-05	0	0	0	0.66	0.028	0.31	0	0	0	4	0.23	0.21
133	7e-06	0	0	0	0.83	0.0024	0.16	0	0	0	4	0.23	0.21
134	0.00013	0	0	0	0.98	0.006	0.011	0	0	0	4	0.23	0.21
135	0	0	0	0	0.2	0.65	0.15	0	0	0	5	0.23	0.14
136	0	0	0.76	0.22	0	0	0	0.018	0	0	2	0	0.21
137	0	0	0	0	0.063	0.0093	0.93	0	0	0	6	0.18	0.16
138	3.5e-05	0	0	0	0.89	0.0094	0.1	0	0	0	4	0.23	0.21
139	0.0041	0	0	0	0.49	0.21	0.29	0	0	8.5e-06	4	0.23	0.21
140	0	0	0	0	0.25	0.011	0.74	0	0	0	6	0.18	0.16
141	7.9e-06	0	0	0	0.96	0.0013	0.043	0	0	0	4	0.23	0.21
142	0	0	0.081	0.92	0	0	0	0.00083	0	0	3	0	0.14
143	0.082	0	0	0	0.85	0.038	0.033	0	0	0	4	0.23	0.21
144	0.0016	0	0	0	0.99	0.0014	0.0034	0	0	0	4	0.23	0.21
145	0.0038	0	0	0	1	8.2e-06	2.3e-05	0	0	0	4	0.23	0.21
146	0.0077	0	0	0	0.92	0.016	0.059	0	0	0	4	0.23	0.21
147	0	0	0	0	1	1.7e-06	0.00018	0	0	0	4	0.23	0.21
148	0.00013	0	0	0	0.85	0.025	0.12	0	0	0	4	0.23	0.21
149	0	0	0	0	0	0	0	0	0	1	9	0.18	0.023
150	0	0	0	0	0	0	0	0	0	1	9	0.18	0.023
151	0	0	0	0	0.29	0.041	0.67	0	0	0	6	0.18	0.16
152	0	0	0	0	0	0	0	0	0	1	9	0.18	0.023
153	0.037	0	0	0	0.94	0.003	0.016	1e-05	0	0	4	0.23	0.21
154	0	0	0	0	0.96	0.00014	0.036	0	0	0	4	0.23	0.21
155	0	0	0	0	0.57	0.016	0.42	0	0	0	4	0.23	0.21
156	0	0	0.76	0.24	0	0	0	0.00059	0	0	2	0	0.21
157	0.018	0	0	0	0.93	0.018	0.037	0	0	0	4	0.23	0.21
158	0.00011	0	0	0	0.45	0.063	0.49	0	0	0	6	0.18	0.16
159	0.00027	0	0	0	0.99	0.002	0.0054	0	0	0	4	0.23	0.21
160	0	0	0	0	0.72	0.014	0.26	0	0	0	4	0.23	0.21
161	0.003	0	0	0	0.98	0.0017	0.012	0	0	0	4	0.23	0.21
162	0.74	0	0	0	0.25	0.0064	0.00022	0	0	0	0	0.35	0.21
163	6.4e-05	0	0	0	0.95	0.0074	0.044	0	0	0	4	0.23	0.21
164	0	0	0.021	0.98	0	0	0	0.0006	0	0	3	0	0.14
165	0.024	0	0	0	0.71	0.11	0.16	4.4e-05	0	0.00024	4	0.23	0.21
166	0.0016	0	0	0	0.89	0.047	0.065	0	0	0	4	0.23	0.21
167	4.7e-05	0	0	0	0.18	0.78	0.047	0	0	0	5	0.23	0.14
168	4.9e-06	0	0	0	0.79	0.021	0.19	0	0	0	4	0.23	0.21
169	0	0	0	0	0.0048	0.00035	0.014	0.98	0	0	7	0.026	0.21
170	0	0	0	0	0	0	0	0	0.24	0.76	9	0.18	0.023
171	0.00032	0	0	0	0.88	0.06	0.063	0	0	0	4	0.23	0.21
172	0	0	0	0	0.0054	0.47	0.52	0	0	0	6	0.18	0.16
173	0	0	0	0	0.99	0.0014	0.01	0	0	0	4	0.23	0.21
174	0.0066	0	0	0	0.71	0.21	0.072	0	0	0	4	0.23	0.21
175	0.06	0	0	0	0.91	0.024	0.0046	0	0	0	4	0.23	0.21
176	0	0	0	0	2e-05	0.00031	8.9e-05	0	0.7	0.3	8	0.23	0
177	5.1e-05	0	0	0	0.9	0.063	0.038	0	0	0	4	0.23	0.21
178	0	0	0	0	0	0	0	0	0.39	0.61	9	0.18	0.023
179	0	0	0	0	6.1e-05	0.00047	0.00079	0	0.29	0.71	9	0.18	0.023
180	0.0061	0	0	0	0.53	0.35	0.12	0	0	0	4	0.23	0.21
181	0.27	0	0	0	0.73	0.0012	7.7e-05	0	0	0	4	0.23	0.21
182	0	0	0.96	0.039	0	0	0	0	0	0	2	0	0.21
183	0.026	0	0	0	0.92	0.041	0.016	0	0	0	4	0.23	0.21
184	0	0	0	0	0	0	0	0	0.79	0.21	8	0.23	0
185	0.0011	0	0	0	0.98	0.012	0.0041	0	0	0	4	0.23	0.21
186	0.38	0	0	0	0.62	0.00089	0.00017	0	0	0	4	0.23	0.21
187	0.00065	0	0	0	0.94	0.028	0.028	0	0	0	4	0.23	0.21
188	0.0041	0	0	0	0.97	0.017	0.0041	0	0	0	4	0.23	0.21
189	0	0	0.0069	0.99	0	0	0	0.00033	0	0	3	0	0.14
190	0	0	0	0	0	0	0	0	1	0	8	0.23	0
191	0.00015	0	0	0	0.0054	0.99	9.7e-06	0	0	0	5	0.23	0.14
192	7.2e-06	0	0	0	0.42	0.042	0.53	0	0	0	6	0.18	0.16
193	8.8e-06	0	0	0	0.92	0.0015	0.083	0	0	0	4	0.23	0.21
194	0.56	0	0	0	0.44	0.00028	0.00017	0	0	0	0	0.35	0.21
195	0.0007	0	0	0	0.99	0.00038	0.011	0	0	0	4	0.23	0.21
196	0.0026	0	0	0	0.4	0.49	0.11	0	0	0	5	0.23	0.14
197	0	0	0	0	0	0	0	0	0.39	0.61	9	0.18	0.023
198	0	0	0.64	0.28	7.5e-05	5.1e-06	9.9e-05	0.081	0	0	2	0	0.21
199	0.00014	0	0	0	0.97	0.0038	0.028	0	0	0	4	0.23	0.21
200	0.0039	0	0	0	0.78	0.079	0.14	0	0	0	4	0.23	0.21
201	0.0014	0	0	0	0.44	0.18	0.38	1.1e-05	0	0.0011	4	0.23	0.21
202	0	0	0	0	0.51	0.23	0.27	0	0	0	4	0.23	0.21
203	0.0041	0	0	0	0.62	0.19	0.19	0	0	0	4	0.23	0.21
204	0.032	0	0	0	0.82	0.07	0.075	0	0	0	4	0.23	0.21
205	5.7e-06	0	0	0	0.95	0.011	0.041	0	0	0	4	0.23	0.21
206	0	0	0	0	0.38	0.0099	0.61	0	0	0	6	0.18	0.16
207	0	0	0.96	0.04	0	0	0	3.2e-05	0	0	2	0	0.21
