SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	2	0.34	0.19	0.23	0.31
1	0.27	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0.24	0.089	0	0	8.7e-05	2	0.34	0.19	0.23	0.31
2	0.06	0	1.4e-06	0	0	0	0	0	0	0	0.0004	0	0	0	0	0.94	0	0	0.00013	15	0.34	0.26	0.32	0.25
3	0.93	0	5.3e-05	0	0	0	0	0	0	0	0	0	0	0	1.3e-05	0.065	0	0	0	0	0.62	0.26	0.32	0.36
4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5.4e-06	0	8	0	0.021	0.18	0.083
5	4e-06	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	8.9e-06	0	0	0	2	0.34	0.19	0.23	0.31
6	0.016	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0	0	0.057	15	0.34	0.26	0.32	0.25
7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3e-05	0	0	0	0	0.62	0.26	0.32	0.36
8	0.55	0	0.0044	0	0	0	0	0	0	0	1.3e-06	0	0	0	0.00031	0.44	0	0	0.00057	0	0.62	0.26	0.32	0.36
9	0	0	0	0	0	0	0	0.17	0	0.019	0	0	0	5.2e-05	0	0	0	0.81	0	17	0	0.13	0.071	0.028
10	0	0	0	0	0	0	0	1	0	0.00082	0	0	0	0	0	0	0	0	0	7	0	0.17	0.25	0.11
11	0	0	0	0	0.051	4.5e-06	0	0	0	0	0	0.95	0	0	0	0	0	0	0	11	0.34	0	0	0.22
12	0	0	0	0	0	0	0	0.0032	0	0.00031	0	0	0	0	0	0	0	1	0	17	0	0.13	0.071	0.028
13	0.084	0	0.017	0	0	0	0	0	0	0	0	0	0	0	9.4e-06	0.9	0	0	0.00071	15	0.34	0.26	0.32	0.25
14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0.26	0	0	0
15	0.057	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0.43	0.0012	0	0	0	2	0.34	0.19	0.23	0.31
16	0	0	0	0	0	0	0	0.98	0	0.0045	0	0	0	0.0093	0	0	0	0.0078	0	7	0	0.17	0.25	0.11
17	0.35	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0.0059	0.39	0	0	5e-06	15	0.34	0.26	0.32	0.25
18	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.34	0.26	0.32	0.25
19	0.0016	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0.42	0.048	0	0	0	2	0.34	0.19	0.23	0.31
20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0.17	0.25	0.11
21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.62	0.09	0	0.17
22	0.0001	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	2	0.34	0.19	0.23	0.31
23	1	0	5.1e-05	0	0	0	0	0	0	0	0	0	0	0	1.9e-06	0.0001	0	0	0	0	0.62	0.26	0.32	0.36
24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0.17	0.25	0.11
25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.00061	0	8	0	0.021	0.18	0.083
26	0.018	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.38	0.11	0	0	0	2	0.34	0.19	0.23	0.31
27	0.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	15	0.34	0.26	0.32	0.25
28	0	0.0027	0	0	0	0	0	0.99	0.00025	0.0037	0	0	0	0	0	0	0	0	0	7	0	0.17	0.25	0.11
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0.13	0.071	0.028
30	0.094	0	0.00027	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0	1.5e-05	15	0.34	0.26	0.32	0.25
31	0	0	0	0	0	0	0	0.22	0.00072	0.24	0	0	0	2e-05	0	0	0	0.54	0	17	0	0.13	0.071	0.028
32	0.0066	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	2	0.34	0.19	0.23	0.31
