SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	0.14	0.86	0	0	1	0.34	0.19	0.32	0.25
1	4.9e-06	0.31	0.69	0	2	0.66	0.19	0.32	0.36
2	0	0.99	0.013	0	1	0.34	0.19	0.32	0.25
3	0	0.6	0.4	0	1	0.34	0.19	0.32	0.25
4	0	0	0	1	3	0	0.13	0.18	0.083
5	0	0.69	0.31	0	1	0.34	0.19	0.32	0.25
6	0	1	0.0035	0	1	0.34	0.19	0.32	0.25
7	0	0.53	0.47	0	1	0.34	0.19	0.32	0.25
8	0	0.9	0.1	0	1	0.34	0.19	0.32	0.25
9	0	0	0	1	3	0	0.13	0.18	0.083
10	0	0	0	1	3	0	0.13	0.18	0.083
11	1	0	0	0	0	0.38	0.09	0.076	0.17
12	0	0	0	1	3	0	0.13	0.18	0.083
13	0	1	0.0011	0	1	0.34	0.19	0.32	0.25
14	1	0	0	0	0	0.38	0.09	0.076	0.17
15	0	0.023	0.98	0	2	0.66	0.19	0.32	0.36
16	0	0	0	1	3	0	0.13	0.18	0.083
17	0	0.99	0.014	0	1	0.34	0.19	0.32	0.25
18	0	1	0	0	1	0.34	0.19	0.32	0.25
19	0	0.98	0.025	0	1	0.34	0.19	0.32	0.25
20	0	0	0	1	3	0	0.13	0.18	0.083
21	1	0	0	0	0	0.38	0.09	0.076	0.17
22	0	0.0038	1	0	2	0.66	0.19	0.32	0.36
23	0	0.95	0.054	0	1	0.34	0.19	0.32	0.25
24	0	0	0	1	3	0	0.13	0.18	0.083
25	0	0	0	1	3	0	0.13	0.18	0.083
26	0	0.83	0.17	0	1	0.34	0.19	0.32	0.25
27	0	1	0	0	1	0.34	0.19	0.32	0.25
28	0	0	0	1	3	0	0.13	0.18	0.083
29	0	0	0	1	3	0	0.13	0.18	0.083
30	0	1	0.00012	0	1	0.34	0.19	0.32	0.25
31	0	0	0	1	3	0	0.13	0.18	0.083
32	0	1.2e-05	1	0	2	0.66	0.19	0.32	0.36
33	0	0	0	1	3	0	0.13	0.18	0.083
34	0	0.15	0.85	0	2	0.66	0.19	0.32	0.36
35	0	1	1.3e-05	0	1	0.34	0.19	0.32	0.25
36	1	0	0	0	0	0.38	0.09	0.076	0.17
37	0	0.031	0.97	0	2	0.66	0.19	0.32	0.36
38	0	1	0	0	1	0.34	0.19	0.32	0.25
39	0	0.89	0.11	0	1	0.34	0.19	0.32	0.25
40	0	0	0	1	3	0	0.13	0.18	0.083
41	0	0.89	0.11	0	1	0.34	0.19	0.32	0.25
42	0	0	0	1	3	0	0.13	0.18	0.083
43	0	0	0	1	3	0	0.13	0.18	0.083
44	0	0.081	0.92	0	2	0.66	0.19	0.32	0.36
45	0.13	0.63	0.24	0	1	0.34	0.19	0.32	0.25
46	0	0.045	0.95	0	2	0.66	0.19	0.32	0.36
47	1	0	0	0	0	0.38	0.09	0.076	0.17
48	0.0012	1	0.00081	0	1	0.34	0.19	0.32	0.25
49	0	0	0	1	3	0	0.13	0.18	0.083
50	0	0.36	0.64	0	2	0.66	0.19	0.32	0.36
51	0	0.65	0.35	0	1	0.34	0.19	0.32	0.25
52	0	0	0	1	3	0	0.13	0.18	0.083
53	0	0.96	0.041	0	1	0.34	0.19	0.32	0.25
54	0	0.074	0.93	0	2	0.66	0.19	0.32	0.36
55	0	0.79	0.21	0	1	0.34	0.19	0.32	0.25
56	0	0.42	0.58	0	2	0.66	0.19	0.32	0.36
57	0	1	0.0022	0	1	0.34	0.19	0.32	0.25
58	0	0	0	1	3	0	0.13	0.18	0.083
59	0	0	0	1	3	0	0.13	0.18	0.083
60	1	0	0	0	0	0.38	0.09	0.076	0.17
61	1	0	0	0	0	0.38	0.09	0.076	0.17
62	0	0.36	0.64	0	2	0.66	0.19	0.32	0.36
63	0	0	0	1	3	0	0.13	0.18	0.083
64	0	0.98	0.017	0	1	0.34	0.19	0.32	0.25
65	0	1	2.8e-05	0	1	0.34	0.19	0.32	0.25
66	1	0	0	0	0	0.38	0.09	0.076	0.17
67	0	0	0	1	3	0	0.13	0.18	0.083
68	1	0	0	0	0	0.38	0.09	0.076	0.17
69	0	0.93	0.075	0	1	0.34	0.19	0.32	0.25
70	1	0	0	0	0	0.38	0.09	0.076	0.17
71	0	0.93	0.067	0	1	0.34	0.19	0.32	0.25
72	0	0.89	0.11	0	1	0.34	0.19	0.32	0.25
73	0	0.74	0.26	0	1	0.34	0.19	0.32	0.25
74	0	0.25	0.75	0	2	0.66	0.19	0.32	0.36
75	0	0	0	1	3	0	0.13	0.18	0.083
76	0	0.8	0.2	0	1	0.34	0.19	0.32	0.25
77	1	0	0	0	0	0.38	0.09	0.076	0.17
78	1	0	0	0	0	0.38	0.09	0.076	0.17
79	0	0	0	1	3	0	0.13	0.18	0.083
80	0	0.054	0.95	0	2	0.66	0.19	0.32	0.36
81	0	0.12	0.88	0	2	0.66	0.19	0.32	0.36
82	0	0.75	0.25	0	1	0.34	0.19	0.32	0.25
83	0	0.97	0.033	0	1	0.34	0.19	0.32	0.25
84	0	0	0	1	3	0	0.13	0.18	0.083
85	1	0	0	0	0	0.38	0.09	0.076	0.17
86	0	0.28	0.72	0	2	0.66	0.19	0.32	0.36
87	0	0.2	0.8	0	2	0.66	0.19	0.32	0.36
88	0	0.44	0.56	0	2	0.66	0.19	0.32	0.36
89	0	0.95	0.051	0	1	0.34	0.19	0.32	0.25
90	0	1	0	0	1	0.34	0.19	0.32	0.25
91	0	0.018	0.98	0	2	0.66	0.19	0.32	0.36
92	0	0.93	0.067	0	1	0.34	0.19	0.32	0.25
93	0	1.6e-06	0	1	3	0	0.13	0.18	0.083
94	0	0	0	1	3	0	0.13	0.18	0.083
95	0	0.53	0.47	0	1	0.34	0.19	0.32	0.25
96	0	1	1.5e-05	0	1	0.34	0.19	0.32	0.25
97	0	1	0	2.9e-05	1	0.34	0.19	0.32	0.25
98	0	0.62	0.38	0	1	0.34	0.19	0.32	0.25
99	1	0	0	0	0	0.38	0.09	0.076	0.17
100	1	0	0	0	0	0.38	0.09	0.076	0.17
101	0	0.049	0.95	0	2	0.66	0.19	0.32	0.36
102	0	0	0	1	3	0	0.13	0.18	0.083
103	0	0.18	0.82	0	2	0.66	0.19	0.32	0.36
104	0	0.72	0.28	0	1	0.34	0.19	0.32	0.25
105	0	1	1.3e-05	0	1	0.34	0.19	0.32	0.25
106	0	0	0	1	3	0	0.13	0.18	0.083
107	0	0.00025	1	0	2	0.66	0.19	0.32	0.36
108	0	0	0	1	3	0	0.13	0.18	0.083
109	0	0	0	1	3	0	0.13	0.18	0.083
110	0	1	0	0	1	0.34	0.19	0.32	0.25
111	0	0.028	0.97	0	2	0.66	0.19	0.32	0.36
112	0	0.84	0.16	0	1	0.34	0.19	0.32	0.25
