SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
0	0.051	0	1.5e-06	0	5.7e-05	0	0	0	0	0	0	0	0	0.34	0	0	0	0	0.61	0	18	0.66	0.33	0.48	0.42
1	0.27	0.0077	0.027	0	0.0047	0	0.31	0	0.03	0	0.2	0	0.11	0.035	0	0	0	0	0.0068	0	6	0.66	0.18	0.23	0.31
2	0	0	0	0	0.36	0	0	0	0.01	0	2.4e-05	0	2.3e-06	0.35	0	0	0	0	0.28	0	4	0.66	0.33	0.6	0.53
3	0.00036	5e-06	1.8e-05	0	3.7e-05	0	4.2e-06	0	0.0044	0	0.16	0	0.087	0.68	0	0	0	0	0.066	0	13	0.66	0.33	0.44	0.42
4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0.021	0.18	0.083
5	0.22	0.00011	0.00039	0	0	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.66	0.18	0.23	0.31
6	0.076	0.0058	0.021	0	2e-05	0	0	0	0.11	0	0.017	0	0.77	0.0021	0	0	0	0	0.00017	0	12	0.34	0.26	0.3	0.42
7	5.7e-06	1.1e-06	4.1e-06	0	0	0	0	0	0.00018	0	0.91	0	0.094	0.00024	0	0	0	0	0	0	10	0.62	0.26	0.32	0.42
8	0.0061	3.4e-05	0.00012	0	0.066	0	5.7e-05	0	0.025	0	0.064	0	0.026	0.64	0	0	0	0	0.17	0	13	0.66	0.33	0.44	0.42
9	0	0	0	0	0	0.99	0	0	0	5.7e-06	0	0	0	0	4.1e-06	0	0	0.011	0	0	5	0	0.17	0.25	0.083
10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8.7e-05	0	0	0.00048	0	0	5	0	0.17	0.25	0.083
11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4.6e-05	0	0	0	0	11	0.34	0	0	0.17
12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	5	0	0.17	0.25	0.083
13	0.2	0.00097	0.0034	0	0.0039	0	1.6e-05	0	0.012	0	0.1	0	0.046	0.55	0	0	0	0	0.078	0	13	0.66	0.33	0.44	0.42
14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.26	0	0	0
15	0.052	0.0018	0.0063	0	0	0	0.84	0	7.6e-05	0	0.05	0	0.048	8.4e-05	0	0	0	0	9.4e-06	0	6	0.66	0.18	0.23	0.31
16	0	0	0	0	0	1	0	0	0	3.8e-06	0	0	0	0	0.0032	0	0	0.0017	0	0	5	0	0.17	0.25	0.083
17	0.7	0.024	0.085	0	0	0	0.0029	0	0.012	0	0.061	0	0.11	0.0067	0	0	0	0	0.00028	0	0	0.34	0.19	0.25	0.25
18	2.7e-05	0	0	0	0.00014	0	0	0	0.00012	0	1.6e-05	0	5e-06	0.86	0	0	0	0	0.14	0	13	0.66	0.33	0.44	0.42
19	0.72	0.0011	0.0038	0	0	0	0.27	0	0.00073	0	1.3e-05	0	1.1e-05	0	0	0	0	0	0	0	0	0.34	0.19	0.25	0.25
20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.17	0.25	0.083
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.62	0.09	0	0.17
22	0.0067	0.00054	0.0019	0	0	0	0.99	0	0	0	8.3e-05	0	0.00036	0	0	0	0	0	0	0	6	0.66	0.18	0.23	0.31
23	0.0041	0.00019	0.00068	0	0	0	2.2e-06	0	0.00014	0	0.84	0	0.1	0.053	0	0	0	0	0.003	0	10	0.62	0.26	0.32	0.42
24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.8e-05	0	0	0	0	0	5	0	0.17	0.25	0.083
25	0	0	0	0	0	0	0	1	0	2.9e-06	0	0	0	0	0	0	0	0	0	0	7	0	0.021	0.18	0.083
26	0.82	4e-05	0.00014	0	0	0	0.17	0	0.0086	0	0.00051	0	0.0007	0	0	0	0	0	0	0	0	0.34	0.19	0.25	0.25
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0	0	0	0.091	0	13	0.66	0.33	0.44	0.42
28	0	0	0	0	0	0.96	0	0.001	0	0	0	0	0	0	0.023	0	0	0.015	0	0	5	0	0.17	0.25	0.083
29	0	0	0	0	0	2.2e-06	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0.11	0.036	0.028
30	0.0057	1.3e-06	4.5e-06	0	5.5e-05	0	0	0	0.0039	0	0.036	0	0.012	0.87	0	0	0	0	0.069	0	13	0.66	0.33	0.44	0.42
31	0	0	0	0	0	0.81	0	0.00058	0	2.9e-06	0	0	0	0	0	0	0	0.19	0	0	5	0	0.17	0.25	0.083
32	0.00049	0.00086	0.003	0	0	0	0.69	0	0	0	0.025	0	0.28	0	0	0	0	0	0	0	6	0.66	0.18	0.23	0.31
33	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0.17	0.25	0.083
