SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0	dcf1	dcf2
0	0.76	0.11	0	0.053	0	0	0	0.077	0	0	0	0	0	0.21	0.48	0.47
1	0.97	0.014	0	0.00074	0	0	0	0.011	0	0	0	0	0	0.21	0.48	0.47
2	0.86	0.13	0	0.0051	0	0	0	0.0073	0	0	0	0	0	0.21	0.48	0.47
3	0.94	0.03	0	0.0039	0	0	0	0.026	0	0	0	0	0	0.21	0.48	0.47
4	1	0.00077	0	1.3e-05	0	0	0	0.0035	0	0	0	0	0	0.21	0.48	0.47
5	0.99	0.012	0	4.6e-05	0	0	0	0.00082	0	0	0	0	0	0.21	0.48	0.47
6	0.95	0.006	0	0.0012	0	0	0	0.04	0	0	0	0	0	0.21	0.48	0.47
7	0.37	0.37	0	0.21	0	0	0	0.046	0	0	0	0	0	0.21	0.48	0.47
8	0.7	0.29	0	0.0073	0	0	0	0.0038	0	0	0	0	0	0.21	0.48	0.47
9	0.00028	1	0	0.0016	0	0	0	0	0	0	0	0	1	0.21	0.52	0.53
10	0.88	0.01	0	0.0057	0	0	0	0.1	0	0	0	0	0	0.21	0.48	0.47
11	0.86	0.041	0	0.018	0	0	0	0.081	0	0	0	0	0	0.21	0.48	0.47
12	0.11	0.0053	0	4.2e-05	0	0	8.4e-06	9.4e-05	0.033	0	0.83	0.019	10	0.07	0.37	0.37
13	0.64	0.31	0	0.036	0	0	0	0.016	0	0	0	0	0	0.21	0.48	0.47
14	0	0	0	0	0	0	0	0	0.41	0	0.59	0.00031	10	0.07	0.37	0.37
15	1	0.0011	0	0	0	0	0	9e-06	0	0	0	0	0	0.21	0.48	0.47
16	0.82	0.1	0	0.03	0	0	0	0.049	0	0	0	0	0	0.21	0.48	0.47
17	1	4.2e-05	0	0	0	0	0	0.0026	0	0	0	0	0	0.21	0.48	0.47
18	0.78	0.19	0	0.014	0	0	0	0.012	0	0	0	0	0	0.21	0.48	0.47
19	0.52	0.23	0	0.17	0	0	0	0.082	0	0	0	0	0	0.21	0.48	0.47
20	0.016	0.94	0	0.047	0	0	0	8.7e-05	0	0	0	0	1	0.21	0.52	0.53
21	0	0	0	0	1	0	0	0	0	0	0	0	4	0.093	0	0
22	0.45	0.4	0	0.14	0	0	0	0.017	0	0	0	0	0	0.21	0.48	0.47
23	0	0	0	0	0	0	0	0	0.98	0	0.02	0	8	0.047	0.32	0.31
24	0.94	0.026	0	0.004	0	0	0	0.031	0	0	0	0	0	0.21	0.48	0.47
25	0.017	0.7	0	0.28	0	0	0	0.00073	0	0	0	0	1	0.21	0.52	0.53
26	0.42	0.48	0	0.093	0	0	0	0.0087	0	0	0	0	1	0.21	0.52	0.53
27	0.45	0.35	0	0.17	0	0	1.3e-05	0.023	0	0	0	0	0	0.21	0.48	0.47
28	0.44	0.42	0	0.13	0	0	0	0.014	0	0	0	0	0	0.21	0.48	0.47
29	2.6e-05	0.69	0	0.31	0	0	0	1.2e-06	0	0	0	0	1	0.21	0.52	0.53
30	0.94	6.7e-05	0	2e-05	0	0	0	0.061	0	0	0	0	0	0.21	0.48	0.47
31	0.068	0.71	0	0.22	0	0	0	0.0022	0	0	0	0	1	0.21	0.52	0.53
32	0.59	0.12	0	0.19	0	0	1.2e-06	0.1	0	0	0	0	0	0.21	0.48	0.47
33	0.0088	0.84	0	0.15	0	0	0	0.00017	0	0	0	0	1	0.21	0.52	0.53
34	0.49	0.28	0	0.19	0	0	0	0.035	0	0	0	0	0	0.21	0.48	0.47
35	0.97	6.3e-05	0	9e-06	0	0	0	0.029	0	0	0	0	0	0.21	0.48	0.47
36	0.93	0.002	0	0.00068	0	0	0	0.068	0	0	0	0	0	0.21	0.48	0.47
37	0	0	0.0087	0	0	0	0	0	0.99	0	0	0	8	0.047	0.32	0.31
38	0.97	0.0017	0	0.00023	0	0	0	0.027	0	0	0	0	0	0.21	0.48	0.47
39	0.93	0.019	0	0.0041	0	0	0	0.043	0	0	0	0	0	0.21	0.48	0.47
40	0.15	0.18	0	0.61	0	0	0	0.055	0	0	0	0	3	0.27	0.52	0.53
41	0.84	0.12	0	0.016	0	0	0	0.024	0	0	0	0	0	0.21	0.48	0.47
42	0.91	0.07	0	0.0051	0	0	0	0.014	0	0	0	0	0	0.21	0.48	0.47
43	0.99	0.0069	0	0.00023	0	0	0	0.007	0	0	0	0	0	0.21	0.48	0.47
44	0	0	0	0	1	0	0	0	0	0	0	0	4	0.093	0	0
45	0.97	0.032	0	5.7e-05	0	0	0	0.00037	0	0	0	0	0	0.21	0.48	0.47
46	0.00014	0.33	0	0.67	0	0	0	3.2e-05	0	0	0	0	3	0.27	0.52	0.53
47	0.001	1	0	0.0021	0	0	0	0	0	0	0	0	1	0.21	0.52	0.53
48	0.98	1.6e-05	0	1.7e-06	0	0	0	0.022	0	0	0	0	0	0.21	0.48	0.47
49	0	0	0	0	1	0	0	0	0	0	0	0	4	0.093	0	0
50	0	0	0	0	0	0	0	0	0	1	0	0	9	0.12	0.053	0.052
51	0.94	0.014	0	0.0032	0	0	0	0.045	0	0	0	0	0	0.21	0.48	0.47
52	0.81	0.12	0	0.026	0	0	0	0.037	0	0	0	0	0	0.21	0.48	0.47
53	0	0	0	0	1	0	0	0	0	0	0	0	4	0.093	0	0
54	0.0048	0.14	0	0.85	0	0	0	0.003	0	0	0	0	3	0.27	0.52	0.53
55	0.00058	0.19	0	0.81	0	0	0	0.00027	0	0	0	0	3	0.27	0.52	0.53
56	0	0	0	0	0	0	0	0	0.96	0	0.037	0	8	0.047	0.32	0.31
57	0.96	0.01	0	0.0023	0	0	3.7e-06	0.023	0	0	0	0	0	0.21	0.48	0.47
58	0.89	0.015	0	0.0066	0	0	0	0.083	0	0	0	0	0	0.21	0.48	0.47
59	0	0	0	0	0	0	0	0	0.69	0	0.31	7.9e-06	8	0.047	0.32	0.31
60	0.92	0.022	0	0.0037	0	0	0.033	0.016	0.00016	0	0.0054	3.3e-06	0	0.21	0.48	0.47
61	0.74	0.0024	0	0.0038	0	0	0	0.25	0	0	0	0	0	0.21	0.48	0.47
62	0.98	0.0071	0	0.00052	0	0	0	0.015	0	0	0	0	0	0.21	0.48	0.47
63	0.99	0.00036	0	2.2e-05	0	0	0	0.0097	0	0	0	0	0	0.21	0.48	0.47
64	0.99	0.0073	0	0.00011	0	0	0	0.0031	0	0	0	0	0	0.21	0.48	0.47
65	0.68	0.29	0	0.019	0	0	0	0.0071	0	0	0	0	0	0.21	0.48	0.47
66	0.00014	0	0	0	1	0	0	0	0	0	0	0	4	0.093	0	0
67	0.94	0.034	0	0.0042	0	0	0	0.025	0	0	0	0	0	0.21	0.48	0.47
68	0.72	0.047	0	0.068	0	0	0	0.17	0	0	0	0	0	0.21	0.48	0.47
69	1	0.00021	0	0	0	0	0	0	0	0	0	0	0	0.21	0.48	0.47
70	0	0	0	0	0	0	0	0	0	1	0	0	9	0.12	0.053	0.052
71	0.44	0.55	0	0.011	0	0	0	0.0019	0	0	0	0	1	0.21	0.52	0.53
72	0	0	0	0	0	0	0	0	1	0	9.4e-05	0	8	0.047	0.32	0.31
73	0.92	0.00076	0	0.00057	0	0	0	0.074	0	0	0	0	0	0.21	0.48	0.47
74	0.91	0.04	0	0.0087	0	0	0	0.042	0	0	0	0	0	0.21	0.48	0.47
75	0	0	0	0	0	0	0	0	0.61	0	0.39	0.0002	8	0.047	0.32	0.31
76	0.83	0.13	0	0.017	0	0	0	0.022	0	0	0	0	0	0.21	0.48	0.47
77	0.56	0.024	0	0.07	0	0	0	0.35	0	0	0	0	0	0.21	0.48	0.47
78	0	0	0.34	0	0	0	0	0	0	0.66	0	0	9	0.12	0.053	0.052
79	0.99	0	0	0	0	0	0	0.0053	0	0	0	0	0	0.21	0.48	0.47
80	0.024	0.0014	0	0.21	0	0	0	0.76	0	0	0	0	7	0.27	0.48	0.47
81	1	2.3e-05	0	0	0	0	0	0.0018	0	0	0	0	0	0.21	0.48	0.47
82	0.8	0.17	0	0.013	0	0	0	0.013	0	0	0	0	0	0.21	0.48	0.47
83	0	0	0	0	0	0	0	0	0.032	0	0.97	0	10	0.07	0.37	0.37
84	0.38	0.0015	0	0.021	0	0	0	0.59	0	0	0	0	7	0.27	0.48	0.47
85	0.89	0.088	0	0.0059	0	0	0	0.013	0	0	0	0	0	0.21	0.48	0.47
86	0.74	0.19	0	0.047	0	0	0	0.02	0	0	0	0	0	0.21	0.48	0.47
87	0.45	0.53	0	0.019	0	0	0	0.0033	0	0	0	0	1	0.21	0.52	0.53
88	0	0	1	0	0	0	0	0	0	0	0	0	2	0.07	0.27	0.1
89	0	0.9	0.06	0.04	0	0	0	0	0	0	0	0	1	0.21	0.52	0.53
90	0.95	0.02	0	0.0028	0	0	0	0.028	0	0	0	0	0	0.21	0.48	0.47
91	0	0	0	0	0	0	0	0	0	1	0	0	9	0.12	0.053	0.052
92	0	0	1	0	0	0	0	0	0.0013	0	4.4e-05	0	2	0.07	0.27	0.1
93	0	0	1	0	0	0	0	0	0	0	0	0	2	0.07	0.27	0.1
94	0.27	0.00036	0	0.0091	0	0	0	0.72	0	0	0	0	7	0.27	0.48	0.47
95	0.77	0.12	0	0.049	0	0	0	0.068	0	0	0	0	0	0.21	0.48	0.47
96	0.82	0.022	0	0.017	0	0	0	0.14	0	0	0	0	0	0.21	0.48	0.47
97	0.8	0.0012	0	0.0014	0	0	0	0.2	0	0	0	0	0	0.21	0.48	0.47
98	0.85	0.0067	0	0.005	0	0	0	0.14	0	0	0	0	0	0.21	0.48	0.47
99	0.85	0.0096	0	0.007	0	0	0	0.13	0	0	0	0	0	0.21	0.48	0.47
100	0.55	1.6e-05	0	6.1e-05	0	0	0	0.45	0	0	0	0	0	0.21	0.48	0.47
101	1	0.00019	0	0	0	0	0	0.00022	0	0	0	0	0	0.21	0.48	0.47
102	0.71	0.19	0	0.055	0	0	0	0.043	0	0	0	0	0	0.21	0.48	0.47
103	0	0	1	0	0	0	0	0	0	0	0	0	2	0.07	0.27	0.1
104	0	0	0	0	0	0	0	0	0.14	0	0.85	0.0091	10	0.07	0.37	0.37
105	0.51	0.27	0	0.16	0	0	0	0.065	0	0	0	0	0	0.21	0.48	0.47
106	1	0.00026	0	0	0	0	0	0.0024	0	0	0	0	0	0.21	0.48	0.47
107	0.37	0.45	0	0.15	0	0	0	0.027	0	0	0	0	1	0.21	0.52	0.53
