SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
0	0.84	0.13	0.025	0	5.8e-06	0	0	0	0.21	0.48	0.47
1	0.98	0.015	0.0071	0	0	0	0	0	0.21	0.48	0.47
2	0.83	0.13	0.041	0	0	0	0	0	0.21	0.48	0.47
3	0.96	0.033	0.0094	0	0	0	0	0	0.21	0.48	0.47
4	1	0.00083	4.6e-05	0	0	0	0	0	0.21	0.48	0.47
5	0.99	0.013	0.0016	0	0	0	0	0	0.21	0.48	0.47
6	0.99	0.0066	0.0054	0	0	0	0	0	0.21	0.48	0.47
7	0.41	0.43	0.17	0	0	0	0	1	0.21	0.52	0.53
8	0.4	0.18	0.42	0	0	0	0	2	0.21	0.6	0.47
9	0.00027	1	0	0	0	0	0	1	0.21	0.52	0.53
10	0.99	0.012	0.00025	0	0	0	0	0	0.21	0.48	0.47
11	0.95	0.049	0.00019	0	0	0	0	0	0.21	0.48	0.47
12	0.58	0.03	0	0.39	0	0	0	0	0.21	0.48	0.47
13	0.65	0.33	0.013	0	0	0	0	0	0.21	0.48	0.47
14	0	0	0	1	0	0	0	3	0.047	0.32	0.31
15	1	0.0011	7e-06	0	0	0	0	0	0.21	0.48	0.47
16	0.84	0.12	0.042	0	0	0	0	0	0.21	0.48	0.47
17	1	4.5e-05	7.9e-06	0	0	0	0	0	0.21	0.48	0.47
18	0.73	0.19	0.082	0	0	0	0	0	0.21	0.48	0.47
19	0.68	0.32	0.00031	0	0	0	0	0	0.21	0.48	0.47
20	0.015	0.94	0.044	0	0	0	0	1	0.21	0.52	0.53
21	0	0	0	0	0	1	0	5	0.093	0	0
22	0.46	0.43	0.1	0	0	0	0	0	0.21	0.48	0.47
23	0	0	0	1	0	0	0	3	0.047	0.32	0.31
24	0.9	0.026	0.078	0	6.5e-05	0	0	0	0.21	0.48	0.47
25	0.013	0.58	0.4	0	0	0	0	1	0.21	0.52	0.53
26	0.45	0.54	0.0025	0	0	0	0	1	0.21	0.52	0.53
27	0.52	0.44	0.036	0	0.00015	0	0	0	0.21	0.48	0.47
28	0.49	0.5	0.012	0	0	0	0	1	0.21	0.52	0.53
29	3.2e-06	0.089	1.3e-05	0	0.91	0	0	4	0.21	0.83	0.82
30	0.019	1.4e-06	0	0	0.98	0	0	4	0.21	0.83	0.82
31	0.03	0.33	0.64	0	3.9e-05	0	0	2	0.21	0.6	0.47
32	0.82	0.18	0.00013	0	0	0	0	0	0.21	0.48	0.47
33	0.0082	0.83	0.16	0	0	0	0	1	0.21	0.52	0.53
34	0.6	0.37	0.028	0	0	0	0	0	0.21	0.48	0.47
35	0.054	3.8e-06	2.2e-06	0	0.95	0	0	4	0.21	0.83	0.82
36	0.49	0.0011	0.0011	0	0.51	0	0	4	0.21	0.83	0.82
37	0	0	0	1	0	0	0	3	0.047	0.32	0.31
38	0.89	0.0017	0.00062	0	0.11	0	0	0	0.21	0.48	0.47
39	0.27	0.006	0.00038	0	0.72	0	0	4	0.21	0.83	0.82
40	0.41	0.52	0.07	0	0	0	0	1	0.21	0.52	0.53
41	0.86	0.13	0.0088	0	1.5e-05	0	0	0	0.21	0.48	0.47
42	0.85	0.07	0.034	0	0.047	0	0	0	0.21	0.48	0.47
43	0.45	0.0034	0.00046	0	0.54	0	0	4	0.21	0.83	0.82
44	0	0	0	0	0	1	0	5	0.093	0	0
45	0.97	0.034	5.9e-05	0	1e-05	0	0	0	0.21	0.48	0.47
46	0.00039	0.95	0.054	0	0	0	0	1	0.21	0.52	0.53
47	0.00094	1	0	0	0	0	0	1	0.21	0.52	0.53
48	0.018	0	0	0	0.98	0	0	4	0.21	0.83	0.82
49	0	0	0	0	0	1	0	5	0.093	0	0
50	0	0	0	0	0	0	1	6	0.093	0.053	0.052
51	0.4	0.0065	0.00063	0	0.6	0	0	4	0.21	0.83	0.82
52	0.83	0.13	0.022	0	0.019	0	0	0	0.21	0.48	0.47
53	0	0	0	0	0	1	0	5	0.093	0	0
54	0.03	0.94	0.028	0	0	0	0	1	0.21	0.52	0.53
55	0.0028	0.97	0.023	0	0	0	0	1	0.21	0.52	0.53
56	0	0	0	1	0	0	0	3	0.047	0.32	0.31
57	0.99	0.011	0.0012	0	0	0	0	0	0.21	0.48	0.47
58	0.78	0.014	0.012	0	0.19	0	0	0	0.21	0.48	0.47
59	0	0	0	1	0	0	0	3	0.047	0.32	0.31
60	0.97	0.025	0.002	0.0004	0	0	0	0	0.21	0.48	0.47
61	0.2	0.0007	2.6e-06	0	0.8	0	0	4	0.21	0.83	0.82
62	0.91	0.007	0.00025	0	0.085	0	0	0	0.21	0.48	0.47
63	1	0.00039	1.5e-05	0	0	0	0	0	0.21	0.48	0.47
64	0.99	0.0078	0.00036	0	0	0	0	0	0.21	0.48	0.47
65	0.69	0.31	0.0038	0	0	0	0	0	0.21	0.48	0.47
66	0.00014	0	0	0	0	1	0	5	0.093	0	0
67	0.91	0.035	0.057	0	0	0	0	0	0.21	0.48	0.47
68	0.93	0.065	0.00022	0	0	0	0	0	0.21	0.48	0.47
69	1	0.00022	0.00035	0	0	0	0	0	0.21	0.48	0.47
70	0	0	0	0	0	0	1	6	0.093	0.053	0.052
71	0.43	0.57	0.0032	0	0	0	0	1	0.21	0.52	0.53
72	0	0	0	1	0	0	0	3	0.047	0.32	0.31
73	1	0.00088	0.00017	0	0	0	0	0	0.21	0.48	0.47
74	0.94	0.044	0.016	0	0	0	0	0	0.21	0.48	0.47
75	0	0	0	1	0	0	0	3	0.047	0.32	0.31
76	0.83	0.14	0.035	0	0	0	0	0	0.21	0.48	0.47
