SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
0	4.1e-05	1	0.00037	0	0	1	0.23	0.14	0.13
1	0.27	0.73	8e-06	0	0	1	0.23	0.14	0.13
2	0	0	0	0	1	4	0	0.12	0.072
3	0.41	0.59	0.0009	0	0	1	0.23	0.14	0.13
4	0.019	0.98	0	0	0	1	0.23	0.14	0.13
5	1	3e-05	0	0	0	0	0.35	0.14	0.13
6	0	0	0	1	0	3	0.15	0	0.029
7	0.16	0.84	8.9e-05	0	0	1	0.23	0.14	0.13
8	0	1	0	0	0	1	0.23	0.14	0.13
9	0.0001	1	0	0	0	1	0.23	0.14	0.13
10	1	9.3e-06	0	0	0	0	0.35	0.14	0.13
11	8.4e-06	1	0.00038	0	0	1	0.23	0.14	0.13
12	0.0085	0.98	0.011	0	0	1	0.23	0.14	0.13
13	0.012	0.98	0.0044	0	0	1	0.23	0.14	0.13
14	0.29	0.71	0	0	0	1	0.23	0.14	0.13
15	0.58	0.38	0.036	0	0	0	0.35	0.14	0.13
16	0.017	0.98	0.0055	0	0	1	0.23	0.14	0.13
17	0.098	0.9	0	0	0	1	0.23	0.14	0.13
18	0.0027	0.99	0.0091	0	0	1	0.23	0.14	0.13
19	0	0.92	0	0	0.077	1	0.23	0.14	0.13
20	0.23	0.77	0	0	0	1	0.23	0.14	0.13
21	1	0.0017	0	0	0	0	0.35	0.14	0.13
22	0.83	0.17	0	0	0	0	0.35	0.14	0.13
23	0.4	0.59	0.0051	0	0	1	0.23	0.14	0.13
24	0	0	0	1	0	3	0.15	0	0.029
25	0.088	0.89	0.025	0	0	1	0.23	0.14	0.13
26	8e-05	1	0.00013	0	0	1	0.23	0.14	0.13
27	0.0054	0.99	0.0074	0	0	1	0.23	0.14	0.13
28	0.94	0.059	0	0	0	0	0.35	0.14	0.13
29	0.0006	0.0026	0	1	0	3	0.15	0	0.029
30	0.00028	1	0	0	0	1	0.23	0.14	0.13
31	0.034	0.97	0	0	0	1	0.23	0.14	0.13
32	0.0017	1	3.7e-05	0	0	1	0.23	0.14	0.13
33	0.36	0.64	1.5e-05	0	0	1	0.23	0.14	0.13
34	0.0035	1	3.4e-05	0	0	1	0.23	0.14	0.13
35	2.1e-05	1	0.00087	0	0	1	0.23	0.14	0.13
36	3.8e-05	1	6.1e-05	0	0	1	0.23	0.14	0.13
37	0.0046	0.99	0.0008	0	0	1	0.23	0.14	0.13
38	0	0	0	0.00073	1	4	0	0.12	0.072
39	1	1.1e-05	0	0	0	0	0.35	0.14	0.13
40	0.0011	1	2.2e-06	0	0	1	0.23	0.14	0.13
41	0.011	0.92	0.00024	5.9e-06	0.07	1	0.23	0.14	0.13
42	0.56	0.44	2e-05	0	0	0	0.35	0.14	0.13
43	0.0056	0.99	0.00041	0	0	1	0.23	0.14	0.13
44	0.12	0.88	0.0024	0	0	1	0.23	0.14	0.13
45	0	0	0	1	0	3	0.15	0	0.029
46	7.2e-05	0.0011	0	1	0	3	0.15	0	0.029
47	0.13	0.82	0.056	0	0	1	0.23	0.14	0.13
48	0.035	0.95	0.017	0	0	1	0.23	0.14	0.13
49	0.019	0.98	6.2e-06	0	0	1	0.23	0.14	0.13
50	5.1e-05	1	0.0029	0	0	1	0.23	0.14	0.13
51	0.0005	1	0	0	0	1	0.23	0.14	0.13
52	0	0	0	0	1	4	0	0.12	0.072
53	0	0	0	1	0	3	0.15	0	0.029
54	0.00046	1	0.0039	0	0	1	0.23	0.14	0.13
55	0.13	0.77	0.098	0	0	1	0.23	0.14	0.13
56	0.14	0.86	0.003	0	0	1	0.23	0.14	0.13
57	0.00085	1	0.00026	0	0	1	0.23	0.14	0.13
58	3.6e-05	1	0	0	0	1	0.23	0.14	0.13
59	0.054	0.65	0.29	0	0	1	0.23	0.14	0.13
60	0	0	0	1	0	3	0.15	0	0.029
61	0.0086	0.98	0.0083	0	0	1	0.23	0.14	0.13
62	1.4e-06	1	1.5e-06	0	0	1	0.23	0.14	0.13
63	0.012	0.96	0.024	0	0	1	0.23	0.14	0.13
64	0.0025	0.98	0.022	0	0	1	0.23	0.14	0.13
65	0.0055	0.99	0	0	0	1	0.23	0.14	0.13
66	0.093	0.84	0.07	0	0	1	0.23	0.14	0.13
67	0.18	0.52	0.3	0	0	1	0.23	0.14	0.13
68	0	0	0	1	0	3	0.15	0	0.029
69	0	0.68	0	0	0.32	1	0.23	0.14	0.13
70	0.071	0.92	0.012	0	0	1	0.23	0.14	0.13
71	0	0	0	1	0	3	0.15	0	0.029
72	0.087	0.91	0.00021	0	0	1	0.23	0.14	0.13
73	0.13	0.82	0.043	0	0	1	0.23	0.14	0.13
74	0.41	0.57	0.025	0	0	1	0.23	0.14	0.13
75	6.2e-06	1	1.3e-05	0	0	1	0.23	0.14	0.13
76	0	0	0	0	1	4	0	0.12	0.072
77	0.00014	1	0.00086	0	0	1	0.23	0.14	0.13
78	0	0	0	1	0	3	0.15	0	0.029
79	0.0081	0.98	0.01	0	0	1	0.23	0.14	0.13
80	0.0072	0.98	0.014	0	0	1	0.23	0.14	0.13
81	0.12	0.88	0.0035	0	0	1	0.23	0.14	0.13
82	0.13	0.86	0.011	0	0	1	0.23	0.14	0.13
83	0.84	0.067	0.097	0	0	0	0.35	0.14	0.13
84	0.076	0.92	0.0031	0	0	1	0.23	0.14	0.13
85	0	0	0	0	1	4	0	0.12	0.072
86	0.37	0.59	0.041	0	0	1	0.23	0.14	0.13
87	0	0	0	0	1	4	0	0.12	0.072
88	0.00041	1	0.0037	0	0	1	0.23	0.14	0.13
89	0.02	0.97	0.01	0	0	1	0.23	0.14	0.13
90	1	0	0	0.00011	0	0	0.35	0.14	0.13
91	0.65	0.28	0.072	0	0	0	0.35	0.14	0.13
92	0.46	0.37	0.17	0	0	0	0.35	0.14	0.13
93	0.97	0.0069	0.021	0	0	0	0.35	0.14	0.13
94	0.36	0.64	0	0	0	1	0.23	0.14	0.13
95	0.97	0.033	0	0	0	0	0.35	0.14	0.13
96	0.0017	1	0	0	0	1	0.23	0.14	0.13
97	1	0	0	0	0	0	0.35	0.14	0.13
98	1.6e-05	1	9.3e-06	0	0	1	0.23	0.14	0.13
99	0.72	0.28	0	0	0	0	0.35	0.14	0.13
100	0.97	0.032	0	0	0	0	0.35	0.14	0.13
101	0.68	0.32	3e-06	0	0	0	0.35	0.14	0.13
102	0	0	0	1	0	3	0.15	0	0.029
103	0.044	0.96	0	0	0	1	0.23	0.14	0.13
104	0.012	0.99	0	0	0	1	0.23	0.14	0.13
105	0.00013	1	1.8e-05	0	0	1	0.23	0.14	0.13
106	0.034	0.97	0	0	0	1	0.23	0.14	0.13
107	0.042	0.96	0	0	0	1	0.23	0.14	0.13
108	0.41	0.59	0	0	0	1	0.23	0.14	0.13
109	0	0	0	1	0	3	0.15	0	0.029
110	0	0	0	1	0	3	0.15	0	0.029
111	0.037	0.96	0	0	0	1	0.23	0.14	0.13
112	0	1	0	0	0	1	0.23	0.14	0.13
113	0.055	0.94	2.4e-05	0	0	1	0.23	0.14	0.13
114	0.009	0.99	0	0	0	1	0.23	0.14	0.13
115	0	1	0	0	0	1	0.23	0.14	0.13
116	0.98	0.023	0	0	0	0	0.35	0.14	0.13
117	0	0	0	1	0	3	0.15	0	0.029
118	0.024	0.98	0	0	0	1	0.23	0.14	0.13
119	0.041	0.96	7.7e-06	0	0	1	0.23	0.14	0.13
120	0.29	0.71	2.7e-05	0	0	1	0.23	0.14	0.13
121	3.9e-05	1	0.0014	0	0	1	0.23	0.14	0.13
122	0	0	0	1	0	3	0.15	0	0.029
123	0.12	0.88	0	0	0	1	0.23	0.14	0.13
124	0.012	0.97	0.014	0	0	1	0.23	0.14	0.13
125	0.17	0.46	0.37	0	0	1	0.23	0.14	0.13
126	1	0	0	0	0	0	0.35	0.14	0.13
127	1	0	0	0	0	0	0.35	0.14	0.13
128	2.1e-05	1	0.00012	0	0	1	0.23	0.14	0.13
129	0.0071	0.84	0.15	0	0	1	0.23	0.14	0.13
130	0.0051	0.99	0.0046	0	0	1	0.23	0.14	0.13
131	0.00027	1	0.0014	0	0	1	0.23	0.14	0.13
132	0	0	0	0	1	4	0	0.12	0.072
133	0.021	0.97	0.014	0	0	1	0.23	0.14	0.13
134	0.94	0.027	0.032	0	0	0	0.35	0.14	0.13
135	0.085	0.89	0.026	0	0	1	0.23	0.14	0.13
136	0	0	0	0	1	4	0	0.12	0.072
137	0.0038	1	0.00057	0	0	1	0.23	0.14	0.13
138	0	0	0	2.1e-06	1	4	0	0.12	0.072
139	0.45	0.43	0.12	0	0	0	0.35	0.14	0.13
140	0.00048	1	0.00017	0	0	1	0.23	0.14	0.13
141	0	0	0	1	0	3	0.15	0	0.029
142	0	0	0	1	0	3	0.15	0	0.029
143	0.12	0.59	0.29	0	0	1	0.23	0.14	0.13
144	0	0	0	1	0	3	0.15	0	0.029
