SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0.66	0	0.34	0	4	0.18	0.37	0.25	0
1	0	0	1	0	0	0	0	0	2	0	0	0.25	0
2	0.99	0	0	0.0041	0	0	0.0037	0	0	0.18	0.4	0.25	0.39
3	0.0051	2.1e-05	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
4	0.019	0.00018	0	0	0	0	0.98	0	6	0.18	0.4	0.25	0.3
5	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
6	0.033	0.021	0	0	0	0	0.95	0	6	0.18	0.4	0.25	0.3
7	0.0037	0.0002	0	0	0.48	0	0.51	0	6	0.18	0.4	0.25	0.3
8	0	0	1	0	0	0	0	0	2	0	0	0.25	0
9	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
10	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
11	0.051	0.0094	0	0	0	0	0.94	0	6	0.18	0.4	0.25	0.3
12	0.0075	0.00015	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
13	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
14	0.017	0.0033	0	0	0	0	0.98	0	6	0.18	0.4	0.25	0.3
15	0	0	1	0	0	0	0	0	2	0	0	0.25	0
16	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
17	0.15	0.011	0	0	0	0	0.84	0	6	0.18	0.4	0.25	0.3
18	0.003	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
19	0	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
20	0	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
21	0	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
22	0.74	0.0013	0	0	0	0	0.26	0	0	0.18	0.4	0.25	0.39
23	0	0	1	0	0	0	0	0	2	0	0	0.25	0
24	0	0	0	1	0	0	0	0	3	0	0	0	0.34
25	9.8e-05	0.92	0	0	0	0	0.082	0	1	0.25	0.51	0.36	0.39
26	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
27	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
28	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
29	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
30	0.78	0.0073	0	0	0	0	0.21	0	0	0.18	0.4	0.25	0.39
31	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
32	0	0	1	0	0	0	0	0	2	0	0	0.25	0
33	0	0	1	0	0	0	0	0	2	0	0	0.25	0
34	0	0.78	0	0	0	0	0.22	0	1	0.25	0.51	0.36	0.39
35	0	1	0	0	0	0	6e-06	0	1	0.25	0.51	0.36	0.39
36	0.00069	0.014	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
37	0	0	0	0	1	0	0	0	4	0.18	0.37	0.25	0
38	1	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.39
39	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
40	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
41	0.0038	4.6e-05	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
42	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
43	0.034	0.065	0	0	0	0	0.9	0	6	0.18	0.4	0.25	0.3
44	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
45	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
46	0.023	0	0	0	0	0	0.98	0	6	0.18	0.4	0.25	0.3
47	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
48	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
49	0.006	0	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
50	0.14	0	0	0	0	0	0.86	0	6	0.18	0.4	0.25	0.3
51	0.0015	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
52	0	0	0	0	1	0	0	0	4	0.18	0.37	0.25	0
53	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
54	0.0051	0	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
55	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
56	7.2e-05	1	0	0	0	0	0.0003	0	1	0.25	0.51	0.36	0.39
57	0.044	0.65	0	0	0	0	0.31	0	1	0.25	0.51	0.36	0.39
58	0	0	0	0	0	1	0	0	5	0	0.21	0	0
59	0	0.99	0	0	0	0	0	0.0061	1	0.25	0.51	0.36	0.39
60	1	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.39
61	0.00031	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
62	0.00058	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
63	0	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
64	0	0	1	0	0	0	0.0044	0	2	0	0	0.25	0
65	0.035	0.00025	0	0	0	0	0.96	0	6	0.18	0.4	0.25	0.3
66	0.0093	0	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
67	0.012	0.00016	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
68	0.21	0.13	0	0	0	0	0.66	0	6	0.18	0.4	0.25	0.3
69	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
70	0.12	0.59	0	0	0	0	0.29	0	1	0.25	0.51	0.36	0.39
71	0	0	0	0	0.0014	0	0	1	7	0.04	0.041	0.028	0.067
72	3.7e-06	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
73	0.0079	0.98	0	0	0	0	0.011	0	1	0.25	0.51	0.36	0.39
74	0	0	0	1	0	0	0	0	3	0	0	0	0.34
75	0.042	0.25	0	0	0	0	0.7	0	6	0.18	0.4	0.25	0.3
76	0	0	0	1	0	0	0	0	3	0	0	0	0.34
77	0.0093	0.9	0	0	0	0	0.088	0	1	0.25	0.51	0.36	0.39
78	0	0	1	0	0	0	0	0	2	0	0	0.25	0
79	0.28	0	0	0	0	0	0.72	0	6	0.18	0.4	0.25	0.3
80	0.18	0.078	0	0	0	0	0.74	0	6	0.18	0.4	0.25	0.3
81	0	0	0	0	0.022	0	0.98	0	6	0.18	0.4	0.25	0.3
82	0.00037	0.95	0	0	0	0	0.051	0	1	0.25	0.51	0.36	0.39
83	0.016	5.3e-06	0	0	0	0	0.98	0	6	0.18	0.4	0.25	0.3
84	0.03	0.93	0	0	0	0	0.044	0	1	0.25	0.51	0.36	0.39
85	0	0	0.91	0	0.094	0	0	0	2	0	0	0.25	0
86	0.078	0.032	0	0	0	0	0.89	0	6	0.18	0.4	0.25	0.3
87	0.0017	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
88	0.16	0.00018	0	0	0	0	0.84	0	6	0.18	0.4	0.25	0.3
89	0.00012	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
90	0	0	0	0	0.085	0	0.91	0	6	0.18	0.4	0.25	0.3
91	0	1	0	0	0	0	1.9e-05	0	1	0.25	0.51	0.36	0.39
92	0.13	0.38	0	0	0	0	0.49	0	6	0.18	0.4	0.25	0.3
93	1	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.39
94	0.00038	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
95	0.021	5.1e-06	0	0	0	0	0.98	0	6	0.18	0.4	0.25	0.3
96	0.34	0.00044	0	0	0	0	0.66	0	6	0.18	0.4	0.25	0.3
97	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
98	1.4e-05	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
99	0	0	0	0	0	1	0	0	5	0	0.21	0	0
100	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
101	0.7	1e-05	0	0	0	0	0.3	0	0	0.18	0.4	0.25	0.39
102	0.01	3.4e-05	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
103	0.42	0.00038	0	0	0	0	0.58	0	6	0.18	0.4	0.25	0.3
104	0.00019	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
105	0	0	0	0	0.055	0	0.94	0	6	0.18	0.4	0.25	0.3
106	0.99	0.015	0	0	0	0	0	0	0	0.18	0.4	0.25	0.39
107	0.04	1.9e-05	0	0	0	0	0.96	0	6	0.18	0.4	0.25	0.3
108	0.046	0.0042	0	0	0	0	0.95	0	6	0.18	0.4	0.25	0.3
109	0.00073	0	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
110	0.0011	0	0	0	0.083	0	0.92	0	6	0.18	0.4	0.25	0.3
111	0.0048	0.013	0	0	0	0	0.98	0	6	0.18	0.4	0.25	0.3
112	0.003	0.0033	0	0	0.083	0	0.91	0	6	0.18	0.4	0.25	0.3
113	0.0071	0	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
114	1	3.1e-05	0	0	0	0	0	0	0	0.18	0.4	0.25	0.39
115	0	0	0	0	0	1	0	0	5	0	0.21	0	0
116	1	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.39
117	0	0	0	0	0.024	0	0.98	0	6	0.18	0.4	0.25	0.3
118	0	0	0	0	0.0088	0	0.99	0	6	0.18	0.4	0.25	0.3
119	0.17	2.7e-05	0	0	0	0	0.83	0	6	0.18	0.4	0.25	0.3
120	0.041	0	0	0	0	0	0.96	0	6	0.18	0.4	0.25	0.3
121	0	0	1	0	0	0	0	0	2	0	0	0.25	0
122	0	0	1	0	0	0	0	0	2	0	0	0.25	0
123	0.088	1.8e-05	0	0	0	0	0.91	0	6	0.18	0.4	0.25	0.3
124	0.034	0	0	0	0	0	0.97	0	6	0.18	0.4	0.25	0.3
125	0.012	0	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
126	0.0081	0	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
127	0	1	0	0	0	0	0.00093	0	1	0.25	0.51	0.36	0.39
128	5.6e-05	0	0.79	0	0	0	0.21	0	2	0	0	0.25	0
129	0.095	0.25	0	0	0	0	0.65	0	6	0.18	0.4	0.25	0.3
130	0.082	0.059	0	0	0	0	0.86	0	6	0.18	0.4	0.25	0.3
131	0	0.0051	0	0	0.54	0	0	0.45	4	0.18	0.37	0.25	0
132	0.0037	0.0015	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
133	0	0	1	0	0	0	0	0	2	0	0	0.25	0
134	1	3.9e-05	0	0	0	0	2.2e-05	0	0	0.18	0.4	0.25	0.39
135	0	0.0086	0	0	0	0	0.99	0	6	0.18	0.4	0.25	0.3
136	1	3.9e-05	0	0	0	0	9.4e-05	0	0	0.18	0.4	0.25	0.39
137	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
138	0	0	0	0	0	0	0	1	7	0.04	0.041	0.028	0.067
139	1	0	0	0	0	0	4.7e-06	0	0	0.18	0.4	0.25	0.39
140	0	0	0	0	1	0	0	0	4	0.18	0.37	0.25	0
141	1	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.39
142	1	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.39
143	0	0	1	0	0	0	0	0	2	0	0	0.25	0
144	1	0	0	0	0	0	3.4e-06	0	0	0.18	0.4	0.25	0.39
145	2.1e-06	0.24	0	0	0	0	0.76	0	6	0.18	0.4	0.25	0.3
146	0	1	0	0	0	0	2.1e-06	0	1	0.25	0.51	0.36	0.39
147	0.75	0.0034	0	0	0	0	0.25	0	0	0.18	0.4	0.25	0.39
148	0.29	0.71	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
149	5.6e-05	0.99	0	0	0	0	0.015	0	1	0.25	0.51	0.36	0.39
150	0	0	1	0	0	0	0	0	2	0	0	0.25	0
151	3e-05	1.9e-06	0	0	0	0	1	0	6	0.18	0.4	0.25	0.3
152	0	1	0	0	0	0	0	0	1	0.25	0.51	0.36	0.39
153	0.71	0.26	0	0	0	0	0.021	0	0	0.18	0.4	0.25	0.39
154	0.43	0.54	0	0	0	0	0.036	0	1	0.25	0.51	0.36	0.39
155	1	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.39
156	1	0.00015	0	0	0	0	0.00087	0	0	0.18	0.4	0.25	0.39
