SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0.48	0.28	0	0	0	0	0	1.4e-05	0.12	0	0	0.12	0	0.00035	2	0.18	0.37	0.25	0
1	7.4e-05	0	0	0	1	0	0	0	0	0	0	0	0	0	0.00022	0	4	0.18	0.37	0.47	0.3
2	0	0	0	0	0	0	0	0	0.99	0	0.0044	0	0	0.0044	0	0	8	0	0.041	0	0.13
3	0	0.009	0	0.00072	0	0.031	0	0	0	0.0032	0.48	0	0	0.48	0	0	10	0.18	0.4	0.25	0.3
4	0	0.0059	0	0	0.0003	0.013	0	0	0	0	0.49	0	0	0.49	0	0	10	0.18	0.4	0.25	0.3
5	0	3.5e-06	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.25	0.51	0.25	0.3
6	0	0.0029	0	0	0.00014	0.0063	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
7	0	4.2e-06	0.26	0.39	0.041	0.00034	0	0	0	0.036	0.13	0	0.0037	0.13	0.00017	0.013	3	0.1	0.37	0.25	0.3
8	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0.014	0	4	0.18	0.37	0.47	0.3
9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.18	0.082	0.25	0.033
10	0	0	0	0	0	0	0	0	0	0	0	0	2.8e-06	0	1	0	14	0.04	0.041	0.25	0
11	0	0.0011	0	0	0.064	0.0095	0	0	0	0	0.46	0	0	0.46	0	0	10	0.18	0.4	0.25	0.3
12	0	0	0	0	0.0011	0.00014	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0.041	0	0.13
14	0	5.3e-05	0	0	0.27	0.00056	0	0	0	0	0.36	0	0	0.36	0	0	10	0.18	0.4	0.25	0.3
15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0.041	0.14	0
16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	0.46	0.31	0.48
17	0	0.014	0	0	0.04	0.01	0	0	0	0	0.47	0	0	0.47	0	0	10	0.18	0.4	0.25	0.3
18	0	0	0	0	9e-05	0	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
19	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.0019	0	10	0.18	0.4	0.25	0.3
20	0.029	0	0	0	0	0	0	0	0	0	0.49	0	0	0.49	5.9e-05	0	10	0.18	0.4	0.25	0.3
21	0.1	0	0	0	0	0.0021	0	0	0	0	0.44	0	0	0.44	0.006	0	10	0.18	0.4	0.25	0.3
22	0	0.29	0	0	0.26	0.00045	0	0	0	0	0.23	0	0	0.23	0	0	1	0.25	0.46	0.31	0.48
23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0.041	0.14	0
24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0.041	0.25	0.23
25	0	0	0	0	0	0.036	0	0	0	0	0.00012	0.96	0	0.00012	0	0	11	0.46	0.63	0.83	0.23
26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	0.46	0.31	0.48
27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0.041	0	0.13
28	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	1	0	14	0.04	0.041	0.25	0
29	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0.98	0	14	0.04	0.041	0.25	0
30	0	0.29	0	0.15	0.00055	0.0024	0	0	0	0.098	0.23	0	0	0.23	0	0	1	0.25	0.46	0.31	0.48
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.04	0.041	0.25	0
32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7e-06	0	0	0	0.041	0.14	0
33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0.14	0
34	0	0	0	0	0.014	0.00041	0	0	0	0	0.49	0	0	0.49	0	0	10	0.18	0.4	0.25	0.3
35	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.18	0.37	0.47	0.3
36	0.0017	5.8e-06	0	0	0	0.68	0	0	0	0	0.14	0	1.1e-05	0.14	0.038	0	5	0.25	0.51	0.25	0.3
37	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0.57	15	0.091	0.46	0.25	0
38	0	0.97	0	0.031	0	0	0	0	0	0.00083	0.00013	0	0	0.00013	0	0	1	0.25	0.46	0.31	0.48
39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.18	0.37	0.47	0.3
40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.18	0.37	0.47	0.3
41	0	0.00016	0	0	0.44	0	0	0	0	0	0.28	0	0	0.28	0	0	4	0.18	0.37	0.47	0.3
42	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	1	0	14	0.04	0.041	0.25	0
43	0	0.00053	0	0	0.37	0.011	0	0	0	0	0.31	0	0	0.31	0	0	4	0.18	0.37	0.47	0.3
44	0	0	0	0	0	9.1e-06	0	0	0	0	0	0	0	0	1	0	14	0.04	0.041	0.25	0
45	0	7.6e-05	0	0	0	0.22	0	0	0	0	0	0	2.6e-05	0	0.78	0	14	0.04	0.041	0.25	0
46	0	9.5e-06	0	0	0	4.4e-05	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
47	0	1	0	0	0	0.00076	0	0	0	0	0	0	0	0	0	0	1	0.25	0.46	0.31	0.48
48	0	1	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	1	0.25	0.46	0.31	0.48
49	0	0	0	0.02	0	0.0038	0	0	0	0.00021	0.49	0	0	0.49	0	0	10	0.18	0.4	0.25	0.3
50	0	2.1e-05	0	0	0.0042	0	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
51	0	0	0	0	0.47	2.6e-06	0	0	0	0	0.27	0	0	0.27	0	0	4	0.18	0.37	0.47	0.3
52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.18	0.37	0.25	0
53	0	0.71	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	1	0.25	0.46	0.31	0.48
54	0	0	0	0	0.0003	0	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
55	0	0.96	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	1	0.25	0.46	0.31	0.48
56	0	0.43	0	0.0023	6e-05	0.57	0	0	0	0.00029	0.00016	0	0	0.00016	0	0	5	0.25	0.51	0.25	0.3
57	0	0.092	0	0	0	0.42	0	0	0	0	0.24	0	0	0.24	0	0	5	0.25	0.51	0.25	0.3
58	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.21	0	0
59	0	0	0	0	0	0.00024	0	0	0	0	0	0	0	0	1	0	14	0.04	0.041	0.25	0
60	0	0	0	0	0	0	1	0	0	0	0	0	0.0021	0	0	0	6	0	0.041	0.25	0.23
61	0	0	0	0	0.78	0	0	0	0	0	0.11	0	0	0.11	0	0	4	0.18	0.37	0.47	0.3
62	0.0093	0	0	0	0	3.3e-05	0	0	0	0	0.49	0	0	0.49	0.0082	0	10	0.18	0.4	0.25	0.3
63	2.7e-05	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.00051	0	10	0.18	0.4	0.25	0.3
64	1	0	0	0	0	0	0	0	0	0	3.3e-05	0	0	3.3e-05	0	0	0	0	0.041	0.14	0
65	0	4.6e-05	0	0	0.13	0.011	0	0	0	0	0.43	0	0	0.43	0	0	10	0.18	0.4	0.25	0.3
66	0	0	0	0.25	0	4.4e-06	0	0	0	0.002	0.37	0	0	0.37	0	0	10	0.18	0.4	0.25	0.3
67	0	1.2e-05	0	0	0.0013	0.0053	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
68	0	0.15	0	0	0.13	0.087	0	0	0	0	0.32	0	0	0.32	0	0	10	0.18	0.4	0.25	0.3
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.04	0.041	0.25	0
70	0	0.4	0	0.0014	0.094	0.049	0	0	0	0.054	0.2	2.9e-05	0	0.2	0	0	1	0.25	0.46	0.31	0.48
71	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.18	0.082	0.25	0.033
72	0	0	0	0	0.00025	0.042	0	0	0	0	0.48	0	0	0.48	0	0	10	0.18	0.4	0.25	0.3
73	0	0.059	0	0	0.00013	0.35	0	0	0	0	0.29	0	0	0.29	0	0	5	0.25	0.51	0.25	0.3
74	0	0	0	0	0	0	2.9e-06	0	1	0	0	0	0	0	0	0	8	0	0.041	0	0.13
75	0	0.086	0	0	0.12	0.0098	0	0	0	0	0.39	0	0	0.39	0	0	10	0.18	0.4	0.25	0.3
76	0	0	0	0	0	0	0.0059	0	0.99	0	0	0	0	0	0	0	8	0	0.041	0	0.13
77	0	0.91	0	0	0.0041	0.0011	0	0	0	0.0014	0.04	0	0	0.04	0	0	1	0.25	0.46	0.31	0.48
78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-06	0	0	0	0.041	0.14	0
79	0	0.0046	0	0	0	0.00066	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
80	0	0.0008	0	0	0.2	0	0	0	0	0	0.4	0	0	0.4	0	0	10	0.18	0.4	0.25	0.3
81	0	0	0.022	0	0.00012	0.027	0	0	0	0	0.48	0	0	0.48	0	0	10	0.18	0.4	0.25	0.3
82	0	0.85	0	0	0.0077	0.016	0	0	0	8e-06	0.065	0	0	0.065	0	0	1	0.25	0.46	0.31	0.48
83	0	0.0078	0	0	1.7e-05	0.00051	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
84	0	0.67	0	0	0.00031	0.14	0	0	0	0.00059	0.093	0	0	0.093	0	0	1	0.25	0.46	0.31	0.48
85	0.0053	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.18	0.37	0.25	0
86	0	0.008	0	0	0.00019	0.011	0	0	0	0	0.49	0	0	0.49	0	0	10	0.18	0.4	0.25	0.3
87	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
88	0	0.22	0	0	2.1e-06	0.0023	0	0	0	0	0.39	0	0	0.39	0	0	10	0.18	0.4	0.25	0.3
89	0	0	0	0.39	0	0	0	0	0	0.0049	0.3	0	0	0.3	0	0	3	0.1	0.37	0.25	0.3
90	0	0	0.088	0	3e-06	8e-06	0	0	0	0	0.46	0	0	0.46	0	0	10	0.18	0.4	0.25	0.3
91	0	1	0	0	0	0.002	0	0	0	0	7.3e-05	0	0	7.3e-05	0	0	1	0.25	0.46	0.31	0.48
92	0	0.00046	0	0	0	0.0013	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
93	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.25	0.46	0.31	0.48
94	0	0	0	0.94	0	0	0	0	0	1.6e-05	0.028	0	0	0.028	0	0	3	0.1	0.37	0.25	0.3
95	0	9.8e-05	0	0	0.00025	3e-05	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
96	0	0.045	0	0	6.3e-06	0.0059	0	0	0	0	0.47	0	0	0.47	0	0	10	0.18	0.4	0.25	0.3
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.04	0.041	0.25	0
98	0	0	0	0	0.0024	0.00049	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
99	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.21	0	0
100	0	0	0	1	0	0	0	0	0	0	0	0	0.00034	0	0	0	3	0.1	0.37	0.25	0.3
101	0	0.01	0	0	0	0.011	0	0	0	0	0.49	0	0	0.49	0	0	10	0.18	0.4	0.25	0.3
102	0	2e-05	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
103	0	0.0016	0	0.0079	3.3e-06	0.00036	0	0	0	0.29	0.35	0	0	0.35	0	0	10	0.18	0.4	0.25	0.3
104	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
105	0	0	0.056	0	0.01	0.0041	0	0	0	0	0.46	0	0	0.46	0	0	10	0.18	0.4	0.25	0.3
106	0	1	0	0	0	0	0	0	0	0	1.3e-06	0	0	1.3e-06	0	0	1	0.25	0.46	0.31	0.48
107	0	9.4e-05	0	0	0.00011	0.00044	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
108	0	0.03	0	0	0.042	0.0063	0	0	0	0	0.46	0	0	0.46	0	0	10	0.18	0.4	0.25	0.3
109	0	1e-06	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
110	0	0	0.06	0.21	4.1e-06	0.0068	0	0	0	0.0002	0.32	0	0	0.32	0	0.081	10	0.18	0.4	0.25	0.3
111	0	5.7e-05	0	0	0	8.4e-05	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
112	0	4.4e-05	0.071	0.017	0.01	0.13	0	0	0	0.0028	0.38	0	0	0.38	0	0.0054	10	0.18	0.4	0.25	0.3
113	0	3.5e-06	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
114	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.18	0.35	0.31	0.34
115	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.21	0	0
116	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.18	0.35	0.31	0.34
117	0	0	0.0015	0.19	0	0	0	0	0	0	0.029	0	0	0.029	0	0.75	15	0.091	0.46	0.25	0
118	0	0	5.5e-05	0.018	0	0	0	0	0	0	0.003	0	0	0.003	0	0.98	15	0.091	0.46	0.25	0
119	0	0.00025	0	0	0.015	1.2e-05	0	0	0	0	0.49	0	0	0.49	0	0	10	0.18	0.4	0.25	0.3
120	0	0	0	0.46	0	1e-05	0	0	0	0.024	0.26	0	0	0.26	0	0	3	0.1	0.37	0.25	0.3
121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0.041	0.14	0
122	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	14	0.04	0.041	0.25	0
123	0	1.6e-05	0	0	7.5e-05	4.4e-05	0	0	0	0	0.5	0	0	0.5	0	0	10	0.18	0.4	0.25	0.3
