SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0.00044	0	0	0	0	0	0	1.5e-05	0.072	0	0	0	0	0.93	0	0	0	0	0	14	0.16	0.33	0.22	0
1	0	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.18	0.37	0.53	0.3
2	0	0	0	0	0	0	0	0	4.5e-05	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0.17
3	0.017	0.55	0	5.1e-05	0	0	0.02	0	0.41	0	0	0	0	0	0	0	0	0	2e-05	0.0021	1	0.18	0.4	0.31	0.3
4	0.0056	0.58	0	0	0	0	0	0	0.39	0.0044	0	0	0	0	0	0	1.4e-05	0	0.015	0	1	0.18	0.4	0.31	0.3
5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.1	0.041	0.028	0
6	0.0021	0.29	9.5e-05	0	0	0	0	0	0.38	0.22	0	0	0	9.5e-05	0	0	4.5e-06	0	0.11	0	8	0.18	0.4	0.25	0.34
7	2.1e-06	0.34	0	1.1e-05	2.1e-05	0	2.6e-06	0.009	0.028	0.14	2.2e-05	0	0	0	0.47	0	0.007	0	5.1e-06	2e-05	14	0.16	0.33	0.22	0
8	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0.18	0.37	0.53	0.3
9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.1	0.041	0.028	0
10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0.1	0.041	0.028	0
11	0.00022	0.8	0	0	0	0	0	0	0.13	0.00011	0	0	0	0	0	0	0.062	0	0.0014	0	1	0.18	0.4	0.31	0.3
12	0	0.99	0	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.3
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0.06	0.37	0.083	0.033
14	3.2e-06	0.98	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.0007	0	6.6e-06	0	1	0.18	0.4	0.31	0.3
15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.02	0.041	0.25	0
16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.46	0.31	0.48
17	0.0052	0.63	0	0	0	0	0	0	0.37	0.00035	0	0	0	0	0	0	0.0034	0	0	0	1	0.18	0.4	0.31	0.3
18	0	0.85	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.3
19	0	0.99	0	0	0.0075	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.3
