SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3
0	1	0	0.18	0.37	0.25	0.3
1	1	0	0.18	0.37	0.25	0.3
2	1	0	0.18	0.37	0.25	0.3
3	1	0	0.18	0.37	0.25	0.3
4	1	0	0.18	0.37	0.25	0.3
5	1	0	0.18	0.37	0.25	0.3
6	1	0	0.18	0.37	0.25	0.3
7	1	0	0.18	0.37	0.25	0.3
8	1	0	0.18	0.37	0.25	0.3
9	1	0	0.18	0.37	0.25	0.3
10	1	0	0.18	0.37	0.25	0.3
11	1	0	0.18	0.37	0.25	0.3
12	1	0	0.18	0.37	0.25	0.3
13	1	0	0.18	0.37	0.25	0.3
14	1	0	0.18	0.37	0.25	0.3
15	1	0	0.18	0.37	0.25	0.3
16	1	0	0.18	0.37	0.25	0.3
17	1	0	0.18	0.37	0.25	0.3
18	1	0	0.18	0.37	0.25	0.3
19	1	0	0.18	0.37	0.25	0.3
20	1	0	0.18	0.37	0.25	0.3
21	1	0	0.18	0.37	0.25	0.3
22	1	0	0.18	0.37	0.25	0.3
23	1	0	0.18	0.37	0.25	0.3
24	1	0	0.18	0.37	0.25	0.3
25	1	0	0.18	0.37	0.25	0.3
26	1	0	0.18	0.37	0.25	0.3
27	1	0	0.18	0.37	0.25	0.3
28	1	0	0.18	0.37	0.25	0.3
29	1	0	0.18	0.37	0.25	0.3
30	1	0	0.18	0.37	0.25	0.3
31	1	0	0.18	0.37	0.25	0.3
32	1	0	0.18	0.37	0.25	0.3
33	1	0	0.18	0.37	0.25	0.3
34	1	0	0.18	0.37	0.25	0.3
35	1	0	0.18	0.37	0.25	0.3
36	1	0	0.18	0.37	0.25	0.3
37	1	0	0.18	0.37	0.25	0.3
38	1	0	0.18	0.37	0.25	0.3
39	1	0	0.18	0.37	0.25	0.3
40	1	0	0.18	0.37	0.25	0.3
41	1	0	0.18	0.37	0.25	0.3
42	1	0	0.18	0.37	0.25	0.3
43	1	0	0.18	0.37	0.25	0.3
44	1	0	0.18	0.37	0.25	0.3
45	1	0	0.18	0.37	0.25	0.3
46	1	0	0.18	0.37	0.25	0.3
47	1	0	0.18	0.37	0.25	0.3
48	1	0	0.18	0.37	0.25	0.3
49	1	0	0.18	0.37	0.25	0.3
50	1	0	0.18	0.37	0.25	0.3
51	1	0	0.18	0.37	0.25	0.3
52	1	0	0.18	0.37	0.25	0.3
53	1	0	0.18	0.37	0.25	0.3
54	1	0	0.18	0.37	0.25	0.3
55	1	0	0.18	0.37	0.25	0.3
56	1	0	0.18	0.37	0.25	0.3
