SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
0	0.19	0	0	0	0	0.81	0	0	0.00022	0	5	0.18	0.21	0.25	0
1	0	0	0	0	0	0	1	0	0	0	6	0	0	0.19	0
2	5e-05	6.7e-06	0	0	0	0	0	1	0	0	7	0	0	0	0.17
3	0.99	0.0015	0	0	0.0092	0	0	0	0	0	0	0.18	0.4	0.25	0.3
4	0.99	0.011	0	0	0.0024	0	0	0	0.0005	0	0	0.18	0.4	0.25	0.3
5	0	0	0	1	0	0	0	0	0	1e-05	3	0.12	0	0.028	0
6	0.89	0.012	0	0	0.00077	0	0	0	0.096	0	0	0.18	0.4	0.25	0.3
7	0.14	0.0025	0	0	0.0016	0.84	0	0	0.017	0	5	0.18	0.21	0.25	0
8	0	0	0	0	0	0	1	0	0	0	6	0	0	0.19	0
9	0	0	0	0	0	0	0	0	0	1	9	0.18	0.041	0.028	0.1
10	0	0	0	1	0	0	0	0	0	0	3	0.12	0	0.028	0
11	0.73	0.16	0	0	0.11	0	0	0	0.0011	0	0	0.18	0.4	0.25	0.3
12	0.35	0.092	0	0	0.56	0	0	0	0	0	4	0.18	0.51	0.31	0.3
13	0	0	1	0	0	0	0	0	0	0	2	0	0.12	0.028	0.1
14	0.69	0.26	0	0	0.056	0	0	0	0.00015	0	0	0.18	0.4	0.25	0.3
15	0	0	0	0	0	0	1	0	0	0	6	0	0	0.19	0
16	2.6e-05	0	0	0	0	0	0	0	1	0	8	0.25	0.57	0.42	0.34
17	0.74	0.23	0	0	0.029	0	0	0	0.0017	0	0	0.18	0.4	0.25	0.3
18	1	0.0029	0	0	7.6e-05	0	0	0	0	0	0	0.18	0.4	0.25	0.3
19	0.66	6e-06	0	0	0.34	0	0	0	0	0	0	0.18	0.4	0.25	0.3
20	1	0	0	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.3
21	0.04	0	0	0	0.96	0	0	0	0	0	4	0.18	0.51	0.31	0.3
22	0.24	0.76	0	0	7e-05	0	0	0	6.2e-06	0	1	0.18	0.4	0.31	0.39
23	0	0	0	0	0	0	1	0	0	0	6	0	0	0.19	0
24	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0.17
25	8.6e-05	0	0	0	0.97	0	0	0	0.028	0	4	0.18	0.51	0.31	0.3
26	0	1	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.39
27	0	0	1	0	0	0	0	0	0	0	2	0	0.12	0.028	0.1
28	0	0	0	1	0	0	0	0	0	0	3	0.12	0	0.028	0
29	0	0	0	0	0	0.0001	0	0	1	0	8	0.25	0.57	0.42	0.34
30	0.21	0.78	0	0	0.01	0	0	0	0.00014	0	1	0.18	0.4	0.31	0.39
31	0	0	0	0	0	0	0	0	0	1	9	0.18	0.041	0.028	0.1
32	0	0	0	0	0	0	1	0	0	0	6	0	0	0.19	0
33	0	0	0	0	0	0	1	0	0	0	6	0	0	0.19	0
34	0	0	0	0	0	0	0	0	1	0	8	0.25	0.57	0.42	0.34
35	0	0	0	0	0.0067	0	0	0	0.99	0	8	0.25	0.57	0.42	0.34
36	0.0044	7.1e-06	0	0	1	0	0	0	0.00016	0	4	0.18	0.51	0.31	0.3
37	0	0	0	0	0	1	0	0	0	0	5	0.18	0.21	0.25	0
38	3.3e-05	1	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.39
39	0	0	0	0	1.3e-06	0	0	0	1	0	8	0.25	0.57	0.42	0.34
40	0	0	0	0	0	0	0	0	1	0	8	0.25	0.57	0.42	0.34
41	1	0.0043	0	0	1.3e-05	0	0	0	6.3e-06	0	0	0.18	0.4	0.25	0.3
42	0	0	0	0	0	6.2e-06	0	0	1	0	8	0.25	0.57	0.42	0.34
43	0.78	0.11	0	0	0.092	0	0	0	0.021	0	0	0.18	0.4	0.25	0.3
44	0	0	0	1	0	0	0	0	0	0	3	0.12	0	0.028	0
45	0	0	0	0	0	0.0016	0	0	1	0	8	0.25	0.57	0.42	0.34
46	0.99	0.0068	0	0	8.1e-06	0	0	0	0	0	0	0.18	0.4	0.25	0.3
47	0	0	0	0	0	0	0	0	1	0	8	0.25	0.57	0.42	0.34
48	0	0	0	0	0	0	0	0	1	0	8	0.25	0.57	0.42	0.34
49	1	0.0002	0	0	0.0018	0	0	0	0	0	0	0.18	0.4	0.25	0.3
50	0.77	0.23	0	0	0.00028	0	0	0	0	0	0	0.18	0.4	0.25	0.3
51	1	0.00013	0	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.3
52	0	0	0	0	0	0	0	0	1	0	8	0.25	0.57	0.42	0.34
53	0	0	0	0	0	0	0	0	1	0	8	0.25	0.57	0.42	0.34
54	1	0.00044	0	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.3
55	0	0	0	0	0	0	0	0	1	0	8	0.25	0.57	0.42	0.34
56	0.00073	0.00036	0	0	4.7e-06	0	0	0	1	0	8	0.25	0.57	0.42	0.34
57	7.1e-05	5.3e-05	0	0	1	0	0	0	0	0	4	0.18	0.51	0.31	0.3
58	0	0	1	0	0	0	0	0	0	0	2	0	0.12	0.028	0.1
59	0	0	0	0	0	0.99	0	0	0.0058	0	5	0.18	0.21	0.25	0
60	0	1	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.39
61	1	0	0	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.3
62	1	0.00054	0	0	0.0025	0	0	0	0	0	0	0.18	0.4	0.25	0.3
63	0.94	0	0	0	0.059	0	0	0	0	0	0	0.18	0.4	0.25	0.3
64	0	0	0	0	0	0	1	0	0	0	6	0	0	0.19	0
65	0.96	0.024	0	0	0.017	0	0	0	0.00023	0	0	0.18	0.4	0.25	0.3
66	1	0.00011	0	0	0	0	0	0	0	0	0	0.18	0.4	0.25	0.3
67	0.94	0.014	0	0	0.046	0	0	0	0.00022	0	0	0.18	0.4	0.25	0.3
68	0.65	0.3	0	0	0.031	0	0	0	0.022	0	0	0.18	0.4	0.25	0.3
69	0	0	0	1	0	0	0	0	0	0	3	0.12	0	0.028	0
70	0.29	0.22	0	0	0.051	0	0	0	0.44	0	8	0.25	0.57	0.42	0.34
71	0	0	0	1	0	1.4e-05	0	0	0	0.00024	3	0.12	0	0.028	0
72	1	7.6e-06	0	0	0.0014	0	0	0	0.00098	0	0	0.18	0.4	0.25	0.3
73	0.013	0.33	0	0	0.65	0	0	0	0.0065	0	4	0.18	0.51	0.31	0.3
74	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0.17
75	0.54	0.064	0	0	0.072	0	0	0	0.33	0	0	0.18	0.4	0.25	0.3
76	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0.17
77	0.24	0.13	0	0	0.0043	0	0	0	0.62	0	8	0.25	0.57	0.42	0.34
78	0	0	0	0	0	0	1	0	0	0	6	0	0	0.19	0
79	0.97	0.027	0	0	0.0014	0	0	0	0	0	0	0.18	0.4	0.25	0.3
80	0.17	0.2	0	0	8.5e-05	0	0	0	0.63	0	8	0.25	0.57	0.42	0.34
81	0.88	0	0	0	0.12	0	0	0	0	0	0	0.18	0.4	0.25	0.3
