SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0	0.19	0.0032	0.0032	0.22	0.052	0.047	0.033	0	0	0	0	9.2e-05	0	0	0	0.22	0.22	0	0	4	0.23	0.24
1	0	0	0	0	0	0	3.9e-05	0	0	0	1.7e-05	0	0	0	1	0	0	0	0	0	14	0.033	0.069
2	0	0.12	1.3e-06	1.3e-06	0.017	0.00034	0.0064	0.82	0	0	0	0	0	0	0	0	0.017	0.017	0	0	7	0.17	0.31
3	0	0.036	0.035	0.035	0.11	0.0055	0.52	0.023	0	0	0.0001	0	5e-06	0.0002	4.1e-06	0	0.11	0.11	0	0	6	0.17	0.17
4	0	0.14	0.046	0.046	0.19	0.087	0.097	0.015	0	0	0.00023	1.2e-05	0.0026	0.0062	0	0	0.19	0.19	0	0	4	0.23	0.24
5	0	0.3	6.4e-05	6.4e-05	0.012	0.12	0.00011	0.0069	0	0	0	0.41	0.045	0	0	0	0.012	0.012	0	0.081	11	0.34	0.48
6	0	0.89	0	0	0.017	0.018	2.2e-06	0.037	0	0	0	5.7e-06	0	0	0	0	0.017	0.017	0	0	1	0.23	0.31
7	0.00047	0.0027	0	0	5.7e-05	6.3e-06	3e-05	0.019	0	0.98	0	0	0	0	0	0.00047	5.7e-05	5.7e-05	0	0	9	0	0.21
8	0	0.46	0	0	0.0086	0.5	0	0.00015	0	0	0	0.0074	0.0012	0	0	0	0.0086	0.0086	0	0	5	0.3	0.28
9	0	0	0	0	0	0	0	0	0	0	0	3.1e-05	0	0	0	0	0	0	0	1	19	0.52	0.69
10	0	0.67	8.8e-05	8.8e-05	0.063	0.05	0.0019	0.085	0	0	0	0.00031	6.3e-05	0	0	0	0.063	0.063	0	0	1	0.23	0.31
11	0	0.12	0.00041	0.00041	0.073	0.00064	0.23	0.44	0	0	0	0	0	0	0	0	0.073	0.073	0	0	7	0.17	0.31
12	0	0.94	0	0	0	0	0	0.0004	0	0	0	0.014	0	0	0	0	0	0	0	0.046	1	0.23	0.31
13	0	0.1	0	0	0	0	0	3.1e-05	0	0	0	0.02	0	0	0	0	0	0	0	0.88	19	0.52	0.69
14	0	0.41	1.9e-05	1.9e-05	0.071	0.38	2.7e-05	0.0012	0	0	0	4.2e-05	0.0021	0	0	0	0.071	0.071	0	0	1	0.23	0.31
15	0	0.88	0	0	0.013	0.052	3.4e-06	0.023	0	0	0	0.0036	8.4e-06	0	0	0	0.013	0.013	0	0	1	0.23	0.31
16	0	0.42	0	0	0.022	0.5	0	0.00031	0	0	0	0.0013	0.0027	0	0	0	0.022	0.022	0	0	5	0.3	0.28
17	0	0.067	0	0	0.023	0.86	0	0	0	0	0	0	1.1e-05	0	0	0	0.023	0.023	0	0	5	0.3	0.28
18	0	0.19	0.0005	0.0005	0.25	0.023	0.011	0.016	0	0	0	0	0	0	0	0	0.25	0.25	0	0	4	0.23	0.24
19	0	0.0017	0	0	0	0	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	0.99	19	0.52	0.69
20	0	0.71	0	0	0.039	0.16	6.6e-06	0.01	0	0	0	0.00023	3.8e-05	0	0	0	0.039	0.039	0	0	1	0.23	0.31
21	0	0.33	0.0077	0.0077	0.13	0.031	0.11	0.12	0	0	7e-06	1.1e-05	0.00014	1.7e-05	1.7e-06	0	0.13	0.13	0	0	1	0.23	0.31
22	0	0.091	0.036	0.036	0.063	0.03	0.08	0.016	0	0	0.1	3.1e-05	0.0035	0.41	0.00099	0	0.063	0.063	0	0	13	0.2	0.034
23	0	0.26	2.8e-06	2.8e-06	0.18	0.21	8.5e-06	0.00029	0	0	0	0	0	0	0	0	0.18	0.18	0	0	1	0.23	0.31
24	0	0.12	0.03	0.03	0.14	0.28	0.013	0.0026	0	0	3.1e-06	0.00013	0.088	0.0016	0	0	0.14	0.14	0	0	5	0.3	0.28
25	0	0.09	3.7e-05	3.7e-05	0.29	0.0049	0.0085	0.015	0	0	0	0	0	0	0	0	0.29	0.29	0	0	4	0.23	0.24
26	0	0.45	1e-05	1e-05	0.11	0.22	0.00011	0.0061	0	0	0	7.7e-06	0.00015	0	0	0	0.11	0.11	0	0	1	0.23	0.31
27	0	0.049	0.033	0.033	0.26	0.075	0.035	0.0013	0	0	0	0	0.00054	0	0	0	0.26	0.26	0	0	4	0.23	0.24
28	0	0.8	0	0	0.039	0.0079	4.5e-06	0.072	0	0	0	0	0	0	0	0	0.039	0.039	0	0	1	0.23	0.31
29	0	0.14	0.0032	0.0032	0.062	0.33	0.002	0.0025	0	0	0	0.0053	0.33	4.2e-05	0	0	0.062	0.062	0	5.8e-05	12	0.43	0.23
30	0	0.25	4e-05	4e-05	0.22	0.077	0.00036	0.0028	0	0	0	0	0	0	0	0	0.22	0.22	0	0	1	0.23	0.31
31	0	0.26	0.00011	0.00011	0.15	0.28	0.0003	0.002	0	0	0	1.9e-06	0.00061	0	0	0	0.15	0.15	0	0	5	0.3	0.28
